Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,25.55,58.93,2,8.4,5.9,40.8,24.6,,23.18,11.1,71.15,2,14.59,62.91,2.96,0.07,0.06,57.05,1.38,,,56.6,3.53,0.8,,0.26,1.56,15.74,11.6,17.57,11.95,9.64,0.57,0.58,6.35,0.36,3.3,7.62,1.56,15.59,26.17,,1.62,51.48,,3.58,,1.89,,3.62,1.95,23.57,16.44,1.02,0.44,,0.89,1.16,,13.43,,1.12,,,10.88,16.52,0.83,0.99,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.3,29.56,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,5.88,61.24,,38.3,,,,,322.31,8,65.9,,,62.4,3.6,0.71,4.95,140.73,1.41,,29.97,7.3,1.12,0.28,,,,39.66,38.64,17.85,22.02,21.68,6.39,7.44,2.52,0.3,41.38,4.88,,30.55,,,10.66,169.25,82.59,20.75,,46.11,,15.21,11.15,19.15,19.15,,8.8,,,,,21.16,3.24,,,22.67,21.09,15.92,,,12.36,1.41,21.22,720.92,19.41,63.33,,55.65,,3.3,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,17.53,56.91,0.7,6.3,12.3,6.8,6.7,,,5.8,62.98,3.49,6.36,58.57,5.33,0.52,0.52,116.85,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.88,28.71,19.96,32.59,22.56,17.81,4.69,5.13,3.48,0.54,15.74,3.2,1.88,22.67,11.26,8.9,6.5,107.99,55.55,11.5,,13.99,,16.24,5.09,35.52,25.85,2.25,4.94,,1.4,1.63,,31.47,5.15,1.15,,,23.43,41.13,3.21,1.95,23.05,1.14,7.9,65.41,12.45,14.86,,10.65,,3.34,41.73,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,37.9,64.63,,6.9,,13.2,4.1,,3.27,5.9,78.53,0.21,9.34,69.46,2.73,1.75,0.61,102.94,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.19,26.57,14.12,42.56,,,1.78,2.13,3.76,0.56,4.86,2.41,0.19,23.24,18.3,26.49,11.51,75.98,19.84,4.58,,5.17,,7.87,2.06,39.12,31.85,1.58,1.96,,,,,41.47,2.52,,,,15.91,24.39,2.04,1.39,4.49,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,51.05,,,,38.8,40.9,46.1,223.57,16.4,64.31,,,55.96,1.76,1.48,8.69,15.73,2.16,197.37,87.05,38.64,1.68,0.11,,,,89.63,59.66,25.39,12.43,9.93,2,2.3,1.12,0.57,9.04,3.09,,19.3,,,16.61,33.38,91.73,,,3.43,,2.56,5.04,87.39,87.39,3.92,2.93,,,,,32.42,4.99,,25.42,7.88,32.42,133.29,,,6.37,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,21.73,,12.2,,,16.9,,,10.9,16.26,,,19.38,1.77,0.13,0.04,42.49,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.97,9.23,,9.44,7.46,1.68,1.88,8.35,0.52,,,,11.11,0.75,15.8,10.03,85.3,96.45,5.11,,8.99,,17.48,1.29,13.93,12.12,,1.25,,,,,,1.75,0.58,,,29.83,,,1.29,5.62,1.06,5.05,19.42,10.06,9.78,,8.25,,,124.97,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,52.19,,100.9,,,,,,,52.49,,,53.25,,4.31,,,4.49,,,,,,,,,,,,,,19.75,,,,,,,,,11.86,,,,,,,,,3.22,,,,,,,,,,,,5.1,4.8,,,,,3.25,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,50.39,,18.8,33.9,6,,,132.17,4.2,55.72,2.58,,52.38,3.52,0.04,0.02,18.93,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.53,14.15,5.84,31.3,12.32,6.39,0.3,0.31,7.07,0.11,0.99,7.17,2.53,8.35,16.97,,1.83,21.45,27.85,3.83,,1.25,,2.28,3.63,11.07,7.57,0.56,0.14,,,,,13.96,,,,,4.09,13.84,1.2,0.8,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.42,27.85,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,115.4,57.74,2.6,5.9,,7,21.8,,142.28,6.8,74.3,,47.75,61.93,2.98,0.15,0.15,54.2,1.32,,22.1,60.56,2.39,0.84,,,,20.13,14.36,25.26,,14.07,3.63,4.09,4.97,0.37,16.16,4.36,,29.18,13.35,29.66,7.84,33.2,50.71,3.86,,12.01,,19.46,4.6,31.88,28.98,2.42,3.83,,1.47,2.03,,23.68,,1.49,,,20.24,26.04,2.76,1.69,,1.32,5.59,174.23,13.31,14.81,,7.6,,2.85,58.91,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,31.74,0.9,22.7,,62.7,72,31,57.41,34.8,26.18,,,28.17,7.53,2.25,12.33,88.62,4.42,179.55,30.91,63.45,0.15,0.05,,,,8.09,7.7,14.95,,8.59,2.05,2.06,12.36,0.73,13.75,5.29,,12.16,24.09,,4.15,117.44,44.63,48.8,,21.54,,23.4,3.09,12.21,12.21,0.25,2.65,,,,,19.14,1.29,1.22,14.82,3.98,16.97,20.33,0.49,1.29,3.09,3.26,19.31,74.1,28.93,28.19,,33.01,,2.11,29.84,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,75.29,54.33,,,,2.6,0.1,,,,54.2,,48.47,52.53,11.17,5.85,6.96,93.54,6.01,,,69.04,,0.15,,,,,,,,,44.27,29.22,,0.66,,,,,,,8.27,0.0,,,,,,,10.3,,,,32.76,,,,,,,,18.64,17.76,,,,,10.3,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,31.3,66.82,4.6,,,0.1,22.9,46.8,,7.7,73.84,0.81,9.52,68.82,2.4,0.26,0.55,114.01,1.13,,55.01,59.44,3.29,1.31,,0.21,0.77,21.77,17.54,23.13,14.82,13.16,2.06,1.02,4.59,0.19,4.4,4.56,0.77,22.86,7.89,13.78,7.62,99.04,6.58,4.87,,1.61,,5.59,6.73,61.29,28.39,10.14,0.95,,,,,21.62,,2.14,,,18.48,28.2,,2.13,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.3,178.13,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,15.55,38.37,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,24.24,2.73,19.27,30.72,7.19,0.26,1.22,355.97,1.1,,20.51,69.84,0.37,0.15,,0.43,1.5,22.05,19.23,24.96,20.19,16.44,3.14,3.32,4.54,0.51,13.27,3.87,1.66,27.6,13.35,8.94,7.11,329.59,32.61,162.73,,11.19,,14.79,7.87,31.14,29.76,3.2,3.51,,1.44,1.14,,26.22,8.3,1.24,,,24.76,37.84,3.12,1.72,52.19,1.1,13.75,236.59,27.79,26.8,,19.63,,2.73,38.57,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,30.59,41.72,,,,,,,,30.6,53.21,,7.86,43.45,3.01,0.66,2.48,19.01,1.49,,469.19,121.47,,0.24,,,,,,,,,3.65,5.14,,0.45,,,,498.4,,,29.41,18.17,50.64,,,,,,6.89,,,,5.61,,,,,,,,,51.28,543.3,,,,27.15,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,42.5,1.7,9.4,,17.7,16.7,11.4,,16.8,54.21,,4.33,45.57,11.65,0.78,1.24,504.2,1.11,,49.25,33.27,0.78,0.42,,,,30.9,27.47,32.47,19.31,18.04,8.93,10.17,3.24,0.49,31.27,2.95,,24.55,19.4,12.53,10.8,578.89,88.66,51.2,,25.59,,35.93,15.42,42.58,28.2,1.32,10.95,,0.9,1.11,,34.84,17.93,0.85,,,33.91,49.61,1.7,2.24,257.24,1.11,18.17,291.22,33.73,34.74,,22.82,,3.18,63.26,,,10,241068062221.0,Packaged Software,Technology Services
ADC,25.26,46.49,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,41.01,5.51,25.69,44.06,1.78,0.08,0.01,72.87,0.74,,573.52,54.1,5.08,0.51,,1.67,4.12,36.66,20.65,24.8,31.39,19.22,16.63,18.11,2.73,0.65,73.03,5.54,4.19,39.46,11.76,3.21,10.93,74.33,87.94,2.87,,31.62,,48.86,1.47,40.26,40.87,6.59,12.25,,3.54,1.32,17.18,16.71,1.79,0.97,,,16.71,,6.18,1.03,1.76,0.74,2.41,,3.83,3.64,,3.69,,,32.68,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,30.4,62.8,,,,,,,13.28,,71.82,0.28,19.23,66.46,1.96,1.29,0.17,14.11,3,,,33.87,2.68,1.52,,0.19,1.4,16.53,9.1,13.46,,,4.55,5.15,6.05,0.34,38.16,8.91,1.4,9.73,15.91,,,9.39,,2.01,,12.87,,32.86,4.28,35.28,13.73,4.43,4.46,,,,,11.64,,2.09,,,10.51,15.08,,0.71,,3,4.2,606.5,11.04,13.34,,10.28,,12.55,37.13,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,35.92,39.01,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,24.11,2.89,14.33,33.1,5.52,0.79,0.31,227.21,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.58,53.09,26.7,38.54,27.68,21.61,10.72,11.73,1.88,0.72,30.39,2.61,1.61,30.11,17.67,12,,151.27,57.85,7.22,,17.07,,23.16,3.21,68.23,51.6,4.23,11.71,,2.83,1.9,,38.46,,1.7,,,28.44,35.92,3.47,1.85,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.78,53.34,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,26.73,2.6,9.4,7.7,25.1,24.8,,89.18,15,16.29,4.87,0.1,22.12,3.19,0.04,0.06,53.06,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.64,9.15,7.14,11.39,12.02,8.68,0.41,0.4,10.93,0.42,3.56,12.45,3.75,10.04,22.61,,,79.63,7.44,4.48,,2.93,,3.39,1.15,10.61,9.71,0.53,0.3,,,,,8.89,0.86,0.77,,,5.87,7.65,0.44,1.55,1.67,0.88,4.77,18.59,10.96,10.87,,5.18,,18.93,11.31,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,36.63,0.1,22.6,,89.8,,,,6.1,27.23,,,32.45,1.8,0.24,0.35,19.74,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.15,5.04,11.04,8.69,4.7,0.23,0.23,9.85,0.21,2.05,17.73,,7.64,,,,39.57,6.28,2.09,,0.5,,2.67,0.89,26.67,7.39,,0.12,,,,,5.99,,,,,3.15,7.88,,0.61,,0.87,0.79,24,5.88,3.46,,7.03,,14.97,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,30.03,59.45,1.2,,13.8,15.3,15.1,13,13.01,9,60.06,3.35,17.89,58.44,3.04,0.19,0.79,305.82,1.01,,3.27,65.98,1.56,1.75,,0.59,1.83,22.26,20.18,29.58,22.5,20.78,5.91,6.54,4.49,0.11,22.11,3.27,1.83,30.7,14.93,8.58,7.35,268.14,42.56,9.92,,20.87,,21.92,23.31,32.64,32.43,2.68,6.81,,1.59,1.75,,30.82,10.44,1.34,,,27,44.32,2.59,3.09,75.51,1.01,7.01,518.83,59.25,86.24,,6.18,,1.81,45.92,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,32.93,64.85,0.9,25.4,,21.7,23.3,,,14.2,69.82,,26.01,65.67,5.69,0.43,0.72,300.67,0.64,,94.05,32.85,1.8,1.05,,,,49.32,43.92,59.39,32.35,30.6,9.29,10.97,2.03,0.25,18.45,1.65,,32.8,22.34,11.89,11.59,257.75,90.8,1291,,18.21,,22.24,26.19,61.49,36.76,0.67,11.21,,,,,60.81,,1.07,,,56.14,145.74,1.47,2.96,,0.64,11,369.7,23.5,57.58,,9.97,,0.49,248.49,,,6,45606470933.0,Packaged Software,Technology Services
ADT,17.13,53.23,,3.7,,,,,,,53.8,2.71,7.49,53.66,0.42,0.08,0.01,7.58,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.64,29.25,7.75,12.8,,5.07,2.81,2.75,3.42,0.24,21.42,16.4,2.91,9.4,7.82,26.05,2.58,6.91,78.76,1.95,,17.19,,20.04,1.77,7.88,14.52,,1.36,,,,,6.55,,,,,3.97,5.25,,0.6,,0.64,5.45,14.81,3.29,24.01,,10.07,,34.21,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,49.18,40.32,,9.9,,22.2,30.1,,18.33,10.6,34.7,,28.63,37.56,8.47,1.41,4.48,131.14,2.11,,11.17,35.23,0.41,0.05,,,,19.98,17.62,16.41,13.45,13.2,1.54,1.84,5.01,0.82,11.32,5.41,,22.64,23.71,12.79,13.69,110.13,32.28,12.12,,6.5,,9.15,2.5,30.74,26.33,1.41,1.84,,1.09,0.57,,16.65,3.69,1.28,135.66,18.67,15.44,19.19,1.31,1.3,12.02,2.11,6.89,155.12,11.61,9.24,,9.02,,2.97,53.31,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,11.76,53.85,,6.5,8,7.3,6.3,10.2,5.28,6.9,58.21,4.2,18.42,53.68,0.89,0.01,,88.08,0.67,74.06,86.49,26.35,5.01,1.54,,0.61,3.03,20.67,11.59,,18.72,10.77,4.93,5.72,4.84,0.27,,,3.08,17.93,1.15,7.63,3.75,82.17,50.31,3.09,,16.28,,26.85,2.04,19.93,20.77,3.78,3.21,,1.51,,,,1.4,1.26,,,9.31,,3.04,,2.11,0.45,2.88,5.92,5.36,10.43,,4.04,,,22.41,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,38.97,,99.7,,,,,52.85,46.7,25.63,,5.33,33.54,10.27,2.45,5.64,12.08,6.03,461.76,71.29,51.67,0.87,0.06,,,,53.15,42.03,,,,,5.54,1.88,0.84,,,,40.27,,,24.38,20.78,50.48,,,49.64,,10.43,2.92,12.33,11.08,,6.07,,,,,,1.34,2.31,24.9,5.19,2013.34,20.24,,3.52,3.56,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,15.02,59.93,0.9,13,,,,,,6.1,68.93,0.36,7.69,62.57,4.41,2.25,0.99,118.76,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.34,75.36,33.75,56.94,,12.08,2.66,2.85,1.33,0.53,5.01,1.65,0.34,23.7,15.23,,,85.45,35.16,2.31,,2.91,,4.34,3.84,104.17,32.54,2.43,3.01,,1.67,3.95,,60.19,3.01,1.07,,14.16,33.73,92.88,2.58,1.84,6.21,3.32,1.74,8.27,2.59,3.75,,8.16,,,42.11,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,59.36,55.67,,20.5,20.8,11.4,7.9,4,4.55,3.1,40.88,8.04,21.19,52.03,3.43,0.59,0.61,82.96,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.93,23.86,13.06,23.89,12.73,8.8,4.64,5.56,4.19,0.69,23.84,4.5,1.93,17.38,11.45,22.99,11.01,61.65,40.9,27.86,,13.05,,34.15,2.07,41.48,24.13,0.95,5.42,,,,,22.71,1.68,1.23,,,11.9,26.17,2.66,1.9,2.6,0.83,3.5,8.35,6.58,5.13,,5.69,,2.4,52.5,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,19.59,35.93,,10.5,45.5,,,66.4,90.5,5.8,19.95,2.26,,29.61,4.1,0.24,0.15,19.23,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.62,11.08,7.25,16.34,9.4,6.54,0.86,0.89,9.03,0.48,5.42,7.95,2.62,9.93,0.96,11.52,3.39,18.04,39.18,,,4.58,,8.01,2.18,15.38,11.58,,0.68,,,,,12.84,1.15,0.86,,,7.98,23.66,,1.23,2.59,0.74,7.04,18.72,16.01,14.43,,11.24,,12.46,17.17,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,25.79,53.81,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,65.43,4.67,13.18,57.34,0.92,0.04,0.01,96.57,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.66,22.68,12.85,,17.55,11.1,4.4,4.98,4.41,0.26,,,3.87,16.17,1.45,13.4,4.79,94.57,60.67,2.21,,13.49,,20.7,1.97,19.35,19.25,3.5,2.61,,,,,,1.3,1.14,,,8.42,,3.73,12.59,1.97,0.48,2.71,5.54,5.01,10.42,,4.34,,,20.81,,,10,41234689544.0,Electric Utilities,Utilities
AER,44.1,52.37,,6.4,,,5.5,,3.17,,60.36,0.52,7.55,53.73,0.74,2.25,0.08,98.05,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.51,30.47,13.61,,15.95,9.39,7.73,8.04,3.28,0.23,,,1.03,8.04,,12.08,3.05,83.36,32.61,,,32.41,,26.37,1.11,7.92,10.06,,2.46,,,,,,0.76,1.46,,,3.44,7.47,,1.64,1.3,4.45,3.53,3.38,2.94,15.15,,2.69,,11.54,15.3,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AESI,19.78,47.95,,14.3,,129.9,,,49.89,64.1,58.6,4.24,3.37,50.77,2.15,0.3,0.16,21.47,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4.01,19.89,11.77,,,6.05,2.22,2.85,5.03,0.53,,,4.46,10.31,,,25.17,0.0,26.47,4.92,,8.78,,15.35,2.26,27.28,24.82,,2.52,,,,,,1.74,,,,8.41,,,,2.74,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,75.48,57.62,,,,85.6,17.5,,1.59,11.1,67.06,,12.68,59.7,1.96,17.16,0.32,49.44,65.7,,16.58,43.65,,2.42,,,,,,62.55,31.52,32.39,6.33,8.08,,0.29,12.52,1.87,,,,,23.97,38.51,63.62,,,,,,5.63,,,,6.35,,,,,50.52,,,,10.83,32.69,,,,7.03,65.7,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,,68.87,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,87.83,,,77.18,2.56,0.74,0.27,17.95,1.47,0.97,136.81,63.94,2.04,0.68,,,,10.72,8.01,10.9,8.75,6.86,2.93,3.24,9.33,0.51,29.13,10.93,,10.64,26.03,36.14,6.76,19.15,62.12,2.57,,17.97,,28.66,2.19,14.95,16.6,0.4,2.69,,,,,9.23,,,,,7.01,13.13,0.67,0.88,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
