Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
BZ,24.69,48.49,,,,,,96.1,26.71,41.7,54.6,,,48.24,7.77,3.44,35.99,14.82,3.58,0.85,112.89,1.12,0.42,0.03,,,,35.31,35.31,9.46,25.15,16.23,3.85,4.9,2.83,0.77,51.64,7.45,,15.17,,19.81,20.42,21.85,83.04,,,20.89,,13.87,3.25,34.06,24.09,,7.05,,,,,13.63,1.88,,4.86,4.59,13.63,,,,3.31,3.58,7.93,51.03,6.78,10.34,,11.16,,,,,,2,6395129110.582629,Internet Software/Services,Technology Services
CAAP,56.71,61.46,,13.9,,,,,,31.8,66.38,,2.42,62.81,1.73,0.95,0.44,19.13,1.32,5.35,42.33,34.05,1.77,0.98,,,,6.97,5.39,8.57,,,,2.6,14.35,0.3,29.95,14.06,,8.22,,25.49,17.78,14.44,34.69,4.65,,23.62,,29.55,2.46,8.1,10.34,,2.11,,,,,7.11,,,,,6.94,5.99,,1.16,,1.3,8.62,627.78,16.46,35.61,,9.63,,4.81,100.66,,,7,2237334415.0,Other Transportation,Transportation
CABO,,64.87,2.3,9.1,6.9,8,,2,5.32,7.4,84.39,4.9,,72.31,1.16,1.07,0.06,414.61,1.81,,32.8,13.78,4.06,1.81,,0.35,2.86,10.26,6.26,16.78,,10.77,5.65,3.36,9.75,0.29,19.71,13.8,2.86,11.2,23.83,4.54,,688.88,73.74,3.19,,11.49,,30.57,1.19,10.57,12.23,0.93,1.54,,0.79,0.25,,7.81,,,,,3.8,13.06,1.17,0.49,,1.81,2.74,29.98,8.03,10.11,,6.36,,12.71,10.31,,,10,3492224297.0000005,Cable/Satellite TV,Consumer Services
CACC,,40.79,9.9,1.3,,,20.1,19.2,172.39,15.9,39.18,,,38.68,2.12,0.44,0.03,459.75,23.4,,159.5,,22.24,3.8,,,,44.77,40.37,9.94,,,4.74,5.5,2.23,0.19,55.29,20.47,,12.5,9.16,,10.68,614.97,63.28,,,9.2,,12.29,3.38,30.88,23.82,,2.82,,,,,5.06,1.89,0.59,,3.72,5.05,26.56,,0.35,3.38,23.4,2.37,139.23,3.31,11.41,,2.49,,,14.13,,,10,6464569137.0,Finance/Rental/Leasing,Finance
CACI,56.49,72.78,1.8,11.7,,9.7,4.8,,1.98,12,75.12,,23.34,73.28,4.56,0.44,0.2,567.65,1.75,6.69,15.97,39.68,2.64,0.6,,,,20.85,17.31,35.99,,,,1.83,4.8,0.51,5.09,3.15,,23.89,15.17,10.72,5.48,397.03,8.8,6.69,,5.77,,8.8,3.47,28.13,25.77,2.03,1.6,,1.02,1.79,,31.86,,1.57,,,27.63,45.79,2.19,1.31,,1.62,6.64,113.77,11.96,13.41,,9.02,,,39.04,,,10,7202515113.999999,Information Technology Services,Technology Services
CAE,,54.42,,7.4,,,93.5,,11.69,7.1,61.35,,,55.89,1.46,0.06,0.04,18.84,0.89,70.75,100.7,47.91,22.11,0.76,,,,,75.16,84.5,,,2.51,2.53,,0.43,3.14,1.7,,22.66,,23.37,6.47,24.44,26.61,2.63,,,,10.34,1.92,,30.33,,1.92,,,,,63.01,3.33,0.85,,,13.9,,,1.93,8.05,0.61,,,,,,3.94,,0.76,34.25,,,8,7740247374.525821,Miscellaneous Commercial Services,Commercial Services
CAG,6.11,39.1,0.1,,10.5,,0.1,19.8,67.53,3.1,43.37,8.51,,39.55,1.8,0.04,0.02,28.93,0.94,93.38,62.64,28.53,6.29,1.01,,0.59,4.83,22.72,16.15,15.39,11.23,9.37,1.89,1.89,4.4,0.41,12.25,10.6,4.83,11.2,5.47,1.8,,33.99,27.21,1.76,,4.14,,6.41,1.59,28.08,12.15,,1.17,,,,,9.49,,0.77,,,7.53,45.42,,0.84,,0.33,2.28,25.7,5.48,5.59,,3.72,,9.26,23.14,,,8,13829465179.999998,Food: Specialty/Candy,Consumer Non-Durables
CAH,11.75,54.49,5.7,,1,22,10.6,24,50.74,18.4,57.15,1.86,13.21,55.3,5.66,0.08,0.56,115.72,0.95,28.05,53.88,19.03,2.02,,,0.26,1.76,16.16,11.61,27.54,13.3,10.55,0.14,0.13,6.19,,0.48,3.85,1.77,14.96,2.38,8.1,4.13,103.02,3.37,31.51,,0.56,,0.97,,22.51,15.19,,0.12,,,,,26.78,,1.07,,,18.07,26.69,,1.31,,0.5,2.81,73.95,20.7,,,14.66,,2.72,105.2,,,8,21997312626.0,Medical Distributors,Distribution Services
CALM,70.71,58.2,,21,281.1,106.6,,,133.22,19.7,51.23,3.26,48.89,53.23,8.8,2.32,,90.26,4.13,53.22,19.73,25.16,,,,0.22,3.23,6.52,5.67,9.25,,,,1.36,15.34,0.8,14.66,8.79,3.23,10.78,22.13,,,67.61,28.02,911.74,,16.09,,18.87,2.33,10.34,10.68,0.19,1.66,,,,,11.34,1.07,1.22,16.67,5.19,8.12,11.29,,1.08,2.4,3.23,20.19,50.05,29,24.63,,31.39,,3.3,20.75,,,9,2257156531.0,Agricultural Commodities/Milling,Process Industries
CALX,6.01,43.1,,34.8,,,,,,19.8,42.01,,27.64,41.26,9.91,2.21,31.37,34.61,4.5,103.13,18.71,38.9,,0.01,,,,,,41.3,,,2.46,2.37,,0.83,5.74,2.23,,50.52,,45.26,,46.85,50.95,,,,,,2.95,,53.08,,2.73,,,,,47.38,2.87,2.29,17.89,5.4,35.63,7239.65,,2.38,3.46,3.73,,,,,,,,2.1,314.64,,,4,3080564745.0000005,Telecommunications Equipment,Electronic Technology
CAMT,42.18,39.56,,26.4,,45,52.9,36.4,12.46,18.7,27.79,1.8,,35.32,8.39,3.4,1.84,79.38,5.21,151.69,69.15,81.6,1.68,0.42,,0.59,1.69,27.03,27.03,45.18,,19.95,6.42,8.69,3.7,0.6,19.27,1.97,1.69,25.17,20.56,22.39,19.5,55.34,47.39,28.34,,25.93,,22.62,7.57,40.5,35.28,1.03,10.6,,,,,54.62,3.8,3.62,78.92,14.92,48.91,42.14,1.4,6.49,9.32,4.29,12.42,104.86,17.81,21.03,,22.9,,1.76,94.49,,,9,2512320605.0,Electronic Components,Electronic Technology
CAR,,55.87,20.6,,,77.6,,,15.62,60.6,57.61,,,57.52,0.62,0.18,0.02,96.15,0.7,,51.66,29.93,5.97,,,,,40.92,6.52,,,,,2.49,2.44,,,,,7.77,,,,226.54,69.1,2.23,,3.37,,6.44,,8.78,8.2,0.21,0.29,,0.71,,,,,0.7,,,0.98,,0.33,,,0.7,1.2,2.92,2.38,,,2.49,,,6.88,,,9,7690842705.0,Finance/Rental/Leasing,Finance
CARG,56.88,60.21,1.6,20.1,,,,,,18.2,63.76,,28.75,60.25,8.24,1.93,1.12,32.92,2.57,0.8,84.65,17.31,1.95,0.43,,,,53.41,32.79,55.84,19.46,12.63,3.41,3.72,1.87,0.6,6.56,1.69,,17.64,23.39,111.87,4.84,21.37,78.65,,,,,6.96,7.5,,28.31,0.93,4.03,,,,,59.7,3.3,,,,22.88,,1.19,1.72,8.64,2.57,,24.23,7.5,,,11.22,,6.2,,,,8,2002108116.0,Internet Software/Services,Technology Services
CARR,59.91,40.48,1.1,12.8,38.3,,10.5,16.9,,9.3,44.27,1.03,30.13,38.52,3.03,0.21,0.17,75.32,1.08,53.26,57.37,40.44,1.85,0.88,,0.31,1.03,13.11,11.06,80.52,21.87,16.38,3.31,2.92,7.63,0.37,3.57,1.39,1.03,24.73,17.03,21.12,3.32,56.09,28.87,3.96,,13.2,,9.75,4.6,19.72,30.62,306.2,2.57,,,,,69.09,,,,,43.84,17.85,2.12,,,0.82,9.6,135.08,21.28,30.53,,6.81,,,,,,7,45617216284.0,Industrial Machinery,Producer Manufacturing
CARS,,48.75,0.7,13.9,,,,,312.3,7.5,58.6,,,53.11,0.62,0.25,0.06,16.77,1.53,,68.85,62.36,2.91,0.95,,,,27.72,9.31,11.75,20.42,6.64,1.99,2.11,3.61,0.44,17.77,11.44,,27.13,,,5.21,18.44,82.75,1.59,,3.51,,7.23,2.23,45.32,28.91,,1.59,,,,,9.02,,,,,7.65,11.95,,0.75,,1.53,2.22,75.9,5.42,5.14,,5.92,,2.69,,,,8,1150563330.0,Internet Software/Services,Technology Services
CASY,35.46,57.13,0.6,16.7,9.2,13.8,17,0.7,10.6,19.5,58.3,0.7,18.05,57.39,5.94,0.27,0.19,409.98,0.84,13.39,17.9,3.55,1.48,0.51,,0.13,0.45,21.68,14.48,40.23,20.49,13.59,1.03,1.04,4.61,0.49,2.59,2.62,0.45,28.59,15.39,9.91,5.64,266.32,22.7,13.21,,3.4,,4.82,4.72,29.84,29.84,2.26,1.02,,1.54,1.25,,39.07,2.81,1.64,,,16.18,29.77,2.29,2.12,5.94,0.44,8.18,16.11,13.72,17.33,,10.21,,1.26,42.93,,,10,10391428616.0,Specialty Stores,Retail Trade
CAT,64.94,50.45,2.9,11.6,6.7,34.2,47.9,35.4,101.68,19.7,52.29,2.09,17.92,48.5,4.08,0.17,0.15,416.49,1.4,148.13,67.21,104.66,2.36,1.95,,0.24,1.31,15.7,13.6,22.69,16.01,14.52,3.31,3.33,6.37,0.23,14.64,4.76,1.36,18.65,20.95,3.59,,300.55,35.84,25.01,,16.26,,20.23,10.41,19.31,18.94,1.86,3.08,,,,,21.45,3.54,1.8,,,16.3,20.22,1.06,2.07,14.82,0.86,12.48,43.46,26.59,56.7,,16.25,,6.41,39.44,,,9,142406442393.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
CAVA,252.45,52.51,,,,,,,,,36.66,,75.42,45.39,21.13,2.78,0.96,137.73,2.99,3.48,9.77,2.13,3.56,0.6,,,,330.89,150.62,1365.06,275.82,101.53,13.38,17.97,0.3,0.57,1.31,0.07,,275.46,,,23.55,0.0,25.09,,,5.04,,5.43,26.44,372.24,262.84,,18.98,,,,,1513.46,17.61,,,,117.7,,,,26.59,2.93,4.28,7.34,5.2,7.43,,6.66,,,,,,1,4023030000.0,Restaurants,Consumer Services
CBOE,24.14,53.87,0.6,6.6,10.4,15,14,,44.06,4.3,54.62,1.98,17.11,53.73,4.44,0.34,0.5,201.02,1.39,,2.96,33.5,1.25,0.38,,0.27,1.14,20.06,17.89,14.68,18.61,16.83,10.58,5.8,4.99,0.48,39.63,7.45,1.27,22.02,15.71,7.29,,94.21,42.97,22.69,,19.73,,29.72,5,27.39,23.43,3.12,5.65,,1.01,0.56,,14.27,,1.11,,,13.79,14.99,2.15,1.48,,1.39,9.44,405.89,18.71,19.48,,11.44,,2.88,43.32,,,10,15749444949.0,Investment Banks/Brokers,Finance
CBRE,58.98,69.64,3.1,8.7,,8,17,,3.3,13.2,76.71,,39.52,72.1,3.79,0.11,0.15,129.33,1.13,,45.73,66.5,3.51,0.79,,,,36.25,24.13,51.54,21.57,16.25,1.23,1.37,2.76,0.35,2.66,2.31,,21.28,4.52,22.8,9.08,99.43,19.53,6.44,,2.79,,3.79,4.55,41.59,44.44,37.03,1.14,,1.84,3.73,,43.67,11.99,1.36,,,32.65,43.4,,1.9,73.07,1.13,4.15,54.53,8.9,11.61,,6.35,,,37.27,,,10,24297503568.0,Real Estate Development,Finance
CBRL,,52.72,1.9,,21.7,,3.2,,,9.4,48.34,8.59,,50.54,2.22,0.03,0.01,51.27,0.61,28.64,23.06,3.75,7.09,2.73,,1.11,6.02,49.76,13.24,55.15,26.66,11.08,0.65,0.65,2.01,0.2,1.17,3.57,1.96,17.84,,,0.86,104.7,32.03,3.48,,1.18,,2.1,2.59,27.86,13.71,,0.32,,,,,28.13,1.28,0.27,,,6.77,,,0.83,2.74,0.21,1.87,2.46,2.61,9,,5.61,,6.86,6.53,,,9,1538043325.0,Restaurants,Consumer Services
CBT,62.71,47.06,1.4,16.3,5.8,8.1,15.7,95,59.63,6.1,42.57,1.85,17.39,44.04,4.18,0.29,0.2,116.93,2.08,68.77,70.06,66.35,1.5,0.8,,0.24,1.45,11.24,9.01,15.14,9.4,7.67,1.64,1.72,8.9,0.38,11.29,7.1,1.5,14.86,23.29,,,74.78,24.04,7.58,,9.51,,15.37,4.46,17.35,16.68,0.79,1.59,,,,,14.38,1.95,1.62,,,9.4,15.64,0.75,2.11,5.12,1.36,10.43,27.72,21.25,28.23,,17.45,,5.57,57.04,,,7,3883704887.0,Chemicals: Specialty,Process Industries
CBZ,19.18,66.28,2.7,7,,22.8,19.1,1.8,11.03,21.8,77.25,,,71.71,3.15,,,77.86,,,24.81,82.49,2.88,0.67,,,,23.05,19.98,27.64,,,,2.53,4.34,0.43,9.13,3.93,,25.31,22,12.57,15.5,64.49,13.75,7.51,,7.08,,9.14,4.29,33,29.83,1.77,2.33,,1.18,1.54,,25.54,,1.66,,,23.82,28.8,1.58,1.68,,,5.61,45.63,10.63,13.87,,5.71,,,47.18,,,10,2677449047.9999995,Miscellaneous Commercial Services,Commercial Services
CC,,55.98,3.4,0.2,,,,,,10.7,64.28,5.68,,59.3,1.72,0.34,0.14,20.8,1.73,108.51,77.46,45.29,7.08,6.53,,0.81,4.81,21.57,11,,8.69,6.43,1.08,1.16,4.64,0.09,,,4.81,8.58,2.15,,,28.57,19.7,1.43,,1.34,,6.49,4.73,42.44,16.87,,0.55,,,,,,1.95,,,,,,,1.33,5.11,0.92,0.99,7.73,5.39,10.62,,11.39,,3.32,10.35,,,7,4716254318.0,Chemicals: Specialty,Process Industries
CCCS,,48.6,,8.6,,,28.7,37,,9.6,53.92,,,48.8,3.54,1.95,0.35,11.15,3.19,,32.68,45.1,3.14,0.43,,,,53,27.71,36,,16.77,7.16,7.87,1.89,0.62,21.6,2.87,,27.14,,10.89,8.34,11.87,75.65,1.11,,5.02,,8.45,3.6,156.97,30.12,,7.52,,,,,34.52,,,,,26.84,,,,,3.19,1.49,59.72,4.62,2.46,,2.14,,0.14,,,,1,7275796127.999999,Packaged Software,Technology Services
CCEP,29.01,52.55,,7.7,27.3,24.6,25.2,20.3,12,17.7,67.67,2.67,8.63,56.93,2.18,0.21,0.16,76.5,0.85,49.73,135.93,53.64,3.76,1.43,,0.5,2.72,18.74,13.7,25.56,15.38,11.45,2.03,2.29,5.34,0.27,8.79,5.09,2.81,16.53,17.28,7.28,6.2,82.67,36.27,12.26,,8.42,,12.58,3.83,20.17,18.44,1.49,1.69,,1.25,1.01,,19.23,,,,,12.29,14.46,1.52,1.17,,0.63,5.3,41.81,10.6,19.91,,6.95,,3.26,28.65,,,10,28723770882.0,Beverages: Non-Alcoholic,Consumer Non-Durables
CCJ,23.58,47.61,,3.9,14.5,47.4,,,10.53,9.3,25.72,0.27,7.09,38.81,6.86,0.42,0.15,51.19,3.22,155.03,56.3,37.64,1.99,0.23,,0.15,0.17,62.77,44.37,59.91,,8.43,10.54,11.81,1.59,0.66,20.16,1.78,0.17,44.31,8.81,44.01,9.15,39.14,24.4,3.06,,9.7,,14.48,4.98,119.59,86.61,57.74,11.66,,,,,57.63,4.43,3.98,,,43.55,79.48,11.43,3.8,5.01,1.2,2.78,12.09,6,4.22,,3.4,,,1279.63,,,6,17462322946.59574,Other Metals/Minerals,Non-Energy Minerals
CCK,12.57,49.66,3.6,7,,9.1,21.1,0.6,,12.9,45.83,1.06,13.74,47.35,1.9,0.41,0.23,94.19,1.21,62.93,91.59,32.92,5.98,3.05,,0.16,1.06,20.97,13.33,15.87,10.66,8.62,1.41,1.47,4.77,0.17,9.23,9.63,1.07,13.7,9.41,9.44,1.68,84.32,21.28,3.14,,0.83,,12.22,4.45,116.28,15.54,12.95,0.95,,,,,10.35,,1.13,,,7.45,45.18,,1.39,,0.84,0.66,15.78,7.75,4,,8.96,,,30.09,,,9,10899463489.0,Containers/Packaging,Process Industries
CCL,43.59,73.04,,,,,,,411.76,33.3,79.97,,24.79,75.65,1,0.12,0.05,24.29,0.3,12.03,26.01,8.38,5.13,3.52,,,,17.3,9.98,48.06,14.86,9.07,2.22,2.41,5.78,0.17,5,3.76,,14.1,22.51,418.02,7.39,19.99,36.95,1.87,,6.39,,13.88,3.58,21.68,20.6,,1.29,,,,,26.48,2.03,0.58,,,5.31,25.98,,,4.5,0.26,3.15,8.01,9.08,21.77,,6.19,,12.61,,,,6,19051768883.000004,Hotels/Resorts/Cruise lines,Consumer Services
CCOI,13.92,57.65,,,10.7,113.5,81.2,,,17.3,49.96,8.56,20.64,53.73,1.3,1.23,0.17,85.02,2.2,,20.87,36.07,5.64,5.38,,4.22,4.55,60.3,14.75,,,18.16,5.38,5.44,1.66,0.12,,,4.62,,20.83,,6.99,104.83,37.33,,,4.26,,,10.02,93.36,,,3.74,,,,,,,0.84,,,,43.35,,4.59,,2.2,1.45,4.98,3.48,9.13,,20.79,,,28.8,,,10,3203386635.0,Major Telecommunications,Communications
CCS,40.95,45.13,1.6,25.1,,10.4,9.2,,3.91,6.8,58.76,1.13,18.22,47.58,3.42,0.2,0.08,89.7,5.71,346.97,16.6,5.86,3.8,0.7,,0.1,1.13,10.14,9.66,,,,0.98,1.05,9.86,0.53,,,1.16,7.29,20.05,18.42,13.41,73.77,21.98,,,7.45,,10.32,1.1,8.94,8.53,0.26,0.65,,0.27,,,,0.66,1.29,,1.4,,,0.36,1.88,1.14,0.89,7.56,12.57,11.66,13.31,,8.85,,,12.15,,,10,2229578840.0,Homebuilding,Consumer Durables
CCU,,47.4,,,,1.5,16.2,1.4,29.03,11.4,44.45,2.57,,45.5,2.07,0.97,0.45,11.0,2.29,123.03,85.61,44.04,8.56,1,,0.5,3.65,15.58,15.58,37.07,8.11,5.6,0.89,1.02,6.42,0.4,2.93,4.13,3.65,13.34,,,5.14,12.2,45.25,2.45,,4.29,,7.59,1.36,16.4,13.25,,0.76,,,,,26.3,1.07,0.47,,,8.35,,,1.41,1.79,1.6,3.05,9.86,5.71,8.07,,11.08,,1.37,11.96,,,10,2505986930.3439875,Beverages: Alcoholic,Consumer Non-Durables
CDAY,,90.15,,2.8,,62.6,,,3.94,18.5,98.64,,7.98,95.26,1.57,0.12,0.4,80.47,1.15,,26.79,47.98,3.94,0.48,,,,112.9,41.07,69.76,40.62,24.41,4.74,7.62,0.89,0.32,10.69,1.43,,25.58,,36.06,21.39,97.31,45.05,2.72,,3.12,,6.75,4.97,243.85,42.8,,7.45,,,,,69.44,,,,,43.38,240.61,,5.31,,1.15,0.58,38.82,3.08,2.18,,0.98,,0.09,,,,3,11381501726.000002,Packaged Software,Technology Services
CDNS,7.66,62.04,0.9,11.9,,23.1,34.3,16.4,23.26,16.1,71.48,,,65.99,12.56,1.66,0.99,296.68,2.45,136.76,62.61,25.04,1.81,0.62,,,,58.11,51.3,83.93,37.01,32.8,15.16,18.37,1.72,0.5,21.87,1.17,,43.29,21.23,15.37,13.03,273.2,87.79,22.78,,23.87,,28.82,17.83,77.87,54.24,2.26,18.63,,1.73,2.97,,85.2,11.78,2.16,,,74.3,113.69,2.38,4.66,57.83,2.27,15.64,303.84,26.79,27.48,,19,,,121.09,,,10,63620605697.99999,Packaged Software,Technology Services
CDP,29.92,62.81,,,1.2,,,7.5,104.05,5.5,59.75,3.71,26.27,61.2,0.87,0.11,0.01,32.6,1.32,,94.15,96.3,6.38,1.63,,0.96,3.59,26.72,15.9,22.69,,,,8.06,3.74,0.35,35.59,7.26,3.62,24.56,,19.88,3.96,26.28,34.08,2.5,,18.34,,27.88,2.47,26.72,26.77,,4.87,,,,12.59,13.79,1.72,1.08,,,12.41,14.45,,1.11,2.47,1.32,3.25,231.19,5.75,9.25,,5.28,,,33.61,,,9,5584068435.0,Real Estate Investment Trusts,Finance
CDW,5.84,29.68,1.9,18.6,15.8,9.3,21.9,10,9.58,7.1,27.78,3.17,0.97,26.93,3.17,0.21,0.19,203.53,1.4,15.53,65.39,80.28,3.17,2.64,,0.26,1.23,18.34,15.77,22.93,14.6,13.76,1.39,1.48,5.45,0.16,6.44,4.94,1.24,20.12,14.67,3.9,2.2,188.41,22.09,7.94,,5.33,,8.05,11.54,24.88,21.16,1.64,1.31,,0.68,0.66,,20.58,,1.41,,,18.82,22.52,1.99,1.84,,1.28,8.24,147.32,20.84,52.77,,13.85,,4.23,33.7,,,10,27747908432.0,Information Technology Services,Technology Services
CE,12.99,13.82,1.6,28.2,4.1,1.8,16,13.8,9.7,28,2.03,4.08,,7.1,1.74,0.2,0.06,92.29,1.37,109.5,65.34,45.29,6.61,1.82,,0.31,2.98,16.66,11.18,19.9,10.41,7.73,1.98,2.14,6,0.28,10.74,11.16,2.98,7.44,26.73,16.79,2.46,136.47,23.19,1.6,,10.4,,10.54,1.39,9.28,10.1,0.77,0.97,,0.45,0.29,,8.99,,0.51,,,6.19,6.55,0.63,0.44,,0.76,4.2,18.1,6.2,15.53,,8.15,,8.95,7.77,,,10,13959210093.000002,Chemicals: Specialty,Process Industries
CEG,143.89,37.49,1,,,,123.5,,61.34,12.5,24.1,0.59,46.53,29.68,2.01,0.33,0.21,234.76,1.7,27.84,24.29,24.7,1.32,0.67,,0.2,0.56,18.33,12.51,,21.19,16.1,3.63,3.33,5.46,0.24,,,0.59,26.18,,28.06,,99.58,21.05,8.02,,11.93,,18.56,5.84,25.88,35.66,,3.28,,,,,,3.09,,,,,,,,6.04,1.43,5.61,17.87,9.63,24.75,,7.03,,2.33,,,,4,35352572909.0,Electric Utilities,Utilities
CEIX,6.9,65.44,4.2,40.3,,46.4,,132.3,,30.9,73.09,0.23,24.65,68.31,3.57,0.75,1.46,127.78,1.55,70.37,95.66,23.73,0.28,0.14,,,0.21,6.16,4.25,7.98,,,1.45,1.42,16.23,0.53,17.52,10.28,0.81,8.66,27.9,,13.41,84.11,76.88,19.94,,18.95,,20.17,2.61,9.46,9.65,0.66,1.82,,,,,10.48,1.06,,,,6.89,8.87,0.39,0.89,2.61,1.31,15.58,26.41,22.56,30.65,,17.09,,15.26,16.7,,,9,3127821073.0,Coal,Energy Minerals
CELH,,48.59,,33.3,,181.5,195.5,242.4,42.59,111.8,56.78,,,51.06,11.7,2.89,507.42,29.66,4.43,94.8,18.26,51.93,0.01,,,,,22.01,21.71,29.76,23.59,20.42,4.32,4.94,4.54,0.72,16.51,3.56,,30.32,,17.46,13.25,84.73,50.45,,,19.58,,22.42,16.66,29.25,29.19,,4.72,,,,,28.65,4.78,,16.27,84.61,26.09,35.22,,4.24,17.76,3.85,18.59,201.47,26.36,26.59,,51.28,,,1482.75,,,4,15188324118.0,Beverages: Non-Alcoholic,Consumer Non-Durables
CENT,,60.66,0.7,11.2,,7.5,4.6,14.9,0.58,8,84.37,,,70.23,2.63,1.09,0.41,37.29,3.66,137.57,32.56,50.78,4.18,0.88,,,,12.26,8.95,9.96,,,0.88,0.91,8.16,0.44,9.13,13.5,,15.3,18.83,9.23,1.15,35.15,29.63,4.02,,4.42,,6.92,1.58,17.2,15.6,1.43,0.76,,0.5,0.38,,8.32,1.75,1.02,,,7.23,12.63,1.4,0.69,4.38,2.16,4.17,16.35,8.21,9.73,,6.81,,0.98,20.49,,,10,2322500670.0,Consumer Sundries,Consumer Non-Durables
CEPU,66.5,72.91,0.1,87.2,,58.8,37.9,75.2,2.81,41,84.59,1.65,,78.31,2.51,0.76,0.41,11.85,2.13,25.57,48.32,108.36,1.14,0.23,,9.25,1.63,4.55,3.35,51.37,,,,2.24,21.98,0.68,10.06,5.22,7.63,12.38,23.86,,,4.71,37.76,,,34.44,,10.1,1.38,4.34,70.12,1.65,4.17,,2.24,0.61,,46.29,3.01,4.39,,,23.93,13.05,5.8,0.96,1.41,1.96,12.26,25.02,17.59,18.66,,3.19,,,74.06,,,9,1727234395.4784,Electric Utilities,Utilities
CF,10.55,59.82,4.2,30.5,10.1,33,77.9,39.5,190.4,21.3,79.16,2.92,21.68,65.28,2.98,1.85,0.58,83.03,2.81,27.56,40.2,29.58,1.15,0.63,,0.3,2.29,8.62,5.79,9.04,9.99,6.55,2.59,2.74,11.6,0.38,30.39,12.58,2.41,14.27,31.93,,,71.01,33.98,12.3,,19.46,,28.58,2.79,13.14,13.28,0.47,2.56,,,,,8.36,1.98,1.16,,,6.49,8.73,0.53,0.45,6.62,2.52,8.39,26.13,14.56,21.14,,12.42,,11.28,17.67,,,9,15841000279.000002,Chemicals: Agricultural,Process Industries
CFLT,15.89,76.6,,,,,,,,34.8,87.03,,,82.51,2.86,3.48,1.67,27.36,4.24,,11.85,86.5,,1.19,,,,,,,94.4,76.16,6.73,8.6,,0.36,,,,79.54,,119.3,22.07,34.97,73.03,,,,,,9.6,,,,9.57,,,,,,,,48.27,15.2,862.29,,,,11.74,4.24,,,,,,,,0.03,,,,,9731927736.0,Packaged Software,Technology Services
CGAU,18.44,30.65,10,,17.4,16.3,,,33.75,29.4,12.33,3.2,16.31,22.59,3.12,2.31,27.66,6.2,3.6,115.27,79.53,21.01,0.06,0.01,,0.21,3.35,3.45,2.1,4.36,,,0.65,0.6,28.99,0.75,14.24,13.67,3.28,8.68,14.23,122.57,,9.68,34.84,,,8.37,,19.09,0.77,12.92,6.36,,1.11,,,,,7.81,0.47,0.63,68.94,3.74,3.91,5.12,,0.4,0.77,2.64,4.59,16.49,10.87,6.1,,7.86,,4.21,36.47,,,5,1269907489.9431818,Precious Metals,Non-Energy Minerals
CGNX,8.99,50.28,0.8,6.9,8.2,,,,,1.7,44.71,1.14,,49.46,9.52,1.69,3.73,42.65,3.94,204.32,32.65,58.01,0.61,0.05,,0.57,0.71,70.34,52.62,71.84,28.49,23.18,6.1,7.52,1.42,0.76,10.46,1.26,0.76,43.51,,33.93,11.57,43.48,68.4,,,10.1,,10.69,4.67,83.63,80.62,,8.37,,,,,79.88,4.95,0.82,,41.49,65.61,217.62,,2.29,6.81,3.03,4.41,24.97,5.1,5.89,,4.89,,1.05,34.4,,,10,7541269332.000001,Electronic Equipment/Instruments,Electronic Technology
