Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
CPNG,12.15,61.2,,,,,,,40.32,24.5,67.73,,9.02,63.3,3.78,0.7,1.49,22.0,1.12,32.35,91.08,5.06,4.72,0.96,,,,90.58,50.8,26.72,21.35,16.86,0.9,1.47,1.1,0.25,5.51,3.58,,42.88,,,17.96,22.34,26.92,2.57,,3.87,,0.86,10.83,40.02,166.64,,1.55,,,,,28.04,8.84,,,,19.06,27.87,,,11.11,0.87,8,10.9,7.05,29.67,,9.71,,,,,,1,32713861306.0,Internet Retail,Retail Trade
CPRI,,53.54,8.3,,,7.2,28.5,,,17.9,34.99,,,50.34,2.22,0.13,0.06,34.77,0.95,205.68,80.21,26.17,7.07,2.2,,,,24.55,15.07,43.61,16.79,11.68,1.54,1.48,4.07,0.24,3.39,4.15,,14.83,11.95,6.24,,50.63,64.22,70.5,,,,5.63,2.59,,16.68,7.94,0.85,,,,,24.71,,0.54,,,11.9,,,0.69,,0.41,,11.46,5.44,,,3.76,,,11.33,,,7,6061260402.0,Apparel/Footwear Retail,Retail Trade
CPRT,9.21,36.18,,28.1,,11.3,13,21.6,26.49,15.8,20.26,,,30.43,35.32,5.44,28.82,49.46,7.03,6.76,68.13,25.57,0.07,0.02,,,,28.21,25.17,46.12,23.55,21.42,9.6,10.47,3.54,0.89,22.7,2.02,,30.42,19.63,38.71,9.9,49.45,45.02,,,32.17,,37.1,6.32,35.58,35.58,2.01,11.35,,1.17,1.65,,56.79,3.3,1.35,18.88,13.55,32.73,45.97,1.95,3.2,6.86,6.96,17.88,49.02,22.28,20.11,,29.01,,,58.19,,,10,42124801025.0,Miscellaneous Commercial Services,Commercial Services
CPRX,25.5,54.22,,30.4,,39.2,,8.7,,46.2,33.55,,2.08,47.48,16.51,4.07,111.28,19.59,5.14,92.54,51.93,44.02,0.03,0.01,,,,23.06,16.17,17.22,8.19,,3.41,4.56,4.34,0.86,26.46,4.94,,14.1,,39.75,17.24,19.96,86.67,,,15.69,,19.77,3.81,36.3,35.44,,5.24,,,,,21.39,2.91,,8.34,6.16,11.63,44.09,,2.25,5.35,4.94,12.71,612.61,18.49,14.93,,25.36,,,93.33,,,5,1328022474.9999998,Pharmaceuticals: Major,Health Technology
CPT,11.89,55.95,,9.7,6.4,20.4,10.4,56.3,4.82,10.6,34.72,4.31,19.28,48.84,2.13,0.23,0.03,122.17,0.27,,129.91,2.66,3.17,0.73,,2.49,3.33,30.92,14.91,45.85,48.36,18.21,10.37,10.78,3.23,0.54,23.51,2.8,3.35,74.22,18.04,,2.85,127.31,61.79,2.4,,25.64,,20.46,2.73,33.56,74.81,4.65,8.54,,,,17.59,36.41,3.02,0.96,,,16.81,23.57,4.59,1.99,2.73,0.27,4.31,,6.14,8.09,,3.45,,4.26,28.88,,,10,10983485571.0,Real Estate Investment Trusts,Finance
CQP,,47.55,,,17.5,29.6,42.8,54.8,,16.2,53.49,14.72,0.16,49.39,1.93,0.19,0.02,48.53,0.65,12.08,4.68,17.77,3.55,,,0.82,7.58,10.21,8.65,13.54,12.51,10.27,3.76,4.26,9.79,,31.49,12.07,7.58,11.15,28.02,,4.07,40.24,54.3,4.59,,32.76,,41.43,,10.24,10.21,0.57,2.55,,,,,8.12,,0.89,,,7.77,7.62,0.53,1.08,,0.57,16.25,23.08,23.55,,,20.74,,11.85,28.55,,,7,25687797421.0,Gas Distributors,Utilities
CR,67.93,38.52,0.7,,,,5.1,,1.57,,18.25,0.46,14.88,31.12,7.17,0.44,0.59,142.24,2.13,98.08,42.78,54.74,1.01,0.27,,0.17,0.54,25.73,22.59,45.71,19.03,17,3.52,3.93,3.89,0.59,8.6,2.33,0.55,24.29,,15.59,8.08,84.82,38.08,12.96,,10.91,,14.9,5.52,34.11,31.96,,3.75,,,,,43.16,4.84,3.45,,106.95,35.89,45.27,,2.64,16.5,1.38,10.36,49.36,18.08,17.84,,14.04,,6,28.62,,,10,4928627634.999999,Aerospace & Defense,Electronic Technology
CRC,,45.55,6.2,33.2,,,,,,,31.63,2.69,,41.45,2.45,1.74,0.84,48.14,2.43,20.21,70.19,32.19,2.45,0.6,,0.35,2.69,16.02,9.12,10.9,,3.35,1.28,2.01,6.24,0.46,18.31,9.76,3.19,8.72,,,,45.46,46.64,7.19,,7.17,,18.23,1.59,21.4,14.04,,1.47,,,,,7.99,1,,,,7.99,,,0.51,1.59,2.33,4.05,10.11,8.36,7.79,,9.03,,3.36,,,,5,3944638993.0,Integrated Oil,Energy Minerals
CRCT,,50.3,0.5,33.4,,,,5.6,,,61.84,1.72,25.27,52.75,4.6,1.08,25.32,5.64,2.21,241.38,58.08,43.54,0.09,0.03,,0.32,1.72,9.11,7.1,4.96,,,,1.33,10.98,0.6,26.88,15.61,3.54,18.61,,12.12,,7.11,48.61,570.45,,9.16,,12.39,2.84,19.03,19.03,1.01,1.74,,,,,6.48,1.48,,188,3.84,5.86,9.85,1.24,,2.71,1.52,8.86,57.34,20.58,13.35,,20.25,,4.93,,,,6,2036178584.0,Wholesale Distributors,Distribution Services
CRDO,47.47,36.69,,,,4,,,,43.7,15.07,,15.14,28.69,29.75,5.74,23.93,24.38,7.81,147.96,72.43,79.5,,0.03,,,,,,,,72.5,13.03,20.96,,0.86,,0.39,,66.07,,126.55,49.06,0.0,62.47,,,,,,8,,296.22,,19.87,,,,,225.93,7.04,,13.18,8.96,3332.5,,,,7.32,7.36,,,,,,,,,,,,,2244429841.0000005,Information Technology Services,Technology Services
CRGY,,43.81,,,,14.7,,,22.89,,32,4.45,,41.05,0.84,1.09,0.31,10.71,1.87,,110.56,69.24,2.54,1.18,,0.53,4.45,15.84,3.59,,4.79,1.88,1.01,1.35,6.31,0.28,,,4.45,5.19,,,16.14,9.83,80.68,2.99,,0.62,,19.52,0.58,50.09,12.11,,0.69,,,,,,0.54,,,,1.78,,,,0.56,1.87,0.23,3.72,3.65,0.91,,7.36,,,,,,3,2216186091.0,Integrated Oil,Energy Minerals
CRH,39.61,50.69,4.1,6.4,37.1,21.7,56.4,5.7,76.79,13.6,39.15,7.34,,46.59,2.88,0.29,0.21,85.33,1.43,150.88,142.27,115.21,4.93,0.7,,0.4,2.82,32.53,23.45,,12.59,9.45,1.8,4.26,3.07,0.43,,,1.65,14.15,,12.18,5.16,67.36,33.87,6.07,,8.73,,10.79,2.81,17.78,17.01,1.36,3.62,,,,,,1.89,,,,75.59,,1.47,3.6,6.21,1,3.01,9.29,5.8,6.87,,3.55,,,19.09,,,10,39023586201.48319,Construction Materials,Non-Energy Minerals
CRI,,63.31,5.8,2.6,71,18.5,23,0.1,,4.9,69.39,9.09,,66.08,3.44,0.6,0.3,67.81,2.09,143.37,61.59,22.41,2.66,1.31,,0.48,4.7,9.36,7.93,8.98,12.24,9.24,1.12,1.11,10.68,0.35,12.3,14.44,4.78,13.52,16.96,,,71.7,48.43,10.12,,8.29,,11.27,3.03,10.46,10.6,3.03,0.84,,0.74,0.55,,6.89,2.04,0.64,,,5.91,6.85,2.04,0.67,8.81,0.95,10.25,29.66,18.48,29.36,,14.2,,12.02,10.31,,,10,2580510520.0,Apparel/Footwear Retail,Retail Trade
CRK,,40.67,,15.8,,10.5,,,4.15,12.3,25.63,2.6,,35.53,0.85,0.03,0.01,9.52,0.59,12.29,130.42,49.42,3.46,1.27,,,2.6,43.1,6.77,,,4.88,3.11,4.21,2.32,0.37,,,,18.56,20.23,,10.92,6.51,2.02,,,,,,1.2,,,,1.91,,,,,,,2.07,,,4.78,,,1.36,1.4,0.59,,2.45,2.43,,,,,,,,,3,3235943370.0000005,Oil & Gas Production,Energy Minerals
CRL,11.92,33.01,,18.1,,9.7,8.6,,6.12,11.6,15.94,,,26.77,2.66,0.19,0.06,187.96,1.58,45.92,19.49,52.27,2.82,0.76,,,,18.55,12.45,25.73,17.12,12.95,3.04,3.07,5.39,0.47,11.94,5.02,,17.43,19.17,9.44,2.42,230.43,34.93,4.16,,10.59,,13.78,2.61,22.46,16.44,1.08,2.39,,0.59,1.34,,19.96,,0.84,,,12.96,19.78,1.09,1.14,,1.21,5.44,32.22,9.73,12.32,,6.32,,2.23,28.78,,,10,10658289460.0,Miscellaneous Commercial Services,Commercial Services
CRM,7.58,36.9,,10.8,,41.8,45.3,29.9,12.81,15.7,13.21,0.33,,28.12,4.95,0.6,1.11,243.97,1.04,,,62.72,1.08,0.2,,0.09,0.33,33.68,22.18,20.42,18.87,14.88,6.18,6.42,2.97,0.63,31.43,4.91,0.64,24.15,22.7,15,8.98,253.15,76.35,,,15.45,,19.06,4.06,42.43,25.95,0.77,6.55,,0.75,0.61,,20.88,7.94,0.83,,,19.87,36.31,1.04,1.76,54.58,1.04,5.97,114.68,9.63,9.61,,6.54,,5.11,142.67,,,8,208815530594.0,Packaged Software,Technology Services
CRNX,202.77,45.77,,15.6,,,,,,,30.78,,15.35,40.63,22.32,15.87,16.19,50.34,16.09,,,,,0.06,,,,,,,,,620.07,2361.43,,0.89,,,,,,,157.31,0.0,,,,,,,4.81,,,,2609.46,,,,,,,,5.27,5.18,,,,,4.81,16.09,,,,,,,,,,,,,1950120506.0000005,Pharmaceuticals: Major,Health Technology
CRS,120.84,42.94,,4.1,,,,4.6,153.81,21.6,25.14,0.6,110.76,34.95,4.56,0.43,0.28,132.16,3.41,123.35,48.53,69.69,1.72,0.43,,0.17,0.6,26.66,17.86,40.89,,,1.22,2.64,3.75,0.5,6.46,2.7,0.6,19.99,3.18,28.17,9.28,62.48,21.17,5.71,,6.76,,12.83,4.04,35.72,27.96,,2.43,,,,,37.71,2.43,2.37,,,24.35,169.43,,3.66,4.75,1.84,5.92,12.13,10.17,12.55,,11.3,,1.23,127.08,,,8,3273790465.9999995,Other Metals/Minerals,Non-Energy Minerals
CRSP,,35.09,,1.5,,21.2,28.4,4.1,40.17,735.7,22.31,,,30.95,6.38,3.79,2.1,44.62,15.73,,60.34,246.38,,0.12,,,,,,,,,12.93,17.94,,0.85,,,,,,,,33.1,28.74,,,,,,1.92,,,,18.04,,,,,,,,30.15,2.3,,,,5.89,1.92,15.73,,,,,,,,,,,,2,4016631451.000001,Biotechnology,Health Technology
CRSR,,35.82,,10.8,,,,,,,25.75,,,34.36,2,0.29,0.37,6.03,1.8,84.84,71.13,59.18,8.01,0.39,,,,,25.52,,15.84,14.32,0.94,0.58,,0.52,,,,9.82,,,,12.63,24.78,,,,,,0.99,,,,0.48,,,,,,,,,,,,,,5.24,0.97,,,,,,,,6.21,,,,2,1562284374.0000002,Packaged Software,Technology Services
CRTO,50.19,41.86,2.8,1.7,,,39.9,4.6,,,28.09,,32.36,34.95,2.95,0.24,2.19,44.35,1.19,,241.32,120.01,0.47,0.1,,,,16.11,10.39,16.47,15.75,5.41,0.86,1.21,6.21,0.48,7.37,5.81,,10.37,,12.5,,25.38,47.62,21.06,,5.22,,7.51,2.32,25.78,12.52,,1.44,,,,,22.7,1.96,1.43,,170.58,14.59,32.35,,1.3,6.92,1.19,4.61,62.85,12.22,9.86,,9.25,,5.95,33.85,,,10,1680423782.0,Advertising/Marketing Services,Commercial Services
CRUS,49.19,44.09,2.5,12.1,,14.7,22,7.8,12.24,11.9,24.67,,26.34,37.44,12.51,2.56,3.36,132.29,5.46,109.17,28.59,40.64,0.34,0.08,,,,17.62,15.7,13.71,,9.94,3.8,3.81,5.68,0.82,27.76,7.25,,19.41,19.42,,3.83,91.53,51.23,409.21,,16.31,,20.28,3.82,24.46,22.57,1.18,4,,0.88,0.95,,14.37,2.26,1.56,71.12,10.32,13.42,17.31,1.42,1.61,5.1,4.31,13.84,50.57,20.13,17.05,,17.95,,2.59,36.45,,,10,4003109599.000001,Semiconductors,Electronic Technology
CRVL,42.76,49.16,1.4,5.5,,15.4,19.9,,67.96,14.7,30.84,,26.79,42.53,19.45,0.66,4.33,305.2,1.66,,8.4,24.66,0.25,0.12,,,,53.51,42.06,73.45,,,,6.4,1.87,0.54,8.72,1.36,,,13.49,,,240.6,21.79,,,9.55,,11.96,19.8,67.67,67.67,6.38,6.47,,3.21,3.72,,74.26,8.33,2.92,,47.1,51.32,74.01,5.46,5.21,23.09,1.66,17.44,88.37,37.88,33.21,,27.77,,0.75,99.74,,,10,3414019509.0000005,Insurance Brokers/Services,Finance
CRWD,39.38,42.18,,34.8,,,,41.6,3.15,46.2,33.06,,,41.48,9.56,1.48,5.1,246.39,1.9,,13.87,68.89,1.87,0.28,,,,245.88,140.4,53.75,125.04,89.62,15.29,16.95,0.41,0.4,31.53,1.76,,67.93,,23.34,24.59,335.54,75.37,2.06,,4.84,,1.52,22.02,371.49,68.54,,18.11,,,,,57.46,9.37,,,72.68,47.88,338.61,,6.75,29.97,1.9,2.66,36.96,6.26,7.36,,1.07,,,,,,1,39507534420.00001,Packaged Software,Technology Services
CSAN,,46.28,,48.3,4.7,23.7,66.1,34.4,8.07,23.8,44.64,7.01,,45.05,0.9,1.13,0.31,9.23,1.79,24.51,49.68,33.66,4.73,3.47,,0.17,3.77,8.08,6.11,15.17,5.51,3.41,0.45,2.22,12.38,0.14,11.56,21.52,3.77,20.98,33.14,21.28,53.29,13.88,29.77,1.4,,6.5,,21.13,1.22,8.04,4.43,0.2,0.62,,,,,5.04,,0.37,,,2.11,,0.23,0.4,,1.68,1.88,43.47,8.92,13.4,,7.39,,,12.47,,,10,7103442474.705,Gas Distributors,Utilities
CSCO,,47.59,1.5,4.9,2.7,1.8,12.7,,,4,23.05,3.77,,40.36,2.24,0.44,0.58,48.5,0.91,64.19,40.79,37.15,1.97,0.68,,0.45,3.25,15.8,13.29,20.49,11.49,10.14,3.76,3.89,6.33,0.37,18.98,5.28,3.29,13.55,9.32,4.44,4.15,50.42,64.73,12.89,,19.18,,24.11,4.3,19.09,13.67,12.43,3.66,,0.68,1.53,,19.3,,0.99,,,18.11,28.33,,1.13,,0.83,9.4,650.04,17.45,22.73,,10.97,,0.6,18.73,,,10,227234227316.0,Information Technology Services,Technology Services
CSGP,,57.37,,9.7,,,27.4,,,11.7,62.67,,,60.23,12.74,8.76,4.46,77.48,9.27,,44.2,27.11,5.66,0.15,,,,416.75,143.17,,82.04,59,8.89,10.73,0.24,0.82,,,,63.07,,,14.87,91.84,79.34,,,8.19,,2.58,4.29,146.13,72.38,28.95,12.17,,3.93,,,,4.68,0.92,9.76,8.97,81.1,,,3.13,6.79,9.27,2.39,10.24,0.8,2.93,,1.29,,,121.02,,,9,32307593617.0,Internet Software/Services,Technology Services
CSGS,,51.14,3.3,,6,6.9,24,,16.1,8.2,32.02,3.32,,45.02,3.2,0.23,0.19,46.67,1.59,,26.34,83.68,2.99,2.13,,0.32,2.48,15.18,9.53,19.1,,7.34,1.49,1.59,6.59,0.2,8.31,7.06,2.57,10.38,8.37,9.62,3.81,62.42,47.02,4.24,,5.53,,11.36,5.05,21.02,12.97,6.83,1.2,,0.9,1.12,,13.98,,0.73,,,11.5,22.28,,1.12,,1.59,4.82,61.94,14.02,22.15,,8.18,,5.63,19.94,,,10,1673161598.0,Data Processing Services,Technology Services
CSIQ,,35.82,,13.8,,19.9,10.9,,3.51,23.6,26.72,,,32.56,0.87,0.29,0.33,11.91,1.04,90.22,55.7,56.21,19.12,1.86,,,,16.05,16.05,,5.87,3.4,0.48,0.64,6.23,0.22,,,,4.35,,,9.14,34.44,16.22,1.34,,0.56,,2.69,0.3,23.35,23.92,3.37,0.13,,1.91,,,,0.57,0.36,,,,,2.69,,0.3,0.82,0.31,4.89,4.33,1.45,,1.89,,57,3.78,,,10,1767140366.9999998,Semiconductors,Electronic Technology
CSL,51,46.14,3.4,7.3,16,23.3,37.1,24.3,34.1,8,34.9,1.68,6.21,43.26,6.03,1.59,0.76,402.11,2.89,51.7,39.27,58.4,1.69,0.76,,0.18,0.85,16.09,14.1,18.28,13.54,11.47,3.51,3.88,6.22,0.45,21.24,5.64,0.97,17.33,22.57,16.51,7.24,299.83,37.57,15.33,,27.88,,23.43,6.21,14.21,21.38,1.21,3.98,,0.89,0.76,,18.82,9.04,2.04,,,16.77,13.58,1.11,1.82,85.92,2.5,20.24,47.71,20.81,46.96,,16,,10.2,35.52,,,10,13442193050.0,Building Products,Producer Manufacturing
CSTM,,49.38,,,,11.2,52.8,,275.42,7.3,56.32,,,52.99,2.2,0.15,0.12,16.54,1.33,66.35,73.47,32.35,2.91,1.99,,,,11.11,6.06,20.14,8.21,5.21,0.56,0.57,9,0.19,2.85,8.72,,6.79,16.67,34.2,8,16.3,10.02,3.54,,2.34,,5.67,2.36,14.11,14.11,3.07,0.33,,,,,11.73,1.81,1.38,,,4.22,5.78,1.45,1.19,5.22,0.6,3.32,15.11,10.76,18.37,,7.73,,7.96,150.36,,,5,2529606971.0,Miscellaneous Commercial Services,Commercial Services
CSWI,68.11,37.09,0.3,14.3,12.1,34.4,35,35.7,53.75,22.5,18.36,0.27,29.17,29.3,9.5,0.16,0.16,285.0,2.73,124.55,39,57.24,0.57,0.18,,0.11,0.27,28.4,22.96,28.58,15.89,,5.47,5.68,3.52,0.62,19.86,3.66,0.29,34.42,22.04,,,179.54,44.87,15.04,,13.44,,20.72,6.81,40.6,40.6,1.68,5.56,,1.52,0.8,,28.08,9.38,,,,25.75,30.27,1.62,2.48,48.72,1.44,10.68,56.3,17.86,18.26,,13.62,,3.02,82.13,,,9,2771970504.0,Industrial Specialties,Process Industries
CSX,13.89,44.77,5.1,2.7,8.2,13.2,15.1,12.4,22.46,16.6,32.81,2.06,,41.18,2.46,0.45,0.07,33.38,1.16,17.13,47.85,25.71,2.65,1.51,,0.25,1.38,15.08,11.66,28.89,13.91,10.68,5.38,5.72,6.63,0.3,19.81,4.48,1.41,15.53,7.32,8.67,3.08,35.9,36.86,6.57,,24.52,,37.06,5.13,18.34,18.42,1.98,4.51,,0.81,0.66,,22.7,2.09,1.01,,,12.53,18.51,,1.42,5.36,1.01,8.52,15.72,14.13,29.14,,10.38,,4.15,19.4,,,10,61895279910.0,Railroads,Transportation
CTLT,19.84,55.91,,,,,,39.7,,1,39.85,,5.14,50.75,1.45,0.28,0.06,60.01,2.52,80.26,41.23,74.5,,1.36,,,,,,,43.23,19.88,3.35,3.55,,0.37,,,,51.07,4.05,,7.62,60.94,21.75,,,,,,3.01,,,,2.52,,,,,,,1.07,,,41.22,,,6.93,3.01,1.96,,,,,,,,,81.09,,,8,8862158146.0,Pharmaceuticals: Major,Health Technology
CTOS,,31.66,,,,,,,6.11,7.1,12.82,,,24.24,0.71,0.01,,3.7,1.3,260.6,32.05,35.04,6.61,2.85,,,,23.08,8.98,,,,1.77,1.85,4.33,0.24,,,,77.08,,,3.67,7.58,23.12,0.96,,,,8.11,1.02,,336.36,,0.51,,,,,,,,,,,,28.46,,,0.2,,6.91,5.88,,,8.59,,,,,,2,1608094655.0000002,Finance/Rental/Leasing,Finance
CTRA,,30.32,,46.2,43,43.4,62.1,59.7,9.42,28.6,15.88,26.87,,25.72,2.33,0.79,0.45,22.92,1.4,6.23,7.56,39.87,0.83,0.23,,0.48,3.61,10.47,5.33,19.5,6.17,3.98,2.87,3.36,9.55,0.63,17.24,5.75,3.66,7.82,28.1,18.06,6.93,25.03,40.91,15.59,,23.18,,30.61,1.3,13.25,13.29,0.59,3.07,,,,,17.75,0.88,0.61,,,5.89,10.39,0.53,0.6,1.3,1.38,6.42,9.94,9.6,10.15,,7.01,,4.78,17.91,,,8,21080871317.0,Integrated Oil,Energy Minerals
CTRE,37.62,70.69,,4.3,3.8,,,,5.42,0.5,62.4,5.26,16.4,69.17,3.82,6.05,0.74,29.78,6.42,,1097.54,0.91,4.08,0.35,,1.29,3.82,43.14,29.1,26.09,19.97,14.82,18.48,22.43,2.32,0.72,85.98,4,3.89,23.94,,20.38,10.06,17.5,95.13,3.38,,34.88,,58.36,2.36,50.47,33.76,,17.5,,,,21.79,20.48,1.88,1.73,,,19.79,34,,1.5,2.36,6.42,3.5,,5.54,5.35,,6.54,,,52.25,,,8,2017379031.0,Real Estate Investment Trusts,Finance
CTS,4.5,37.84,1.5,9.2,,13.6,26.3,7.3,56.72,10.2,21.07,0.35,1.41,32.75,6.76,1.74,1.75,45.28,3.41,64.77,50.72,61.17,0.92,0.18,,0.08,0.35,18.72,13.28,17.27,,,2.15,2.59,5.34,0.72,14.99,5.62,0.35,17.93,6.7,10.44,3.72,39.91,34.93,21.4,,10.7,,14.34,2.64,25.58,22.69,,2.71,,,,,18.3,2.27,1.3,,12.3,15.33,18.83,,1.34,5.1,2.85,7.43,38.02,11.09,10.54,,12.02,,4.35,43.54,,,9,1306892131.0000002,Electronic Production Equipment,Electronic Technology
CTSH,1.89,51.88,2.1,9.1,9.6,10.6,10,,38.84,7.6,34.18,2.33,,46.21,7.77,0.75,1.78,75.85,2.46,,9.06,72.78,0.35,0.09,,0.25,1.55,12.55,10.59,22.99,11.39,9.81,1.77,1.93,7.97,0.75,8.37,4.29,1.56,15.24,11.76,6.3,4.51,71.97,34.39,69.23,,11.39,,15.45,2.71,17.28,16.38,3.15,1.99,,1.22,1.46,,23.67,2.08,0.78,,14.7,19.85,26.31,2.58,1.07,5.91,2.46,11.99,80.95,19.45,16.53,,14.72,,4.25,19.35,,,10,35438754979.99999,Information Technology Services,Technology Services
CTVA,1.35,53.8,1.9,2.3,6,12.2,21.5,,182.5,8.5,41.11,1.16,,51.51,2.17,0.22,0.42,55.33,1.72,230.42,140.48,121.13,1.88,0.19,,0.24,1.16,31.98,16.26,52.26,12.43,10.5,2.27,2.42,3.13,0.61,4.66,2.06,1.21,16.66,,13.18,2.85,56.68,43.91,9.4,,5.31,,12.63,1.52,42.56,20.96,,2.34,,,,,51.22,2.56,,,,28.61,,,1.51,7.04,1.17,2.08,14.35,3.9,3.55,,5.23,,1.47,,,,6,37298096453.0,Chemicals: Agricultural,Process Industries
CUBE,17.8,66.92,,10.3,14.2,15,26.8,14.5,18.53,10,66.44,6.38,7.73,67.71,2.14,0.01,,51.84,0.29,,253.12,2.91,4.2,1.07,,1.13,3.89,29.08,20.55,22.82,28.23,20.1,18.5,13.62,3.44,0.45,59.69,5.42,3.93,29.26,15.91,,3.29,46.26,70.87,5.37,,38.07,,46.3,4.21,29.12,29.12,2.7,11.06,,0.85,1.07,19.23,18.55,2.34,1.14,,,18.55,,2.55,1.47,4.21,0.29,6.49,989.29,8.52,14.46,,7.95,,4.68,48.45,,,10,9239632233.0,Real Estate Investment Trusts,Finance
CUZ,17.25,65.57,,,2.2,,,0.9,2.19,2,66.29,5.51,14.33,66.04,0.72,0.01,,28.33,0.51,,,5.44,5.14,0.59,,3.32,4.53,40.11,13.51,19.2,,,,8.48,2.49,0.58,44.14,8.38,4.53,133,8.93,,3.81,26.02,67.02,1.54,,7.25,,21.24,0.97,72.64,73.39,29.36,5.26,,,,10.79,11.92,1.8,0.7,,,11.92,,,0.63,0.99,0.51,0.78,836.33,2.42,1.31,,2.27,,1.54,17.07,,,10,3452869308.0,Real Estate Investment Trusts,Finance
CVAC,,34.07,,,,,,,,,20.74,,3.66,28.26,,1.87,5.28,2.73,2.29,44.15,44.88,71.68,,0.1,,,,,,,,,4.75,6.39,,0.68,,,,4.09,,26.21,,8.37,,,,,,,1.58,,,,8.96,,,,,,,,22.75,8.03,,,,,1.63,2.28,,,,,,,,,,,,,1793303457.0000002,Pharmaceuticals: Major,Health Technology
CVCO,32.48,55.85,3.4,18.8,,31.7,30.6,36.3,22.13,20.6,56.07,,,56.14,9.08,1.28,11.22,403.06,2.96,64.41,8.37,16.5,0.17,0.03,,,,15.98,14.5,17.12,,,,1.64,6.26,0.75,9.55,5.17,,21.68,24.08,,,299.16,22.96,109.53,,8.12,,8.98,3.2,23.44,23.44,0.8,1.88,,0.68,0.58,,20.05,1.98,1.3,88,6.21,18.15,54.23,0.94,1.25,3.74,2.14,10.75,47.11,17.2,14.24,,15.93,,3.75,32.17,,,10,2397590873.9999995,Homebuilding,Consumer Durables
CVI,,36.55,,,18.6,,,,250.58,33,29.31,8.67,,33.37,3.12,0.57,0.37,23.1,1.46,27.33,24.99,12.4,1.54,1.88,,0.75,8.67,4.49,3.17,9.53,8.49,4.84,0.44,0.39,22.27,0.21,4.04,14.9,8.67,12.39,15.36,,,26.84,10,12.43,,6.4,,8.43,2.73,4.25,8.65,,0.27,,,,,6.67,1.03,0.76,,,3.92,7.96,,0.45,2.73,0.93,12.76,31.58,24.31,63.8,,22.58,,2.45,9.24,,,9,3473332205.0,Oil Refining/Marketing,Energy Minerals
CVLT,109.25,41.84,2.1,,,,105.4,21.3,63.13,6.3,17.33,,42.45,31.71,5.69,0.64,24.5,139.53,1.23,,0.64,86.22,0.13,0.04,,,,72.79,67.37,30.15,,,6.74,7.16,1.37,0.3,23.75,3.37,,41.69,21.74,14.97,11.03,78.57,82,199.83,,20.19,,9.76,21.67,35.87,44.72,,7.28,,,,,30.72,9.82,1.91,,,30.18,33.2,,3.95,48.45,1.23,20.82,436.94,20.84,80.33,,28.09,,2.85,697.65,,,5,2971634520.0,Packaged Software,Technology Services
CVNA,175.09,45.99,,,,,,,8.34,,21.6,,78.58,38.05,3.81,0.48,0.09,133.41,3.11,45.6,9.78,10.13,3.71,11.69,,,,17.37,13.94,31.28,20.11,14.76,1.49,1.98,5.76,0.07,6.32,4.47,,113.25,,,17.61,29.57,18.77,0.61,,6.12,,3.47,30.67,46.81,,,2.12,,,,,30.57,,,,,27.92,19.94,,,33.44,2.02,9.89,23.97,23.24,510,,6.35,,12.21,,,,1,9888969311.0,Specialty Stores,Retail Trade
