Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
JBLU,82.95,42.56,,,,,57,22.9,76.22,39.8,30.56,,37.84,38.79,0.7,1.07,0.45,6.04,1.21,5.61,31.08,12.87,1473.5,3.34,,,,,1150.06,,7.56,4.13,0.7,0.74,,0.16,,,,,,,3.2,6.91,18.12,,,,,,0.79,,,,0.22,,,,,,,0.27,,,27.08,,,,0.93,1.18,,,,,,,,,26.26,,,6,1656253947.0,Airlines,Transportation
JBSS,4.1,29.88,,9.6,7.2,2.7,,,,7.1,18.23,1.5,,26.19,6.15,,0.01,82.04,2.06,78.54,22.53,25.69,0.78,0.26,,0.19,1.03,13.76,9.96,18.9,,,,0.93,7.27,0.6,4.92,5.73,1.03,,11,,,105.46,18.37,25.59,,4.9,,6.55,3.06,17.64,18.19,2.49,0.87,,1.14,1.52,,17.56,1.62,0.89,,12.06,10.81,14.85,,1.12,3.24,0.66,11.15,21.18,20.42,17.52,,13.87,,,17.06,,,10,1177988203.0,Food: Specialty/Candy,Consumer Non-Durables
JBT,,59.33,,32.6,,5.1,1.3,,3.94,,55.16,0.34,6.01,57.49,3.79,1.13,0.82,118.54,2.55,82.98,45.65,47.09,2.43,0.41,,0.08,0.34,21.7,14.51,84.85,17.16,11.08,2.12,2.29,4.61,0.57,2.7,1.21,0.34,20.73,2.99,15.55,7.55,113.75,35.91,11.31,,10.25,,9.49,2.38,21.99,24.7,10.29,2.29,,,,,83.51,3.07,1.18,,2370.8,46.55,61.55,,1.65,8.57,2,6.39,56.27,8.04,11.63,,6.99,,6.6,22.54,,,10,3470649773.0,Industrial Machinery,Producer Manufacturing
JCI,47.79,62.72,2,,11.4,,16.9,,13.01,1.1,52.17,2.74,9.66,60.79,2.09,0.05,0.06,82.98,0.94,56.45,83.26,87.41,2.97,0.59,,0.39,1.78,33.99,23.79,40.97,22.06,17.3,2.73,2.82,2.94,0.38,6.99,2.89,1.78,23.54,16.16,9.79,4.23,64.59,33.99,7.71,,6.49,,10.3,3.44,32.67,21.94,2.15,2.13,,,,,35.02,,1.38,,,26.41,51.7,1.64,1.85,,0.79,3.95,67.11,7.54,10.53,,6.06,,2.95,32.41,,,9,38866686232.0,Industrial Machinery,Producer Manufacturing
JEF,90.4,72.37,5.5,7.5,26,22,,,,9.5,73.49,6.82,41.17,73.47,1.17,0.81,0.49,74.91,2.82,,750.71,193.5,4.97,2.14,,0.5,1.74,6.33,6.08,,,,3.45,2.72,15.8,0.16,,,1.88,16.8,20.78,67.95,6.34,38.18,60.11,1.3,,6.05,,45.33,1.53,31.61,29.73,1.34,1.74,,,,,,1.57,1.57,,,,,1.45,1.97,1.87,2.82,0.97,26.93,8.64,5.94,,7.72,,,28.27,,,10,8542865583.999999,Investment Banks/Brokers,Finance
JELD,0.32,30.56,5.4,,,3,15.6,2.3,22.01,6.4,31.48,,1.16,29.91,1.9,0.3,0.15,10.21,2.03,56.7,35.29,48.88,13.53,1.88,,,,,20.04,1186.6,9.87,6.72,0.55,0.51,,0.25,0.04,0.2,,9.9,5.83,,,13.95,18.82,0.98,,,,1.54,1.2,,8.23,7.48,0.21,,0.71,60.06,,680.68,1.04,,,,5.8,,,0.48,2.98,1.33,,,,,,4.19,,44.42,113.44,,,9,1162816528.0,Forest Products,Non-Energy Minerals
JHG,58.23,60.58,3.3,2,2.7,33.4,,,20.76,0.8,45.21,3.96,19.93,56.22,3.13,2.48,3.61,43.86,3.08,,93.96,41.32,1.07,0.15,,0.47,3.53,8.15,7.89,8.59,7.76,7.47,2.07,2.21,12.27,0.64,25.72,8.61,3.53,12.12,23.9,12.53,9.92,32.64,69.14,42.28,,17.5,,25.37,1.5,17.36,13.33,,2.98,,,,,11.46,2.22,,,13.79,11.3,14.42,0.85,0.72,8.34,3.08,6.24,1512.42,10.79,9.06,,10.26,,3.89,15.5,,,10,4555592613.0,Investment Managers,Finance
JHX,10.81,59.42,0.8,28.3,,25,22.5,,26.63,17.3,75.06,,,66.41,5.15,0.51,0.3,35.38,2.02,52.95,61.28,31.67,1.31,0.62,,,,22.89,17.99,44.76,18.2,14.77,4.15,4.19,4.37,0.4,9.59,2.46,,24.07,22.16,10.46,7.24,33.15,40.18,30.35,,11.15,,23.16,8.1,35.03,23.34,1.18,4.07,,0.8,3.02,,42.51,3.25,1.12,,,19.51,43.86,1.14,2.62,9.86,1.5,9.05,29.91,17.51,23.05,,14.74,,1.06,45.95,,,10,12440835257.11767,Construction Materials,Non-Energy Minerals
JJSF,,43.78,,3.6,7.3,15.1,20.1,26.9,6.68,10.6,36.37,2.66,3.26,40.97,7.27,0.42,0.46,165.06,2.59,59.4,31.5,43.6,0.84,0.17,,0.6,1.81,27.33,17.25,33.17,,,1.65,2.1,3.66,0.7,6.32,3.1,1.88,29.75,12.98,16.41,2.98,170.03,30.87,64.37,,5.5,,7.46,3.35,37.09,33.41,3.67,2.05,,,,,32.31,2.84,0.88,,75.72,18.57,30.24,2.86,2.55,5.44,1.59,6.51,16.25,10.49,9.34,,7.53,,0.78,36.93,,,10,3314758944.0,Food: Specialty/Candy,Consumer Non-Durables
JKHY,21.12,30.06,0.5,12.3,6.3,8.8,8.8,4.5,10.71,9.3,14.77,1.76,9.84,21.9,10.4,0.08,0.31,171.12,1.11,,6.18,48.81,0.19,0.07,,0.23,1.27,23.52,17.1,43.66,23.24,16.63,5.32,5.62,4.25,0.66,12.87,2.31,1.29,29.36,10.8,8.91,7.14,186.85,41.21,33.84,,17.79,,22.63,6.48,31.34,18.05,2.07,5.57,,1.23,3.75,,43.25,4.75,0.86,,,23.7,40.76,2.12,2.46,28.1,1.11,14.15,173.19,23.01,22.35,,15.09,,1.91,34.99,,,10,11267749388.999998,Packaged Software,Technology Services
JKS,,42,,18.4,,66.9,35.4,25.5,9.01,34.8,26.49,13.4,,36.42,1.04,0.37,0.45,22.41,1.22,73.59,56,74.29,16.01,2.48,,1.19,13.4,16.02,16.02,,17.68,4.3,0.31,0.48,6.24,0.15,,,13.4,11.6,,,,47.48,12.81,1.84,,0.54,,1.92,0.39,37.85,8.92,0.23,0.08,,0.77,,,,0.42,0.39,,,0.61,3.24,0.36,,0.44,0.97,0.43,5.24,5.35,2.76,,1.27,,19.51,8.75,,,10,1542988905.0,Semiconductors,Electronic Technology
JLL,72.04,43.2,2.4,7,,2.2,,,5.71,10.7,30.47,,31.75,38.88,2.56,0.05,0.09,256.62,1.05,,,30.2,4.72,0.75,,,,20.75,15.85,40.86,16.77,13.2,0.68,0.75,4.82,0.37,1.83,3.38,,15.53,4.05,35.25,,202.98,,5.72,,2.12,,3.61,1.83,25.95,21.28,26.6,0.55,,,,,30.07,3.03,1.21,,,21.1,74.82,,1.24,9.68,1.05,2.96,60.22,8.07,7.55,,5.34,,0.6,21.84,,,10,7354497707.999999,Real Estate Development,Finance
JNJ,10.15,34.41,2.9,5.9,5.7,0.5,7.3,,,2.5,35.59,4.26,9.16,33.52,2.89,0.39,0.57,153.11,1.03,157.44,118.25,63.75,1.39,0.51,,0.47,3.21,20.87,14.95,20.17,13.13,11.41,4.21,4.38,4.79,0.39,21.69,5.16,3.27,14.44,6.22,4.39,3.57,181.41,69.05,29.67,,16.74,,26.02,5.25,25.31,14.95,37.38,4.23,,1.18,1.69,,19.57,,0.89,,,14.75,20.89,,1.57,,0.79,8.49,93.3,14.84,20.87,,15.03,,5.71,21.18,,,10,388773878809.0,Pharmaceuticals: Major,Health Technology
JNPR,45.65,9.61,0.8,0.4,3.2,5,27.6,12.8,,8.8,3.86,2.95,13.19,6.4,1.91,0.6,0.7,35.66,1.72,164.1,48.89,67.19,3.63,0.38,,0.52,2.45,38.26,25.07,30.83,14.93,12.71,2.3,2.41,2.61,0.48,7.82,3.33,2.45,17.99,2.86,,,31.16,58.6,4.03,,4.97,,6.59,2.54,47.04,21.1,,2.34,,,,,29.58,3.6,1.14,,,22.59,280.78,,1.45,13.82,1.3,2.64,28.12,4.29,5.57,,4.87,,1.92,33.33,,,9,9136268819.999998,Information Technology Services,Technology Services
JOBY,,61.81,,,,,,,,,71.46,,13.33,65.77,12.76,15.51,22.38,6.2,16.12,,6488.96,,,0.04,,,,,,,,,147.94,3741.9,,0.81,,,,,,,557.84,0.0,77.99,,,,,,5.81,,,,3165,,,,,,,,8.49,8.05,,,,,5.85,16.12,,,,,,,,,,,,,4537447902.000001,Aerospace & Defense,Electronic Technology
JOE,12.32,32.24,0.3,7.8,84.6,25.8,16.6,24.4,5.29,34.9,36.77,1.03,2,32.39,3.12,0.78,0.13,50.12,1.47,7.22,44.28,46.29,3.69,0.88,,0.42,1.03,28.12,20.58,177.61,,,,9.07,3.56,0.46,5.11,0.67,1.12,,17.7,,,61.14,41.55,2.54,,17.77,,22.61,4.08,42.47,42.47,1.39,7.6,,,,,148.69,2.78,0.65,,,32.59,,1.7,,4.08,1.43,4.45,181.3,8.71,9.85,,4.44,,0.16,59.67,,,9,3338880721.0000005,Real Estate Development,Finance
JWN,62.62,48.04,,39.3,27.1,,,,,9.7,46.25,3.41,16.92,46.81,1.85,0.21,0.16,22.25,1.07,82.48,58.13,7.51,3.2,4.46,,0.32,3.41,13.81,5.5,53.5,17.49,6.92,0.48,0.49,7.24,0.11,0.91,3.72,3.41,11.2,,,1.47,19.94,36.54,3.23,,1.9,,3.09,3.86,13.01,9.23,,0.25,,,,,31.05,1.46,0.53,,,5.55,54.79,,1.29,5.22,0.41,3.27,11.6,9.87,35.19,,5.02,,9.63,11.41,,,9,2381523068.0,Department Stores,Retail Trade
K,54.32,46.35,0.3,1,0.9,,,,12.85,,32.43,2.96,30.56,40.21,3.27,0.11,0.09,80.78,0.77,56.83,104.62,40.05,3.28,1.78,,0.61,2.79,20.76,17.04,36.33,17.78,14.4,2.52,2.63,4.82,0.23,7.24,3.33,2.83,20.59,,7.93,,64.04,34.87,5.12,,7.85,,13.05,7.63,27.76,21.77,,2.17,,,,,30.09,,1.33,,,18.15,47.61,,2.07,,0.53,6.23,41.35,15.06,29.01,,9.39,,5.19,23.21,,,10,20527106601.0,Food: Specialty/Candy,Consumer Non-Durables
KAI,26.64,71.84,,15.5,6,20.7,26.5,15.6,30.98,14.1,67.88,0.41,14.49,72.52,6.54,0.43,0.27,392.69,2.29,105.09,31.2,51.41,1.48,0.38,,0.12,0.32,27.86,22.19,35.55,25.31,,4.45,4.72,3.59,0.57,13.29,2.98,0.32,37.12,19.45,5.53,5.96,251.85,44.13,10.14,,11.12,,16.73,5.41,40.19,37.61,2.51,4.45,,1.49,1.59,,33.61,10.77,2.2,,,28.4,35.36,2.21,2.18,69.38,1.46,8.6,57.74,15.58,14.56,,10.9,,,58,,,10,2585598870.0,Industrial Machinery,Producer Manufacturing
KALU,20.8,55.87,,,4.7,16.6,10.3,,2.08,37.5,40.19,5.54,,52.71,2.23,0.12,0.04,80.24,2.6,65.07,36.62,43.07,4.86,1.61,,1.15,3.88,22.1,10.47,46.36,19.71,10.16,0.79,0.78,4.52,0.29,1.68,3.87,3.88,14.72,11.66,43.72,3.82,70.56,11.24,2.14,,1.59,,3.21,1.94,27.67,30.03,,0.44,,,,,25.87,1.69,0.42,,,6.58,20.3,3.29,1.19,2.15,1.36,2.06,6.59,5.49,7.2,,4.06,,5.33,93.3,,,7,1238137876.0,Aluminum,Non-Energy Minerals
KAR,11.71,68.41,5.9,,,,,,,13.7,60.34,,,68.23,1.19,0.05,0.4,19.66,1.08,,254.71,69.85,0.92,0.25,,,,8.76,6.38,10.24,,,1.18,1.36,11.42,0.29,13.44,10.8,,20.23,,19.65,4.21,17.37,45.69,1.69,,4.26,,15.16,1.58,105.7,30.72,,1.29,,,,,9.38,,1.22,,,7.63,15.23,,0.74,,1.08,1.53,115.14,12.13,5.43,,4.28,,4.45,15.98,,,9,1703117975.0,Miscellaneous Commercial Services,Commercial Services
KBH,59.6,43.09,6.1,20,18.6,35.1,31,61.2,27.52,20,36.71,7.77,16.4,41.01,4.37,0.45,0.22,77.97,7.63,372.63,27.56,3.76,2.2,0.43,,0.12,1.22,9.52,9.06,25.9,7.88,6.66,0.95,1.07,10.5,0.58,4.12,4.76,1.29,8.57,25.04,12.01,6.85,56.28,21.25,,,9.31,,11.2,1.43,10,10,0.34,0.92,,0.32,0.75,,23.31,0.8,1.56,,1.6,20.32,24.34,0.4,0.8,1.43,0.92,9.16,15.75,12.54,15.76,,10.49,,12.19,14.07,,,10,3852347992.0,Homebuilding,Consumer Durables
KC,,61.45,,,,,4.4,11.2,,,57.61,,,60.82,,0.18,0.65,6.53,0.67,,119.54,83.53,,0.47,,,,,,101.94,,469.14,0.36,1.14,,0.31,1.07,,,,,30.72,8.7,3.54,16.05,,,,,,1.47,,,,1.09,,,,,,,,,,106.74,,,,,0.67,,,,,,,,,,,,,1311921381.15665,Data Processing Services,Technology Services
KD,37.71,69.93,,,,76.8,73.5,22.1,,,69.22,,,71.68,1.67,0.31,0.32,28.53,1.03,,39.89,37.22,3.32,3.85,,,,41.65,7.53,185.74,,,0.61,0.61,2.4,0.1,0.33,0.77,,44.57,,,,12.84,19.76,2.63,,,,1.96,6.11,,,,0.42,,,,,118.31,,,,,9.45,,,,142.65,1.03,,6.24,3.71,,,,,2.17,,,,,3666850895.0,Data Processing Services,Technology Services
KDP,16.24,26.01,0.4,2.9,11.4,10,3.5,,24.13,8.8,25.01,3.03,9.68,25.22,1.49,0.07,0.03,32.04,0.53,68.49,186.05,32.75,3.89,0.66,,0.48,2.76,16.69,13.82,55.15,15.04,12.8,3.61,3.88,5.99,0.47,7.03,2.45,2.9,15.64,11.55,11.66,4.42,38.14,55.69,6.29,,15.04,,22.91,1.74,19.42,17.41,1.69,2.92,,,,,41.04,,0.9,,,26.31,37.14,2.34,1.03,,0.36,4.36,99.41,7.95,9.08,,5.15,,1.11,11.36,,,10,46528736934.0,Beverages: Non-Alcoholic,Consumer Non-Durables
KEN,26.74,73.6,0.7,4.8,,,,,0.87,21.8,85.12,13.11,14.06,78.68,1.23,2.44,0.49,29.0,3.08,,110.07,38.35,11.47,1.36,,,13.11,70.59,17.88,,,,,3.22,1.42,0.28,,,22.73,,,,,43.3,18.71,0.77,,,,7.56,1.43,,,,2.19,,,,,,,,,,9.24,,,0.71,1.9,3.08,,1.81,0.92,,,2.78,,,5.34,,,7,1264362880.0,Electric Utilities,Utilities
KEP,11.16,64.94,,,,,,,,14.7,75.97,,2.54,68.87,0.42,0.07,0.04,8.54,0.37,55.43,27.13,39.34,6.66,3.68,,,,13.93,6.96,447.46,,3.86,0.1,1.54,7.18,0.15,0.39,2.43,,2.59,,,4.64,8.99,35.1,2.33,,4.05,,8.72,0.41,3.85,3.97,,0.17,,,,,46.25,0.33,0.59,,,1.05,91.18,,,0.42,0.24,1.55,5.58,5.62,10.42,,2.98,,,,,,5,8722276505.639507,Electric Utilities,Utilities
KEX,58.3,58.11,0.8,1.9,,,17.6,,,12.5,58.16,,3.08,59.28,3.33,0.1,0.06,129.3,1.67,68.08,38.5,59.58,1.69,0.35,,,,18.68,12.34,24.01,,10.74,2.48,2.59,5.35,0.56,10.8,4.75,,19.03,,31.24,6.36,92.81,24.87,8.51,,9.37,,13.45,2.26,24.82,24.96,,2.33,,,,,21.54,1.71,1.39,,,10.5,15.58,,1.6,2.63,1.05,5.29,12.27,8.85,9.48,,6.3,,6.65,59.31,,,8,5056904873.000001,Marine Shipping,Transportation
KEYS,18.55,43.96,1.6,12.2,,,,,,2.5,36.13,,0.13,40.59,5.97,1.26,0.89,165.48,2.98,200.77,56.47,61.23,1.67,0.4,,,,27.2,21.61,29.5,26.94,23.25,5.01,5.29,3.68,0.55,18.04,3.21,,23.81,11.96,,,149.76,62.92,9.92,,12.33,,16.73,5.62,31.82,25.07,3.69,5.34,,,,,29.32,4.89,1.38,,306.44,25.25,35.86,4.76,2.04,13.61,2.27,6.77,47.89,13.26,12.42,,8.87,,1.69,43.09,,,10,23592569603.0,Electronic Equipment/Instruments,Electronic Technology
KFRC,,46.35,4.2,0.1,21.6,5.7,10,,,6.3,30.94,6.23,,43.05,10.24,,,57.98,2.06,,15.41,60.38,0.52,0.25,,0.52,2.6,15.1,14.05,14.83,18.91,13.66,0.83,0.8,6.62,0.45,5.43,6.99,2.64,16.4,13.85,,,60.18,27.52,,,3.87,,5.33,6.66,20.1,20.1,1.72,0.75,,0.64,1.05,,14.22,2.91,1.14,,29.73,12.55,17.43,2.89,1.02,9.47,2.06,15.07,46.62,29.67,32.92,,21.75,,6.52,18.29,,,10,1173844471.9999998,Personnel Services,Commercial Services
KFY,37.16,54.91,1.3,9.6,36.6,9.4,19.7,2.6,20.43,16.8,42.85,4.46,7.55,52.39,3.31,1.02,1.18,75.67,2.15,,54.8,76.06,1.67,0.33,,0.26,1.87,14.51,11.18,13.6,10.44,8.5,1.4,1.38,6.89,0.51,10.15,7.15,1.87,15.69,18.56,12.43,3.49,58.3,88.31,14.89,,6.68,,10.84,2.25,21.62,16.39,0.99,1.4,,0.76,0.49,,13.6,1.94,1.14,,,11.61,15.12,1.25,1.02,5.17,2.15,5.33,76.23,9.77,10.85,,11.3,,3.5,25.22,,,10,2481333982.0,Personnel Services,Commercial Services
KGC,99.44,51.81,0.8,,27.9,,,,,2.6,61.13,1.21,30.02,53.35,1.72,0.37,0.28,9.97,1.61,130.77,12.13,21.29,0.73,0.26,,0.2,1.21,11.27,5.78,13.65,12.85,6.39,2.58,2.77,8.87,0.62,20.97,8.35,1.21,12.45,1.43,33.52,7.76,7.69,32.69,22.91,,15.26,,24.59,1.9,16.62,16.62,55.4,2.59,,,,,12.43,1.2,1.6,,,6,8.4,,1.18,1.9,0.63,6.97,13.76,12.63,11.84,,8.32,,5.23,249.25,,,5,6358967665.041489,Precious Metals,Non-Energy Minerals
KGS,68.86,81.06,,,,,,,,,90.95,4.04,7.46,85.78,1.11,0.02,,39.1,1.27,51.08,42.08,58.17,5.76,2.13,,2.53,4.04,26.63,13,,,,4.49,5.58,3.76,0.28,,,4.19,22.41,,140.73,18.52,0.0,37.89,1.4,,2.27,,24.19,2.58,132.66,62.76,,2.97,,,,,,3.71,,,,11.87,,,,4.86,0.93,0.65,7.64,6.49,2.03,,4.45,,6.91,,,,3,1051380000.0000002,Oilfield Services/Equipment,Industrial Services
KHC,6.54,18.24,0.1,,,17.3,1.1,,,0.4,7.04,3.75,0.61,12.5,0.97,0.17,0.06,30.88,1.06,78.66,96.16,30.09,5.12,0.42,,0.53,5.16,18.86,14.22,18.59,10.17,8.61,2.1,2.13,5.3,0.55,11.48,8.04,5.16,10.03,3.07,2.73,,36.15,34.6,5.78,,5.24,,20.21,0.77,27.82,10.29,,1.44,,,,,12.54,,,,,9.06,47.51,,0.54,,0.56,1.53,42.08,3.62,2.79,,4.23,,7.12,21.9,,,9,41086453823.99999,Food: Major Diversified,Consumer Non-Durables
KIM,30.82,62.38,,5.8,19.9,,11.4,8.2,3.01,5.6,65.94,3.05,30.2,63.88,1.31,2.5,0.09,25.09,3.52,,151.96,44.19,6.74,0.8,,1.64,3.82,36.7,19.61,25.64,33.09,17.5,13.63,12.49,2.72,0.52,48.71,5.65,3.98,35.69,,,6.13,22.11,68.71,2.19,,19.5,,32.51,1.61,45.62,42.96,,8.37,,,,17.9,17.32,1.75,1.13,,,17.32,,,1.07,1.61,3.52,2.01,493.36,3.55,3.77,,2.83,,,18.72,,,10,11703391589.0,Real Estate Investment Trusts,Finance
KLAC,21.65,30.58,4.2,4.3,16.2,16,17.7,21,30.26,17.4,19.53,1.93,,25.64,6.05,0.96,0.68,616.83,2.13,268.72,32.38,63.24,1.65,1.92,,0.23,0.99,22.63,20.46,26.84,18.05,16.48,7.26,8.24,4.42,0.23,30.71,3.82,1.1,20.13,22.96,15.64,10.81,518.49,59.75,12.08,,28.92,,37.6,23.19,28.17,24.33,0.89,8.17,,0.78,0.85,,26.56,9.79,1.66,,,24.43,30.86,0.97,2.17,88.63,1.48,19.91,136.98,35.8,92.37,,32.94,,2.51,45.86,,,10,62100993776.0,Electronic Equipment/Instruments,Electronic Technology
KLIC,,48.21,4.6,,12.6,,,,598.16,,33.72,3.1,,43.66,7.58,3.14,14.09,46.7,5.41,164.81,45.13,96.34,,0.04,,,1.72,,,128.91,,18.23,2.33,2.72,,0.76,2.11,0.59,1.75,26.18,26.07,,,36.85,38.06,,,,,,2.66,,,,3.69,,,,,161.61,,1.71,8.95,3.6,80.93,,,1.05,3.03,4.45,,,,,,,,8.11,22.89,,,9,2681352121.0,Industrial Machinery,Producer Manufacturing
KMB,20.63,48.73,0.2,13.7,3.3,,,3.8,122.32,2.6,66.8,4.27,8.82,54.94,4.21,0.16,0.15,136.37,0.83,55.1,101.8,40.96,1.82,5.8,,0.66,3.58,15.45,12.61,17.76,15.53,13.18,2.56,2.57,6.47,0.08,14.44,6.38,3.61,17.88,1.62,6.49,,133.46,36.03,12.42,,12.97,,17.06,35.42,17.69,18.66,,2.29,,,,,15.89,,0.98,,,12.7,15.12,,2.14,,0.55,15.15,43.12,32.52,257.61,,22.05,,6.57,21.14,,,10,42276526342.0,Household/Personal Care,Consumer Non-Durables
KMI,47.28,78.83,0.7,,2.7,5.2,16.2,13.9,143.18,9.9,85.45,6.08,25.76,81.25,1.16,0.02,,28.0,0.46,29.12,68.26,33.98,4.82,1.05,,1.03,4.14,21.9,14.21,23.94,15.93,11.32,5.92,6.22,4.57,0.43,25.97,6.32,4.16,22.16,6.79,9.2,3.29,16.47,55.32,2.32,,16.77,,28.39,2.05,24.56,25.16,31.45,4.01,,,,,15.69,2.86,1.46,,,9.58,12.69,,1.11,7.31,0.35,3.61,11.58,6.65,8.37,,4.73,,3.37,41.18,,,10,38034780704.0,Oil & Gas Pipelines,Industrial Services
KMT,9.13,54.24,2.3,0.3,,10.7,15.7,18.2,,5.4,38.94,2.81,,50.62,3.05,0.3,0.19,28.26,2.52,141.1,50.16,52.62,2.17,0.51,,0.58,2.81,16.52,9.06,13.74,14.39,8.2,1.33,1.33,6.05,0.51,9.66,8.95,2.81,19.32,14.87,8.55,1.84,26.17,30.21,6.52,,4.98,,8.39,1.72,22.08,20.48,8.19,1.09,,,,,11.4,1.47,0.98,,,7.57,13.16,1.96,1.13,2.38,1.16,4.02,10.82,7.76,8,,6.16,,7.23,117.75,,,7,2028012214.9999995,Industrial Machinery,Producer Manufacturing
KMX,14.85,49.27,1.1,12.9,,2.5,,,,13.4,34.65,,2.94,46.6,1.79,0.24,0.03,76.66,2.25,57.79,14.34,3.23,11.45,3.11,,,,21.65,18.1,54.89,35.18,26.95,1.12,1.17,4.62,0.23,2.13,4.66,,20.31,,19.71,2.61,73.29,10.62,,,1.61,,,1.93,28.82,28.82,,0.46,,,,,21.77,1.59,0.63,,,11.83,83.6,,11.89,1.97,0.68,1.53,18.97,5.59,6.85,,,,0.35,15.74,,,10,13169368867.0,Specialty Stores,Retail Trade
KN,8.11,50.42,0.9,,,4.1,9.5,3.7,,,41.84,,1.37,47.84,2.2,0.5,0.4,18.15,2.35,112.17,32.21,49.02,,0.3,,,,,,12.41,,,2.02,1.86,,0.66,15,8.76,,15.29,10.53,,,17.55,37.34,3.26,,,,6.32,2.06,,18.52,,1.75,,,,,11.69,1.96,0.91,,37.81,10.52,,,1.05,4.65,1.67,,,,,,5.44,,,,,,6,1298803699.0000002,Electronic Components,Electronic Technology
KNF,63.36,56.57,,,,11.8,7.4,29.8,,9.1,60.13,,27.46,56.33,4.39,0.63,0.37,98.3,2.72,54.83,21.98,37.42,1.6,0.5,,,,18.67,13.2,35.7,,11.84,1.96,2.07,5.36,0.5,5.81,3.01,,24.05,,14.37,5.18,0.0,19.67,5.53,,6.89,,10.71,3.84,28.17,28.17,,1.92,,,,,33.33,2.45,,,,16.81,,,,4.78,1.91,7.45,18.25,13.95,15.37,,10.4,,1.35,,,,4,2837361362.0000005,Construction Materials,Non-Energy Minerals
KNSA,65.78,31.22,,10.8,,49.7,,,71.56,,18.88,,33.5,26.06,7.64,2.33,21.12,21.21,3.24,115.63,23.99,16.28,,0.02,,,,,,120.6,,,,3.36,,0.79,2.89,0.73,,38.37,,,36.26,30.81,75.75,,,,,,3.5,,,,4.13,,,,,144.12,,,14.53,7.94,142.22,,,,3.64,2.95,,,,,,,,0.17,,,,2,1202660597.9999998,Pharmaceuticals: Major,Health Technology
KNTK,42.97,76.16,,,,,,,16.29,,84.22,4.99,23.69,79.29,0.66,0.05,0.01,60.59,0.72,,10.58,56.29,4.2,,,2,4.99,13.61,8.52,16,6.83,5.22,3.09,4.87,7.35,,30.43,12.24,5.13,25.91,,,22.59,33.64,38.08,0.93,,34.26,,15.22,,22.19,40.12,,2.46,,,,,8.08,,,,,5.28,,,,,0.72,7.52,17.16,8.24,,,6.02,,6.76,,,,3,5044999250.0,Oil & Gas Pipelines,Industrial Services
KNX,1.74,56.92,1,7.6,20.5,3.2,,,,17.2,53.24,2.83,7.2,56.1,1.88,0.12,0.05,56.01,1.01,,17.41,43,3.32,0.48,,0.78,1.12,54.65,12.15,5202.78,22.23,9.37,1.56,1.65,1.83,0.55,0.03,0.03,1.15,26.56,10.33,32.69,6.02,56.57,14.09,1.18,,0.5,,2.63,1.28,243.52,70.9,6.69,1.2,,4.06,119.17,,3733.99,5.29,0.9,,,11.15,,10.24,0.99,8.89,1.01,0.29,4.26,2.04,0.53,,1.01,,,19.31,,,10,8617938808.000002,Trucking,Transportation
KO,22.72,28.11,,10.3,3.9,6.9,11.3,3.9,40.57,11.4,39.9,3.62,12.58,29.92,3.95,0.64,0.39,62.99,1.06,91.98,348.51,31.37,2.99,1.75,,0.68,3.08,20.68,19.25,86.34,20.43,18.6,6.23,6.42,4.84,0.25,7.36,1.26,3.11,21.17,7.79,5.7,3.48,66.65,60.43,8.25,,22.45,,29.16,10.24,26.03,22.34,3.19,5.85,,,,,79.85,,1.01,,,49.28,112.51,,2.3,,0.9,10.36,153.93,19.57,39.71,,14.28,,2.59,30.14,,,10,250552555809.00003,Beverages: Non-Alcoholic,Consumer Non-Durables
