Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
LAZ,6.85,67.98,5.9,,2.1,,,,7.2,90.18,5.2,,76.99,1.99,1.8,0.51,43.58,3,,,92.51,17.61,5.91,,1.23,4.6,54.01,37.11,10.72,11.51,9.29,1.72,1.76,1.85,0.09,16.42,11.59,4.6,15.65,,78.13,10.22,37.51,26.26,0.63,,,,1.79,10.04,,26.88,,1.45,,,,,8.46,,0.78,,,7.93,,,0.74,,3,,13.08,2.39,,,,,4.99,10.95,,,9,3777664028.0,Investment Banks/Brokers,Finance
LAZR,,68.97,,,,18.1,,,23.1,88.53,,,77.35,,2.4,0.33,1.96,3.38,40.62,61.03,95.68,,,,,,,,,,,10.53,17.06,,,,,,,,39.51,99.58,13.66,,,,,,,,,,,10.46,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,1994841025.0,Auto Parts: OEM,Producer Manufacturing
LBRDA,,60.05,9.9,,,59.9,19.5,,188.5,71.02,,,63.89,1.61,0.56,0.03,55.8,1.81,,,71.58,2.42,0.41,,,,8.73,7.47,,121.38,43.02,14.5,11.73,11.45,0.58,,,,,18.42,18.04,1.04,102.28,,0.4,,87.76,,8.67,0.87,9.47,9.73,0.11,8.32,,,,,,0.68,,,,287.63,7.26,0.39,1.44,1.09,1.81,5.54,117.97,8.6,9.66,,0.43,,1.35,12.92,,,8,13431656973.999998,Wireless Telecommunications,Communications
LBRDK,,61.6,9.9,,,59.9,19.5,,188.5,73.14,,,65.75,1.61,0.56,0.03,56.56,1.81,,,71.58,2.42,0.41,,,,8.73,7.47,,121.38,43.02,14.5,11.73,11.45,0.58,,,,,18.42,18.04,1.04,102.02,,0.4,,87.76,,8.67,0.88,9.6,9.85,0.11,8.33,,,,,,0.69,,,,288.88,7.31,0.39,1.45,1.09,1.81,5.54,117.97,8.6,9.66,,0.43,,1.35,12.96,,,8,13431656973.999998,Wireless Telecommunications,Communications
LBRT,51.35,50.88,,14.9,63.9,456.6,,,33.4,68.27,1.22,32,56.48,4.41,0.04,0.05,21.59,1.48,20.26,34.57,37.65,0.41,0.24,,0.09,1.22,6.03,3.57,11.13,6.43,3.71,0.84,0.87,16.58,0.61,7.78,9.86,1.32,8.96,,,2.71,21.49,18.98,22.37,,10.43,,14.12,1.89,7.88,7.97,0.36,0.83,,,,,10.59,0.82,,,,3.89,6.54,,1.48,1.89,1.16,15.95,34.02,28.95,27.09,,21.29,,3.73,,,,4,3097748773.0,Oilfield Services/Equipment,Industrial Services
LBTYA,,69.33,13,28.4,,,,,,86.21,,,76.27,0.84,0.73,0.16,18.69,1.28,,85.38,41.06,22.89,0.94,,,,,28.46,29.07,,9.16,2.79,2.86,,0.45,9.83,10.61,,,42.72,,0.69,24.88,67.15,,,,,,0.38,,,,1.01,,,,,10.44,,0.61,,,3.62,,,0.19,1.05,1.28,,,,,,,,11.3,5.73,,,5,8091257283.0,Cable/Satellite TV,Consumer Services
LBTYB,0.95,62.45,13,28.4,,,,,,84.39,,1.12,70.36,0.84,0.73,0.16,18.99,1.28,,85.38,41.06,22.89,0.94,,,,,28.46,29.07,,9.16,2.79,2.86,,0.45,9.83,10.17,,,42.72,,0.69,24.93,67.15,,,,,,0.4,,,,1.05,,,,,10.9,,0.64,,,3.8,,,0.2,1.09,1.28,,,,,,,,11.3,5.97,,,5,8091257283.0,Cable/Satellite TV,Consumer Services
LBTYK,,67.18,13,28.4,,,,,,85.64,,,74.26,0.84,0.73,0.16,19.05,1.28,,85.38,41.06,22.89,0.94,,,,,28.46,29.07,,9.16,2.79,2.86,,0.45,9.83,10.58,,,42.72,,0.69,25.93,67.15,,,,,,0.38,,,,0.99,,,,,10.48,,0.61,,,3.65,,,0.19,1.05,1.28,,,,,,,,11.3,5.73,,,5,8091257283.0,Cable/Satellite TV,Consumer Services
LCID,,85.02,,,,64.9,61.1,66,21.4,95.39,,,90.64,,3.85,1.65,3.61,4.66,155.82,23.83,26.59,,0.51,,,,,,,,,11.75,14.16,,0.53,,,,,,27.97,94.85,13.79,,,,,,,1.96,,,,12.8,,,,,,,,,51.57,,,,,1.96,4.12,,,,,,,,,,,,,13513289041.000002,Motor Vehicles,Consumer Durables
LDOS,59.97,64.73,1.6,4.5,2.4,,7.1,,9.4,79.03,1.15,30.41,69.46,3.24,0.21,0.12,148.96,1.35,8.4,42.82,34.61,4.75,1.22,,0.19,1,32.18,22.78,21.75,,13.16,1.52,1.58,3.11,0.33,7.26,5.67,1.01,17.37,5.79,21.15,4.59,115.68,15.19,7.01,,2.04,,9.24,4.73,64.21,18.83,7.24,1.32,,,,,18.03,,1.36,,,15.49,49.81,,1.49,,1.24,2.49,52.74,7.82,7.43,,8.59,,4.4,45,,,9,12916499449.999998,Aerospace & Defense,Electronic Technology
LEA,,53.16,1.7,5.1,44.5,17.3,54.6,44.6,12.1,81.53,3.04,,63.85,2.88,0.16,0.34,118.71,1.33,28.82,59.56,62.69,1.91,0.57,,0.31,2.6,10.25,5.92,13.8,7.42,4.79,0.36,0.36,9.76,0.33,2.63,9.23,2.6,8.49,4.17,28.38,3.75,166.59,7.11,8.66,,2.28,,3.78,1.38,12.95,11.85,,0.29,,,,,11.29,1.06,0.63,,,5.61,10.01,,0.81,2.13,1.04,3.67,21.04,9.37,10.99,,8.36,,4.8,9.37,,,10,8123536898.999999,Auto Parts: OEM,Producer Manufacturing
LECO,,58.6,1.5,20.2,9.9,32.2,31.4,26.9,17.8,87.33,2.14,,71.62,7.07,0.5,0.34,200.57,2.24,84.74,46.77,48.83,1.36,0.85,,0.28,1.39,16.36,14.62,20.65,16.31,14.97,2.94,2.89,6.11,0.39,13.99,5.07,1.43,22.04,20,3.83,1.88,189.69,35.77,17.8,,13.23,,17.2,8.72,21.27,21.05,1.37,2.81,,1.35,1.42,,20.12,4.16,1.28,,,17.18,18.29,1.25,1.91,18.45,1.49,16.42,63.73,28.77,44.31,,21.06,,2.86,36.57,,,10,10403158373.0,Industrial Machinery,Producer Manufacturing
LEG,,57.52,,,4.4,,,,3.3,76.63,14.22,,65.25,2.19,0.3,0.16,12.12,1.57,81.2,50.61,48.27,40.95,1.78,,1.32,11.8,,63.99,12.25,,,,0.78,,0.28,6.34,18,1.65,,2.76,,,30.18,17.83,3.29,,,,6.28,1.26,,8.72,,0.37,,,,,5.64,,0.25,,,4.19,,,0.38,,0.89,,,,,,6,,17,5.34,,,9,3491027422.0000005,Home Furnishings,Consumer Durables
LEGN,,74.28,,15.2,,,,,36.6,91.27,,,82.52,8.66,5.22,3.89,53.99,5.66,38.87,57.01,25.23,,0.29,,,,,,,,,16.5,26.09,,0.66,,,,,,,81.02,168.03,52.35,,,,,,8.45,,,,28.37,,,,,,,,14.25,12.27,,,,,9.89,5.57,,,,,,,,,,,,,10952211122.0,Pharmaceuticals: Major,Health Technology
LEN,16.41,64.49,3.5,18,33.9,23.3,21.7,10.4,18.5,88.01,16.13,2.21,74.22,5.39,2.26,1.07,159.18,17.67,256.24,20.55,13.66,0.64,0.14,,0.12,1.17,7.8,7.63,10.91,8.22,7.97,1.22,1.21,12.82,0.7,11.1,9.15,1.25,11.14,26.98,9.93,6.2,131.13,17.11,,,11.58,,15.53,1.63,10.82,10.58,0.36,1.24,,0.34,0.36,,11.2,0.94,1.19,,2.33,10.71,12.25,0.42,0.66,1.88,5.8,10.84,23.42,15.2,15.84,,13.38,,8.16,17.15,,,10,32540392337.0,Homebuilding,Consumer Durables
LEN.B,17.93,66.87,3.5,18,33.9,23.3,21.7,10.4,18.5,89.34,17.23,2.37,76.55,5.39,2.26,1.07,149.39,17.67,256.24,20.55,13.66,0.64,0.14,,0.12,1.25,7.8,7.63,10.91,8.22,7.97,1.22,1.21,12.82,0.7,11.1,9.14,1.33,11.17,26.98,9.93,6.2,119.61,17.11,,,11.58,,15.53,1.63,10.16,9.93,0.34,1.24,,0.32,0.34,,11.23,0.94,1.19,,2.33,10.74,12.28,0.42,0.67,1.88,5.8,10.84,23.42,15.2,15.84,,13.38,,8.16,17.17,,,10,32540392337.000004,Homebuilding,Consumer Durables
LESL,,44.52,0.4,41.8,,,,,9.6,63.38,,,49.57,1.66,0.03,0.01,3.58,1.73,160.37,42.83,7.99,9.4,,,,,21.15,15.36,20.61,,,1.24,1.31,4.73,,6.37,13.55,,,,21.23,3.19,13.22,36.74,1.25,,1.06,,6.21,,44.75,19.89,3.68,0.46,,,,,7.41,,,,,4.89,7.39,2.37,,,0.28,1.37,14.69,10.58,,,8.38,,1.82,,,,6,1026747573.0,Specialty Stores,Retail Trade
LEVI,66.62,32.27,,16.4,44.2,139.8,73.7,,11.1,41.47,2.56,49.12,31.67,2.68,0.34,0.29,18.62,1.42,179.28,77,38.53,6.27,1.12,,0.42,2.56,52.33,26.18,14.92,14.07,11.01,1.45,1.49,1.91,0.32,9.96,8.28,2.77,14.95,20.23,14.1,4.76,17.97,57.99,11.12,,2.34,,7.65,3.78,53.2,16.33,2.77,1.24,,,,,12.18,1.99,,,,8.68,16.73,1.01,1.69,5.44,0.77,2.4,7.67,4.18,7.3,,12.71,,3.12,22.99,,,9,5462100943.0,Apparel/Footwear,Consumer Non-Durables
LFST,,49.54,,12.2,,,,,,61.11,,,55.38,1.57,0.24,0.1,5.49,1.18,,5.76,45.73,,0.35,,,,,,,1274.17,26.67,2.05,2.25,,0.68,,,,,,33.47,13.67,9.98,29.65,,,,,,1.47,,,,1.85,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,1,2649816882.0,Medical/Nursing Services,Health Services
LFUS,,64.5,,14.9,9.2,21.2,23.9,21.7,17,81.89,1.44,5.64,70.43,4.53,1.39,0.61,265.21,3.57,126.32,44.34,50.23,2.06,0.38,,0.26,0.95,22.41,15.68,18.35,22.15,15.56,3.12,3.09,4.46,0.63,16.83,5.85,0.95,29.23,22.37,,4.34,242.51,36.84,8.11,,9.58,,14.12,2.67,30.41,27.08,1.82,2.93,,1.36,0.9,,17.32,3.66,1.01,,,14.44,19.12,1.47,1.18,11.15,2.44,5.51,28.5,8.95,9.12,,8.07,,1.66,31.46,,,10,6282368196.000001,Electronic Production Equipment,Electronic Technology
LGF.A,,50.46,,,,,,,5,46.94,,,50.71,,0.08,0.07,9.11,0.37,,56.13,56.68,4.77,,,,,,6.6,16.89,,,1.45,1.52,,,9.01,17.81,,9.66,,,5.45,10.73,45.5,0.86,,,,6.11,,,53.27,,0.48,,,,,5.39,,0.52,,,4.92,3.21,,7.17,,0.37,,,,,,2.87,,13.32,,,,4,1993863323.9999995,Movies/Entertainment,Consumer Services
LGIH,,65.18,1.9,20,,,,,2.2,83.7,,,73.04,3.55,0.23,0.03,99.85,15.29,640.84,10.33,5.62,6.24,0.78,,,,16.34,16.16,,12.83,,1.5,1.68,6.12,0.53,,,,10.71,5.64,,,115.24,23.64,,,8.37,,9.99,1.26,12.47,12.47,1.27,1.05,,0.4,,,,0.84,0.94,,1.42,,,1.45,4.14,1.27,0.35,5.73,7.84,7.65,10.6,,5.45,,,11.03,,,10,2651519746.0,Homebuilding,Consumer Durables
LGND,18,77.65,,,,18.7,22.2,,,92.55,,10.28,84.78,11.9,17.43,50.14,96.85,20.7,841.99,169.82,95.35,0.04,0.01,,,,12.11,9.42,,20.09,20.09,9.81,12.5,8.26,0.88,,,,24.54,,107.96,19.68,44.77,91.82,,,81.43,,,2.15,18.17,20.61,,14.47,,,,,,1.97,1.43,8.52,6.63,50.21,17.94,,1.36,4.23,19.51,11.93,192.94,15.82,13.82,,,,5.67,14.32,,,7,1075678823.0,Pharmaceuticals: Major,Health Technology
LH,,56.71,4.9,,,,,,,65.28,1.39,,59.6,2.77,0.03,0.02,207.49,0.88,19.55,31.27,60.56,4.33,0.75,,0.21,1.39,29.44,16.85,34.83,14.91,11.35,1.82,1.89,3.4,0.48,5.43,3.82,1.39,13.88,5.89,8.66,5.06,226.03,27.74,5.68,,3.52,,9.05,2.2,41.92,15.06,,1.46,,,,,27.23,,1.04,,,15.29,,,0.9,,0.76,2.46,19.03,5.42,5.06,,4.82,,2.04,16.44,,,10,17866189152.0,Services to the Health Industry,Health Services
LHX,11.13,68.94,3,,10.3,8.4,14.2,,6.5,86.56,4.08,4.65,75.58,1.86,0.06,0.04,234.54,0.98,37.68,51.08,23.3,4.58,0.73,,0.52,1.96,32.51,19.08,49.66,19.26,14.07,2.69,2.83,3.08,0.45,5.7,2.58,1.98,18.39,8.07,8.53,5.74,264.65,26.18,3.35,,5.82,,10.26,2.38,38.07,26.5,4.42,2.21,,1.47,2.92,,38.79,,0.95,,,27.18,42.4,,1.29,,0.8,2.98,58.21,5.51,6.32,,5.79,,,35.06,,,10,32666998522.0,Aerospace & Defense,Electronic Technology
LI,,58.03,,19,,171.2,,,70.2,74.27,,,66.78,2.53,1.31,6.46,20.6,1.53,26.73,123.57,0.25,1.49,0.25,,,,7.35,7.35,,11.86,8.32,0.54,0.58,13.61,0.41,,,,12.68,,,24.68,76.55,22.16,77.8,,8.71,,4.91,2.4,13.79,9.53,,1.2,,,,,,1.02,,13.92,5.38,,9.59,,,2.43,1.37,9.26,50.7,15.69,20.9,,21.79,,,,,,1,40697237934.01745,Motor Vehicles,Consumer Durables
LII,58.87,63.17,2.5,,12.3,20.2,22.5,,14,70.47,1.41,23.98,65.08,9,0.05,0.04,564.44,1.43,86.58,44.54,49.72,1.82,4.49,,0.24,0.79,26.15,23.56,39.15,22.77,20.96,4.22,4.31,3.82,0.12,11,2.72,0.82,28.87,14.03,12.31,6,359.32,31.75,16.28,,12.38,,17.52,54.54,32.7,30.89,2.69,4.09,,1.34,1.58,,36.85,13.62,1.83,,,25.51,34.15,2.51,3.94,135.03,0.68,21.36,50.71,52.64,410.77,,34.54,,1.72,50.53,,,10,13368666846.0,Industrial Machinery,Producer Manufacturing
LILA,0.12,67.46,4.1,,,32.4,,57.5,3.7,74.12,,16.13,69.86,0.31,0.36,0.08,9.88,1.12,,97.66,53.48,4.98,4.7,,,,15.34,5.75,33.93,13.74,5.22,2.04,2.09,6.52,0.13,6.15,14.17,,16.11,26.51,,2.64,8.75,66.38,0.95,,,,12.85,1.13,,,,0.46,,,,,7.55,,,,,2.39,7.09,,0.64,,1.12,,14.51,5.32,,,,,,,,,2,1806890916.0,Major Telecommunications,Communications
LILAK,1.71,68.81,4.1,,,32.4,,57.5,3.7,77.45,,15.58,71.93,0.31,0.36,0.08,9.95,1.12,,97.66,53.48,4.98,4.7,,,,15.34,5.75,33.93,13.74,5.22,2.04,2.09,6.52,0.13,6.15,14.14,,16.14,26.51,,2.64,8.76,66.38,0.95,,,,12.85,1.13,,,,0.46,,,,,7.55,,,,,2.44,7.13,,0.64,,1.12,,14.51,5.32,,,,,,,,,2,1806890916.0,Major Telecommunications,Communications
LIN,15.42,56.27,2.7,,9.8,16.8,19.9,13.9,9.2,69.32,1.9,6.85,60.21,4.08,0.34,0.24,438.41,0.91,44.05,61.57,53.41,1.64,0.52,,0.36,1.21,26.53,18.35,42.53,23.51,17.69,6.76,6.94,3.77,0.48,16.32,2.54,1.27,28.33,10.49,9.82,4.9,377.09,47.26,19.05,,19.26,,25.64,5.42,33.99,30.14,5.48,6.54,,1.95,1.86,,40.16,22.88,1.64,,,22.95,32.13,3.6,2.46,391.23,0.76,7.93,35.37,13.33,15.99,,8.22,,2.3,51.31,,,10,189318110161.0,Chemicals: Specialty,Process Industries
LITE,,80.18,4,,,,34.2,,6.1,93.37,,,86.52,1.08,2.74,0.34,57.96,5.2,137.96,51.54,62.76,,2.18,,,,,,,99.42,19.88,3.99,4.01,,0.28,,,,61.16,,,,50.51,20.38,,,,,,3.33,,,,2.78,,,,,,,,,,103.53,,,1.14,,3.87,,,,,,,,,96.62,,,6,3218274853.0,Electrical Products,Producer Manufacturing
LIVN,0.15,39.8,,1.3,,,,,3.4,42.73,,2.91,40.08,1.52,0.94,0.46,52.06,3.17,146.1,71.66,60.28,,0.55,,,,,,103.55,46.36,26.72,2.62,2.66,,0.5,2.57,1.08,,26.71,5.95,10.37,5.5,64.87,67.89,0.65,,,,3.38,2.31,,25.23,,2.38,,,,,93.6,4.02,0.68,,,44.13,,,2.8,14.37,2.71,,,,,,0.52,,,,,,3,3114436002.0,Medical Specialties,Health Technology
LKQ,,63.75,4.2,7.4,,15.3,17.5,,10.7,83.09,2.64,,72.81,2.84,0.11,0.06,43.81,1.7,124.91,68.67,32.71,3.3,0.91,,0.33,2.64,12.59,9.97,16.43,10.63,8.89,1.12,1.19,7.94,0.4,7.26,8.83,2.7,11.23,23.36,9.63,5.04,63.38,39.77,5.61,,5.8,,9.55,1.9,14.22,12.67,0.86,0.82,,0.61,0.41,,11.37,,0.71,,,8.5,10.7,0.82,0.71,,0.68,5.71,28.2,11.86,13.77,,8.71,,,16.59,,,10,13361764548.999998,Automotive Aftermarket,Consumer Durables
LLY,95.45,76.41,2,26.6,15.2,,0.8,,12,79.81,1.01,36.63,77.69,11.42,0.14,0.1,950.46,1.35,267.46,122.85,81.64,2.71,2.05,,0.48,0.5,108.03,90.57,,59.41,54.44,20.39,24.42,0.93,0.2,,,0.54,69.59,9.7,56.86,22.77,446.29,80.16,21.4,,17.08,,33.51,66.79,139.98,97.19,9.08,23.82,,,,,,57.71,4.21,,,233.07,,10.37,16.65,772.73,1.03,10.45,63.55,21.26,53.79,,22.81,,,178.99,,,9,546471229775.0,Pharmaceuticals: Major,Health Technology
LMAT,21.24,69.58,,16.6,13.8,6.5,9.9,,11,83.89,1.38,43.81,74.26,27.56,4.04,5.74,86.36,7.57,278.76,19.69,47.82,0.36,0.06,,0.39,0.7,42.68,34.95,55.77,,31.21,8.56,9.22,2.34,0.87,16.53,1.71,0.74,48.29,7.94,16.25,8.91,63.46,66.45,,,16.99,,20.46,6.28,57.16,57.35,8.19,9.68,,1.91,1.88,,58.72,4.94,1.59,30.83,12.29,49.04,71.67,8.67,3.5,9.58,5.54,10.13,42.92,14.01,11.68,,14.62,,0.64,81.42,,,10,1270780165.0,Medical Specialties,Health Technology
LNG,1.29,73.51,2.1,,,80.5,213.2,,31.4,79.97,0.96,,77.23,1.95,0.71,0.16,177.66,0.98,18.55,5.38,16.22,2.82,6.69,,0.08,0.96,7.28,6.41,15.45,13.66,10.88,3.97,3.73,13.74,0.1,24.13,10.29,0.98,22.89,,,,122.2,52.85,7.79,,28.55,,49.91,9.62,8.62,8.61,0.3,2.44,,,,,10.23,1.92,1.12,,,6.8,8.25,,1.17,9.62,0.92,11.8,25.54,23.7,135.78,,18.38,,9.7,59.02,,,4,39332272294.0,Oil & Gas Pipelines,Industrial Services
LNN,,53.21,,14.5,2.8,18.4,22.5,59.1,11.7,61.84,1.32,,55.3,5.81,1.23,1.13,120.67,3.95,143.06,38.41,86.07,1.2,0.28,,0.21,1.17,13.7,11.19,17.01,,9.79,1.72,2.04,7.3,0.63,11.98,5.65,1.21,17.61,22.68,,,118.71,31.96,25.68,,11.75,,13.97,2.74,18.31,18.31,0.63,2.15,,,,,17.94,1.7,1.13,,6.24,12.94,16.92,0.73,2.04,3.55,2.56,9.68,28.07,14.9,15.66,,13.17,,1.32,31.02,,,10,1257111509.9999998,Trucks/Construction/Farm Machinery,Producer Manufacturing
LNW,34.96,69.41,1.8,,,83.7,,2.1,20.4,81.59,,16.13,74.23,2.45,0.66,0.12,106.92,1.98,73.08,79.98,59.69,4.08,4.68,,,,22.44,13.79,41.18,17.21,11.5,4.22,4.42,4.46,0.15,10.74,3.33,,26.07,4.27,35.98,8,87.91,70.26,2.14,,7.46,,22.11,11.52,44.55,34.49,86.23,3.3,,,,,30.77,,4.11,,,17.15,34.39,,4.55,,1.72,3.84,115.31,11.41,24.16,,12.33,,2.09,1336.38,,,3,7138625370.0,Casinos/Gaming,Consumer Services
LNZA,,51.31,,,,,,,55.9,74.36,,,59.53,,4.29,4.71,2.05,6.89,39.48,57.43,56.54,,0.21,,,,,,,,,3.64,5.18,,0.43,,,,,,70.91,73.47,0.0,30.48,,,,,,4.46,,,,6.36,,,,,,,,,17.08,,,,,4.46,6.89,,,,,,,,0.16,,,,,1614314621.0000002,Engineering & Construction,Industrial Services
LOGI,57.1,43.39,2.9,1.1,8.6,,,,,42.24,1.9,2.93,40.5,9.93,1.4,19.74,92.41,2.42,77.99,66.05,52.75,0.11,0.03,,0.27,1.25,21.32,18.67,11.86,23.37,19.74,2.81,2.96,4.69,0.62,25.34,7.71,1.39,23.97,16.9,5.09,5.54,61.9,41.35,,,14.17,,13.85,6.4,23.88,21.69,1.67,3.39,,0.46,0.31,,13.5,2.84,1.44,95.27,11.32,12.86,14.81,1.76,1.28,8.27,2.03,17.05,163.79,23.94,27.45,,41.14,,4.76,35.68,,,10,12000990235.092283,Computer Peripherals,Electronic Technology
LOMA,2.94,48.51,0.7,64,80,38.7,72.3,88.6,52.2,52.74,6.88,5.26,50.27,2.4,0.03,0.03,6.64,1.19,68.94,37.76,16.59,0.95,0.38,,0.31,6.88,3.35,2.59,49.38,,52.6,1.87,0.87,29.85,0.51,9.2,13.62,,,22.76,,64.05,3.34,24.84,0.83,,11.38,,13.98,1.96,20.88,3.01,0.04,2.18,,,,,40.68,0.84,,,,14.89,12.63,0.32,1.3,1.96,0.37,9.83,38.89,37.96,19.94,,8.07,,,83,,,10,1300834983.0206995,Construction Materials,Non-Energy Minerals
LOPE,28.29,55.35,13.7,,,7.5,7.7,3.6,21.2,60.72,,9.64,57.84,14.44,1.82,2.99,147.92,2.78,,18.06,31.28,0.32,0.13,,,,14.84,13.23,18.31,,,3.91,4.09,6.74,0.73,22.32,5,,19.26,11.77,,,140.57,52.48,16203.56,,21.66,,26.31,5.81,20.72,20.58,3.03,4.48,,1.05,0.77,,20.13,3.06,1.06,301.96,26.23,16.63,19.65,2.81,1.11,10.21,2.78,23.46,106.62,34.14,31.09,,32.51,,2.48,26.1,,,10,3364750932.0,Miscellaneous Commercial Services,Commercial Services
LOW,,66,7.7,,23.7,19.6,13.9,,7.4,86.56,4.68,2.03,74.11,3.64,0.17,0.08,232.17,1.17,114.77,67.35,,3.1,,,0.33,1.88,15.45,13.13,20.45,16.03,13.8,2.02,2,6.47,,9.75,6.3,1.96,19.24,24.5,4.73,1.67,215.02,33.27,7.32,,8.46,,12.79,,18.65,17.5,0.65,1.56,,0.56,0.74,,16.11,,1.25,,,13.03,17.25,0.7,2.13,,0.23,16.4,46.01,41.86,,,26.93,,3.59,30.35,,,10,126976896333.00002,Home Improvement Chains,Retail Trade
LPG,65.72,36.16,0.7,3.4,,38.5,60,39.6,29.8,20.44,10,,30.36,2.64,2.89,0.37,40.08,3.62,4.73,20.97,1.58,1.91,0.78,,0.54,10,6.37,5.27,6.19,10.59,7.92,4.89,3.93,15.7,0.56,63.42,20.82,10,9.43,30.17,,,31.7,65.14,8.65,,54.83,,58.64,1.59,5.27,5.36,0.11,2.86,,0.17,0.15,,4.56,0.62,1.16,,,4.16,4.93,0.21,0.53,1.59,3.6,17.36,24.23,20.68,32.77,,20.98,,3.55,19.18,,,7,1101901442.0000002,Marine Shipping,Transportation
LPL,,74.07,,,,,,,,84.26,,,79.53,0.53,0.23,0.19,4.74,0.73,50.69,74.72,49.39,7.07,2.15,,,,,8.67,,89.44,3.97,0.78,0.95,,0.22,,,,,,,8.45,4.91,4.27,,,,,,0.82,,,,0.22,,,,,,,0.81,,,2.6,,,,1.04,0.49,,,,,,,,,,,,5,3706494802.134649,Electronic Production Equipment,Electronic Technology
LPLA,25.71,32.22,2.1,19,6.3,31.3,38.9,,21.1,12.67,0.53,20.02,24,3.57,0.28,0.27,263.95,1.58,,128.44,20.38,2.09,1.8,,0.08,0.47,14.32,11.6,31.41,14.08,11.34,2,2.16,6.98,0.21,6.89,3.66,0.47,16.6,22.78,15.46,15.48,285.98,29.21,7.62,,9.71,,15.12,8.69,19.94,17.14,0.88,1.92,,0.55,1.1,,28.13,,1.52,,,17.71,37.04,0.87,1.82,,1.58,10.27,160.21,24.33,47.24,,18.87,,1.59,39.69,,,10,18851560200.0,Investment Banks/Brokers,Finance
LPX,17.24,53.11,12.1,22.9,18.3,,,,12.9,73.38,2.28,33.5,58.83,7.01,0.96,0.66,86.67,3.33,71.62,41.16,17.12,0.73,0.23,,0.22,1.17,16.19,12.31,20.02,11.8,9.47,2.12,2.3,6.18,0.65,11.5,5.04,1.21,15.54,26.13,19.76,7.26,62.51,25.95,30.07,,9.74,,16.58,3.86,23.81,19.65,0.57,2.3,,0.63,1.73,,19.95,1.86,1.64,,,11.55,27.33,0.79,0.76,3.98,1.75,11.17,21.29,18.29,17.56,,16,,1.43,18.76,,,7,4227604543.999999,Forest Products,Non-Energy Minerals
LRCX,62.24,55.01,2.8,20,14.5,27,30.3,38.7,24,42.75,1.77,36.37,50.79,12.1,1.28,1.14,1069.11,2.82,223.7,25.38,70.78,1.08,0.62,,0.28,0.75,32.71,30.15,30.67,25.32,23.9,7.71,9.77,3.06,0.44,31.87,3.25,0.75,29.36,22.23,12.44,6.97,555.55,46.84,21.65,,25.35,,28.18,17.42,39.32,38.22,1.82,9.98,,1.22,1,,31.28,6.16,2.73,,62.67,28.91,32.94,1.82,2.56,22.35,1.84,19.28,77.67,29.53,44.12,,29.4,,3.14,53.19,,,10,82569365621.0,Industrial Machinery,Producer Manufacturing
LRN,81.53,51.21,,10.2,,38.4,70.4,54.3,18.9,60.54,,15.7,52.98,4.71,1.34,0.7,70.21,4.29,7.17,13.35,97.44,1.49,0.49,,,,12.51,8.66,22.21,,,1.44,1.57,7.99,0.58,7.08,4.64,,13.8,23.53,21.59,8.56,44.86,37.57,26.84,,9.29,,11.56,2.75,16.48,16.48,0.65,1.51,,,,,21.83,1.84,1.81,,7.23,15.03,36.9,0.66,1.38,4.62,4.21,10.38,39.97,16.69,18.7,,12.96,,0.75,47.12,,,10,1908451964.0,Other Consumer Services,Consumer Services
