Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,28.23,54.37,,50.3,,28.2,37.8,,8.08,24,65.21,,13.48,57.72,2.68,0.03,0.02,233.03,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.97,11.85,,10.92,10,0.55,0.62,7.71,0.32,,,,8.11,30.34,,6.45,261.89,17.75,4.56,,2.51,,6.31,1.4,11.96,8.06,0.25,0.31,,0.26,,,,,1.02,,,42.83,,0.32,0.54,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.74,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,34.25,54.19,2,8.4,5.9,40.8,24.6,,23.18,11.1,55.4,2.05,20.73,54.97,2.95,0.07,0.06,53.68,1.38,,,56.6,3.53,0.8,,0.26,1.68,15.55,11.46,17.38,11.81,9.53,0.57,0.57,6.43,0.36,3.3,8.1,1.68,14.65,26.27,,1.62,51.46,,3.58,,1.89,,3.62,1.84,22.18,15.47,0.96,0.41,,0.83,1.09,,12.62,,1.05,,,10.23,15.55,0.78,0.93,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.37,27.81,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,8.43,59.85,,38.3,,,,,322.31,8,58.89,,,59.68,3.62,0.71,4.95,136.5,1.41,,29.97,7.3,1.12,0.28,,,,39.66,38.64,17.98,22.01,21.67,6.39,7.44,2.52,0.3,41.38,5.04,,29.63,,,10.64,168.77,82.59,20.75,,46.11,,15.21,10.82,18.57,18.57,,8.48,,,,,20.55,3.15,,,21.98,20.49,15.43,,,11.98,1.41,21.22,720.92,19.41,63.33,,55.65,,3.28,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,22.59,47.27,0.7,6.3,12.3,6.8,6.7,,,5.8,41.07,3.62,7.59,44.17,5.3,0.52,0.49,114.45,1.68,134.41,82.76,57.91,1.58,0.38,,0.48,1.94,28.82,21.95,36.23,21.86,17.26,4.55,4.97,3.47,0.54,13.72,2.84,1.94,22.17,12.21,8.91,6.5,107.89,55.55,20.35,,13.99,,16.24,5.06,34.79,25.32,2.2,4.83,,1.37,1.83,,35.34,5.27,1.16,,,25.33,46.43,2.84,1.98,24.35,1.18,7.92,64.67,12.04,15.07,,10.67,,3.12,41.77,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,38.19,56.22,,6.9,,13.2,4.1,,3.27,5.9,59.6,0.21,24.65,56.7,3.26,0.24,0.15,95.16,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.21,24.36,13.54,319.18,,,1.74,2.13,4.11,0.63,0.67,0.35,0.21,20.98,19.93,27.72,12.61,72.6,19.03,5.57,,6.05,,7.68,1.92,31.61,31.69,1.57,1.88,,,,,280.32,2.46,,,,20.26,31.3,1.79,1.35,4.31,1.36,4.09,12.41,6.71,6.29,,4.98,,0.55,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,45.91,,,,38.8,40.9,46.1,223.57,16.4,56.25,,,48.89,1.7,1.48,8.69,14.78,2.16,197.37,87.05,38.64,1.68,0.11,,,,87.74,58.4,24.86,12.16,9.72,1.95,2.25,1.14,0.57,9.04,3.29,,18.14,,,16.61,33.3,91.73,,,3.43,,2.56,4.73,82.06,82.06,3.68,2.78,,,,,30.46,4.68,,23.84,7.39,30.46,125.19,,,5.98,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHR,,53.71,,100.9,,,,,,,55.95,,,55.88,,4.31,,,4.49,,,,,,,,,,,,,,20.62,,,,,,,,,11.38,,,,,,,,,3.28,,,,,,,,,,,,5.21,4.9,,,,,3.31,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,43.92,,18.8,33.9,6,,,132.17,4.2,41.03,2.67,,43.25,3.51,0.04,0.02,18.23,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.67,13.98,5.77,30.97,12.85,6.17,0.3,0.31,7.15,0.11,0.99,7.45,2.67,8.08,17.23,,1.85,21.44,27.85,3.83,,1.25,,2.28,3.5,10.66,7.29,0.54,0.13,,,,,13.53,,,,,3.97,13.42,1.15,0.77,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.57,26.81,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,155.52,49.24,2.6,5.9,,7,21.8,,142.28,6.8,52.59,,49.27,47.67,2.94,0.15,0.15,49.92,1.32,,22.1,60.56,2.39,0.84,,,,19.65,14.02,24.71,,13.77,3.55,3.99,5.09,0.37,16.16,4.73,,26.86,13.43,29.66,7.84,33.14,50.71,3.86,,12.01,,19.46,4.23,29.35,26.68,2.22,3.53,,1.36,1.88,,21.79,,1.37,,,18.6,23.98,2.55,1.56,,1.32,5.59,174.23,13.31,14.81,,7.6,,2.93,54.24,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,36.32,0.9,22.7,,62.7,72,31,57.41,34.8,34.91,,1.28,34.26,7.89,2.25,12.33,90.12,4.42,179.55,30.91,63.45,0.15,0.05,,,,8.84,8.41,16.36,,9.39,2.24,2.25,11.31,0.73,13.75,5.2,,12.36,23.8,,4.15,117.77,44.63,48.8,,21.54,,23.4,3.15,12.42,12.42,0.25,2.68,,,,,19.45,1.32,1.24,15.09,4.06,17.3,20.65,0.5,1.31,3.14,3.26,19.31,74.1,28.93,28.19,,33.01,,1.95,30.35,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,144.61,54.18,,,,2.6,0.1,,,,47.16,,66.95,50.82,11.27,5.85,6.96,86.91,6.01,,,69.04,,0.15,,,,,,,,,44.34,29.35,,0.66,,,,,,,8.25,0.0,,,,,,,9.56,,,,30.5,,,,,,,,17.28,16.46,,,,,9.57,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,36.69,61.2,4.6,,,0.1,22.9,46.8,,7.7,59.67,0.81,11.81,60.11,2.38,0.26,0.55,107.37,1.13,,55.01,59.44,3.29,1.31,,0.21,0.81,21.54,17.34,22.85,14.64,13,2.04,1,4.64,0.19,4.4,4.84,0.81,21.53,7.94,13.78,7.62,98.92,6.58,4.87,,1.61,,5.59,6.34,57.73,26.74,9.55,0.9,,,,,21.19,,2.02,,,18.21,27.75,,2,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.36,167.77,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ADBE,,39.48,1.7,9.4,,17.7,16.7,11.4,,16.8,45.13,,11.87,40.14,11.63,0.78,1.24,486.91,1.11,,49.25,33.27,0.78,0.42,,,,30.78,27.36,32.4,19.27,18,8.91,10.13,3.25,0.49,31.27,3.06,,23.68,19.4,13.41,10.8,577.33,88.66,51.2,,25.59,,35.93,14.89,41.1,27.22,1.27,10.53,,0.87,1.08,,33.67,17.33,0.82,,,32.72,47.92,1.64,2.16,248.42,1.11,18.17,291.22,33.73,34.74,,22.82,,3.19,61.06,,,10,241068062221.0,Packaged Software,Technology Services
ADC,37.41,51.69,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,52.31,5.49,31.65,51.2,1.78,0.08,0.01,75.04,0.74,,573.52,54.1,5.08,0.51,,1.67,4.01,36.6,20.62,24.76,31.33,19.18,16.6,18.08,2.73,0.65,73.03,5.38,4.08,40.61,11.78,3.37,10.77,74.38,87.94,2.87,,31.62,,48.86,1.52,41.46,42.09,6.79,12.57,,3.65,1.36,17.76,17.25,1.84,1,,,17.25,,6.36,1.06,1.81,0.74,2.41,,3.83,3.64,,3.69,,,33.65,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,42.29,62.55,,,,,,,13.28,,71.34,0.29,21.04,66.61,1.96,1.29,0.17,12.68,3,,,33.87,2.68,1.52,,0.19,1.58,16.45,9.05,13.43,,,4.55,5.12,6.08,0.34,38.16,9.92,1.58,8.74,15.97,,,9.35,,2.01,,12.87,,32.86,3.84,31.7,12.33,3.98,4,,,,,10.42,,1.88,,,9.45,13.57,,0.64,,3,4.2,606.5,11.04,13.34,,10.28,,12.6,33.37,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,47.66,51.89,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,50.22,2.74,14.74,51.68,5.91,0.79,0.31,230.09,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.55,57.09,28.7,41.52,29.83,23.28,11.55,12.62,1.75,0.72,30.39,2.58,1.58,30.5,17.45,12,,151.06,57.85,7.22,,17.07,,23.16,3.25,69.11,52.26,4.28,11.86,,2.88,1.93,,38.99,,1.73,,,28.84,36.41,3.53,1.88,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.7,54.02,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,36.71,2.6,9.4,7.7,25.1,24.8,,89.18,15,30.37,4.54,1.84,34.37,3.23,0.04,0.06,55.53,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.46,9.71,7.57,12.04,12.71,9.18,0.44,0.43,10.3,0.42,3.56,11.9,3.56,10.45,22.41,,,79.53,7.44,4.48,,2.93,,3.39,1.2,11.11,10.16,0.56,0.33,,,,,9.31,0.89,0.8,,,6.12,8.01,0.46,1.61,1.75,0.88,4.77,18.59,10.96,10.87,,5.18,,17.52,11.84,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,39.4,0.1,22.6,,89.8,,,,6.1,28.05,,,35.27,1.81,0.24,0.35,20.39,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.53,5.23,11.46,9.03,4.88,0.24,0.24,9.5,0.21,2.05,17.16,,7.91,,,,39.57,6.28,2.09,,0.5,,2.67,0.92,27.55,7.64,,0.13,,,,,6.43,,,,,3.39,8.42,,0.63,,0.87,0.79,24,5.88,3.46,,7.03,,13.94,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,28.07,65.34,1.2,,13.8,15.3,15.1,13,20.5,9.9,70.69,3.35,14.4,66.28,2.7,0.06,0.79,292.78,1.01,,2.97,62.22,0.64,0.82,,0.59,1.92,22.59,20.4,32.89,22.12,20.13,5.84,6.16,4.43,0.08,18.72,3.01,1.92,29.18,14.42,8.68,5.36,268.98,45.44,13.74,,19.54,,25.85,26.28,32.14,31.89,2.64,6.24,,1.57,1.91,,33.51,14.05,1.31,,,29.01,51.06,2.66,2.84,139.42,1.01,6.8,497.94,59.7,91.62,,7.53,,2.93,45.18,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,39.28,64.97,0.9,25.4,,21.7,23.3,,,14.2,63.17,,29.42,64.48,5.65,0.43,0.72,288.92,0.64,,94.05,32.85,1.8,1.05,,,,48.9,43.54,58.94,32.11,30.37,9.22,10.87,2.04,0.25,18.45,1.72,,31.47,22.36,11.94,11.62,257.27,90.8,1291,,18.21,,22.24,25.16,59.06,35.31,0.65,10.82,,,,,58.42,,1.03,,,53.93,140.02,1.41,2.84,,0.64,11,369.7,23.5,57.58,,9.97,,0.49,238.69,,,6,45606470933.0,Packaged Software,Technology Services
ADT,27.07,53.41,,3.7,,,,,,,51.08,2.71,11.23,53.51,0.43,0.08,0.01,7.37,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.71,29.47,7.81,12.93,,5.11,2.83,2.77,3.39,0.24,21.42,16.53,2.98,8.92,7.76,27.48,2.49,6.95,78.76,1.95,,17.19,,20.04,1.73,7.68,14.15,,1.35,,,,,6.4,,,,,3.82,5.06,,0.59,,0.64,5.45,14.81,3.29,24.01,,10.07,,33.52,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,59.91,39.57,,9.9,,22.2,30.1,,18.33,10.6,25.76,,38.36,34.14,9.11,1.17,3.5,125.66,2,,10.69,36.33,0.43,0.05,,,,21.69,19.06,22.43,14.43,14.16,1.65,2,4.61,0.83,8.9,4.36,,21.72,23.68,12.79,13.69,110.02,32.34,9,,6.18,,9.03,2.47,29.78,24.99,1.34,1.92,,1.03,0.66,,21.35,3.86,1.22,,22.72,19.4,23.29,1.22,1.2,13.43,2,6.73,148.57,11.63,9.3,,9.04,,1,52.81,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEHR,,50.89,,99.7,,,,,52.85,46.7,38.36,,7.26,47.62,13.18,2.45,5.64,14.79,6.03,461.76,71.29,51.67,0.87,0.06,,,,72.07,56.99,,,,,7.51,1.39,0.84,,,,49.3,,,24.38,20.68,50.48,,,49.64,,10.43,3.57,15.09,13.57,,7.45,,,,,,1.62,2.81,30.18,6.29,2464.99,24.78,,4.26,4.36,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,21.57,52.46,0.9,13,,,,,,6.1,46.47,0.36,9.81,50.58,3.74,3.21,0.97,107.77,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.36,40.01,24.39,37.74,,12.08,2.57,2.8,2.5,0.46,7.41,2.75,0.36,20.44,21.95,,,85.05,35.21,3.81,,6,,5.38,3.48,44.9,27.28,2.04,2.7,,1.4,2.37,,36.3,2.62,0.95,,13.49,23.8,43.97,1.4,1.63,5.67,4.22,3.75,15.66,5.02,7.97,,7.79,,,37.29,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,69.17,66.88,,20.5,20.8,11.4,7.9,4,4.55,3.1,67.47,7.79,27.17,69.07,3.41,0.52,0.47,88.24,1.51,106.42,52.57,0.4,0.72,0.1,,0.59,1.83,36.58,16.37,35.43,12.73,8.8,5.17,6.25,2.73,0.68,18.06,2.98,1.83,19.25,19.11,22.97,9.29,58.92,36.6,20.97,,8.56,,29.57,2.24,71.74,32.32,1.27,6.19,,,,,34.21,2.04,1.43,,,15.17,45,1.91,2.18,2.83,0.76,2.16,5.78,4.54,3.17,,4.24,,1.67,60.86,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,29.27,43.04,,10.5,45.5,,,66.4,90.5,5.8,38.31,2.18,,40.34,4.16,0.24,0.15,19.89,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.5,11.48,7.51,16.97,9.77,6.8,0.89,0.92,8.71,0.48,5.42,7.68,2.5,10.25,0.75,11.52,3.39,18.04,39.18,,,4.58,,8.01,2.26,15.91,11.98,,0.74,,,,,13.26,1.19,0.89,,,8.24,24.46,,1.28,2.68,0.74,7.04,18.72,16.01,14.43,,11.24,,11.89,17.76,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,36.06,39.34,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,30.05,4.77,19.26,35.69,0.9,0.04,0.01,97.41,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.6,22.32,12.65,,17.27,10.91,4.33,4.9,4.48,0.26,,,3.8,16.3,1.34,13.42,4.79,94.45,60.67,2.21,,13.49,,20.7,1.98,19.52,19.42,3.53,2.63,,,,,,1.31,1.15,,,8.46,,3.75,12.67,1.99,0.48,2.71,5.54,5.01,10.42,,4.34,,,20.99,,,10,41234689544.0,Electric Utilities,Utilities
AER,54.75,42.81,,6.4,,,5.5,,3.17,,23.05,0.52,12.11,35.92,0.77,0.89,0.03,93.89,3.42,5.35,58.48,3.06,9.64,2.69,,0.02,0.52,28.33,13.27,,15.95,9.39,7.73,8.12,3.53,0.24,,,1.07,7.77,,11.75,3.21,78.96,34.83,,,42.04,,28.67,1.08,6.14,9.24,,2.5,,,,,,0.72,1.46,,,3.55,5.56,,1.66,1.27,3.38,4.6,3.68,3.2,19.62,,2.94,,15.83,14.58,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,34.18,32.11,,,5,,6.9,,,7.2,18.38,5.33,12.07,25.83,0.51,0.19,0.06,16.42,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,4.18,26.35,14.47,,10.77,8.54,2.27,3.09,3.8,0.07,,,4.22,7.94,,6.84,2.39,23.05,20.79,1.62,,6.07,,18.57,3.77,15.64,7.43,,0.95,,,,,,2.11,0.99,,,4.62,,,,13.46,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.86,,,5,,6.9,,,7.2,31.65,,,33.55,0.51,0.19,0.06,62.61,0.97,26.58,87.18,46.9,10.74,9.24,,,,26.35,14.47,,,,,3.09,3.8,0.07,,,,6.72,,6.84,2.39,0.0,20.79,1.62,,6.07,,18.57,3.8,15.73,7.48,,0.95,,,,,,,,,,4.66,,,,,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,13.01,46.68,,14.3,,129.9,,,49.89,64.1,59.93,4.31,,48.78,2.17,0.3,0.16,19.84,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4.31,19.83,11.73,,,5.23,2.08,2.85,5.04,0.53,,,4.83,8.7,,32.46,28.52,0.0,26.47,4.92,,8.78,,15.35,2.08,25.21,22.94,,2.37,,,,,,1.61,,,,7.96,,,,2.53,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,138.71,57.34,,,,85.6,17.5,,1.59,11.1,66.86,,28.04,58.97,1.94,17.16,0.32,45.24,65.7,,16.58,43.65,,2.42,,,,,,61.66,30.09,30.92,6.04,7.72,,0.29,12.52,2.05,,,,,24.1,38.3,63.62,,,,,,5.15,,,,5.74,,,,,45.86,,,,9.9,29.63,,,,6.44,65.7,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,5.11,53.28,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,61.19,,,56.36,2.49,0.74,0.27,16.85,1.47,0.97,136.81,63.94,2.04,0.68,,,,10.13,7.57,10.52,8.14,6.38,2.73,3.07,9.87,0.51,29.13,11.64,,9.82,26.34,36.77,7,19.69,62.12,2.57,,17.97,,28.66,2.06,14.04,15.59,0.37,2.55,,,,,8.76,,,,,6.66,12.46,0.62,0.82,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,10.29,64.93,,9.1,,,,,,8,57.78,0.23,,64.17,2.22,1.88,0.82,7.69,3.05,49.42,37.39,6.56,4.11,0.19,,,0.23,,38.82,,,,5,4.76,,0.69,,,0.24,26.7,19.02,,5.53,5.88,8.95,,,,,,1.7,,,,4.42,,,,,,,1.14,,,32.97,,,6.52,1.7,2.44,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
