Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
EME,110.06,48.24,4.9,11.9,29.2,47.3,34.4,8.1,31.93,18.6,33.57,0.49,20.54,41,6.32,0.22,2.25,431.77,1.29,3.55,28,83.83,0.29,0.13,,0.05,0.21,17.61,15.85,19.63,,,,1.45,5.68,0.39,7.39,5.04,0.23,20.74,22.63,16.67,6.91,222.98,17.73,88.32,,6.01,,8.14,7.35,24.74,24.69,1.27,1.5,,0.92,0.67,,20.1,4.52,2.62,,48.84,18.62,19.68,0.99,2.26,18.6,1.26,12.7,202.3,36.06,33.77,,19.9,,2.26,61.59,,,10,10033162267.0,Engineering & Construction,Industrial Services
EMR,23.65,51.1,1.5,37,1.3,8,5.5,,,,47.65,2.08,1.48,48.46,3.79,0.3,0.21,109.02,1.16,96.76,54.07,57.69,2.69,0.52,,0.4,1.93,28.66,17.68,59.72,21.05,15.03,3.89,4.17,3.49,0.46,6.99,1.9,1.93,18.51,5.87,11.57,7.76,118.76,50.26,6.97,,10.12,,15.62,3,36.58,20.57,11.43,3.69,,,,,52.78,,1.34,,,39.03,21.24,,1.62,,0.86,3.81,54.94,6.47,8.29,,5.51,,1.97,17.87,,,10,56498490349.0,Electronic Equipment/Instruments,Electronic Technology
ENB,27.46,44.15,,,3.1,14.3,5,30.1,2.94,3.1,29.74,8.65,14.27,37.38,0.84,0.22,0.04,40.59,0.77,20.04,59.35,36.47,5.57,1.37,,1.34,6.62,18.12,12.86,28.83,14.69,10.65,6.06,4.88,5.52,0.33,17.39,6.31,6.73,18.7,9.92,6.13,,29.96,41.41,2.27,,13.54,,21.14,2.04,21.07,20.4,4.16,2.72,,,,,15.81,2.31,1.56,,,9.23,16.61,3.92,1.22,5.7,0.68,3.19,10.68,6.94,9.25,,3.76,,3.32,27.99,,,10,74115354831.26869,Oil & Gas Pipelines,Industrial Services
ENFN,16.44,60.01,,,,8.9,3.6,,9.24,2.8,72.18,,1.93,63.78,17.19,1.93,1.91,9.01,4.15,,10.08,55.31,1,0.28,,,,131.88,46.99,49.22,21.04,16.59,3.52,4.49,0.76,0.54,9.12,2.05,,30.13,,67.67,17.58,10.58,66.94,,,1.99,,3.41,12.87,225.25,126.9,,5.47,,,,,68.62,8.5,,,45.05,40.41,,,,12.87,4.15,3.49,11.58,7.12,6.8,,6.73,,,,,,3,1094982384.0,Packaged Software,Technology Services
ENIC,,46.53,,9.9,,98,,,9.63,18.7,28.18,1.48,,41.78,0.98,,,2.72,1.16,7.32,113.67,112.11,1.79,0.59,,0.54,9.05,5.02,4.08,5.55,,,,1.39,19.92,0.36,23.33,31.22,9.05,11.98,34.36,,,2.89,33.9,7.89,,17.38,,21.32,0.77,4.3,5.62,0.33,0.8,,,,,3.47,0.45,,,,3.47,,0.24,0.33,0.77,1.16,6.38,63.32,13.04,17.39,,5.97,,1.02,6.8,,,9,4471484632.186967,Electric Utilities,Utilities
ENLC,19.62,62.14,2.6,,2.2,28.1,,23.9,27.33,22.6,70.17,1.34,5.76,64.71,1.73,,,14.9,0.65,4.38,7.38,4.21,3.77,5.11,,1.26,3.51,19.67,9.26,18.1,13.68,8.01,1.52,1.69,5.08,0.11,9.33,9.27,3.56,18.49,14.36,37.41,7.79,10.59,20.43,2.48,,2.14,,9.6,7.34,49.67,36.25,,0.99,,,,,10.73,7.6,1.65,,,6.24,13.22,5.84,1.25,35.48,0.59,1.76,9.14,8.02,14.45,,7.41,,8.2,,,,5,5681037018.0,Oil & Gas Pipelines,Industrial Services
ENLT,28.32,52.42,,30.7,,,,,2.28,32,59.47,,5.62,54.42,0.47,0.28,0.07,16.02,0.59,,162.25,48.61,10.83,2.45,,,,25.52,16.93,,29.89,15.49,10.91,14.72,3.92,0.25,,,,38.14,,82.83,34.54,26.5,50.45,1.35,,18.61,,34.57,1.58,35.6,35.6,,6.38,,,,,,1.81,0.46,,,13.44,,,,2.09,0.59,1.28,5.79,4.54,4.92,,1.9,,,178,,,8,1957609651.067926,Alternative Power Generation,Utilities
ENOV,,55.81,,,,,23.4,,0.32,8.4,71.3,,,62.09,1.2,0.07,0.03,42.06,2.26,231.04,64.14,62.68,8.16,0.43,,,,,20.97,,12.47,8.77,1.61,1.9,,0.6,,,,13.5,,,11.81,70.84,57.17,,,,,,0.7,,2213.68,,1.16,,,,,,,1.29,,,31.02,,,0.73,,1.08,,,,,,,,,45.23,,,7,2904237782.0,Industrial Machinery,Producer Manufacturing
ENPH,43.68,31.01,,24.5,,55.1,54.6,43.7,28.16,43.1,32.03,,3.92,29.92,3.96,3.11,1.35,82.47,4.16,100.97,51.01,109.79,8.53,1.4,,,,150.34,70.29,32.02,33.37,22.34,6.51,8.61,0.67,0.29,26.89,3.02,,22.02,23.53,,,109.81,46.19,3.46,,4.91,,2.47,11.95,187.43,70.55,0.76,9.21,,,,,34.47,7.24,1.55,,392.71,30.29,143.2,2.82,1.91,16.73,3.88,1.85,19.96,2.62,6.48,,2.39,,2.56,119.52,,,5,16403552293.0,Semiconductors,Electronic Technology
ENR,1.83,60.03,,,,6.2,10.2,1.5,,1.2,52.38,3.77,10.58,58.43,1.3,0.21,0.04,32.49,1.99,139.19,76.35,49.87,11.22,26.9,,0.36,3.68,31.24,18.63,20.58,11.11,8.67,1.88,1.9,3.2,0.03,9.26,11.48,3.68,9.21,8.07,6.36,,31.22,38.2,2.24,,0.35,,12.36,18.89,232.07,9.85,,0.81,,,,,8.76,,,,,6.51,35.85,,1.42,,1.01,0.23,17.49,4.79,5.91,,5.94,,11.69,34.2,,,7,2449083058.0,Household/Personal Care,Consumer Non-Durables
ENS,17.65,42.14,2,6.5,6.7,14.4,20.9,10.3,169.43,7.9,31.12,1.06,12.82,37.75,3.96,0.5,0.38,98.05,2.7,107.62,49.69,54.53,2.06,0.5,,0.12,0.92,13.28,10.45,15.95,10.52,8.4,1.22,1.29,7.53,0.51,8.11,7.25,0.96,11,15.33,,6.96,90.36,27.82,8.64,,7.73,,11.2,2.18,14.83,12.91,1.28,1.15,,1.12,0.87,,14.16,1.66,0.99,,39.54,10.34,16.24,1.12,1.23,4.83,1.66,7.78,25.6,12.16,15.79,,14.15,,8.55,21.79,,,10,3967738819.000001,Electrical Products,Producer Manufacturing
ENSG,50.88,65.24,,20.7,4.7,6.9,6.1,,1.88,14.7,73.05,0.19,21.51,69.24,3.51,0.74,0.28,155.95,1.56,,9.07,45.8,5.04,1.16,,0.06,0.15,32.66,26.07,54.07,23.01,19.26,2.2,2.54,3.06,0.38,4.7,2.16,0.15,25.42,19.09,21.68,11.2,127.08,15.51,34.9,,5.84,,6.82,5.12,37.87,37.87,1.78,2.16,,,,,46.36,3.01,1.57,,,26.99,48.88,2.29,2,5.37,1.56,5.55,10.83,8.87,15.12,,6.48,,,55.72,,,10,5225555356.0,Medical/Nursing Services,Health Services
ENTG,28.4,48.78,,30.4,7.7,13.4,1.3,,4.78,19.6,57.73,0.56,,51.66,2.98,0.73,0.08,106.92,3.58,129.34,26.86,49.75,5.16,1.2,,0.15,0.38,46.33,24.96,73.42,20.96,17.3,5.46,6.18,2.16,0.42,8.42,1.71,0.38,25.2,13.38,25.97,6.39,111.69,43.83,2.26,,5.61,,17.64,4.6,87.63,39.31,2.79,4.93,,1.26,5.08,,58.6,,1.36,,,26.62,101.45,3.24,2.91,,2.14,2.03,16.06,5.15,5.4,,7.28,,7.38,64.4,,,10,13809961425.999998,Industrial Machinery,Producer Manufacturing
ENV,72.13,54.72,,,,,,,59.97,7.1,54.82,,0.89,55.44,1.55,0.45,0.12,62.76,1.14,,9.58,34.62,,1.91,,,,,,40.97,22.23,13.01,2.81,3.31,,0.29,8.09,3.05,,19.72,,23.61,11.09,65.6,28.67,,,,,1.81,6.71,,26.59,,2.64,,,,,32.56,,0.79,,,16.62,,,3.19,,1.14,,,,,,1.28,,0.78,,,,4,2765973660.0,Packaged Software,Technology Services
ENVX,7.36,48.24,,83.6,,,,,,,41.73,,49.2,45.57,0.31,3.38,1.03,10.46,3.77,69.65,187.98,21.87,,1.16,,,,,,,,,35.76,112.47,,0.37,,,,,,26.18,207.13,0.0,,,,,,,11.03,,,,113.54,,,,,,,,,,,,,,15.61,3.61,,,,,,,,,,,,,2347460885.0,Electrical Products,Producer Manufacturing
EOG,,33.52,0.2,11.6,32.7,66.4,217.6,49.1,171.24,32.5,7.44,14.05,,23.11,4.71,1.17,1.33,120.52,2.12,68.94,131.98,40.3,0.3,0.14,,0.28,3.03,6.92,4.94,13.29,7.39,5.2,2.98,2.8,14.45,0.65,21.06,7.38,3.03,10.88,26,,,121.78,72.51,64.88,,31.23,,37.84,2.35,9.31,9.73,0.57,2.92,,,,,13.8,1.01,0.89,,,6.01,9.56,0.39,1.02,2.35,1.89,17.12,29.29,24.51,26.79,,20.24,,6.67,23.96,,,7,76963236773.0,Oil & Gas Production,Energy Minerals
EPAC,46.93,56.31,3.4,1.8,,27.2,,22.2,,7.1,44.46,0.09,17.57,52.94,5.88,1.29,0.86,43.91,2.88,98.61,56.94,62.18,1.47,0.5,,0.01,0.09,20.55,18.49,35,15.97,13.37,2.75,4.15,4.87,0.5,11.86,2.94,0.09,24.67,19.47,,,28.44,51.06,9.55,,14.55,,21.91,6.07,28.15,14.94,0.81,4.09,,,,,34.46,4.28,1.76,,,29.6,36.16,0.85,2.98,27.62,2.31,11.21,96.57,18.72,24.6,,17.85,,1.48,,,,6,1528265364.0,Industrial Machinery,Producer Manufacturing
EPAM,,38.23,,19.3,,8.7,23.2,3.6,9.49,20.4,28.71,,,34.2,10.97,3.07,11.14,189.11,4.84,,3.22,72.97,0.27,0.05,,,,18.96,15.04,17.07,,,,2.02,5.27,0.8,11.86,5.09,,17.24,17.21,5.12,4.67,309.54,29.96,,,8.86,,10.68,3.17,27.09,18.2,0.98,2.37,,0.58,0.65,,19.95,1.79,0.55,10.53,5.15,19.06,34.25,1.35,1.28,3.97,4.84,9.66,61.02,13.63,12.12,,18.52,,4.24,35.82,,,10,15281937744.999998,Information Technology Services,Technology Services
EPC,4.61,54.85,2.7,5.3,,12.2,,,10.11,6.8,72.27,1.65,,61.77,1.85,0.37,0.15,35.99,1.79,138.79,59.66,20.12,4.15,0.83,,0.2,1.65,12.64,9.05,18.34,9.99,7.52,1.23,1.26,7.91,0.43,6.88,8.8,1.65,11.17,6.02,9.46,1.66,43.21,42.79,3.24,,5.27,,11.1,1.13,15.25,11.76,,0.8,,,,,11.56,,0.74,,,8.84,11.59,,0.65,,0.94,3.19,42.48,7.03,7.71,,6.34,,9.46,92.28,,,8,1974041835.0000005,Household/Personal Care,Consumer Non-Durables
EPD,10.1,52.32,0.2,4.6,3.6,9.6,13.8,18.4,35.81,22.4,68.52,8.02,3.67,56.09,1.89,0.01,0.01,29.26,0.91,24.11,8.66,49.3,3.23,1.08,,0.77,7.02,12.9,9.95,25.75,11.92,9,1.39,1.7,7.75,0.38,6.4,5.71,7.18,10.23,11.42,5.79,8.41,30.64,12.77,5.11,,10.48,,12.33,2.27,11.17,11.17,2.23,1.16,,,,,17.67,1.3,0.77,,,8.25,14.78,,0.87,3.39,0.68,8.13,15.66,12.51,20.92,,10.91,,6.28,13.42,,,10,58659027345.0,Oil & Gas Pipelines,Industrial Services
EPR,18.37,48.07,,,29.6,30.6,,90.1,,17.8,53.83,5.07,20.82,48.16,0.78,0.18,0.01,47.54,4.06,,497.24,35.64,6.08,1.25,,1.24,7.1,19.57,13.11,16.2,,11.54,11.72,10.1,5.11,0.43,62.34,11.23,7.21,17.9,17.03,,,44.04,90.95,2.97,,32.31,,56.51,1.48,19.48,17.59,25.13,5.57,,,,9.83,8.94,1.08,0.69,,,8.94,,2.31,0.67,1.51,4.06,3.68,179.69,6.09,8.53,,6.61,,7.65,18.87,,,9,3208817779.0,Real Estate Investment Trusts,Finance
EPRT,60.03,39.93,,6.9,6.4,18.1,32.5,17.1,6.56,11.2,19.22,7.75,29.65,32.18,1.77,0.39,0.02,32.26,6.64,405.62,,125.32,5.73,0.69,,0.96,3.58,29.21,20.35,26.66,22.49,15.24,14.28,18.33,3.42,0.58,68.75,5.2,3.61,25.6,14.85,5.22,17.42,28.39,98.83,3.86,,46,,63.51,1.77,28.05,27.04,5.3,12.89,,,,17.23,18.81,1.46,,,,18.81,,2.6,1.3,1.77,6.56,3.92,313.16,5.43,6.35,,5.53,,,,,,7,3663922680.0,Real Estate Investment Trusts,Finance
EQIX,24.09,65.16,,3.5,10.8,10.6,21,146.6,8.2,8.7,69.78,2.87,24.82,67.19,2.74,0.65,0.11,912.12,1.22,,75.12,45.26,5.06,1.46,,1.5,1.85,63.36,28.72,313.26,48.71,22.72,10.7,12.06,1.58,0.37,3.85,0.38,1.85,72.41,6.17,11.5,8.09,844.85,48.76,3.62,,12.24,,17.91,7.04,83.35,84.14,16.5,10.17,,4.55,8.48,28.98,264.52,7.99,1.21,,,26.25,134.74,14.15,7.74,17.04,1.22,3.22,8.24,5.44,8.49,,4.43,,0.38,175.72,,,9,72626964233.0,Real Estate Investment Trusts,Finance
EQNR,,45.41,3.2,24.1,23.2,75.9,,113.3,266.35,45.2,43.89,6.36,,45.17,2.74,0.85,0.98,24.58,1.49,22.43,61.09,38.68,0.69,0.67,,0.43,5.28,2.07,1.59,8.01,2.24,1.72,0.76,0.65,48.31,0.33,8.46,13.15,5.48,8.3,35.56,,,28.97,41.98,30.01,,8.98,,29,1.58,7.54,8.06,0.25,0.7,,,,,8.23,0.83,0.72,,,3.58,4.43,0.33,0.34,1.84,1.4,6.81,56.51,31.8,19.95,,9.81,,13.44,14.72,,,7,98209793093.99974,Integrated Oil,Energy Minerals
EQR,36.72,46.88,,1.1,3.2,,16.3,2.5,,3.3,37.83,4.39,15.62,44.41,2.5,0.06,0.01,73.95,0.23,,44.77,,3.13,0.68,,2.83,3.64,24.21,14.92,28.4,37.47,19.02,11.66,12.2,4.13,0.56,42.98,4.47,3.66,43.84,6.47,,3.72,69.64,63.76,3.32,,32.83,,30.79,2.56,29.46,78.09,156.18,9.91,,,,20.03,23.06,2.98,0.98,,,18.01,16.85,,1.44,2.56,0.23,4.79,321.54,7.64,8.67,,4.45,,4.14,18.4,,,10,23939686937.0,Real Estate Investment Trusts,Finance
EQT,,67.1,,1.9,172.6,78.7,,13.9,19.15,6.3,81.94,1.63,,71.89,1.83,0.02,0.01,38.57,0.73,,187.7,46.11,1.73,0.33,,0.41,1.63,28.75,9.47,63.46,11.62,5.2,3.77,5.92,3.48,0.61,9.01,1.86,1.63,13.17,,70.8,19.61,18.36,50.67,,,15.22,,,1.13,24.41,25.38,,3.7,,,,,40.58,1.13,1.96,,,6.59,14.51,,0.94,1.13,0.73,2.87,4.26,4.25,4.89,,,,,,,,5,17079631506.0,Oil & Gas Production,Energy Minerals
EQX,35.63,49.31,,10.4,,,,,,,50.69,,12.57,49.36,0.99,0.27,0.12,5.8,1.1,141.45,41.12,18.47,2.13,0.46,,,,8.11,5.66,,,,1.61,3.61,12.33,0.48,,,,5.43,,165.59,33.07,5.12,9.3,0.55,,22.91,,3.61,0.79,11.6,,,1.92,,,,,,,,,,10.03,15.58,,2.29,0.79,0.45,5.3,13,11.66,9.78,,0.55,,,,,,3,1605417441.9240685,Precious Metals,Non-Energy Minerals
ERIC,73.85,66.91,,4.4,21.6,,,,,4.2,60.94,9.7,51,66.19,2.02,0.43,1.18,8.51,1.19,90.3,70.29,63.01,1.65,0.5,,0.28,3.09,75.91,10.75,7.53,12.98,8.8,1.17,1.15,1.32,0.32,15.97,13.48,3.09,16.2,14.02,87.66,,6.05,42.64,13.58,,,,19.53,3.47,,8.97,,1.23,,,,,7.63,2.38,1.1,,,6.93,27.4,1.36,1.16,13.73,0.95,,19.08,2.16,,,328.86,,1.34,212.25,,,7,16779336880.784998,Telecommunications Equipment,Electronic Technology
ERJ,157.05,49.11,0.1,,,,,,,10.1,41.61,,38.43,47.3,1.2,0.31,0.44,34.19,1.5,537,172.29,33.61,6.98,0.96,,,,26.16,19.62,,14.15,10.29,1.24,3.34,3.82,0.26,,,,16.73,,49.91,18.76,19.07,17.05,0.81,,5.42,,5.4,2.35,49.05,48.15,,2.89,,,,,,6.51,4.46,,,,,,15.9,15.61,0.66,1.23,16.47,4.48,4.74,,1.62,,7.86,,,,5,2668627051.265,Aerospace & Defense,Electronic Technology
ERO,64.48,39.85,,50.2,,24.1,,,,10.3,30.08,,9.22,35.21,2.26,0.25,0.08,18.98,0.68,47.41,77.81,8.8,20.21,0.83,,,,,88.49,,,,2.63,5.61,,0.46,,,,5.08,7.47,90.3,41.14,18.43,34.16,18.78,,,,19.66,3.04,,31.11,1.26,4.35,,,,,,2.08,,,,62.27,,3.37,12.49,3.04,0.5,,,,,,5.82,,,,,,6,1754247366.4508257,Other Metals/Minerals,Non-Energy Minerals
ES,27.46,48.16,,,16.6,,8,,26.34,9.1,46.59,6,12.26,47.88,0.65,0.01,,65.49,0.75,29.17,101.16,46.69,13.18,1.95,,0.65,4.3,45.52,23.66,,17.28,12.1,3.89,4.58,2.2,0.25,,,4.36,13.64,,5.39,4.78,78.84,46.07,2.8,,,,24.03,1.57,,15.41,,2.01,,,,,,1.24,0.82,,,11.77,,,,2.26,0.66,,2.85,2.28,,,,,,18.82,,,9,22414799889.0,Electric Utilities,Utilities
ESAB,67.84,80,,,,18.3,9.7,1.2,39.05,12.1,89.86,0.22,0.41,84.59,3.44,0.4,0.22,125.43,1.92,87.71,68.45,54.39,2.26,0.64,,0.05,0.22,19.68,16.99,27.93,18.18,16.25,3.12,3.07,5.08,0.45,11.04,4.08,0.25,23.5,,13.77,,0.0,37.47,5.97,,9.47,,16.48,4.13,30.67,26.43,,2.49,,,,,21.92,,,,,18.95,,,,,1.25,6.71,62.2,13.84,15.75,,10.81,,0.23,,,,5,4115715080.0,Industrial Machinery,Producer Manufacturing
ESE,33.41,61.59,0.3,6,,28.7,10.3,1.1,15.95,9.7,64.1,0.25,27.14,62.93,5.07,0.2,0.3,129.53,2.1,121.17,48.85,71.93,1.08,0.17,,0.08,0.25,24.99,17.97,56.68,,,,3.46,4,0.66,6.11,1.83,0.25,26.93,13.77,13.94,11.04,112.48,39.22,12.05,,9.95,,13.93,2.79,33.56,32.88,4.27,3.35,,2.11,3.35,,54.73,4.42,1.28,,93.86,32.46,50.3,2.79,2.04,13.38,1.39,5.69,41.63,9.59,8.66,,7.16,,0.12,39.02,,,10,2722638535.0,Electronic Equipment/Instruments,Electronic Technology
ESI,49.23,63.43,0.7,0.9,85.7,5.2,5.6,5.5,1.81,9.2,74.55,1.14,17.42,68.1,2.14,0.98,0.2,27.61,3.52,81.09,35.85,70.57,4.06,0.79,,0.31,1.14,26.36,17.38,30.43,14.89,13.84,3.21,3.43,3.79,0.48,11.28,4.06,1.14,17.05,7.98,31.74,5,20.82,41.56,5.93,,11.08,,13.49,2.74,24.87,26.4,7.33,2.76,,,,,24.45,,1.59,,,19.9,24.21,,1.42,,2.77,5.35,35.05,6.78,11.4,,7.71,,1.73,,,,5,4716314277.0,Chemicals: Major Diversified,Process Industries
ESLT,7.51,77.75,,9.7,,2.5,,,3.84,8.3,87.93,0.85,,82.04,1.6,0.03,0.09,228.35,1.13,179.75,88.97,139.85,3.21,0.53,,0.3,0.89,34.41,23.21,80.15,,,,1.83,2.91,0.29,2.3,1.43,0.89,26.85,7.47,12.53,6.08,183.07,23.99,4.83,,3.85,,6.17,3.37,41.96,34.48,7.66,1.62,,2.99,6.08,,70.29,3.67,1.22,,,29.13,75.87,4.72,3.28,8.79,0.63,2.44,14.05,6.83,8.31,,4.61,,,32.19,,,10,8858517924.730385,Aerospace & Defense,Electronic Technology
ESRT,34.47,43.58,1.7,,,17.3,,10.9,38.65,9.1,26.31,0.33,21.76,36.71,0.76,0.78,0.17,10.78,1.68,,60.73,113.37,6.62,1.41,,0.59,1.28,20.66,10.26,16.43,28.26,11.11,5.16,5.05,4.84,0.4,30.74,13.07,1.28,63.41,14.21,,1.43,9.24,54.26,1.48,,6.5,,20.51,1.02,39.93,45.49,11.66,3.75,,,,12.32,12.14,1.95,0.65,,,12.14,,6.53,0.82,1.89,1.68,1.15,107.74,5.02,3.43,,3.77,,,37.17,,,8,1383845455.0,Real Estate Investment Trusts,Finance
ESS,40.65,47.95,0.4,,3.6,,17.5,6.3,,4.4,41.74,4.03,19.97,46.71,1.94,0.28,0.02,294.02,0.77,,224.53,2.13,4.05,1.16,,1.53,3.28,25.29,16.22,28.81,40.9,20.99,13.69,14.83,3.95,0.44,50.54,4.66,3.32,48.67,5.06,,4.47,262.35,81.66,3.41,,30.31,,44.68,3.44,36.39,47.18,21.45,11.05,,2.74,1.7,20.2,21.44,2.69,0.93,,,18.39,19.79,,1.59,3.44,0.77,4.15,1616.57,8.29,9.4,,6.38,,1.61,38.23,,,10,14455363768.0,Real Estate Investment Trusts,Finance
ESTA,36.71,55.14,,,,,,,,21.1,66.57,,,58.65,1.57,1.3,0.28,44.93,4.44,483.59,219.3,127.25,,4.39,,,,,,,,,10.16,9.22,,0.16,,,,,,55.66,24.26,60.69,66.04,,,,,,27.93,,,,8.09,,,,,,,,,,,,,,36.23,2.91,,,,,,,,,,,,,1340076881.0,Medical Specialties,Health Technology
ESTC,3.01,51.73,,13.4,,14.2,,88.1,28.34,20.4,63.65,,,56.67,3.78,1.49,1.94,80.98,1.91,,20.72,64.49,,0.78,,,,,,48.48,150.38,114.93,5.39,5.88,,0.35,12.12,1.92,,52.65,,23.75,15.62,108.82,73.93,,,4.62,,,10.96,147.24,62.78,5.66,6.29,,,,,52.68,7.41,,,110.93,51.49,,5.47,7.93,19.66,1.91,3.08,,,9.93,,5.32,,,,,,1,7705228876.000001,Packaged Software,Technology Services
ETN,67.58,59.07,,8.3,5.6,22.2,22.9,4.2,48.18,9.4,40.44,1.38,4.14,54.02,5.61,0.34,0.27,342.81,1.56,91.74,80.88,69.16,1.95,0.55,,0.35,1.07,32.41,26.93,48.12,27.02,22.41,5.37,6.02,3.09,0.49,12.51,2.21,1.1,28.78,12.91,13.02,7.62,211.31,37.53,36.43,,15.12,,17.96,7.1,37.71,33.77,4.07,5.67,,2.09,3.04,,45.56,,3.21,,,35.67,38.57,3.01,3.34,,1.07,9.58,65.77,14.68,19.44,,11.16,,1.24,53.9,,,10,86838359756.0,Electrical Products,Producer Manufacturing
ETNB,5.26,55.5,,,,15.1,13.4,14.3,,,64.34,,,59.05,,12.76,,,13.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,1.81,1.64,,,,,1.63,13.92,,,,,,,,,,,,,1310348136.0000002,Pharmaceuticals: Major,Health Technology
ETR,38.87,57.83,,8,5.1,2.5,18.4,45.7,62.6,4.4,43.54,4.08,23.38,52.45,0.92,0.25,0.05,134.4,0.94,90,77.09,22.18,6.4,1.97,,0.41,3.37,25.95,12.47,,19.58,10.48,4.24,4.65,3.85,0.23,,,3.58,17.39,,,4.72,105.27,45.64,2.28,,14.8,,20.14,1.97,16.08,12.41,1.63,2.37,,,,,,1.06,1.55,,,7.15,,,,2.02,0.62,2.93,4.87,3.95,12.65,,6.59,,1.23,29.28,,,8,20807231060.0,Electric Utilities,Utilities
ETRN,45.17,33.67,,,,,,,6.29,,27.54,4.83,29.18,30.13,0.34,0.21,0.02,12.42,0.68,16.55,57.85,62.28,6.19,4.54,,0.64,4.83,14.89,10.83,25.57,14.92,10.99,9.49,9.74,6.72,0.14,38.09,10.05,4.83,13.68,,,4.19,9.49,75.46,1.54,,31.98,,49.47,5.12,13.96,13.28,,3.83,,,,,10.06,6.21,,,,5.88,7.35,,1.01,65.37,0.68,3.97,11.67,8.58,26.63,,6.11,,,,,,5,4159305634.0,Oil & Gas Pipelines,Industrial Services
ETSY,,37.2,1.8,,,,,,,15.7,32.46,,,34.94,2.19,1.77,0.42,47.97,2.41,,113.62,33.73,5.97,,,,,22.69,17.07,9.9,12.63,8.69,2.34,2.47,4.41,,24.9,12.53,,17.48,26.06,7.45,4.31,112.89,70.57,,,10.36,,12.35,,22.32,21.81,,2.32,,,,,9.4,,,,,8.86,15.4,,0.95,,2.41,11.35,123.5,15.44,,,22.03,,12.84,85.7,,,6,7988516079.000001,Internet Retail,Retail Trade
ETWO,53.66,30.58,,,,,,,,,32.04,,,29.89,,0.48,0.13,3.0,1.03,,34.11,65.56,,0.74,,,,,,51.13,10.31,8.71,3.04,3.02,,0.48,5.9,3.94,,16.39,,,,5.21,49.48,,,,,,0.64,,,,1.48,,,,,25.01,,,,,14.84,,,,,1.03,,,,,,,,0.64,,,,,1691047228.0,Packaged Software,Technology Services
EURN,,26.24,,4.3,43.8,18.1,8.3,,,5.8,6.86,44.27,,17.59,2.44,0.56,0.14,14.05,1.37,21.02,72.54,111.15,1.58,1.96,,2.59,44.27,3.64,3.18,39.46,12.13,7.95,4.59,4.69,27.47,0.33,12.03,4.53,49.97,7.41,22.94,,,19.41,45.63,3.57,,115.03,,43.21,2.24,2.34,6.12,0.3,2.76,,,,,25.67,0.79,0.99,,,4.1,2.28,0.3,1.63,2.27,1.32,31.52,41.11,40.22,61.35,,13.06,,46.87,9.96,,,7,3162310760.913043,Marine Shipping,Transportation
EVCM,8.25,57.81,1,,,,46.3,,17.83,,68.01,,15.11,61.71,1.67,0.74,0.16,10.69,1.68,,14.64,26.11,5.03,0.68,,,,294.24,22.9,30.73,,,3.31,3.49,0.34,0.53,11.35,3.99,,16.27,,,4.26,11.84,66.02,0.63,,,,3.79,2.52,,,,2.88,,,,,25.2,,,,,19.71,,,,,1.68,,86.86,0.59,,,2.48,,3.48,,,,,1793036575.0000002,Packaged Software,Technology Services
EVEX,,51.74,,,,,,,,,29.87,,,45.6,,2.23,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23,,,,,,,,,,,,80.25,8.68,,,,,8.23,3.87,,,,,,,,,,,,,2374025603.0,Aerospace & Defense,Electronic Technology
