Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
MTD,30.54,50.43,2.8,,,13.4,13.7,14.5,57.8,10.6,51.74,,8.16,51.22,10.83,0.06,0.03,1414.71,0.92,90.79,45.16,62.91,1.79,,,,,31.23,27.9,35.41,26.62,24.39,7.97,8.54,3.2,,23.96,2.99,,32.02,16.95,9.48,3.61,1416.8,59.33,13.52,,20.95,,28.17,,38.93,37.49,2.6,8.16,,1.51,1.26,,34.05,,1.31,,,30.81,33.67,2.56,3.17,,0.63,23.74,104.89,47.15,,,32.6,,2.72,50.56,,,10,25553412399.000004,Medical Specialties,Health Technology
MTDR,0.02,46.01,,43.8,,,180.1,,24.12,47.2,69.92,1.52,,52.39,2.32,0.02,0.01,53.28,0.86,7.85,18.68,52.24,0.92,0.44,,0.1,1.5,6.25,3.86,43.65,,3,1.98,2.66,16,0.54,6.04,2.95,1.5,6.19,,10.33,17.7,71.14,46.64,9.47,,29,,42.83,1.44,6.87,7,,2.01,,,,,33.3,0.67,0.59,,,3.01,5.74,,1.73,1.44,0.82,12.05,19.62,19.56,23.49,,15.74,,,34.37,,,7,7334766234.0,Integrated Oil,Energy Minerals
MTH,67.81,59.39,1,26.5,,21.3,21.9,,13.27,12.2,57.82,1.24,24.1,59.61,5.62,1.56,0.73,204.97,10.31,361.46,22.12,,1.24,0.28,,0.09,1.23,7.3,7.12,,8.02,7.78,1.18,1.22,13.7,0.71,,,1.47,9.32,23.11,4.06,4.37,131.24,26,,,12.98,,15.96,1.53,9.02,9,0.25,1.17,,0.26,,,,0.78,1.72,,1.64,,,0.36,0.99,1.53,2.21,13.09,25.34,18.69,18.31,,16.75,,3.19,16.2,,,10,4739778078.999999,Homebuilding,Consumer Durables
MTN,,60.98,1.8,,14.6,20,35.1,14.4,39.62,14.8,69.4,4.55,,64.53,2.04,0.68,0.24,190.92,1.18,28.29,29.26,33.33,3.59,2.95,,1.04,4.48,16.96,11.34,24.09,14.75,10.88,3.49,3.23,5.9,0.17,13.32,5.36,4.65,22.92,15.28,8.37,2.71,278.64,43.15,3.52,,9.59,,19.84,7.16,25.25,23.67,3.64,2.52,,0.75,1.04,,18.81,,0.64,,,12.22,23.6,2.36,1.33,,1.08,4.69,21.73,11.57,29.22,,7.87,,6.81,28.62,,,10,9714752383.0,Hotels/Resorts/Cruise lines,Consumer Services
MTRN,16.67,46.73,,9.9,4.2,53.7,48.7,,11.53,11.7,47.93,0.61,,47.38,3.64,0.08,0.03,109.64,3.25,126.53,33.01,41.99,3.02,0.61,,0.1,0.48,23.01,15.14,,14.52,,1.46,1.7,4.35,0.5,,,0.49,15.18,21.18,,8.18,99.38,19.61,3.67,,4.8,,7.47,2.51,29.24,21.36,0.75,1.41,,,,,,2.16,1.43,,,28.57,372.93,0.85,2.25,4.93,1.21,4.43,11.25,7.89,8.92,,6.77,,0.04,42.33,,,10,2225055122.0000005,Electronic Equipment/Instruments,Electronic Technology
MTSI,37.37,58.01,,43.8,,37.3,,,36.45,4.4,70.99,,9.11,62.81,8.11,5.06,1.09,108.03,8.18,189.98,38.82,56.45,3.26,0.44,,,,91.47,52.23,58.39,,28.1,8.94,11.32,1.09,0.63,18.79,1.64,,32.46,,14.09,14.48,71.09,54.55,10.16,,10.59,,9.09,7.21,110.23,90.03,,11.62,,,,,61.63,6.84,2.44,,35.51,52.27,86.85,,4.35,11.72,6.33,4.37,23.19,5.52,7.17,,5.45,,1.73,,,,5,5534285002.0,Semiconductors,Electronic Technology
MTX,41.18,50.91,1.5,5.7,7.7,0.6,11.1,,32.61,12.6,65.56,0.66,2.73,56.23,2.94,0.7,0.32,74.26,2.46,76.03,43.39,69.28,3.59,0.6,,0.06,0.54,16.89,11.06,17.36,,7.59,1.35,1.42,5.92,0.5,8.2,7.37,0.54,10.77,5.28,13.38,3.44,70.75,25.06,4.62,,4.05,,12.96,1.44,27.71,12.57,,1.12,,,,,13.71,1.59,0.95,,,9.27,26.49,,0.92,4.55,1.72,2.59,12.56,6.25,5.3,,6.88,,3.88,15.77,,,10,1815941481.0000005,Chemicals: Specialty,Process Industries
MTZ,46.15,70.57,,8.1,,,,,,21.7,85.85,,24.57,77.19,2.95,0.11,0.1,126.51,1.27,4.17,36.51,42.24,3.51,1.1,,,,47.84,14.92,12.3,21.6,11.47,0.93,1.04,2.09,0.31,8.43,10.24,,29.05,3.99,40.77,6.05,112.9,12.27,0.97,,0.06,,1.79,3.69,1405.67,51.85,64.81,0.82,,2.69,0.35,,9.65,,1.36,,,8.56,10.19,,1.28,,1.23,0.09,12.97,4.13,0.29,,1.94,,,45.67,,,8,6655030171.0,Engineering & Construction,Industrial Services
MU,49.32,49.48,0.5,4.7,,,,,,,68.45,0.49,,56.08,4.24,1.23,0.6,94.13,3.41,161.41,34.51,49.98,2.12,0.31,,,0.48,,16.68,,10.1,5.87,2.95,5.12,,0.67,,,0.48,10.32,,,42.93,73.13,11.42,,,,,,2.36,,,,4.89,,,,,,,2.07,,81.01,19.58,,,2.25,2.45,2.16,,,,,,,,,22.04,,,8,76539675296.99998,Semiconductors,Electronic Technology
MUR,,48.07,0.2,8.6,20.7,,,,,24.5,65.29,3.16,,54.11,2.32,0.36,0.15,36.2,0.82,10.16,90.18,41.07,1.19,0.41,,0.27,3.24,7.58,3.95,7.7,9.05,3.82,2.11,2.14,13.19,0.54,27.77,17.24,3.31,7.88,0.7,,,38.23,40.95,10.36,,17.38,,28.93,1.03,9.53,8.65,,1.66,,,,,5.95,0.63,0.9,,,3.01,9.08,,0.9,1.03,0.76,5.95,10.56,10.62,11.09,,8.44,,16.36,,,,5,7067590867.0,Oil & Gas Production,Energy Minerals
MUSA,50.33,40.49,8.6,11.4,83.7,25.8,24.5,22.1,13.91,37.2,25.67,0.35,24.65,34.52,8.11,0.09,0.04,497.01,0.84,6.33,15.01,5.93,2.21,2.79,,0.07,0.35,15.52,12,25.99,14.79,11.33,0.59,0.58,6.44,0.18,2.25,4.67,0.36,18.13,23.47,5.58,1.2,338.86,10.91,8.01,,2.5,,3.73,12.55,20.1,20.24,0.58,0.5,,0.59,0.65,,22.23,5.16,2.04,,,12.29,17.64,0.81,1.65,29.64,0.52,12.24,26.25,23.04,65.79,,16.93,,4.42,35.6,,,10,7162088980.0,Specialty Stores,Retail Trade
MWA,67.2,61.88,0.5,4,5.1,2.5,5.4,,7.8,10.2,75.34,1.56,31.05,66.84,3.84,1.15,0.51,21.28,3.7,136.13,43.48,59.83,1.97,0.6,,0.27,1.2,19.98,14.57,21.77,15.93,11.8,2.64,2.79,5.01,0.51,12.84,4.91,1.2,20.4,5.75,22.25,3.3,14.13,34.43,11.7,,9.71,,15.77,4.19,27.28,22.64,6.12,2.63,,,,,20.5,2.96,1.41,,425.6,16.19,24.6,,2.44,8.72,2.27,8.06,26.44,13.45,16.62,,12.75,,1.32,34.89,,,10,2024921766.0,Industrial Machinery,Producer Manufacturing
MXL,,52.15,,16.9,,,19,,,9.5,56.28,,,55.16,1.72,0.97,1.2,14.7,2.09,188.29,63.96,113.35,,0.25,,,,,,,,36.99,2.82,2.65,,0.63,,,,37.02,,,,12.94,53.99,,,,,,2,,,,2.73,,,,,,,0.79,,29.4,,,,0.68,5.21,1.59,,,,,,,,0.84,,,,3,1744271060.9999998,Semiconductors,Electronic Technology
MYGN,69.3,46.3,,,,,,,10.84,1.9,34.31,,26.44,43.03,3.8,0.65,0.68,27.08,1.96,35.38,48.79,52.52,,0.19,,,,,,,,,2.67,3.11,,0.68,,,,102.58,,,9.97,23.48,69.06,,,,,,3.32,,,,2.95,,,,,,,1.05,,,,,,14.64,18.3,1.78,,,,,,,,0.04,,,,6,1360083830.0000002,Medical Specialties,Health Technology
MYRG,,48.15,0.1,15,,12.7,15.8,,8.7,17.6,55.61,,,53.45,4.11,,0.02,100.21,1.36,,38.83,53.34,0.66,0.14,,,,23.93,12.85,,,,0.43,0.49,4.18,0.4,,,,17.91,16.93,,3.02,143.05,8.83,12.4,,1.37,,1.9,2.63,34.32,36.88,2.11,0.47,,1.34,,,,2.49,0.86,,24.65,19.72,75.58,2.7,1.43,3.81,1.36,3.17,24.35,8.84,7.74,,4.25,,,30.83,,,10,2303242063.0,Engineering & Construction,Industrial Services
NAAS,,35.05,,,,,,,,238.3,18.7,,,28.6,,0.43,0.37,3.24,1.04,27.01,184.5,121.31,,,,,,,,,,,,2.54,,,,,,,,,,0.0,27.96,,,,,,,,,,0.62,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,1243211858.0,Specialty Stores,Retail Trade
NABL,,52.07,16.6,24.7,,22.1,,18.3,2062.58,33.2,62.98,,,57.52,4.05,1.85,0.43,12.9,2.97,,24.89,31.9,3.4,0.51,,,,30.04,23.83,37.65,,22.5,5.11,5.77,3.33,0.62,15.41,2.9,,26.43,,17.67,10.94,14.42,83.87,2.69,,7.19,,18.4,3.3,75.88,56.09,3.4,5.37,,,,,34.91,,,,,26.71,101.57,2.11,,,2.97,2.82,126.23,8.1,4.63,,5.04,,0.07,,,,3,2442087258.0,Packaged Software,Technology Services
NAPA,,34.95,,11.4,,15.4,24.6,,14.41,12.6,37.16,,,35.37,1.85,0.24,0.05,5.8,8.09,768.05,24.58,47.66,2.37,0.26,,,,11.03,8.33,,14.8,6.27,2.35,2.9,9.07,0.7,,,,9.16,,,10.24,16.93,54.97,5.85,,15.69,,24.87,0.68,10.73,10.73,,1.67,,,,,,0.84,,,,37.63,,,,1.47,1.04,4.26,14.11,7.59,6.18,,5.04,,,,,,5,1365078342.9999998,Food Distributors,Distribution Services
NARI,,40.22,,25.6,,,,,,47.5,28.96,,,37.63,6.75,0.79,3.31,43.36,1.8,224.2,58.41,47.95,,0.08,,,,,,145.97,,,3.43,4.43,,0.63,3.09,0.67,,194.44,,,18.9,89.23,87.15,,,,,,5.95,,,,4.59,,,,,149.56,,,,,92.3,,,,33.1,1.45,,,,,,,,,,,,2,3816226833.0,Medical Specialties,Health Technology
NBIX,34.35,29.27,,23.4,,32.8,,17.2,,20.4,21.14,,8.05,25.66,10.63,2.61,4.06,117.26,4.19,357.98,995.73,74.52,0.42,0.1,,,,18.83,18.07,22.46,9.97,10.4,4.23,5.23,5.31,0.76,23.34,4.17,,16.82,22.53,35.79,18.82,159.02,98.28,3.84,,16,,25.7,4.72,35.47,34.16,0.85,5.69,,,,,24.27,2.7,,48.71,13.56,22.64,67.55,1.37,2.14,4.78,4.08,10.95,149.51,23.64,15.44,,22.21,,,209.63,,,6,10981017768.0,Pharmaceuticals: Major,Health Technology
NBR,,48.08,,,,27.8,61.5,,,2.8,64.63,,,52.97,0.43,0.8,0.19,71.86,1.82,22.72,46.86,43.77,2.97,10.07,,,,13.06,3.2,28.66,,2.76,0.85,0.93,7.66,0.05,3.24,13.83,,139.8,47.03,,5.56,120.66,18.38,1.22,,,,8.16,2.74,,,,0.23,,,,,6.95,,0.48,,,1.09,2.73,,0.41,2.74,1.57,,7.13,5.13,,,,,,,,,,1301927285.0,Contract Drilling,Industrial Services
NCLH,11.75,76.62,,,,,,49.8,40.97,58.5,93.48,,,85.12,0.16,0.09,0.04,21.01,0.24,10.15,11.23,9.89,6.25,19.39,,,,18.32,10.26,,13.86,8.61,2.17,2.43,5.46,0.03,,,,10.91,22.17,48.53,9.02,28.0,37.85,1.56,,4.62,,13.29,13.32,24.76,18.46,,1.09,,,,,,11.56,0.5,,,5.01,26.16,,,161.88,0.22,2.16,7.41,9.01,116.07,,5.2,,,,,,7,7330048157.000001,Hotels/Resorts/Cruise lines,Consumer Services
NCNO,10.76,43.83,,26.7,,,6.2,104.2,0.21,22,50.3,,14.57,45.52,6.35,0.58,1.1,30.35,1.08,,22.87,53.77,6.32,0.1,,,,,197.77,48.96,,,,6.84,,0.76,14.15,2.04,,44.97,,,15.32,36.47,60.02,,,,,,3.26,,,,6.85,,,,,48.33,,,,,47.12,,,,112.41,1.08,,,,,,,,,,,,,3722682199.0,Packaged Software,Technology Services
NCR,,56.67,,,,,,,,,61,,1.07,59.78,0.15,0.16,0.07,13.61,0.85,117.53,169.05,132.53,47.7,,,,,,77.07,,14.93,10.51,2.09,2.73,,,,,,25.68,,,,11.27,20.4,,,,,,,,,,1.15,,,,,,,2.46,,,10.54,,,0.69,,0.67,,,,,,,,90.32,194.46,,,6,3781755858.0,Electronic Equipment/Instruments,Electronic Technology
NDAQ,44.54,67.78,,13.1,10,9.3,11,12.5,2.07,2,68.24,1.85,14.15,67.86,2.08,0.08,0.06,73.41,0.94,,26.83,44.55,4.59,0.94,,0.33,1.25,30.14,23.41,33.93,24.01,18.8,10.47,7.93,3.32,0.36,23.42,3.64,1.31,23.68,12.45,8.02,,49.87,42.63,4.6,,14.43,,28.35,3.88,42.19,26.69,3.03,6.16,,1.29,1.25,,26.54,,1.58,,,23.89,30.66,2.91,1.86,,0.94,3.32,180.12,8.38,10.47,,5.12,,,42.93,,,10,24944121775.0,Investment Banks/Brokers,Finance
NDSN,14.82,58.62,0.6,14.6,19.8,21.3,17.9,10.9,10.91,7.9,56.42,2.29,,58.62,5.97,0.32,0.1,256.17,2.36,135.8,31.46,73.66,1.98,0.57,,0.3,1.1,23.45,19.69,28.21,21.34,18.12,5.45,6.03,4.26,0.55,21.35,3.88,1.22,25.06,14.56,7.65,5.94,249.53,55.07,7.79,,17.75,,25.52,5.13,31.2,28.12,3.56,5.54,,1.57,1.29,,25.94,,1.39,,,23.68,26.75,2.51,1.94,,1.52,9.43,60.21,15.33,17.46,,11.83,,,35.33,,,10,13158375114.000002,Industrial Machinery,Producer Manufacturing
NE,,43.87,,,,,,,,14.6,51.23,4.74,,47.55,3.37,0.26,0.26,36.83,1.55,,65.99,80.14,0.64,0.16,,0.51,4.61,9.24,6.65,56.6,6.53,4.78,2.08,2.42,10.82,0.71,4.27,1.85,5.43,8.08,,18.47,13.08,0.0,29.86,9.5,,22.41,,24.93,1.32,8.93,12.63,,2.04,,,,,46.98,0.86,,,,8.11,,,,1.32,1.55,11.08,16.61,14.53,15.45,,13.58,,4.45,,,,2,7266812884.0,Contract Drilling,Industrial Services
NEE,17.67,65.19,,7.5,10.1,23.3,40.2,96.4,7.38,14.8,66.34,3.98,28.94,65.76,1.28,0.06,0.02,84.21,0.49,75.92,219.55,50.66,5.6,1.68,,0.58,2.39,29.64,17.26,60.94,22.39,14.21,8.62,9.86,3.37,0.27,16.21,2.42,2.45,22.89,10.04,7.85,4.86,96.63,61.33,2.44,,24.45,,29.75,3.52,27.35,24.71,17.65,6.68,,,,,41.22,2.08,1.32,,,12.74,36.07,2.57,4.34,3.93,0.41,3.58,6.86,5.74,13.32,,4.05,,,30.85,,,10,140784627107.99997,Electric Utilities,Utilities
NEM,27.74,65.96,,,15.4,,,,,,77.53,8.9,54.1,69.13,1.71,0.46,0.29,54.7,2.11,76.47,25.08,13.42,6.91,0.31,,0.61,2.11,,52.03,106.45,9.31,6.37,2.57,4.67,,0.53,4.36,1.03,1.84,14.69,,35.42,17.3,45.6,30.4,6.43,,,,14.05,2.14,,25.68,,3.78,,,,,81.64,1.64,1.33,,,14.4,,,1.62,2.37,1.73,,,,,,6.74,,,64.35,,,6,32054124962.0,Precious Metals,Non-Energy Minerals
NEO,37.12,46.37,,6.1,,,,0.3,,5.8,34.37,,9.53,42.57,1.87,1.34,0.64,15.88,2.01,23.64,18.35,78.57,,0.66,,,,,,,,,2.49,3.56,,0.56,,,,81.42,,,10.24,16.98,42.64,,,,,,2.22,,,,3.19,,,,,,,0.81,,,7937.5,,,6.2,54.74,1.93,,,,,,,,,,,,4,1716846460.0,Medical/Nursing Services,Health Services
NEOG,,61.35,,22.9,,,,,,,78.62,,10.32,67.84,2.15,1.11,0.19,17.29,3.82,127.93,71.66,62.24,4.94,0.28,,,,75.55,24.76,,21.34,17.48,3.29,4.83,1.32,0.69,,,,31.72,,,4.18,18.33,50.19,0.8,,,,6.35,1.19,,79.31,,4.05,,,,,,,0.56,,,106.07,,,1.38,,2.59,,12.04,1.34,,,0.91,,0.22,36.79,,,8,4490572791.0,Medical Specialties,Health Technology
NEP,,64.24,,7.1,14.3,,,,,,84.23,25.91,,73.21,0.29,0.24,0.05,27.11,1.3,60.39,134.13,48.18,7.93,1.63,,2.14,13.08,94.36,11.02,53.83,10.43,4.08,6.2,7.68,1.06,0.16,14.27,5.88,13.08,12.13,,71.53,10.63,72.03,52.3,,,28.45,,,0.72,8.53,16.63,,2.4,,,,,17.04,1.53,0.73,,,3.43,6.77,,0.71,3.15,1.22,1.31,0.56,0.4,8.35,,,,,19.79,,,7,4757584810.999999,Alternative Power Generation,Utilities
NET,42.64,64.73,,,,13.9,,,,39.3,80.97,,,71.36,8.81,2.95,1.22,85.54,3.51,,50.94,53.8,36.3,1.63,,,,,732.4,174.67,,67.6,13.63,19.64,,0.3,10.79,0.55,,99.12,,30.25,27.12,99.64,77.3,,,,,,33.16,,427.7,15.55,19.5,,,,,181.25,28.14,,,503.18,95.71,,,49.73,41.52,3.51,,,,,,,,0.4,,,,,20975550843.0,Information Technology Services,Technology Services
NEU,22.92,50.09,4.2,17.3,5.2,16.1,18,46.9,37.63,15.4,51.35,2.24,,49.84,3.95,0.21,0.07,552.9,2.66,95.22,46.03,58.9,1.89,1.01,,0.22,1.76,11.39,9.8,13.44,,,,2.38,8.78,0.39,17.72,9.08,1.81,,15.99,,,458.04,29.94,10.89,,15.13,,19.19,4.29,12.91,12.91,1.27,1.95,,1.01,0.88,,10.98,2.54,0.92,,,9.93,11.09,1.12,1.26,11.24,1.48,15.48,40.85,24.86,38.56,,18.7,,1.68,19.56,,,10,4331842786.999999,Chemicals: Specialty,Process Industries
NEXT,,47.55,,29.8,,,,,,,59.18,,,53.55,,0.08,,,0.45,,81513.25,,,,,,,19.44,18.93,,,,28.81,,5.14,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,2.03,0.45,,9.03,8.12,,,,,,,,,,1395455089.0,Oil & Gas Production,Energy Minerals
NFE,,34.5,,56.1,26,,,,10.33,40.3,34.8,4.01,,35.22,0.51,0.08,0.02,10.0,0.72,42.05,196.14,52.53,10.22,5.3,,0.26,4,16.68,12.57,,13.09,8.6,3.69,4.25,6,0.14,,,4,6.8,,,22.8,39.64,51.09,2.94,,10.19,,32.8,1.31,8.47,6.43,,0.87,,,,,,1.01,,,,4.27,,,,3.56,0.63,2.36,7.38,7.11,15.79,,5.65,,,,,,3,6458489182.0,Gas Distributors,Utilities
NFG,12.98,62.8,,14.2,3.3,52.5,30.6,,,10.2,69.97,3.79,13.55,64.83,1.38,0.16,0.03,61.43,0.77,23.41,35.43,32.75,2.67,0.86,,0.41,3.26,14.94,8.15,98.01,,,,4.23,6.69,0.37,4.31,1.49,3.35,10.01,17.69,12.2,9.13,65.21,42.21,5.35,,16.42,,37.71,1.81,17.81,12.63,0.99,2.92,,,,,67.65,1.01,1.05,,,5.4,,0.7,2.45,1.81,0.65,3.78,7.49,7.12,10.29,,6.72,,2.68,27.3,,,7,4977524463.0,Integrated Oil,Energy Minerals
NFLX,80.81,59.92,0.8,23.9,,11.9,25.5,53.7,22,10.9,63.31,,9.35,61.1,8.83,0.66,0.48,711.27,0.95,,11.11,12.37,0.58,0.63,,,,34.84,12.94,45.47,25.34,24.33,7.12,8.57,2.87,0.45,18.78,2.23,,30.92,16.88,30.39,12.42,507.84,43.84,11.67,,19.54,,23.82,13.8,44.45,44.45,2.36,8.7,,1.29,1.35,,46.33,,1.15,,,44.13,14.83,2.74,8.53,,0.95,14.36,461.95,22.13,32.54,,16.41,,2.91,109.43,,,10,175902675613.0,Data Processing Services,Technology Services
NG,1.84,49.87,,,,,,7.2,7.77,,49.68,,64.68,50.38,,28.93,,,29.28,,19067.6,,,,,,,,,,,,,,,,,,,,,14.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.28,,,,,,,,,,,,,1366602694.274368,Precious Metals,Non-Energy Minerals
NGG,5.13,68.84,,12.8,5.2,17.2,22.1,,6.48,11.5,68.39,6.25,,69.07,1.25,0.37,0.09,70.13,0.91,50.66,207.97,51.63,6.89,1.58,,0.79,5.26,21.05,14.71,,17.39,12.3,5.81,5.06,4.75,0.3,,,5.26,14.99,11.99,,,66.82,73.32,3.17,,11.54,,27.52,1.41,19.72,15.65,1.33,2.11,,,,,,1.28,0.95,,,6.04,,1.14,1.64,2.52,0.85,2.41,7.12,5.58,7.73,,4.36,,5.19,10.5,,,10,46783299914.55519,Electric Utilities,Utilities
NGVT,,54.33,3.7,3.2,,,,,,16.6,57.15,,,57.06,1.07,0.3,0.07,39.68,1.92,109.8,54.88,50.12,,5.49,,,,,,40.67,,,1.93,1.87,,0.13,4.62,4.96,,9.72,5.1,,,67.92,26.57,2.16,,,,13.58,5.06,,13.45,,0.94,,,,,20.16,,,,,8.53,,,0.7,,1.07,,,,,,7.59,,,15.94,,,9,1836216698.0,Chemicals: Major Diversified,Process Industries
NHC,103.59,50.89,,4.6,4,11,,,,5.2,62.54,2.22,44.32,52.3,5.14,1.24,3.41,127.57,2.06,3.5,9.24,33.93,0.48,0.08,,0.62,1.86,14.35,10.72,19.77,,,,1.5,6.97,0.71,7.59,4.55,1.91,,2.52,,,78.61,37.81,399.29,,7.8,,6.07,2.08,21.51,33.05,,1.68,,,,,22.08,1.94,1.59,,36.45,16.68,14.83,,1.38,2.55,2.03,7.03,20.72,11.21,10.1,,5.53,,3.5,26.09,,,10,1034136672.0000002,Hospital/Nursing Management,Health Services
NHI,53.22,66.65,1.3,,,,,,7.57,,62.17,3.62,28.27,64.79,3.65,0.05,0.01,84.28,1.13,,992.79,100.97,4.5,0.91,,1.24,4.27,26.25,19.01,23.93,18.28,13.08,10.56,14.73,3.81,0.5,61.55,5.48,4.27,26.87,,4.18,11.65,63.08,96.56,3.26,,39.13,,56.53,2.94,28.67,29.02,,11.23,,,,18.95,18.25,1.95,1.08,,,17.91,18.81,,1.23,2.94,1.13,5.13,728.09,8.08,10.17,,7.67,,4.39,20.76,,,10,2209994929.0,Real Estate Investment Trusts,Finance
NI,22.22,71.98,,11.8,6,21.4,11.6,2.3,6.79,0.3,69.34,3.94,20.37,71.15,0.73,0.04,0.01,34.22,0.78,62.46,93.86,48.82,5.57,1.71,,0.66,3.06,19.78,11.89,,16.68,10.15,4.47,5.49,5.06,0.26,,,3.1,18.53,7.97,10.79,6.29,27.04,50.84,2.66,,14.76,,26.79,1.95,20.99,21.8,1.36,2.93,,,,,,1.53,1.57,,,9.35,,1.76,,2.4,0.63,2.66,6.51,5.77,10.05,,4.12,,,32.9,,,8,11434760950.0,Gas Distributors,Utilities
NICE,3.71,49.29,0.1,9.3,,12.7,43.4,4.4,27.3,12.8,65,,,53.32,5.15,1.6,2.65,168.92,2.45,,25.8,79.99,0.81,0.16,,,,17.84,13.08,14.89,13.01,9.87,3,3.59,5.61,0.68,25.08,6.28,,13.87,13.34,15.46,12.09,245.24,67.06,59.86,,15.55,,19.09,3.1,28.2,19.04,2.07,4.38,,0.76,0.91,,17.51,2.56,0.86,,15.22,15.4,23.93,2,1.32,7.71,2.45,7.91,182.76,12.86,11.9,,11.96,,4.46,42.98,,,10,10936470443.1676,Information Technology Services,Technology Services
NIO,,59.7,,,,,,,,29.7,54.38,,,58.74,0.66,0.72,1.1,5.82,1.11,39.91,137.49,24.23,,2.06,,,,,,,,,0.81,1.29,,0.16,,,,,,19.78,30.32,12.34,7.83,,,,,,5.49,,,,1.25,,,,,,,,,,,,,,5.54,1.01,,,,,,,,,,,,,16648009715.923222,Motor Vehicles,Consumer Durables
NJR,8.62,59.74,,6,7.8,16.6,16.6,38.3,9.9,,49.6,5.04,9.66,58.26,1.26,0.03,0.01,47.26,0.6,58.65,60.91,29.16,5.89,1.59,,0.7,3.62,19.33,13.97,,16.77,11.86,3.64,4.67,5.17,0.32,,,3.81,16.44,13.08,3.56,2.92,35.86,34.45,2.95,,13.61,,21.72,2.18,19.77,19.77,1.25,2.69,,,,,,1.39,1.7,,,10.29,,1.09,,2.2,0.41,3.57,7.84,7.24,11.36,,4.5,,,19.77,,,10,4247846426.0,Gas Distributors,Utilities
NKE,,69.66,1.6,5.9,10.7,,3.5,5.3,,6.7,86.92,2.92,,76.96,5.7,1.09,0.97,87.87,2.4,103.51,34.61,32.14,1.67,0.83,,0.37,1.69,20.58,18.15,19.59,24.21,21.53,2.65,2.53,4.86,0.38,12.88,5.02,1.69,28.55,11.68,,,123.45,44.56,,,11.1,,12.29,9.15,23.56,22.19,2.47,2.61,,1.33,1.12,,20.25,3.06,0.77,,77.76,18.03,22,2.72,2.17,9.48,1.69,15.24,45.45,22.44,40.27,,25.08,,5.28,28.72,,,10,147284959316.0,Apparel/Footwear,Consumer Non-Durables
NKLA,,27.65,,,,5.2,,,,451.8,18.36,,,24,,0.91,0.89,4.83,1.53,74.12,53.78,168.75,,0.55,,,,,,,,,6.86,5.65,,0.47,,,,,,41.48,197.87,0.0,,,,,,,0.45,,,,4.4,,,,,,,,,,,,,,0.54,1.31,,,,,,,,,,,,,1019028048.0,Motor Vehicles,Consumer Durables
NMRK,111.56,77.54,1.6,26.1,,,46.6,25.7,,9.7,81.59,0.21,25.73,80.67,1.46,0.1,0.08,15.27,1.04,,,79.25,7.3,1.81,,0.1,0.78,36.06,15.45,17.1,,,,1.81,2.77,0.25,10.54,10.34,0.78,11.03,,6.44,9,9.15,,5.44,,1.75,,4.29,2.18,58.73,12.52,,1.23,,,,,11.32,,,,,9.96,,,1.8,,1.04,0.97,9.18,4.39,3.67,,1.55,,8.83,,,,8,1184479760.0,Real Estate Development,Finance
