Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
DNOW,19.01,77.51,1.1,16.2,,,,,72.59,13,90.87,,,84.4,3.54,0.63,5.93,14.59,2.54,78.88,59.36,61.88,0.29,0.04,,,,10.43,8.47,4.97,,,,0.58,9.59,0.7,11.58,13.02,,17.41,,,2.61,13.82,22.57,,,8.7,,5.13,1.39,7.05,16.03,,0.68,,,,,7.97,1.19,1.15,,2.64,5.74,4.59,,0.71,1.78,1.66,13.4,22.49,10.97,19.53,,22.56,,1.21,,,,5,1230470062.0000002,Wholesale Distributors,Distribution Services
DNUT,,41.38,,17.7,,14.4,,,3.57,12.6,26.79,1.26,,36.29,1,0.05,0.02,11.08,0.35,31.01,124.42,11.61,5.96,1.11,,0.64,1.26,37.85,14.29,,,,,1.83,2.64,0.39,,,1.26,35.09,,25.44,5.72,14.53,75.26,,,1.64,,,1.6,65.24,50.41,4.46,1.15,,,,,,,,,,94.32,,3.63,,,0.28,0.88,8.49,3.08,2.43,,,,,,,,,2208465979.0,Food Distributors,Distribution Services
DO,,35.94,,,,,51.8,13.4,,12.3,29.56,,27.93,33.34,1.56,0.64,0.25,13.99,1.77,2.85,18.57,70.18,3.13,0.99,,,,20.82,9.17,,6.47,4.56,1.66,1.81,4.8,0.4,,,,7,,,4.1,0.0,15.75,1.54,,,,8.5,2.14,,,,1.35,,,,,,,,,,16.12,,,,2.14,1.74,,7.82,6.36,,,,,,,,,,1601339238.9999998,Contract Drilling,Industrial Services
DOC,29.16,41.52,,,,2.7,16.1,7,29.97,8.8,28.02,4.31,10.39,36.99,1.03,0.11,0.02,21.25,0.6,,100.14,8.84,5.66,1.04,,3.02,5.66,39.82,15.19,23.43,33.69,14.14,9.01,9.37,2.51,0.43,40.01,6.85,5.66,40.87,8.5,8.51,5.75,21.29,59.83,1.74,,12.16,,17.95,1.74,45.21,53.39,,5.31,,,,13.3,13.43,2.14,0.66,,,13.43,,,0.98,1.94,0.6,1.68,168.67,3.59,3.97,,2.38,,,24.71,,,9,3133290786.0,Real Estate Investment Trusts,Finance
DOCN,64.45,42.88,5,,,53.3,143.6,,5.35,33.5,41.36,,11.32,41.46,1.95,2.5,0.27,38.35,3.14,,10.96,31.13,7.29,,,,,51.38,21.06,47.52,33.34,13.35,5.33,6.21,1.95,,13.07,2.79,,20.77,,10.14,12.87,44.55,60.18,7.55,,10.86,,9.18,,45.12,20.51,0.51,4.85,,,,,36.63,,,,,12.62,68.37,0.96,,,3.14,5.53,19.14,7.06,,,6.24,,1.65,,,,1,2160777385.0,Packaged Software,Technology Services
DOCS,65.2,63.18,,134.4,,40.4,54.2,25.4,58.37,25.8,56.34,,78.48,61.71,39.77,6.09,59.71,52.04,7.24,,13.02,76.53,0.06,0.01,,,,44.95,42.79,41.75,,46.16,17.55,17.56,2.22,0.86,42.06,2.24,,46.76,,9.33,8.86,45.26,89.94,,,33.69,,39.06,10.1,59.82,56.02,0.71,21.38,,,,,51.02,5.28,,15,12.13,49.57,68.39,2.19,,11.19,7.24,16.43,474.43,21.69,19.29,,54.5,,1.72,,,,6,4131794326.999999,Packaged Software,Technology Services
DOCU,61.15,78.49,,48.2,,,,54.3,29.99,19.1,83.97,,15.29,81.24,6.03,0.58,6.92,80.36,0.84,,8.02,46.75,0.49,0.07,,,,88.76,57.15,17.34,25.68,22.21,5.03,5.53,1.13,0.52,32.15,5.63,,21.78,,8.84,6.62,62.85,79.17,35.39,,34.56,,4.92,8.28,16.95,24.06,,5.79,,,,,18.12,3.5,,,,16.54,202.91,,2.24,11.48,0.84,30.39,48.46,12.79,81.78,,24.07,,5.87,,,,1,8930863338.999998,Packaged Software,Technology Services
DOLE,35.65,33.79,,31.8,,53.5,28.8,21.2,6.03,22.9,17.18,2.16,31.89,27.34,2.76,0.15,0.17,14.81,1.26,17.9,29.92,30.24,2.93,0.95,,0.22,2.16,7.26,5.63,16.73,8.99,6.34,0.3,0.3,13.77,0.31,1.78,10.59,2.16,10.47,,11.61,1.04,12.16,8.54,3.16,,2.61,,2.88,1.03,6.47,10.36,0.35,0.18,,,,,9.46,1.04,,,,6.22,,0.48,,2.34,1.02,4.81,21.4,12.08,17.12,,5.32,,17.19,,,,5,1136892285.9999998,Food Distributors,Distribution Services
DOOO,,26.32,4.7,,87.1,26.6,31.8,21.5,28,25.3,19.91,3.04,,23.9,2.39,0.12,0.09,47.71,1.32,121.77,68.12,19.56,3.13,5.52,,0.11,1.21,13.4,7.68,12.36,9.95,6.48,0.9,0.82,7.46,0.09,6.87,13.03,1.26,12.44,27.1,,,67.56,23.65,4.54,,2.77,,9.35,8.92,19.74,9,0.3,0.57,,0.24,0.21,,8.2,,0.63,,,4.33,11.21,0.37,0.83,,0.37,3.76,21.15,13.24,35.96,,12.08,,9.01,13.25,,,10,6041098855.314668,Trucks/Construction/Farm Machinery,Producer Manufacturing
DORM,62.84,72.33,0.9,12,,18.2,11.2,7.4,5.54,21.9,70.88,,26.68,72.85,4.52,0.08,0.07,135.96,2.34,194.23,51.32,96.17,1.92,0.51,,,,16.78,14.6,27.07,13.86,12.42,2.28,2.43,5.96,0.52,8.99,4.27,,18.06,21.94,20.67,4.41,105.57,39.54,6.76,,9.43,,14.39,3.36,22.74,20.88,1.92,2.14,,1.67,2.07,,23.94,2.76,0.89,,22.25,19.33,22.48,1.07,1.74,8.18,1.16,8.13,27.66,16.22,15.73,,11.73,,5.21,32.45,,,10,2476229269.0,Automotive Aftermarket,Consumer Durables
DOV,41.62,65.84,0.9,15.7,1,13,23.5,8,17.28,9.3,72.45,1.07,5.45,69.07,5.58,0.16,0.11,202.09,1.57,80.35,61.37,61.33,1.39,0.59,,0.26,1,14.76,12.7,28.35,14.45,16.81,3.74,3.48,6.78,0.48,12.26,3.94,1.01,21.49,18.37,5.61,,150.84,36.77,10.83,,17.47,,16.26,4.87,18.08,25.66,2.19,3.19,,,,,25.76,,1.52,,,22.16,15.22,1.69,1.77,,1.06,13.59,99.01,23.26,29.77,,12.45,,2.59,29.12,,,10,20204773605.0,Industrial Machinery,Producer Manufacturing
DOW,4.88,21.29,1.9,16.6,,,4.4,,,6.6,12.53,6.27,,16.38,1.94,0.27,0.16,44.59,1.66,60.36,45.15,43.53,3.88,0.98,,1.31,6.27,25.55,10.07,67.33,12.78,7.09,1.04,1.08,3.91,0.31,1.6,2.21,6.27,14.33,23.41,24.47,1.77,49.03,10.76,2.36,,2.46,,4.33,1.7,29.73,20.84,4.34,0.74,,,,,45.82,1.93,,,,8.37,80.57,1.76,0.64,4.01,1.04,1.82,7.04,3.77,5.71,,4.54,,4.52,,,,7,37853535762.0,Chemicals: Specialty,Process Industries
DPZ,11.94,56.17,3.7,,15.8,9.5,5.8,2.6,9.64,6.8,50.9,3,,55.8,3,0.37,0.04,435.97,1.71,9.43,13.54,21.64,5.26,,,0.35,1.33,22.38,20.42,40.49,21.36,19.55,4,4.33,4.47,,10.69,3.31,1.39,24.71,14.16,9.54,6.32,424.13,39.05,4.41,,12.26,,18.49,,26.8,26.79,2.11,3.28,,0.86,0.98,,30.69,,0.96,,,24.87,28.55,2.39,13.53,,1.57,32.99,121.3,74.79,,,56.18,,3.28,38.86,,,10,13634675294.000002,Restaurants,Consumer Services
DQ,,47.27,3.4,90.3,,53.8,179.5,67.5,16.91,50.6,32.37,,2.7,42.74,1.64,3.68,,20.14,4.61,47.53,19.48,23.55,,,,,,14.64,14.64,3.23,1.3,1.22,0.8,,6.83,0.67,,,,53.93,56.94,,,14.05,,,,,,,0.28,,9.88,0.1,1.1,,,,,,0.36,0.86,,2.41,,,,0.13,0.29,4.28,,,,,,,,,4.64,,,10,2436091878.0,Chemicals: Specialty,Process Industries
DRH,4.61,60.59,0.1,,,,,,,50.5,67.51,1.32,4,63.5,0.97,0.24,0.06,9.04,0.92,,118.06,52.92,4.81,0.74,,0.43,1.32,21.99,12.14,24.4,16.8,10.59,2.71,2.74,4.55,0.52,11.24,6.67,1.32,19.11,,13.46,3.3,9.82,54.53,1.98,,6.3,,12.06,1.14,32.29,32.4,,1.73,,,,10.95,15.25,1.28,0.71,,,9.52,74.11,,2.02,1.14,0.92,2.17,4.89,4.75,4.27,,4.36,,4.2,60.27,,,8,1735583068.0,Real Estate Investment Trusts,Finance
DRS,36.79,73.35,,,,,8,4.9,11.15,,74.62,,24.23,75.55,4.52,0.23,0.43,34.33,2.11,52.77,44.4,22.27,1.26,0.19,,,,35.82,26.96,36.49,,,1.44,3.09,2.79,0.64,8.46,2.96,,32.6,,17.83,8.84,0.0,22.37,10.69,,6.23,,8.75,3.67,46.39,39.46,6.58,2.99,,,,,34.87,3.81,,,19.18,27.43,34.33,7.86,,8.27,1.7,5.18,67.09,9.52,8.39,,6.88,,0.94,,,,5,4372780140.0,Aerospace & Defense,Electronic Technology
DRVN,12.9,75.13,1.2,,,,170.4,,33.01,38.8,91.3,,21.42,82.24,0.78,0.52,0.05,16.57,1.9,26.04,26.17,26.64,10.15,4.24,,,,29.95,16.48,,15.99,10.56,2.57,2.84,3.34,0.17,,,,13.3,,23.36,7.3,32.53,53.09,1.86,,0.27,,13,2.82,414.25,16.09,,1.15,,,,,,,,,,11.34,,,,,1.72,0.11,7.32,4.07,0.69,,0.62,,,,,,4,2286816911.0,Other Consumer Services,Consumer Services
DSGR,57.46,51.93,,28.2,,15.8,,1.7,15.12,23.2,49.13,,15.09,51.12,2.35,0.22,0.07,38.33,2.81,103.39,35.07,50.25,7.99,1.24,,,,75.28,24.89,142.37,,,1.33,1.52,1.33,0.38,1.06,1.03,,22.42,20.58,,10.21,30.63,34.21,0.68,,0.13,,2.06,2.64,1916.5,133.09,4.89,1.04,,11.55,8.39,,96.8,,1.31,,,46.2,154.55,6.87,2.42,,1.55,0.14,5.5,2.56,0.34,,,,,91.26,,,6,1181509694.0000002,Wholesale Distributors,Distribution Services
DSGX,31.04,72.67,,12.4,,19.6,34.4,18.2,25.07,19.6,84.64,,8.91,77.81,25.08,1.24,34.87,111.97,1.79,2.64,41.88,31.42,0.03,0.01,,,,56.93,40.64,49.78,40.89,30.31,12.39,15.98,1.76,0.84,32.86,2.08,,57.1,19.74,18.63,12.63,99.8,75.91,149.15,,21.02,,29.45,7.45,75.66,73.52,3.93,16.47,,1.93,1.6,,50.13,14.41,1.52,,87.48,48.76,55.03,4.15,3.12,61.86,1.79,8.65,948.98,13.44,10.4,,10.89,,,157.7,,,10,6354964279.391107,Packaged Software,Technology Services
DT,3.94,49.05,,19.9,,4.7,66.5,17.1,4.99,24.9,44.17,,17.62,46.44,8.86,0.96,12.47,53.87,1.42,,17.9,82.91,0.4,0.04,,,,102,74.05,34.59,93,70.32,9.01,9.65,0.98,0.64,27.9,2.71,,40.63,,13.09,16.28,59.84,81.3,,,10.44,,9.46,7.5,97.95,57.31,,10.25,,,,,36.8,7.27,,,53.87,34.75,82.03,,3.4,20.72,1.42,5.17,125.2,6.97,8.21,,5,,0.56,,,,6,13614524493.000002,Packaged Software,Technology Services
DTE,23.42,36.61,,,,5.9,11.8,,31.22,1.5,34.85,3.5,9.41,34.73,0.91,0.3,0.08,119.41,0.83,52.55,56.41,45.31,5.95,2.14,,0.56,3.43,19.39,11.35,,17.63,10.76,3.2,3.81,5.16,0.23,,,3.43,16.56,1.49,4.9,1.34,94.83,35.47,2.5,,12.33,,18.37,2.13,16.18,16.3,5.62,2,,1.41,,,,1.38,1.39,,,7.23,145.65,,9.07,2.62,0.62,3.3,8.2,5.99,13.73,,4.94,,,17.08,,,10,22015430118.0,Electric Utilities,Utilities
DTM,54.53,76.49,,0.5,,5.4,6.8,,,6.7,69.94,2.95,30.89,75.52,1.84,0.29,0.03,99.51,0.95,,146.71,53.55,3.06,0.65,,0.7,2.95,18.27,13.71,31.65,17.11,9.78,8.46,12.49,5.47,0.49,39.45,3.98,2.99,22.6,,7.19,8.12,59.53,79,3.18,,41.19,,50.82,2.29,24.21,24.21,1.82,9.97,,,,,25.34,2.39,,,,12.3,25.28,1.91,,5.31,0.95,4.53,14.79,7.82,9.66,,4.59,,5.66,,,,6,5129037450.0,Oil & Gas Pipelines,Industrial Services
DUOL,31.44,67.9,,,,32.5,,91.5,1.7,31.2,67.74,,61.58,67.78,22.86,2.57,16.12,322.57,3.09,,5.85,42.25,0.87,0.07,,,,250.43,213.57,58.64,48.97,46.48,13.82,19.44,0.4,0.67,33.14,1.61,,106.78,,121.08,30.59,215.97,73.13,,,12.59,,7.76,17.23,176.27,176.27,,22.21,,,,,66.99,11.85,,29.3,21.43,60.99,112.77,,,17.94,3.09,8.26,102.11,7.08,12.15,,13.37,,,,,,1,6626529096.000001,Packaged Software,Technology Services
DV,,72.15,,32.8,,38.1,45.9,100,8.93,28.1,81.59,,,77.51,12.67,4.11,3.85,20.05,6.57,,38.58,111.4,0.68,0.08,,,,33.32,22.56,20.96,,,4.2,4.92,3,0.86,23.47,4.46,,42.21,,18.83,14.88,40.55,82.42,74.39,,10.33,,12.74,3.02,54.19,53.18,1.73,5.57,,,,,23.75,3.86,,18.92,8.61,20.4,57.87,1.96,,6.29,6.57,5.26,38.77,8.04,6.08,,6.44,,1.48,,,,6,4841300506.0,Packaged Software,Technology Services
DVAX,,74.93,,108.1,,,,,110.27,57.8,80.54,,,78.42,2.87,11.83,2.93,13.39,14.18,455.64,30.26,69,7.58,0.39,,,,49.97,38.25,35.8,,,3.94,5.07,2,0.63,8.69,2.01,,36.89,,178.52,18.92,8.14,82.03,,,6.88,,,2.73,121.73,127.52,,7.69,,,,,60.07,3.94,0.4,4.85,3.45,53.78,,,2.66,2.74,13.18,1.75,19.46,2.73,2.8,,,,0.21,,,,2,1758083959.9999998,Biotechnology,Health Technology
DVN,,45.82,,35.9,89.8,,,99.2,27.3,22.9,53.26,100.69,,48.17,2.37,0.23,0.07,39.38,1.11,8.83,29.26,39.4,1.21,0.65,,0.26,5.07,7.34,4.51,,7.29,4.3,2.39,2.18,13.62,0.47,,,3.7,8.91,,,5.1,50.27,33.19,13.05,,21.71,,29.96,1.82,7.31,5.13,,1.57,,,,,,0.66,0.91,,,3.71,7.37,,0.89,1.92,1.01,13.18,22.39,20.51,27.15,,16.08,,6.99,,,,6,31829976802.0,Oil & Gas Production,Energy Minerals
DXC,,60.84,11.1,,,,8.8,,1.38,,61.84,,1.57,62.32,1.01,0.31,0.26,21.68,1.25,,26.67,76.02,2.71,1.58,,,,20.98,4.33,7.58,,3.93,0.58,0.57,4.77,0.22,7.5,25.33,,6.88,41.48,4.74,,28.24,23.26,0.15,,0.18,,0.32,1.32,271,6.98,,0.31,,,,,4.1,1.63,0.61,,,2.86,26.07,,0.38,8.54,1.25,0.17,14.4,3.73,0.81,,0.1,,22.71,,,,6,4245057662.999999,Data Processing Services,Technology Services
DXCM,,55.74,,4.1,,30.6,0.6,19.3,,19.9,61.4,,,58.26,5.7,1.44,0.96,74.68,2.46,135.11,68.52,86.5,2.66,1.31,,,,37.26,29.15,53.14,34.55,21.64,6.15,7.19,2.68,0.31,13.53,1.83,,36.75,,23.37,13.81,148.16,61.68,33.05,,17.22,,15.88,14.73,44.72,42.92,,7.88,,,,,58.07,5.49,0.52,,,37.75,58.4,,5.26,15.79,2.12,10.48,58.88,15.76,30.96,,27.39,,,162.35,,,5,37371446919.0,Medical Specialties,Health Technology
DY,118.37,49.65,1.7,11,,27.5,55.2,,40.54,12.1,51.22,,26.09,50.39,5.15,0.04,0.02,184.66,3.44,11.2,22.37,45.31,1.85,0.88,,,,17.21,11.62,587.76,14.1,9.6,1.22,1.45,5.81,0.42,0.25,0.2,,19.77,17.64,18.51,11.24,131.66,19.88,6.15,,5.37,,7.83,4.64,22.94,24.54,2.45,1.25,,1.42,46.75,,539.95,2.84,1.41,,38.47,22.59,74.5,1.49,3.8,7.37,3.25,9.18,48.01,17.77,22.41,,11.86,,,43.76,,,10,2843287466.0,Engineering & Construction,Industrial Services
E,,34.05,3.4,16.4,18.3,64,,228.7,19.27,31.8,22.45,7.85,,29.58,1.77,0.49,0.48,29.49,1.3,30.22,75.63,56.87,1.52,0.69,,0.64,6.97,4.03,2.69,12.21,5.07,3.39,0.7,0.7,24.81,0.37,5.57,11.85,7.16,7.31,31.38,,,29.84,12.4,0.97,,2.85,,8.57,0.85,17.58,9.23,0.62,0.51,,,,,8.99,0.64,0.79,,,3.31,4.64,0.38,0.42,0.98,1.11,1.79,24.37,14.52,4.76,,2.46,,3.33,39.85,,,7,54559459892.66246,Oil Refining/Marketing,Energy Minerals
EA,7.24,78.2,2.3,1,30.8,21,19.2,7.9,12.28,13,84.25,0.47,13.89,82.34,6.32,0.92,1.31,164.12,1.43,,26.15,38.66,1.04,0.26,,0.18,0.47,28.99,22.33,21.27,20.97,17.89,5.52,5.68,3.45,0.56,26.7,4.6,0.47,21.14,13.52,23.44,4.76,139.16,78.34,33.16,,14.12,,19.69,5.83,42.19,39.23,3.38,5.97,,3.29,1.39,,22.46,6.69,1.06,,,20.22,30.64,3.97,1.52,25.68,1.43,7.92,257.54,14.06,13.97,,9.3,,3.57,33.84,,,10,32634017305.0,Packaged Software,Technology Services
EAF,,65,1.3,,,,,,342.71,,66.29,,,65.07,,0.87,0.13,2.15,4.22,220.01,42.03,64.59,,57.16,,,,,,,,30.14,2.42,2.39,,0.01,,,,,53.09,32.66,11.16,2.21,,,,,,,35.83,,,,0.96,,,,,,,,,,23.63,,,0.14,,2.01,,,,,,,,,3.26,,,6,1011823109.0000002,Electrical Products,Producer Manufacturing
EAT,141.07,78,0.7,,,5.1,11,,24.94,10.5,77.6,,40.57,78.33,3.12,0.03,0.01,116.49,0.32,8.27,14.23,4.68,4.59,158.19,,,,27.69,16.6,33.46,20.97,13.63,1.53,1.6,3.61,0.01,4.78,4.19,,21.45,6.23,19.37,4.73,43.29,14.88,4.92,,4.11,,6.75,401.69,28.41,24.54,,1.19,,,,,24.62,,1.92,,,12.56,20.9,,4.03,,0.17,7.4,13.47,13.52,,,11.35,,3.86,34.26,,,10,1402226934.0,Restaurants,Consumer Services
EBAY,65.79,47.21,8.9,33.4,16,11.7,7.5,10.7,25.41,15.3,53.12,1.73,28.37,48.35,4.95,0.87,0.62,62.3,1.25,,37.42,17.82,2.39,1.45,,0.23,1.73,11.05,9.9,23.43,12.37,10.8,3.1,3.18,9.05,0.27,13.56,4.66,1.77,11.93,7.85,9.84,2.96,54.97,72.02,8.44,,19.68,,21.28,5.54,15.65,13.28,,3.1,,,,,22.62,4.02,0.79,,,17,30.97,,0.85,27.32,1.25,9.66,172.41,18.79,34.22,,11.83,,11.37,11.49,,,8,23712932186.0,Internet Retail,Retail Trade
EBR,,31.6,,2.2,,,,,31.19,,23.88,1.27,,28.69,0.72,1.06,0.39,6.18,2.06,22.61,109.42,49.68,4.3,0.6,,0.11,1.27,9,6.87,26.42,4.97,4.48,2.29,2.94,11.11,0.43,11.88,6.27,1.27,8.61,,54.3,3.04,6.67,80.74,1.65,,26.69,,25.33,0.66,7.6,8.82,,2.13,,,,,16.77,0.88,1.28,,,9.27,19.83,,0.93,1.88,2.04,3.73,34.68,5.31,8.86,,5.58,,,13.43,,,7,17034658709.929998,Electric Utilities,Utilities
EBR.B,,35.7,,2.2,,,,,31.19,,32.73,5.11,,34.21,0.72,1.06,0.39,6.96,2.06,22.61,109.42,49.68,4.3,0.6,,0.49,5.11,9.71,7.41,26.42,4.97,4.48,2.29,3.17,10.3,0.43,11.88,5.56,5.11,46.4,,54.3,3.04,7.51,80.74,1.65,,26.69,,25.33,0.66,8.56,9.93,,2.12,,,,,16.82,0.88,1.28,,,9.28,19.9,,0.93,1.88,2.04,3.73,34.68,5.31,8.86,,5.58,,,13.38,,,7,17034658709.929998,Electric Utilities,Utilities
ECL,39.48,48.04,,9.3,4.6,10.4,9,6.6,9.4,9.6,55.54,1.14,10.58,49.24,5.07,0.27,0.15,247.61,1.3,62.87,66.94,66.15,2.15,0.97,,0.36,0.91,26.55,20.15,38.86,26.57,19.6,4.77,4.96,3.77,0.39,12.77,2.86,0.91,33.02,8.76,17.05,4.04,201.83,43.13,7.16,,13.05,,16.25,8.2,34.73,38.69,14.88,4.56,,,,,35.43,,1.35,,,24.52,27.3,5.83,2.79,,0.97,9.42,57.23,16.77,25.01,,10.9,,3.39,55.39,,,9,50724635653.0,Chemicals: Specialty,Process Industries
ECPG,1.29,59.17,9.1,0.8,,,,,11.47,2.9,57.82,,,60.93,0.85,1.08,0.07,48.39,1.48,,,,29.46,3.39,,,,50.66,37.03,39.14,8.18,,2.75,3.36,1.97,0.21,8.58,9.94,,6.49,,,,55.42,47.79,1.35,,,,24.94,1.09,,,,0.87,,,,,10.34,,0.99,,,6.96,,,0.45,2.73,1.48,,52.75,2.04,,,8.11,,,10.52,,,9,1111549275.0,Finance/Rental/Leasing,Finance
ECX,,44.24,,,,,,,,24,29.52,,7.27,39.7,,0.17,0.32,1.74,0.62,16.9,150.35,96.04,,,,,,,,,,,,1.08,,,,,,,,,18.15,0.0,21.41,,,,,,,,,,0.81,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,1177509931.0,Packaged Software,Technology Services
ED,13.86,27.89,,3.6,1.9,11.7,8.7,,,4.8,15.13,3.94,6.62,21.61,1.09,0.02,,95.24,1.01,23.78,77.79,58.62,4.78,1.2,,0.65,3.5,17.58,10.78,,17.65,10.44,3.68,3.94,5.69,0.32,,,3.5,16.94,2.02,6.45,4.15,96.03,53.27,2.33,,12.26,,17.79,1.5,17.9,18.63,3.8,2.19,,,,,,1.13,1.07,,,10.05,,3.1,5.07,1.53,0.93,2.76,6.57,5.56,8.59,,3.43,,,17.84,,,10,31557057962.0,Electric Utilities,Utilities
EDN,115.55,80.32,,66.6,,,,,,37.7,80.66,,21.27,81.49,1.38,0.22,0.81,34.76,0.76,19.06,97.58,17.72,0.31,0.24,,,,1.16,1.01,,,,,0.73,86.21,0.3,,,,,,,,5.7,15.34,,,14.46,,,1.95,4.79,3.67,,1.5,,,,,,0.8,3.22,,,19.46,10.99,,2.57,1.95,0.63,9.72,41.76,45.99,33.5,,,,,,,,6,1083721499.6483402,Electric Utilities,Utilities
EDR,19.19,45.47,,144.6,,51,48.5,,2.81,,30.13,0.83,10.47,38.65,0.71,0.19,0.18,28.83,0.63,,59.51,49.64,10.57,1.34,,,0.83,,25.26,30.61,7.93,7.21,1.92,1.79,,0.2,5.85,4.99,0.83,11.99,,32.29,9.25,32.06,53.68,,,,,,2.1,,,,1.16,,,,,20.22,,,,,12.89,,1.92,,,0.63,,,,,,,,0.6,,,,3,14964978570.0,Media Conglomerates,Consumer Services
EDU,6.65,28.44,0.8,,,2.5,113.9,6.2,,,12.25,,,21.07,2.89,1.62,6.77,55.05,1.85,14.46,17.69,2.57,1.22,0.18,,,,9.41,9.41,5.65,19.42,15.36,1.05,1.18,10.63,0.52,20.87,10.19,,16.91,10.16,,20.01,74.91,52.82,,,8.38,,9.43,2.27,22.94,7.54,,1.99,,,,,9.48,0.89,0.49,8.44,5.14,9.48,1058.65,,2.22,2.34,1.82,5.38,54.7,12.87,10.15,,8.58,,,53.97,,,9,10014240538.71236,Other Consumer Services,Consumer Services
EE,30.35,62.35,,,,,,,161.77,,57.81,0.37,27.69,61.26,1.21,3.51,0.91,27.58,4.12,3.3,6.74,27.97,2.22,1.43,,0.1,0.37,3.33,2.24,4.19,,,,0.89,30.03,0.18,21.23,25.47,0.93,19.5,,12.93,,9.65,35.42,3.09,,3.14,,23.83,1.36,27.86,27.86,,1.09,,,,,4.66,1.3,,,,3.51,,,,1.36,4.12,0.89,13.28,8.15,5.11,,7.03,,17.86,,,,5,1954373713.0,Gas Distributors,Utilities
EEFT,19.07,60.1,4.6,,,51.5,71.6,52.9,44.9,14.7,64.38,,,62.89,2.06,0.67,0.96,102.19,1.26,,39.3,33.32,3.57,1.78,,,,8.51,6.85,6.84,7.76,5.73,1.07,1.19,11.75,0.22,17.43,15.14,,10.49,25.99,13.48,7.96,125.27,39.88,6.31,,8.46,,12.25,3.3,14.77,12.11,2.16,1.28,,0.8,0.35,,7.21,3.15,0.59,,,6.25,7.04,0.72,0.76,18.48,1.26,5.67,115.34,19.76,26.57,,8.22,,,24.68,,,9,4154993368.0,Data Processing Services,Technology Services
EGO,65.45,33.07,,,,,,,,,20.81,,19.57,27.75,1.09,1.93,0.77,15.29,3.37,120.61,43.29,14.98,1.51,0.23,,,,10.17,5.75,,,,2.03,2.83,9.83,0.68,,,,8.57,10.68,65.13,25.98,12.79,34.4,12.21,,23.25,,26.46,0.86,11.16,10.68,,2.7,,,,,,0.66,1.19,,,5.9,10.83,,1.07,0.88,2.54,5.37,8.4,6.79,7.69,,6.76,,,,,,4,2032565539.233728,Precious Metals,Non-Energy Minerals
EGP,3.87,45.72,,19.6,17.8,11.8,17.7,14.3,6.17,10.9,55.48,5.87,7.74,48.74,2.89,0.08,0.01,171.0,0.57,,29.6,47.83,3.61,0.58,,1.16,3.02,38.07,22.61,25.7,,20.32,,16.47,2.63,0.6,64.09,4.73,3.27,35.5,12.91,8.93,10.97,190.12,72.75,6.56,,37.19,,39.81,2.97,35.33,38.21,4.34,13.16,,1.93,1.49,20.8,20.6,2.26,0.99,,,20.6,,4.26,1.44,3,0.57,5.07,11197.79,6.17,8.78,,5.55,,,45.97,,,10,8118223280.0,Real Estate Investment Trusts,Finance
EH,20.1,53.59,,,,,,20.6,,,55.78,,,53.43,5.16,1.8,3.12,16.58,2.12,261.11,173.35,30.81,,0.48,,,,,,,,,,28.47,,0.49,,,,72.4,,,122.76,57.85,63.04,,,,,,11.93,,,,31.6,,,,,,,,27.18,16.75,,,,46.06,12.01,1.99,,,,,,,,,,,,,1039354018.0,Packaged Software,Technology Services
