Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABT,20.78,49.62,0.7,6.3,12.3,6.8,6.7,,,5.8,42.71,3.55,12.73,47.63,5.27,0.52,0.52,115.03,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.9,28.25,19.65,32.06,22.19,17.52,4.62,5.04,3.54,0.54,15.74,3.25,1.9,22.28,11.32,8.9,6.48,108.16,55.55,11.5,,13.99,,16.24,5.01,34.96,25.45,2.21,4.86,,1.37,1.61,,31.02,5.07,1.13,,,23.03,40.53,3.15,1.92,22.69,1.14,7.9,65.41,12.45,14.86,,10.65,,3.39,41.08,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,28.8,65.22,,6.9,,13.2,4.1,,3.27,5.9,60.81,0.19,9.1,65.65,2.85,1.75,0.61,103.67,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.19,27.73,14.74,45.6,,,1.86,2.22,3.61,0.56,4.86,2.39,0.19,23.45,18.11,26.49,11.51,76.17,19.84,4.58,,5.17,,7.87,2.08,39.42,32.1,1.59,2.04,,,,,42.13,2.54,,,,16.13,24.71,2.05,1.4,4.52,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,68.22,,,,38.8,40.9,46.1,223.57,16.4,69.39,,0.87,71.27,2.98,1.64,11.45,17.02,2.29,235.21,82.57,38.31,0.4,0.09,,,,21.47,19.34,11.88,14.73,18.16,2.35,2.59,4.66,0.59,21.82,7.16,,21.93,,,16.01,33.45,91.61,,,13.83,,12.08,4.9,21.82,21.82,0.98,3.02,,,,,13.9,2.41,,17.02,7.27,13.9,21.29,,,5.99,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,20.57,,12.2,,,16.9,,,10.9,15.83,,,18.26,1.72,0.13,0.04,39.36,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.47,8.85,,9.04,7.14,1.61,1.8,8.72,0.52,,,,10.72,0.86,11.97,9.07,85.15,96.45,5.11,,8.99,,17.48,1.19,12.9,11.22,,1.15,,,,,,1.61,0.54,,,28.15,,,1.19,5.21,1.06,5.05,19.42,10.06,9.78,,8.25,,,115.76,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,67.1,,100.9,,,,,,,66.76,,,68.7,,5.79,,,6.03,,,,,,,,,,,,,,27.92,,,,,,,,,11.86,,,,,,,,,3.9,,,,,,,,,,,,5.72,5.36,,,,,3.9,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,55.22,,18.8,33.9,6,,,132.17,4.2,52.6,2.54,,56.08,3.53,0.04,0.02,19.1,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.54,14.34,5.92,31.78,12.48,6.47,0.3,0.31,6.97,0.11,0.99,7.11,2.54,8.41,16.61,,1.83,21.45,27.85,3.83,,1.25,,2.28,3.67,11.17,7.64,0.57,0.14,,,,,14.14,,,,,4.16,14.02,1.21,0.8,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.17,28.09,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,97.82,65.44,2.6,5.9,,7,21.8,,142.28,6.8,65.41,,44.04,66.55,3.77,0.26,0.17,55.0,1.56,,21.51,50.45,2.07,0.77,,,,18.37,13.72,24.35,,15.07,3.93,4.2,5.44,0.43,17.25,4.84,,27.04,13.1,34.45,7.88,34.16,52.2,4.73,,14.04,,22.14,4.34,25.94,23.71,1.98,3.66,,1.2,1.82,,21.21,,1.41,,,18.58,23.75,2.29,1.63,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.22,56.12,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,27.15,0.9,22.7,,62.7,72,31,57.41,34.8,15.49,,,22.17,6.98,2.3,13.15,78.85,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.78,7.36,11.69,,7.73,1.84,1.91,12.85,0.73,16.36,6.86,,14.57,24.78,,,114.85,44.28,44.08,,20.65,,21.88,2.63,11.66,11.66,0.24,2.44,,,,,14.7,1.17,1.07,11.82,3.37,13.36,14.44,0.47,1.09,2.63,3.29,17.31,67.54,25.93,24.8,,28.79,,2.38,25.03,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,82.87,63.93,,,,2.6,0.1,,,,61.63,,71.49,64.13,11.45,4.19,8.79,95.08,4.29,,,71.34,,0.14,,,,,,1369.28,,,52.74,31.49,,0.63,2.3,0.07,,,,,9.69,0.0,,,,,,,10.62,,,,33.3,,,,,,,,17.57,16.8,,,,,10.62,4.29,,,,,,,,0.25,,,,,1598748014.0,Biotechnology,Health Technology
ACM,23.1,65.2,4.6,,,0.1,22.9,46.8,,7.7,67.54,0.78,16.32,65.86,2.42,0.26,0.55,107.2,1.13,,55.01,59.44,3.29,1.31,,0.21,0.78,22.27,17.94,23.63,15.14,13.45,2.11,1.04,4.49,0.19,4.4,4.84,0.78,21.5,7.8,13.78,7.62,99.18,6.58,4.87,,1.61,,5.59,6.33,57.63,26.7,9.54,0.96,,,,,21.43,,2.01,,,18.33,28.01,,2,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.21,167.5,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,13.76,61.41,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,77.53,2.59,18.78,66.24,7.54,0.26,1.22,362.07,1.1,,20.51,69.84,0.37,0.15,,0.43,1.47,23.62,20.6,26.75,21.64,17.63,3.37,3.55,4.23,0.51,13.27,3.81,1.65,28.24,13.09,8.98,7.11,330.09,32.61,162.73,,11.19,,14.79,8,31.68,30.27,3.25,3.52,,1.46,1.16,,26.69,8.45,1.26,,,25.14,38.48,3.17,1.76,53.09,1.1,13.75,236.59,27.79,26.8,,19.63,,2.57,39.23,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,22.07,63.02,,,,,,,,30.6,68.36,,5.57,66.98,3.49,0.68,2.5,20.02,1.51,,452.01,118.12,,0.25,,,,,,380.95,,,4.24,5.44,,0.44,1.43,0.25,,524.46,,,29.41,18.38,51.48,,,,,,7.33,,,,5.57,,,,,412.64,,,,54.11,79.6,,,,29.44,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,66.09,1.7,9.4,,17.7,16.7,11.4,,16.8,84.23,,7.08,74.69,12.44,0.78,1.24,529.87,1.11,,49.25,33.27,0.78,0.42,,,,33.79,30.04,35.57,21.15,19.76,9.79,11.12,2.96,0.49,31.27,2.81,,25.78,19.16,13.41,10.8,580.67,88.66,51.2,,25.59,,35.93,16.21,44.75,29.63,1.38,11.47,,0.95,1.17,,36.64,18.86,0.89,,,35.63,52.16,1.79,2.36,270.34,1.11,18.17,291.22,33.73,34.74,,22.82,,2.9,66.48,,,10,241068062221.0,Packaged Software,Technology Services
ADC,28.07,61.22,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,77.83,5.38,23.14,66.37,1.84,0.08,0.01,75.59,0.74,,573.52,54.1,5.08,0.51,,1.67,3.93,37.62,21.19,25.45,32.2,19.71,17.06,18.58,2.66,0.65,73.03,5.34,3.99,41.51,11.59,1.72,11.36,74.49,87.94,2.87,,31.62,,48.86,1.53,41.76,42.39,6.84,12.67,,3.67,1.37,17.89,17.38,1.86,1.01,,,17.38,,6.41,1.07,1.83,0.74,2.41,,3.83,3.64,,3.69,,,33.9,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,20,43.1,,,,,,,13.28,,35.8,0.3,5.04,40.28,1.85,1.29,0.17,11.67,3,,,33.87,2.68,1.52,,0.19,1.66,15.25,8.39,12.45,,,4.58,4.75,6.56,0.34,37.93,10.74,1.66,8.55,17.92,,,8.88,,2.01,,12.87,,32.86,3.54,29.18,11.35,3.66,3.64,,,,,9.6,,1.73,,,8.76,12.52,,0.59,,3,4.2,606.5,11.04,13.34,,10.28,,13.83,30.71,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,33.14,36.97,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,22.94,3.01,11.56,31.63,5.41,0.79,0.31,212.24,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.7,51.88,26.09,37.74,27.11,21.16,10.5,11.47,1.93,0.72,30.39,2.8,1.73,28.16,17.73,11.69,,151.62,57.85,7.22,,17.07,,23.16,2.99,63.74,48.2,3.95,10.92,,2.65,1.78,,35.9,,1.59,,,26.56,33.51,3.25,1.73,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.85,49.82,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,32.99,2.6,9.4,7.7,25.1,24.8,,89.18,15,33.33,4.96,,32.13,3.19,0.04,0.06,52.51,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.78,9.16,7.15,11.37,13.69,9.52,0.42,0.4,10.92,0.42,3.56,12.58,3.88,10.44,22.62,,,79.68,7.44,4.48,,2.93,,3.39,1.13,10.5,9.61,0.53,0.3,,,,,8.78,0.84,0.76,,,5.87,7.55,0.43,1.53,1.65,0.88,4.77,18.59,10.96,10.87,,5.18,,19.03,11.2,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,52.82,3.5,,,,,,,4.5,70.77,,,58.53,1.9,0.26,0.39,20.4,1.11,21.21,66.68,45.49,3.66,1.13,,,,10,4.96,11.77,8.49,4.56,0.23,0.22,10,0.23,1.89,15.99,,9.18,25.41,,,39.57,6.32,2.07,,0.12,,2.72,0.81,95.33,9.21,0.47,0.13,,,,,6.59,,,,,3.42,10.2,0.54,0.6,,0.9,0.19,23.52,5.79,0.85,,4.96,,18.29,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADUS,50.69,41.04,,9.9,,22.2,30.1,,18.33,10.6,31.64,,19.98,38.1,8.45,1.41,4.48,122.07,2.11,,11.17,35.23,0.41,0.05,,,,19.3,17.07,16.35,13.28,11.93,1.41,1.82,5.18,0.82,11.15,5.71,,20.99,23.74,12.46,12.34,104.0,32.28,12.12,,6.5,,9.15,2.34,27.93,23.57,1.26,1.83,,0.97,0.53,,16.55,3.43,1.18,125.85,17.36,15.34,19.06,1.21,1.21,11.21,2.11,6.89,155.12,11.61,9.24,,9.02,,2.98,49.62,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEHR,,38.34,,99.7,,,,,52.85,46.7,28.81,,34.77,33.78,9.98,2.45,5.64,11.23,6.03,461.76,71.29,51.67,0.87,0.06,,,,51.69,40.88,,,,,5.39,1.93,0.84,,,,37.43,,,24.38,20.9,50.48,,,49.64,,10.43,2.71,11.46,10.3,,5.65,,,,,,1.23,2.13,22.92,4.78,1871.66,18.8,,3.24,3.31,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,18.04,55.37,0.9,13,,,,,,6.1,41.77,0.35,6.24,52.35,4.44,2.25,0.99,112.15,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.35,76.46,34.25,57.66,,12.08,2.69,2.89,1.31,0.53,5.01,1.75,0.35,22.52,15.2,,,85.41,35.16,2.31,,2.91,,4.34,3.63,98.38,30.73,2.29,2.86,,1.57,3.72,,56.88,2.83,1.01,,13.32,31.86,87.66,2.42,1.73,5.87,3.32,1.74,8.27,2.59,3.75,,8.16,,,39.77,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,65.5,30.95,,20.5,20.8,11.4,7.9,4,4.55,3.1,14.57,8.9,16.29,23.56,3.14,0.59,0.61,77.64,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,2.09,21.35,11.69,21.45,12.73,8.8,4.22,4.97,4.68,0.69,23.84,4.77,2.09,17.03,11.7,21.95,11.45,62.38,40.9,27.86,,13.05,,34.15,1.96,38.82,22.58,0.89,5.12,,,,,21.5,1.6,1.16,,,11.32,24.76,2.52,1.8,2.46,0.83,3.5,8.35,6.58,5.13,,5.69,,2.67,49.77,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,11.11,33.48,,10.5,45.5,,,66.4,90.5,5.8,31.56,2.37,,30,4.06,0.24,0.15,18.2,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.72,10.71,7.01,15.84,9.12,6.34,0.83,0.86,9.34,0.48,5.42,8.4,2.72,9.42,1.15,11.34,3.41,18.04,39.18,,,4.58,,8.01,2.06,14.56,10.96,,0.67,,,,,12.12,1.09,0.82,,,7.59,22.43,,1.17,2.45,0.74,7.04,18.72,16.01,14.43,,11.24,,12.99,16.25,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AER,45.11,45.5,,6.4,,,5.5,,3.17,,33.37,0.78,7.36,41.74,0.74,2.25,0.08,95.13,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.78,30.37,13.56,,15.95,9.39,7.73,8.01,3.29,0.23,,,1.05,7.77,,12.44,3.1,84.28,32.61,,,32.41,,26.37,1.08,7.68,9.76,,2.43,,,,,,0.74,1.41,,,3.4,7.37,,1.59,1.26,4.45,3.53,3.38,2.94,15.15,,2.69,,11.67,14.84,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,3.07,27.63,,,5,,6.9,,,7.2,28.54,6.29,,26.38,0.42,0.16,0.07,14.0,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,4.93,26.02,14.04,,9.91,8.07,2.12,3.02,3.84,0.07,,,4.93,6.87,,6.48,4.07,21.42,19.44,1.43,,8.34,,17.25,3.02,9.72,6.03,,0.79,,,,,,1.62,0.85,,,4.13,,,,9.79,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.51,,,5,,6.9,,,7.2,31.65,,,33.51,0.42,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,26.02,14.04,,,,,3.02,3.84,0.07,,,,6.72,,6.48,4.07,0.0,19.44,1.43,,8.34,,17.25,2.94,9.46,5.87,,0.79,,,,,,,,,,4.06,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,14.16,53.49,,14.3,,129.9,,,49.89,64.1,54.52,4.44,,55.01,2.23,0.3,0.16,20.25,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4.44,20.66,12.22,,,6.29,2.31,2.96,4.84,0.53,,,4.74,10.22,,,25.28,0.0,26.47,4.92,,8.78,,15.35,2.13,25.73,23.41,,2.37,,,,,,1.64,,,,7.96,,,,2.58,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,92.72,64.87,,,,85.6,17.5,,1.59,11.1,65.99,,47.31,66.27,2.22,15.58,0.3,53.21,64.66,,18.63,43.32,66.55,2.51,,,,,207.66,58.4,32.19,34.18,7.24,8.8,,0.28,15.07,2.28,,,,,23.97,37.78,65.71,,,,,,5.89,,,,6.79,,,,,44.98,,,,11.18,31.21,,,,7.31,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,,52.39,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,38.85,,,49.61,2.53,0.74,0.27,16.16,1.47,0.97,136.81,63.94,2.04,0.68,,,,10.38,7.75,10.77,8.52,6.68,2.85,3.14,9.63,0.51,29.13,12.14,,9.7,26.15,35.78,7.03,19.67,62.12,2.57,,17.97,,28.66,1.97,13.47,14.95,0.36,2.46,,,,,8.53,,,,,6.43,12.1,0.6,0.79,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,29.82,38.48,,9.1,,,,,,8,22.8,0.28,,31.13,1.79,1.86,0.94,6.45,3.03,51.44,36.36,8.18,2.7,0.17,,,0.28,,21.84,,,,3.45,3.58,,0.7,,,0.3,24.52,18.75,,5.53,5.88,11.66,,,,,,1.46,,,,3.65,,,,,,,0.95,,,21.76,,,5.24,1.46,2.45,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,33.91,0.2,16.3,20.1,25.7,40.5,,36.02,16.7,21.55,2.39,,28.23,2.26,0.15,0.15,92.32,1.53,139.21,45.05,44.73,6.86,1,,0.12,1.28,35.7,16.85,28.94,11.43,7.89,0.88,0.81,2.8,0.31,2.8,5.12,1.28,14.38,25.46,,,115.03,25.39,8.9,,1.35,,8.69,1.66,40.85,9.92,0.39,0.54,,,,,19.5,1.59,0.87,,,8.67,1264.68,0.53,0.84,5.73,0.72,1.34,7.33,3.4,3.87,,9.37,,,14.36,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,48.68,28.28,,2,17.3,10.3,15.9,23.9,17.21,12.4,11.6,2.69,24.46,20.62,2.95,0.84,1.06,17.74,1.62,129.34,94.63,11.19,0.48,0.09,,0.17,0.56,18.12,12,37.49,,,4.59,6.1,5.52,0.66,16.68,2.73,0.56,16.14,17.17,22.05,16.24,16.09,41.55,68.69,,19.9,,34.16,2.2,29.57,30.07,1.73,6.06,,,,,36.08,1.74,1.55,,,12.54,22.31,1.91,2.22,2.2,0.97,5.71,11.3,10.29,7.97,,6.79,,,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
AGL,,32.36,,,,,,,,49.4,28.97,,,30.89,1.74,0.28,8.95,1.71,1.29,,85,86.97,,0.08,,,,,,,,,0.07,0.08,,0.28,,,,,,62.97,27.07,43.71,,,,,,,1.22,,,,0.14,,,,,,,,,2.38,,,,,1.47,1.29,,,,,,,,0.45,,,,,7602789688.0,Medical/Nursing Services,Health Services
AGR,13.76,56.68,,1.1,,,4.2,,1.45,1.7,63.69,4.94,,59.49,0.59,0.02,0.01,35.76,0.51,33.36,118.37,61.82,5.25,0.76,,0.6,4.92,18.63,10.09,,20.05,10.62,3.2,3.29,5.37,0.42,,,4.92,14.75,,9.84,1.54,40.61,37.25,2.69,,12.89,,15.07,0.7,12.29,12.29,,1.59,,,,,,0.68,,,,12.58,,,14.19,0.85,0.44,2.51,4.55,3.94,5.69,,2.75,,,11.8,,,10,13401612433.0,Electric Utilities,Utilities
