Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
PLAB,9.15,47.04,1,7.6,,33.1,57.2,35.9,187.08,15.8,36.81,,,44.05,6.07,,3.17,30.14,23.94,4.67,35.06,60.2,79.84,0.06,0.02,,,,3.35,2.58,5.81,,,,1.06,29.85,0.65,18.28,10.51,,10.89,27.49,,,21.5,36.54,627.99,,,16.22,,26.44,1.39,10.55,11.68,0.44,1.72,,,,,9.35,0.85,1.22,50.94,4.69,4.96,11.24,0.47,0.74,1.39,4.38,9,33.82,19.99,13.97,,19.8,,0.67,22.17,,,10,1217819105.0,Electronic Production Equipment,Electronic Technology
PLD,11.29,44.45,,10,14.5,13,18.2,13.2,4.17,12.7,50.3,5.96,9.87,46.58,1.86,,0.32,0.02,115.13,0.45,,318.37,15.07,4.77,0.61,,1.67,3.25,32.77,20.36,29.62,37.47,21.72,17.44,17.46,3.05,0.55,58.95,4.36,3.34,32.66,14.01,,3.43,130.22,74.34,3.61,,,39.08,,35.84,2.01,34.78,51.24,5.76,13.89,,1.9,0.91,23.64,23.58,2.14,0.94,,,23.58,,5.13,1.19,2.01,0.45,3.3,471.36,4.62,5.79,,2.92,,,33.47,,,10,116650844329.0,Real Estate Investment Trusts,Finance
PLNT,24.39,74.95,,46.1,,51,382,,10.68,35.4,79.35,,27.22,78.42,1.91,,1.42,0.16,97.87,1.94,3.73,18.39,12.47,5.26,,,,,31.17,21.05,53.39,,17.41,8.19,9.18,3.21,,17.2,2.37,,33.44,21.55,15.21,9.47,86.67,52.67,3.24,,,14.23,,27.15,,52.17,39.13,2.56,7.43,,,,,43.11,,,,,23.33,27.19,1.66,5.83,,1.93,5.37,42.51,12.2,,,8.3,,1.87,95.78,,,9,4432648091.0,Other Consumer Services,Consumer Services
PLTK,,66.89,3.6,41.6,,15.6,50.2,5.4,17.79,6.8,63.31,3.56,,68.27,1.9,,2.66,0.48,8.42,3.25,,22.17,23.92,3.79,,,0.45,3.56,8.87,6.73,10.54,7.14,6.07,1.73,1.75,11.27,,16.63,13.4,4.75,11.31,,2.55,1.33,10.13,72.65,3.18,,,8.52,,19.42,,14.57,12.78,1.29,1.24,,,,,7.43,,,,,6.07,10.64,,,,3.25,6.9,237.05,18.83,,,14.91,,4.08,,,,7,3829878688.0,Packaged Software,Technology Services
PLTR,109.71,69.92,,23,,,,,3885.03,,60.81,,97.47,67.47,76.79,,4.84,17.91,62.98,5.67,,22.13,71.98,0.49,0.06,,,,278.42,260.93,148.44,212.64,200.49,38.51,51.11,0.36,0.78,37.04,0.68,,133.72,,30.86,23.61,18.35,81.1,2684.96,,,18.01,,13.8,31.81,314.9,179.94,,57.25,,,,,154.77,15.94,,43.43,34.99,152.48,384.09,,,31.81,5.67,9.73,200.28,11.82,12.55,,36.86,,0.04,,,,1,32987481188.0,Packaged Software,Technology Services
PLUG,,47.26,,55.2,,,,,,,48.83,,,46.81,,,0.12,0.1,1.92,2.08,274.67,89.88,101.05,,0.31,,,,,,,,,2.91,4.02,,0.64,,,,,,43.1,18.29,6.29,,,,,,,,0.56,,,,2.02,,,,,,,,,,,,,,0.59,0.95,,,,,,,,,,,,,5128803667.000001,Electronic Production Equipment,Electronic Technology
PLUS,60.5,29.5,0.1,17.1,,14.1,15.5,26.9,13.88,12.5,20.72,,22.48,25.36,4.29,,0.29,1.22,79.53,1.85,35.32,67.54,104.65,0.86,0.16,,,,13.69,11.69,6.82,12.98,,0.94,0.99,7.3,0.56,14.48,14.42,,15.81,16.76,,,64.13,25.75,52.36,,,5.08,,6.97,2.25,19.73,17.29,1.21,0.98,,0.62,0.22,,6.9,1.59,1.34,,4.74,6.76,7.18,1.28,1.37,3.28,1.71,6.57,33.94,15.47,12.01,,9.6,,5.35,23.88,,,10,1682541361.9999998,Packaged Software,Technology Services
PLXS,29.91,59.5,1.1,10,,1.6,5.6,61,0.97,7.1,50.94,,26.17,56.52,3.94,,0.21,1.23,157.83,1.51,150.83,63.59,59.52,1.18,0.21,,,,26.3,17.64,12.21,,,,1.05,3.8,0.42,8.62,7.98,,22.99,10.51,12.5,5.91,101.06,9.56,6.51,,,2.82,,4.75,3.23,39.36,28.54,3.86,1.1,,1.93,0.41,,12.87,2.02,1.61,,6.6,10.09,12.77,3.61,2.03,3.23,0.71,3.45,12.65,10.47,8.83,,7.39,,4,38.97,,,10,2474402226.9999995,Electronic Production Equipment,Electronic Technology
PLYA,11.34,65.19,,,,,,,,46.6,54.67,,4.92,63.11,1.21,,1.34,0.2,9.51,2.12,13.42,16.96,27.11,4.26,2.17,,,,11.62,7.98,37.86,,8.23,2.24,2.1,8.61,0.27,5.55,4.63,,17.58,,30.96,,10.19,47.04,1.7,,,6.84,,16.7,2.38,19.79,22.41,,1.34,,,,,26.17,1.65,,,,9.82,14.66,,5,2.73,2.02,3.45,12.13,10.12,11.82,,8.32,,13.36,,,,4,1101964806.0,Hotels/Resorts/Cruise lines,Consumer Services
PLYM,2.62,25.85,,10.8,,,48.1,,4.15,,14.27,2.74,1.51,21.81,0.48,,0.08,0.03,18.57,0.83,,428.2,,6.52,1.89,,47.25,5.08,42.02,12.94,22.51,,,,8.12,2.38,0.29,36.05,8.72,5.16,562.73,3.55,,4.89,21.12,68.88,0.97,,,0.6,,17.95,1.91,918,,,4.1,,,,12.18,11.39,,,,,11.39,,,0.95,2.13,0.83,0.08,30.34,3.08,0.25,,2.41,,11.82,,,,1,1005419747.0,Real Estate Investment Trusts,Finance
PM,30.73,61.19,0.1,3.6,2.7,2,1.2,,1.53,7.1,73.88,4.72,20.41,64.15,3.56,,0.18,0.09,129.54,0.89,268.27,100.62,39.26,3.26,,,0.81,4.11,18.58,16.52,24.88,16.07,14.74,6.22,6.71,5.38,,26.98,4.98,4.22,17.98,8.03,13.88,7.01,112.46,64.08,8.35,,,26.42,,34.87,,20.56,20.02,7.7,5.44,,,,,20.23,,1.17,,,17.66,19.69,,2.49,,0.49,15.07,184.61,31.96,,,20.03,,2.68,21.77,,,10,148699149551.0,Tobacco,Consumer Non-Durables
PNM,0.97,73.22,,2.9,6.1,,,,4.18,5.8,87.67,4.49,13.33,78.52,0.63,,0.01,,47.87,0.36,54.78,81.13,25.97,6.84,2.25,,0.72,3.26,24.16,12.1,,17.09,9.57,3.71,5.15,4.14,0.23,,,3.26,17.01,,133.99,6.96,43.75,63.54,1.83,,,9.27,,21.36,1.76,24.93,22.37,5.33,2.21,,1.94,,,,1.4,1.06,,,8.79,,3.89,,1.98,0.27,1.7,5.08,4.45,7.45,,3.92,,,27.83,,,10,3756992605.999999,Electric Utilities,Utilities
PNR,57.36,72,0.1,15.3,5,17.3,20.7,2.3,17.13,11,70.87,0.83,17.97,72.58,5.14,,0.23,0.13,104.75,1.6,97.8,42.37,52.43,1.97,0.5,,0.25,0.88,24.74,21.53,26.2,19.16,17.07,4.43,4.64,4.04,0.54,17.73,4.19,0.88,21.66,16.55,12.74,2.75,62.63,38.77,7.71,,,16.29,,18.83,4.95,26.19,28.54,2.13,4.29,,,,,24.1,,1.71,,,21.91,25.17,2.1,1.85,,0.91,10.19,86.82,13.73,20.19,,13.48,,3.28,30.63,,,9,11039477146.0,Industrial Machinery,Producer Manufacturing
PNW,22.16,60.6,,2.9,3,4.2,,,0.47,9.1,63.88,4.78,12.09,62.75,0.81,,0.02,,90.95,0.71,63.81,57.53,43.73,5.53,1.71,,0.73,3.87,19.44,10.6,,20.28,10.83,4.21,4.32,5.14,0.25,,,3.92,19.61,0.34,7.43,4.13,86.89,41.81,2.78,,,12.26,,20.44,1.56,17.23,18.77,5.36,2.09,,1.63,,,,1.2,0.88,,,6.79,,3.6,14.14,1.71,0.54,2.44,5.66,4.99,9.75,,3.45,,,16.39,,,10,8908605668.0,Electric Utilities,Utilities
PODD,35.92,63.66,,4.7,,38,201.8,,19.78,18.9,53.95,,26.34,61.57,7.29,,1.78,0.65,261.99,3.68,254.56,34.82,61.62,3.37,1.25,,,,55.66,45.2,86.07,54.57,38.14,7.77,9.47,1.8,0.37,11,1.19,,67.61,19.91,21.07,18.78,376.09,69.36,7.52,,,21.22,,15.42,16.44,44.86,85.06,2.67,9.98,,,,,88.91,8.48,0.97,,,59.69,66.05,3.4,39.4,19.01,2.8,15.49,29.67,14.98,49.55,,25.56,,,503.83,,,6,11847246042.0,Medical Specialties,Health Technology
POOL,5.76,47.93,1.6,29.1,23.4,18.7,16.1,32.2,13.1,13.8,47.82,3.37,0.96,47.13,7.16,,0.13,0.07,362.71,2.39,128.52,53.83,8.79,1.82,0.87,,0.4,1.31,23.4,21.89,26.4,,,2.73,2.79,4.27,0.43,10.58,4.08,1.34,30.14,23.41,,,349.66,29.64,12.25,,,8.42,,11.94,9.64,31.21,31.84,1.19,2.6,,1.02,0.79,,24.67,6.67,1.13,,,22.21,25.05,1.59,1.79,31.43,0.77,12.72,48.02,23.59,32.34,,17.67,,4.74,35.39,,,10,13672095438.0,Wholesale Distributors,Distribution Services
POR,17.16,46.88,,4,5.8,3.6,15.6,,3.07,7.6,50.96,5.5,7.58,47.44,1,,0.04,0.01,46.91,0.98,23.4,59.03,44.44,4.4,1.31,,0.52,4.17,16.31,8.94,,14.78,8.19,3.23,2.88,6.13,0.31,,,4.26,14.5,,11.36,5.59,49.63,46.96,2.66,,,10.27,,16.07,1.36,14,12.62,4.85,1.44,,,,,,0.87,0.77,,,7.01,,,,1.36,0.86,3.02,6.08,5.64,9.98,,4.33,,,16.75,,,10,4492640016.0,Electric Utilities,Utilities
POST,36.81,42.5,2.5,17.2,,10.6,78.1,7.3,113,15.8,48.88,,8.46,44.34,1.57,,0.83,0.11,110.31,2.36,51.54,25.98,24.12,5.58,1.73,,,,16,9.97,25.12,20.3,11.99,1.76,1.59,6.25,0.32,6.34,7.92,,17.49,23.24,10.21,4.44,109.81,29.09,2.51,,,4.63,,10.02,1.55,19.24,17.7,1.2,0.92,,,,,14.48,,1.15,,,7.79,12.19,1,0.97,,1.56,3.01,28.06,6.97,9.26,,5.42,,,31.89,,,8,5354788788.0,Food: Specialty/Candy,Consumer Non-Durables
POWI,,41.58,1.8,,22.4,,3.3,,,,28.45,3.42,,36.86,29.79,,5.98,,60.46,10.01,315.37,51.7,16.02,,,,1.27,1.29,242.43,64.09,50.4,,,5.66,7.79,0.41,0.91,15.46,1.81,1.36,39.88,3.12,19.4,8.88,59.41,53,,,,9.27,,3.21,4.59,91.61,95.97,8.27,8.55,,5.61,4.8,,55.38,4.76,1.39,15.08,7.96,41.72,200.22,,2,5.32,6.7,4.53,4.15,1.68,4.97,,4.09,,3.44,34.75,,,10,4551914449.0,Semiconductors,Electronic Technology
PPC,74.38,59.27,0.9,10.1,,17.9,18.3,,20.92,14.2,50.3,,21.49,56.57,3.93,,0.73,0.55,52.21,1.95,43.15,28.94,20.94,1.81,0.82,,,,9.39,7.25,9.28,12.05,8.66,0.74,0.77,10.65,0.39,8.27,12.04,,12.04,17.68,28.33,1.91,30.05,11.54,8.14,,,5.46,,8.16,2.94,12.61,11.68,1.36,0.68,,,,,8.34,1.78,1.34,,,6.43,8.14,0.8,1.6,6.1,1.27,9.8,35.43,19.43,27.64,,15.96,,1.68,23.2,,,10,5862918399.0,Agricultural Commodities/Milling,Process Industries
PPL,25.18,63.2,1.4,2.8,,4.5,10.7,,,16.5,74.34,1.56,10.38,67.24,1.04,,0.24,0.03,34.14,1.29,37.13,75.85,43.09,5.32,1.17,,0.58,3,23.48,13.24,,17.88,10.96,4.63,4.96,4.26,0.35,,,3.05,18.66,6.43,19.6,1.76,31.07,40.91,2.43,,,9.95,,21.17,1.79,30.48,19.62,,3.01,,,,,,1.38,0.99,,,13.06,66.71,3.1,2.38,2.18,1.07,2.08,5.49,4.74,5.87,,3.71,,,19.18,,,9,18913692389.0,Electric Utilities,Utilities
PR,5.81,62.1,,7.8,,,,,12.16,56.5,65.44,4.7,,64.99,1.76,,0.21,0.06,15.13,0.68,,11.65,3.7,1.18,0.48,,0.35,4.7,7.35,4.02,64.48,6.44,3.89,2.67,3.04,13.61,0.54,4.72,2.14,3.98,10.24,,,18.66,13.54,49.16,7.96,,,21.2,,45.06,1.18,9.19,7.89,,1.93,,,,,28.66,0.65,,,,2.76,5.25,,1.4,1.18,0.68,7.18,14.86,15.2,14.92,,12.94,,,,,,7,7748096847.999999,Integrated Oil,Energy Minerals
PRCT,108.56,55.27,,,,,,,,135.7,47.79,,1.25,52.61,20.8,,3.67,2.44,93.57,6.02,187.12,53.33,97.55,,0.33,,,,,,,,,29.31,24.05,,0.65,,,,,,28.69,44.43,83.07,57.39,,,,,,,19.67,,,,23.39,,,,,,,,74.57,24.99,,,,,19.75,5.07,,,,,,,,,,,,,1631190568.0,Medical Specialties,Health Technology
PRDO,16.58,69.38,2.2,17.4,,10.8,10.4,,,2.8,67.42,1.74,,69.73,8.35,,5.11,32.39,26.4,5.48,12.46,40.35,20.07,0.12,0.02,,0.22,1.74,5.86,5.48,6.96,5.83,5.39,1.56,1.63,17.06,0.84,23.37,8.79,1.93,11.19,22.37,,,13.99,82.25,293.17,,,20.42,,28.97,1.86,13.27,12.82,0.66,2.77,,,,,11.62,1.22,2.08,3.21,2.93,11.28,16.96,0.87,0.73,2.62,5.45,12.62,476.27,19.65,15.25,,34.66,,2.62,23.78,,,7,1077965060.0,Other Consumer Services,Consumer Services
PRG,70.3,51.9,13.6,,,94.3,3.8,,400.69,12.3,45.29,0.77,32.65,51.45,5.66,,1.73,0.37,46.81,8.04,,,9.49,0.27,0.96,,0.08,0.77,12.6,1.04,18.61,48.06,,1.12,0.97,7.94,0.44,5.21,6.48,1.02,12.07,29.24,,4.88,35.14,,12.04,,,6.55,,17.86,3.08,12.97,10.51,0.21,0.85,,,,,16.16,1.88,1.14,,8.98,15.15,,0.42,0.71,7.56,3.72,10.77,35.27,14.32,26.49,,41.42,,7.52,18,,,9,1535867051.0,Finance/Rental/Leasing,Finance
PRGO,,56.94,,,6.7,0.9,39.5,,176.16,4.9,60.22,5.84,,58.98,0.68,,1.01,0.31,27.24,2.56,147.19,59.65,62.65,15.15,1.04,,0.44,4.03,,22.17,45.87,22.89,11.06,1.5,1.58,,0.41,3.45,4.08,4.04,8.81,,10.57,,33.06,36.07,1.27,,,,,5.42,0.81,,10.94,,0.83,,,,,24.29,,0.5,,,14.28,,,0.64,,1.77,,,,,,1.91,,3.94,,,,5,4541206910.000001,Pharmaceuticals: Major,Health Technology
PRGS,24.17,52.04,0.3,10.3,1.5,15.3,30.1,7.3,3.28,16.8,35.31,1.3,28.18,47.01,2.28,,0.74,0.29,65.79,1.23,,28.82,49.43,3.56,1.91,,0.15,1.07,27.31,14.98,15.52,,,3.48,4.78,3.66,0.26,30.79,7.8,1.07,11.71,25.82,11.66,11.03,64.32,82.16,4.82,,,11.55,,19.56,6.63,35.18,14.24,0.75,4.1,,0.46,0.78,,13.23,,1.02,,,12.97,17.92,0.72,1.04,,1.23,5.19,409.49,9.87,18.83,,8.01,,4.15,56.72,,,8,2460585462.0,Packaged Software,Technology Services
PRIM,105.16,74.02,,16,,9.5,2.7,,4.06,13.7,66.21,0.3,22.05,72.76,3.1,,0.22,0.26,81.36,1.38,,37.85,62.25,3.33,0.99,,0.07,0.3,17.1,12.94,17.65,15.31,11.59,0.76,0.85,5.85,0.32,4.83,6.79,0.4,20.43,13.05,23.27,6.26,39.45,11,4.12,,,2.68,,5.01,3.22,26.94,23.51,2.45,0.71,,1.36,1.29,,14.96,3.98,1.67,,,10.68,12.07,2.27,2.04,15.18,1.38,4.14,35.14,12.07,12.98,,7.32,,0.89,40.68,,,10,1753453391.0,Engineering & Construction,Industrial Services
PRME,,33.93,,246,,,,,,,15.39,,,26.61,,,4.63,4.26,3.17,6.5,,,,,0.22,,,,,,,,,664.04,353.52,,0.57,,,,,,12.71,,0.0,,,,,,,,2.19,,,,396.2,,,,,,,,12.68,4.06,,,,,2.19,6.5,,,,,,,,,,,,,1200685913.0,Biotechnology,Health Technology
PRMW,71.94,34.17,0.2,4.1,11.8,40,,57.1,,,17.3,1.92,26.45,25.83,2.11,,1.57,0.46,24.21,2.34,32.49,51.38,36.15,3.83,0.97,,0.4,1.45,26.82,12.66,23.89,7.62,5.24,0.81,2.52,3.73,0.42,10.56,5.02,1.49,22.35,20.78,31.07,7.45,18.4,64.86,3.91,,,13.54,,10.5,2.68,15.48,28.12,4.61,2.12,,,,,20.07,,1.77,,,11.31,11.27,1.66,1.6,,2.23,7.22,24.3,5.77,17.97,,4.54,,8.06,65.02,,,6,2350923717.0,Beverages: Non-Alcoholic,Consumer Non-Durables
PRO,,54.37,,,,10.4,,,17.97,4.1,34.82,,,49.64,,,0.88,0.47,22.15,1.28,,14.37,54.07,,,,,,,,73.6,,,3.28,3.66,,,4.98,1.53,,43.43,,141.2,9.86,32.79,64.48,,,,,,,,,,,3.12,,,,,64.22,,0.62,,,59.85,,,,,1.28,,,,,,,,1.1,,,,,1517757674.0,Information Technology Services,Technology Services
PROK,62.81,42.27,31.5,,,,,,,,29.99,,,38.93,,,16.16,,,17.09,,,,,,,,,1.39,1.44,1.38,,,,,71.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.09,,,,,,,,,,,,,1507975899.0,Biotechnology,Health Technology
PRTA,,30.18,,31.4,,,0.2,,,334,14.21,,,24.77,5.14,,11.19,45.18,14.05,11.52,,,9.89,,0.02,,,,,,,,,2.92,1.64,,0.9,,,,,,,24.57,34.62,,,,,,,,1.36,,,,5.58,,,,,,,0.02,1.65,1.59,,,,,1.41,11.52,,,,,,,,,,,,1,2808461852.0,Biotechnology,Health Technology
PRVA,,57.43,,49.8,,,28.2,19.9,,18.7,44.32,,5.5,54.68,4.86,,0.88,68.32,21.11,1.78,,1.77,75.11,0.3,0.01,,,,159.51,103.05,21.28,83.57,19.95,1.11,1.22,0.63,0.54,5.74,3.92,,83.45,,,28.09,39.43,9.78,,,,0.75,,0.77,4.09,209.5,29.1,,1.53,,,,,26.59,2.96,,,7.79,26.59,59.86,,,6.75,1.78,1.22,160.3,2.09,2.22,,1.15,,0.12,,,,3,2854273294.0,Life/Health Insurance,Finance
PSA,34.12,50.23,,5.7,14.5,18.9,19.4,13.8,11.37,15.4,57.57,4.75,19.73,52.52,4.06,,0.97,0.06,334.45,0.97,,,,2.84,0.99,,1.18,3.55,32.85,21.66,26.81,30.68,20.88,14.98,15.45,3.04,0.49,57.64,4.6,3.55,31.46,21.86,,4.07,330.55,73.54,7.77,,,40.55,,47.16,11.13,34.73,32.99,2.09,12.58,,2.33,1.6,20.89,21.82,4.16,0.9,,,18.65,22.05,1.85,1.41,11.79,0.97,9.59,584.22,11.47,19.2,,11.38,,0.72,30.27,,,10,48196612836.0,Real Estate Investment Trusts,Finance
PSMT,38.21,44.54,0.1,7.2,18.3,11.1,13,41.4,21.89,11.2,39.11,2.19,6.65,42.68,5.28,,0.33,0.9,87.99,1.22,45.75,44.16,1.37,0.84,0.22,,0.25,1.32,12.67,9.15,69.56,,,,0.55,7.89,0.56,0.79,1.45,1.32,18.28,12.94,,8.45,89.69,17.24,17.22,,,2.83,,4.54,2.4,19.21,19.09,1.67,0.54,,,,,67.59,1.46,0.78,,,12.75,28.88,1.81,1.6,2.5,0.45,6.86,21.24,16.02,12.62,,12.22,,4.81,24.11,,,10,2405367972.0,Specialty Stores,Retail Trade
PSN,72.96,27.08,,6.8,,5.6,13.5,8.2,16.44,6.9,10.01,,41.13,19.52,3.56,,0.34,0.4,94.42,1.55,,19.1,36.09,4.46,0.61,,,,52.39,34.63,19.85,4.44,4.38,1.28,1.67,1.91,0.43,8.4,5.46,,24.25,6.14,43.04,12.97,77.16,21.56,9.88,,,1.21,,7.31,4.34,143.06,34.52,,1.6,,,,,19.53,14.48,,,,18.15,184.41,,2.28,136.84,1.55,1.55,84.19,5.73,3.53,,10.8,,,,,,7,5817989817.0,Information Technology Services,Technology Services
PSNY,,38.47,0.1,,,,,,,57.6,23.22,,3.23,33.93,,,0.22,0.19,1.02,0.61,132.24,109.39,42.11,,,,,,,,,,,0.77,2.49,,,,,,,,32.8,64.09,0.0,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,5935710790.0,Motor Vehicles,Consumer Durables
PSO,13.9,65.93,2.6,1.4,3.9,3,26.2,18,110.29,4.4,57.68,2.37,10.82,63.51,2.91,,0.23,0.21,15.2,1.78,20.12,164.6,97.19,1.49,0.43,,0.39,1.94,17.19,8.54,19.94,12.63,9.39,2.06,2.61,5.82,0.57,13.1,5.85,1.94,17.67,12.24,8.54,2.19,11.69,50.58,7.36,,,9.83,,14.31,2.11,24.17,20.82,2.17,2.37,,,,,18.45,3.17,1.46,,,14.59,12.78,2.18,1.64,10.78,1.72,5.15,46.33,9.88,8.77,,6.76,,7.21,54.29,,,9,7944754887.501199,Publishing: Books/Magazines,Consumer Services
PSTG,55.72,42.69,,13.8,,,,61.3,38.29,10.6,39.36,,,40.51,4.88,,1.42,6.5,49.9,1.99,18.88,34.72,64.6,0.91,0.19,,,,83.93,47.48,21.81,25.92,19.9,4.24,4.88,1.19,0.38,21.71,4,,26.94,,86.17,11.5,37.45,71.67,18.03,,,4.54,,4.9,11.24,124.75,28.35,,5.79,,,,,26.7,4.4,,,72.32,20.48,48.82,,3.83,15.35,1.96,3.89,35.93,7.79,10.95,,5.4,,1.83,,,,2,11308405876.000002,Computer Peripherals,Electronic Technology
PSX,13.95,57.53,0.5,17.8,5.3,,,,50.17,30.6,79.16,4.41,,65.13,3.56,,0.1,0.08,130.94,1.21,15.3,32.05,27.95,2.68,0.7,,0.47,3.41,13.47,9.74,24.75,10.63,8.27,0.47,0.49,7.42,0.38,1.99,5.41,3.48,13.91,,,,115.72,8.55,3.53,,,2.28,,2.25,1.89,16.86,14.03,,0.38,,,,,19.19,1.14,0.94,,,10.9,20.77,,0.84,2.08,0.83,4.42,14.01,9.12,11.28,,4.34,,8.38,14.51,,,9,53893198030.00001,Oil Refining/Marketing,Energy Minerals
PTC,19.79,52.81,,15.4,,8.2,8.6,27.8,0.2,7.6,39.72,,0.1,49.17,5.2,,0.16,0.14,189.27,0.78,,24.43,118.52,2.64,0.6,,,,41.45,33.42,33.35,39.1,31.16,9.55,10.62,2.41,0.5,31.83,3.22,,31.88,21.96,16.32,9.8,154.78,80.65,4.91,,,16.37,,25.55,7.08,60.86,37.18,1.15,9.96,,,,,31.19,,1.34,,,30.44,41.85,1.49,3.06,,0.78,6.02,269.37,12.31,12.84,,7.41,,,129.64,,,8,16808957729.999996,Packaged Software,Technology Services
PTCT,91.1,44.42,,,,1.3,3.5,0.5,,29.5,22.38,,18.14,36.9,,,1.66,2.53,39.36,2.1,170.34,93.78,73.86,,,,,,,,,,,4.1,2.68,,,,,,,,29.58,,42.66,92.2,,,,,,,,,,,3.32,,,,,,,0.54,,,,,,,,2.04,,,,,,,,1.02,,,,,1978558547.0,Pharmaceuticals: Major,Health Technology
PTEN,,52.72,,2.9,47.4,,,25.2,21.52,35.3,53.26,7.51,,53.67,1.24,,0.13,0.09,8.11,1.52,12.16,35.7,57.7,2.89,0.37,,9.41,3.9,,9.74,7.78,4.89,3.37,0.77,0.76,,0.6,9.81,17.99,3.9,540.76,,,8.39,14.34,7.32,2.58,,,,,3.24,0.89,,238.53,,0.58,,,,,5.81,3.98,0.55,,,2.48,109.57,,0.63,1.5,1.32,,,,,,3.23,,3.77,,,,4,6467544768.0,Contract Drilling,Industrial Services
PTGX,179.42,29.72,,,,3.8,10,16.2,117.77,8.3,12.87,,52.8,22.23,21.32,,10.51,43,38.65,10.7,,,,0.07,0.02,,,,13.07,12.8,8.5,,,10.4,6.02,7.65,0.88,70.79,9.52,,21.62,,,,0.0,,,,,52.77,,46.05,4.52,15.18,15.18,12.65,7.85,,,,,10.74,1.75,,6.06,5.94,10.68,12.36,,24.19,4.52,10.7,33.69,2412.27,31.58,37.59,,138.39,,,,,,,1029791325.9999998,Biotechnology,Health Technology
PTLO,,28.8,,11.5,,,,,,,8.13,,17.12,20.17,1.02,,0.15,0.03,10.73,0.38,6.95,30.86,7.55,6.35,1.51,,,,19.58,13.69,524.99,21,13.76,1.56,1.74,5.11,0.26,0.34,0.36,,27.33,,8.26,9.95,14.95,40.1,2.34,,,3.65,,8.68,1.74,25.55,25.86,,0.94,,,,,1341.25,,,,,7.57,,,,,0.31,1.84,12.46,4.85,7.45,,3.86,,,,,,5,1210540835.9999998,Restaurants,Consumer Services
PTVE,6.61,59.58,,7.6,,,,,,,68.22,3.23,,62.81,1.42,,0.2,0.04,12.56,1.93,73.09,29.44,32.59,10.19,3.48,,0.4,3.23,105.91,15.7,45.87,11.39,6.84,1.08,1.12,0.94,0.18,2.44,5.74,3.23,9.81,1.78,,,9.49,18.32,1.9,,,,,8.64,2.04,,12.3,,0.43,,,,,17.49,,,,,5.76,,,0.93,,1.04,,2.29,1,,,7.16,,18.04,5.57,,,7,1489521525.0,Containers/Packaging,Process Industries
PVH,19.07,52.12,6.8,10.1,58,,,21.1,,14.2,39.04,0.45,,49.17,2.42,,0.22,0.17,98.66,1.24,154.82,109.27,36.41,2.8,0.69,,0.01,0.15,8.74,6.73,10.79,8.13,6.5,0.97,0.97,11.44,0.46,8.95,14.43,0.15,7.79,14.37,11.21,,95.64,59.53,9.47,,,8.37,,10.05,1.06,7.83,8.17,,0.65,,,,,7.31,,0.73,,,5.85,6.52,,0.61,,0.66,6.64,32.85,11.53,14.59,,8.35,,14.08,15.11,,,9,4795927511.0,Apparel/Footwear,Consumer Non-Durables
