Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
GEL,11.83,43.51,,,,,84.1,,,51.8,20.3,50.12,1.14,1.09,46.26,0.72,,0.01,,11.78,1.03,16.37,72.41,90.4,6.78,3.36,,,5.23,18.82,9.16,,11.54,7.19,3.04,1.8,5.31,0.17,,,5.62,15.79,19.25,,,12.06,10.37,0.95,,,,,8.18,1.21,,,,0.46,,,,,,0.98,,0.54,,,3.29,,,1.1,1.92,0.91,,5.4,4.73,,,4.33,,,,,,7,1301791218.0,Chemicals: Specialty,Process Industries
GEN,27.94,61.7,7.2,,,,8.9,17.2,39.7,7.44,11.8,60.84,2.64,8.44,61.29,1.21,,0.19,0.09,30.19,0.32,,36.31,14.88,4.29,4.09,,0.28,1.66,16.83,13.08,12.37,15.34,11.95,6.68,6.8,5.94,0.14,54.96,11.4,1.66,13.7,12.24,11.03,3.13,26.28,80.4,2.51,,,16.08,,40.94,8.85,30.81,16.61,1.2,4.94,,,,,9.09,1.15,,1.07,,,9.03,9.78,1.97,1.49,,0.32,3.91,1359.51,12.15,27.94,,6.18,,10.8,13.91,,,9,12174921962.0,Packaged Software,Technology Services
GENI,34.82,62.68,,,,,,,,,29.7,54.94,,32.84,62.16,5.17,,0.28,5.19,9.07,1.5,0.4,42.99,58.27,,0.02,,,,,,,52.37,16.92,3.17,4,,0.77,,,,2267.5,,,16.23,6.76,19.84,,,,,,,3.45,,,,4.61,,,,,,1.34,,,,34.88,108.74,,,,16.8,1.5,,,,,,,,0.33,,,,,1292313740.0,Packaged Software,Technology Services
GES,,38.15,,6.2,15.1,71,,,7.4,124.24,10.8,44.4,11.48,,39.49,2.35,,0.26,0.16,17.07,1.47,124.87,68.06,40.83,4.74,2.86,,0.45,7.03,8.79,6.89,9.12,9.5,6.69,0.64,0.71,11.38,0.18,7.81,25.51,7.03,6.18,,,5.54,24.15,44.1,8.52,,,6.05,,7.71,1.79,6.88,6.44,,0.4,,,,,6.12,0.71,0.74,0.67,,,4.2,5.13,,0.71,1.92,0.76,6.63,17.24,12.94,31.59,,11.09,,5.76,16.26,,,8,1199819173.0000002,Apparel/Footwear,Consumer Non-Durables
GETY,,27.42,18.96,,,,,76,,,,15.87,,3.73,22.28,0.21,,0.26,0.08,2.86,0.79,,141.69,52.6,6.53,2.04,,,,16.1,11.43,44.78,,,,2.66,6.21,0.26,5.98,4.67,,21.2,,,2.31,0.0,72.75,1.48,,,5.91,,21.49,1.72,23.83,14.02,,1.36,,,,,22.57,,,,,,11.02,,,,,0.79,2.11,69.6,7.05,8.55,,23,,3.71,,,,2,2593017776.0,Internet Software/Services,Technology Services
GFF,40.19,70.03,1.03,5.2,,23.3,30,45,64.3,1269.48,7.5,77,1.49,,73,3.32,,0.33,0.07,82.96,2.66,104.06,31.4,44.38,3.68,7.59,,0.12,0.73,13.61,11.83,17.74,,,,2.09,7.35,0.1,11.77,7.79,0.88,14.89,14.89,,,37.73,38.88,3.82,,,8,,15.42,17.8,19.61,16.17,,1.57,,,,,13.38,2.2,,2.91,,,10.98,14.64,,2.41,,1.44,8.76,41.52,19.86,83.9,,14.39,,8.76,68.56,,,9,2119724157.0000005,Building Products,Producer Manufacturing
GFI,38.43,46.17,19.99,,14.8,52.3,9.4,10.8,,6.47,12.9,59.89,36.42,17.23,48.25,3.79,,0.62,0.31,15.24,1.77,98.79,18.4,5.07,0.93,0.36,,0.51,2.58,12.54,8.08,,,5.49,2.3,3.34,7.97,0.56,,,2.26,8.3,21.22,37.69,14.76,13.64,34.73,26.79,,,14.54,,31.5,2.86,22.09,20.05,0.47,3.01,,1.07,,,,1.12,1.57,1.93,,,12.03,10.93,0.66,2.42,2.86,1.77,7.75,21.36,16.91,14.12,,11.02,,1.57,54.43,,,7,10989983720.259,Precious Metals,Non-Energy Minerals
GFL,41.55,65.76,,,2.6,16.8,100.9,,,10.9,18.6,69.87,0.12,30.42,67.44,1.18,,0.04,0.01,45.88,0.58,5.71,81.19,53.38,6.81,1.48,,0.25,0.12,,23.12,126,4991.71,13.9,4.15,4.38,,0.34,3.48,1.11,0.12,47.04,,23.75,4.6,35.42,18.23,0.58,,,,,4.65,3.6,,215.9,,3.01,,,,,86.36,1.3,,,,,16.96,91.36,,3.92,,0.58,,,,,,1.62,,,,,,1,12477855851.12133,Environmental Services,Industrial Services
GGB,,52.28,,0.7,17.5,73.8,24.4,39.6,8.8,29.48,17.1,42.86,51.84,,50.69,2.73,,0.8,0.64,3.39,2.98,103.51,38.08,31.09,1.43,0.25,,0.46,4.33,6.23,4.24,6.88,4.39,3.29,0.58,0.63,16.05,0.68,9.91,17.67,4.33,6.67,32.02,,,3.12,13.58,8.58,,,7.44,,10.04,0.74,8.25,9.14,0.26,0.66,,,,,6.28,1.09,0.66,1.17,,6.52,3.46,5.5,0.56,0.35,0.96,1.53,6.15,17,9.76,9.21,,8.41,,3.68,10.59,,,7,8968466459.17,Steel,Non-Energy Minerals
GGG,3.79,62.17,2.63,0.1,20.2,10.3,15.9,16,13,31.18,9.9,63.02,1.91,0.96,63.31,22.19,,2.12,16.35,91.08,4.47,166.48,26.69,59.03,0.07,0.02,,0.34,1.12,24.55,21.53,31.05,21.76,19.31,6.44,6.76,4.07,0.85,21.78,3.02,1.12,29.62,14.15,3.77,2.53,77.08,53.64,226.85,,,22.87,,28.62,6.12,32.18,31.09,3.38,7.38,,1.7,2.69,,33.78,1.18,3.24,1.39,50.88,13.37,26.29,39.3,2.61,2.61,7.6,3.25,17.36,46.22,24.11,20.86,,26.13,,1.97,38.92,,,10,12716706890.0,Industrial Machinery,Producer Manufacturing
GH,,70.16,,,,,,,,,19.6,72.34,,,72.3,,,5.06,0.75,32.65,6.22,90.68,59.81,47.57,,,,,,,,,,,4.77,6.02,,,,,,,,18.91,21.35,38.27,60.32,,,,,,,,,,,5.44,,,,,,0.85,,,,,,,,,,5.85,,,,,,,,0.48,,,,,3475448260.0,Medical/Nursing Services,Health Services
GHC,24.89,60.04,4.06,3.5,5.6,4.4,1.8,15.1,9.2,2.92,19.1,49.53,0.91,4.52,57.28,3.1,,0.81,0.89,925.82,1.57,33.86,16.42,36.51,1.68,0.3,,0.26,0.73,8.2,5.7,15.95,,,,0.87,12.2,0.54,5.48,6.43,0.73,18.9,9.25,20.84,5.73,837.89,29.86,1.3,,,4.86,,4.46,1.01,18.14,35.42,6.11,0.87,,,,,15.77,1.1,1.69,0.79,,,11.73,8.05,6.49,0.77,1.82,1.34,3.2,52.47,8.47,5.82,,2.48,,3,16.72,,,9,2723153571.0,Other Consumer Services,Consumer Services
GIB,12.29,50.94,4.83,3.8,8.8,,12.7,13.1,6,32.6,9.6,65.93,0.1,8.54,55.02,5.12,,0.29,0.38,111.6,1.16,35.01,27.22,35.78,1.05,0.34,,,0.1,15.37,12.44,19.12,15.16,12.32,2.42,2.48,6.51,0.56,13.37,5.7,0.38,18.91,15.41,11.25,5.94,105.61,16.46,27.91,,,11.51,,16.46,3.99,21.12,19.82,1.69,2.51,,1.06,0.73,,18.52,1.06,,1.2,,,16.32,18.94,1.89,1.28,,0.86,10.59,260.62,20.29,19.48,,12.55,,4.61,28.99,,,10,24308575619.85571,Miscellaneous Commercial Services,Commercial Services
GIC,,40.56,2.16,,33.1,12.6,4.7,3.2,17.7,5.15,6.9,53.24,6.69,,43.28,6.23,,0.22,0.45,27.96,2.02,67.15,49.03,37.46,0.91,0.31,,0.56,3.6,12.79,11.75,28.3,,,0.82,0.84,7.82,0.53,2.95,3.69,3.6,14.96,13.97,6.41,4.12,36.21,34.33,437,,,4.92,,6.55,3.83,16.45,16.45,1.61,0.8,,,,,27.2,0.77,1.92,0.86,,10.02,24.9,31.4,1.95,1.32,5.03,1.09,12.46,36,25.46,25.02,,20.22,,5.25,18.27,,,7,1200151857.0,Internet Retail,Retail Trade
GIII,13.39,40.93,21.85,1.9,7.1,,31.9,77.6,120.3,743.85,16.1,35.43,,12.33,37.1,3.23,,0.76,0.66,30.11,2.92,119.54,43.92,68.49,2.02,0.42,,,,5.28,4.79,3.48,5.73,5.01,0.46,0.49,18.94,0.56,13.98,32.64,,7.54,12.29,,,27.52,40.51,10.56,,,6.04,,9.67,0.87,7.53,7.2,,0.46,,,,,3.29,1.09,0.7,0.87,,3.22,3.04,3.97,,0.5,1.54,1.8,6.98,26.12,13.3,12.49,,11.12,,21.55,13.15,,,9,1153998143.0,Apparel/Footwear,Consumer Non-Durables
GIL,31.63,61.44,11.5,5,15.4,71.7,,,3.8,57.53,23.9,72.41,3.08,31.37,63.37,4.38,,0.1,0.05,49.83,2.31,181.12,71.09,58.42,2.17,1.01,,0.28,1.64,15.39,12.53,24.58,12.63,10.76,2.7,2.83,6.5,0.42,11.9,5,1.64,14.43,7.9,16.99,5.39,38.24,30.55,7.8,,,13.02,,18.22,5.15,19.7,17.15,,2.67,,,,,22.31,1.3,2.47,1.06,,,16.2,19.91,,1.65,7.76,0.98,11.53,23.35,20.63,22.64,,15.4,,8.37,28.31,,,9,5056891814.508205,Apparel/Footwear,Consumer Non-Durables
GILD,16.46,50.76,16.15,0.2,8.1,3.3,36.6,,,,3.3,46.06,4.47,30.03,47.41,2.8,,0.43,0.22,90.19,1.26,99.33,34.53,60.28,5.93,1.26,,0.69,3.42,112.43,33.19,13.79,11.11,9.81,4.62,4.6,0.89,0.34,33.33,8.39,3.44,11.98,15.17,,2.19,78.23,76.11,7.79,,,0.45,,27,6.08,1002.11,20.36,3.84,3.96,,,,,11.93,1.15,,1.08,,,11.27,,2.77,1.16,,1.1,0.22,21.02,2.51,0.63,,10.05,,4.93,15.03,,,10,94285907692.0,Biotechnology,Health Technology
GIS,6.49,34.94,,2.7,2.6,5.3,3.9,6,3.3,,5.4,48.77,4.39,,38.56,2.78,,0.06,0.04,65.0,0.66,57.03,106.85,32.67,3.34,1.44,,0.53,3.68,14.13,12.16,17.45,14.2,12.15,2.48,2.45,7.08,0.29,14.02,7.69,3.7,14.38,12.59,3.37,0.35,78.35,34.6,7.36,,,12.14,,18.06,3.89,15.48,14.44,2.67,1.87,,,,,13.42,0.83,,0.92,,,10.5,13.08,2.43,1.1,,0.39,7.67,91.03,14.25,25.16,,9.63,,5.9,15.82,,,10,38270757898.99999,Food: Major Diversified,Consumer Non-Durables
GKOS,108.85,56.35,1.25,,,,3.4,,,,8.7,52.59,,22.23,55.4,17.3,,3.66,1.67,144.0,5.54,215.08,51.33,47.27,,0.24,,,,,,,,,16.29,21.26,,0.72,,,,,,48.87,23.69,67.96,76.61,,,,,,,11.61,,,,19.96,,,,,,2.12,,,1800,56.92,,,,52.94,23.84,4.71,,,,,,,,1.46,,,,2,3654555293.999999,Medical Specialties,Health Technology
GLBE,24.72,81.75,13.26,,,,45.1,,39.8,,45.9,90.98,,27.6,86.03,16.12,,1.31,14.01,49.89,2.18,,37.79,16.02,0.23,0.03,,,,,71.31,58.65,110.86,40.13,8.37,11.84,,0.75,19.37,1.57,,358.89,,,29.22,48.65,44,,,,,,,9.58,,,,11.77,,,,,62.41,1.03,,,138.58,28.03,59.71,61.78,,,19.04,2.18,,,,,,,,,,,,1,6149643685.0,Internet Retail,Retail Trade
GLNG,73.04,52.99,14.5,1.7,18.9,,,,,13.08,1.5,65.78,2.69,38.27,55.87,1.89,,0.9,0.45,36.92,1.24,12.47,155.5,47.13,5.52,0.57,,0.75,2.69,23.87,21.05,,23.45,16.31,10.91,16.28,4.19,0.51,,,2.69,24.01,16.63,,16.9,24.25,72.94,2.94,,,50.89,,24.42,1.84,27.82,27.51,,14.09,,,,,,1.52,1.5,1.52,,,51.86,,1.13,4.96,1.84,1.24,3.48,7.27,5.33,6.7,,1.89,,5.15,,,,2,2548758030.0,Marine Shipping,Transportation
GLOB,2.8,54.28,9.25,,22.1,,34.5,36,55.5,8.16,32.9,58.57,,28.29,54.47,7.68,,0.32,0.71,229.25,1.36,,21.2,83.39,1.29,0.16,,,,40.53,40.53,59.04,23.68,18.16,3.49,4.12,2.47,0.65,6.98,1.71,,31.12,20.81,15.83,15.98,250.49,35.79,9.23,,,7.25,,10.01,5.24,58.14,35.4,1.18,4.18,,0.96,1.62,,59.91,0.92,6.93,0.9,,,33.29,,1.46,4.05,29.62,1.36,6.41,59.18,11.63,9.66,,8.9,,,103.52,,,10,8480562282.999999,Information Technology Services,Technology Services
GLP,35.42,66.36,9.09,0.1,,12.2,8,7.9,,8.64,25.9,69.93,7.6,5.49,68.83,5.39,,0.02,0.01,53.01,1.14,10.1,12.06,11.39,5.01,2.81,,0.93,5.39,13.77,9.27,,,,,0.22,7.26,0.2,,,5.5,21.13,20.19,,,35.77,6.15,2.18,,,0.8,,1.52,2.47,16.02,17.51,1.77,0.1,,,,,,1.48,2.22,1.67,,,13.54,,1.33,0.82,6.35,0.64,3.98,13.05,11,18.46,,9.09,,,22.65,,,9,1093977243.9999998,Wholesale Distributors,Distribution Services
GLPG,,32.29,21.49,,1.3,,,58.8,6.8,,,19.45,,7.23,27.42,1.6,,9.51,291.22,27.13,10.13,1294.29,2464.01,63,,,,,,24.67,24.67,4.24,,,,,4.05,0.69,,,,45.36,,,,48.32,92.65,,,,79.33,,,0.59,8,,,6.21,,,,,,0.56,,0.33,0.84,0.75,,,,0.5,0.65,9.95,4.77,,,7.32,,,,0.44,,,,4,2371083250.11647,Biotechnology,Health Technology
GLPI,13.42,55.49,2.15,,10.1,5.1,2.8,8.1,23.4,13.78,1.2,74.76,6.53,11.25,61.24,1.54,,3.04,0.14,50.92,10.21,,55.74,488.84,5.36,1.8,,1.06,5.89,17.75,14.35,20.13,16.92,13.68,12.59,13.58,5.63,0.34,67.47,7.34,5.95,17.05,10.61,4.06,5.01,50.22,96.87,3.17,,,51.54,,73.73,3.27,17.71,17.8,2.54,9.12,,,,13.14,13.52,1.01,1.75,1.16,,,13.21,13.49,,1.28,3.85,10.21,6.57,220.44,10.06,18.87,,9.92,,,21.39,,,10,12680268427.0,Real Estate Investment Trusts,Finance
GLW,68,55.52,14.64,,,8.4,,6.9,,,,61.73,3.65,29.33,55.69,2.9,,0.35,0.19,48.52,1.66,114.39,62.93,49.93,4.09,0.75,,0.63,2.31,70.34,23.4,45.9,20.52,11.49,3.08,3.78,1.42,0.39,8.24,2.5,2.31,21.1,0.75,16.09,8.98,33.7,31.64,2.41,,,1.24,,6.5,3.74,285.41,27.26,12.39,3.27,,2.36,3.48,,40.19,1.44,2.52,1.25,,,20.59,,,2.38,5.25,1.05,0.56,4.21,2.87,1.4,,2.24,,2.25,38.51,,,9,26638625396.0,Electronic Components,Electronic Technology
GM,91.21,60.13,15.65,5,18.5,,3.6,16.2,,19.12,13.9,48.98,0.8,22.2,56.62,1.33,,0.34,0.25,58.53,1.21,39.33,66.39,108.46,5.04,1.8,,0.05,0.8,12.01,6.18,,12.43,8.54,0.91,0.86,8.33,0.25,,,0.85,5.52,0.02,9.43,1.52,55.62,11.96,14.28,,,6.06,,6.67,0.91,6.23,5.9,3.47,0.36,,0.42,,,,1.05,0.51,1.02,,,3.48,33.49,0.97,,0.97,1.03,3.94,12.63,7.03,16.05,,5.15,,7.89,9.66,,,9,46711985083.0,Motor Vehicles,Consumer Durables
GMAB,,25.64,,,18.3,,,,4.6,,17.7,16.54,,,22.2,9.45,,3.78,17.55,20.65,5.17,32.07,,101.3,0.15,0.03,,,,11.33,11.04,11.52,9.23,8.5,2.98,3.76,8.83,0.81,33.1,7.33,,14.73,18.8,18.37,19.54,53.1,96.1,294.86,,,23.7,,32.69,2.9,19.54,17.25,0.66,4.7,,0.45,0.37,,14.31,0.39,2.02,0.2,9.69,5.82,13.95,24.49,1.28,1.1,5.15,5.15,12.67,164.24,19.57,14.87,,45.78,,4.01,30.82,,,10,25015538287.7911,Pharmaceuticals: Major,Health Technology
GME,70.3,68.29,,,37.8,,,,,,,66.16,,,69.06,8.15,,5.37,7.88,27.9,6.23,77.54,43.87,5.99,19.76,0.12,,,,,324.12,,,171.16,1.88,1.92,,0.79,,,,5580.01,9.83,,,14.75,26.24,,,,0.93,,,2.71,232.5,225,,2,,,,,,1.89,5.21,5.42,3.9,3.19,,,,3.69,2.71,5.52,1.27,,,2.22,,,,0.28,,,,5,5561495766.0,Electronics/Appliance Stores,Retail Trade
GMED,59.48,72.76,5.24,,24.7,,19.6,10.8,2.5,1.75,20.5,80.37,,9.2,75.28,8,,0.85,1.3,84.72,2.51,285.48,22.43,80.45,1.26,0.13,,,,67.63,26.79,38.81,20.18,14.98,4.29,4.6,1.48,0.8,11.85,2.55,,24.73,13.64,37.21,20.37,102.83,58.14,22.23,,,3.69,,6.8,2.83,126.45,34.52,4.01,4.61,,2.88,2.74,,39.35,0.82,3.14,0.79,,11.07,27.87,2395.91,2.93,2.11,6.41,1.64,1.8,10.06,3.79,2.27,,2.91,,,55.74,,,10,6990402340.0,Medical Specialties,Health Technology
GMS,34.47,58.89,,2.6,24.4,,27.4,48.9,47.8,15.5,20.9,51.42,,,57.57,3.46,,0.08,0.03,101.7,2.31,56.49,36.52,48.57,3.01,1.14,,,,13.21,9.9,15.71,,9.46,0.97,1,7.57,0.38,6.33,9.02,,13.1,25.8,6.03,4.21,76.12,32.06,5.2,,,4.45,,7.39,2.65,16.35,12.92,0.52,0.73,,,,,11.5,1.34,9.47,,,,9.99,11.85,0.53,0.89,151.79,1.45,7.03,28.89,14.77,17.41,,10.17,,0.93,30.56,,,9,2554926872.0,Wholesale Distributors,Distribution Services
GNL,,28.44,,,,,,,,1.41,,20.87,12.67,4.52,25.08,,,0.07,0.03,7.36,0.17,,250.77,,8.83,2.15,,,16.04,38.2,11.63,28.01,,,,7.93,2.62,0.31,28.3,13.7,14.95,17.96,9.41,,12.17,10.53,82.29,0.71,,,,,28.94,0.74,,,,2.07,,,,8.16,7.29,0.7,,,,,5.98,11.36,,0.51,0.77,0.17,,219.99,2.81,,,2.66,,,,,,7,2570259192.0,Real Estate Investment Trusts,Finance
GNTX,,48.1,,1.7,7.4,0.3,7.4,8.9,,15.75,13,49.81,2.2,,47.45,15.37,,0.71,,30.4,3.69,100.32,43.73,51.87,,,,0.2,1.59,13.12,11.07,18.94,12.02,10.05,2.63,2.79,7.62,0.88,14.75,5.04,1.59,14.48,7.77,8.9,4.98,36.27,33.81,,,,18.37,,21.3,2.86,16.26,16.49,27.48,2.93,,1.28,1.73,,20.01,0.84,1.67,0.83,,9.5,13.52,19.16,,1.17,3.82,2.11,16.24,42.87,21.09,18.42,,20.05,,5.38,17.47,,,10,7479283447.0,Auto Parts: OEM,Producer Manufacturing
GO,,60.11,,,8.1,,8.5,,29.2,,7.3,65.23,,,62.81,2.26,,0.19,0.04,19.54,1.46,43.94,25.21,1.08,8.05,1.29,,,,35.76,16.92,,19.71,11.82,0.69,0.78,2.8,0.39,,,,20.67,11.15,,9.09,35.0,30.42,3.62,,,1.2,,2.01,1.5,36.57,23.31,3.95,0.44,,,,,,0.56,2.37,,,,18.74,,2.69,1.42,5.18,0.33,1.7,5.35,3.52,4.21,,2.4,,,,,,8,2972213273.0,Food Retail,Retail Trade
GOGL,23.95,42,,,6.9,129.7,141.6,,,13.22,8.1,26.09,44.68,,37.81,1.65,,0.41,0.07,11.14,1.17,25.03,5.66,11.33,3.09,0.74,,0.8,8.96,11.13,7.71,21.45,9.22,7.36,3.95,3.65,8.98,0.56,17.87,7.84,10.79,6.26,25.39,43.72,,8.14,33.02,2.86,,,21.99,,30.77,1.2,10.41,11.12,0.5,2.39,,,,,13.45,1.37,0.78,1.3,,,6.89,15.16,0.46,0.84,1.2,1,6.1,10.1,9.79,11.17,,8.72,,0.92,,,,6,1526200233.0,Marine Shipping,Transportation
GOGO,,60.7,,,,,7.5,,,260.2,,67.44,,,62.98,0.2,,1.82,0.26,8.12,3.58,181.51,56.7,44.47,4.58,12.71,,,,11.82,10.49,18.81,,,3.5,3.79,8.46,0.07,20.17,7.84,,17.17,13.53,,8.73,12.93,66.3,1.78,,,13.94,,24.78,19.81,19.26,19.26,3.26,2.7,,,,,13.4,0.63,,0.94,,,10.31,18.52,1.78,3.15,,2.81,7.1,53.23,18.18,116.85,,12.84,,8.59,,,,3,1579113261.0,Wireless Telecommunications,Communications
GOLD,30.48,45.23,4.69,0.4,2,10.6,,,,,,66.64,8.96,22.56,50.6,1.83,,1.39,0.89,18.22,2.65,80.75,58.48,16.05,0.8,0.2,,0.38,2.21,8.27,5.46,34.75,7.79,5.19,1.98,2.61,12.09,0.5,7.72,2.99,2.21,10.09,,36.04,13.45,20.29,34.32,8.9,,,13.18,,28.37,1.38,19.59,17.4,4.58,2.66,,,,,34.51,0.9,1.14,1.04,,,8.04,17.1,,1.03,1.63,2.06,3.52,14.16,8.92,6.93,,6.21,,2.72,107.18,,,7,29210986078.50733,Precious Metals,Non-Energy Minerals
GOLF,6.87,66.95,,5,0.8,8,29.8,22.6,7.9,26.11,18,73.28,2.89,,69.47,3.8,,0.19,0.14,71.96,2.1,172.26,49.3,53.62,2.16,0.85,,0.28,1.17,17.52,14.68,20.24,,11.94,1.99,2.05,5.71,0.38,10.13,5.66,1.19,20.2,21.34,8.96,3.19,62.98,53.48,5.46,,,7.78,,11.74,5.05,23.88,23.88,1.72,1.89,,,,,18.47,1.14,6.48,,,,14.18,19.94,1.33,1.69,39.32,1.14,8.33,33.35,16.54,21.41,,12.29,,5.3,31.65,,,9,3766308610.999999,Recreational Products,Consumer Durables
GOOG,19.14,44,0.8,2.6,11.3,,19.6,32.3,20.6,41.62,22.1,27.8,0.24,,38.18,13.28,,1.15,3.46,166.57,1.95,6.61,16.63,49.34,0.21,0.09,,0.05,0.24,17.77,15.74,35.73,15.86,13.17,5.15,5.87,5.63,0.73,16.43,2.75,0.48,18.6,22.6,19.18,12.02,166.44,57.85,370.12,,,27.74,,30.93,6.44,22.09,22.54,1.07,6.16,,0.72,1.22,,37.67,1,2.67,0.95,,48.85,19.98,36.1,1.09,1.97,7.17,1.95,22.98,71.52,34.07,32.19,,32.52,,3.36,43.83,,,10,1737697476151.0,Internet Software/Services,Technology Services
GOOGL,19.24,43.86,0.82,2.6,11.3,,19.6,32.3,20.6,41.62,22.1,27.54,0.24,,38,13.28,,1.15,3.46,164.76,1.95,6.61,16.63,49.34,0.21,0.09,,0.05,0.24,17.77,15.74,35.73,15.86,13.17,5.15,5.87,5.63,0.73,16.43,2.76,0.49,18.34,22.6,19.18,12.02,165.13,57.85,370.12,,,27.74,,30.93,6.43,21.85,22.29,1.06,6.14,,0.71,1.2,,37.6,1,2.66,0.95,,48.75,19.93,36,1.09,1.97,7.16,1.95,22.98,71.52,34.07,32.19,,32.52,,3.36,43.82,,,10,1737697476151.0,Internet Software/Services,Technology Services
GOOS,,39.96,,4.4,,,11.6,8.7,,0.01,17.2,50.3,,,41.84,2.21,,0.17,0.08,9.36,1.85,412.99,44.6,26.19,3.34,2.5,,,,15.43,7.87,10.14,,,1.13,1.59,6.48,0.23,16.02,16.21,,12.56,12.75,11.3,5.63,19.83,67.94,2.99,,,4.8,,9.56,3.58,22.08,15.96,3.99,1,,,,,6.65,0.47,2.41,,,,5.78,6.03,2.74,1.06,8.28,0.71,4.14,16.09,11.79,17.01,,7.52,,10.51,17.06,,,10,1624875076.9999998,Apparel/Footwear,Consumer Non-Durables
GPC,,47.2,,1.1,12.4,6.3,44,21,,29.79,12.8,54.7,4.12,,50.75,2.52,,0.12,0.18,124.8,1.17,120.85,141.63,37.44,3.16,1.28,,0.45,3.14,14.54,11.59,24.39,13.77,10.8,0.91,0.94,6.88,0.23,3.87,5.19,3.18,14.75,26.54,,3.09,164.77,36.42,19.49,,,4.67,,6.92,3.7,16.06,14.18,0.93,0.74,,1.06,1.68,,19.4,0.76,,0.83,,,12,15.76,0.59,1.11,,0.57,5.88,39.22,15.02,24.47,,10.49,,,20.13,,,9,20901381511.0,Wholesale Distributors,Distribution Services
GPCR,,29.55,0.66,,,,,,,,,18.24,,8.33,24.3,,,27.38,,,27.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,2.18,2.16,,,,,2.13,27.63,,,,,,,,,,,,,1168728571.0,Miscellaneous Commercial Services,Commercial Services
GPI,23.1,61.36,,8.9,34.6,44.2,34.9,35.4,,13.63,29.8,60.3,0.87,12.45,61.62,3.22,,0.02,0.01,421.14,1,50.42,13.18,4.98,5.41,1.84,,0.05,0.46,11.97,10.72,,12.95,11.19,0.5,0.58,8.35,0.3,,,0.46,10.45,26.88,,8.46,320.54,16.39,4.14,,,2.71,,4.96,1.88,11.25,10.88,0.31,0.29,,0.35,,,,1.31,,1.64,,,32.21,332.37,0.44,0.65,,0.24,6.02,20.75,15.96,18.42,,9.27,,,18.61,,,10,3694958540.000001,Specialty Stores,Retail Trade
GPN,,66.87,,4.4,,8.6,17.5,29.1,,12.52,14.3,69.94,16.57,,69.53,1.12,,0.34,0.17,117.08,0.93,,185.96,40.32,4.37,0.77,,0.09,0.86,20.43,11,15.31,10.41,9.55,4.57,4.41,4.89,0.46,28.81,9.69,0.86,9.18,19.1,46.76,,129.82,62.79,3.09,,,13.61,,19.92,1.31,22.05,10.41,1.21,2.99,,0.7,0.33,,10.41,0.9,,0.76,,,8.54,11.77,0.84,0.75,,0.93,2.71,97.05,5.17,6.05,,3.68,,0.73,38.26,,,10,32327640137.0,Miscellaneous Commercial Services,Commercial Services
GPOR,7.51,78.05,1.21,51.5,,,,,,73.54,123.2,90.79,,,83.64,3.18,,0.01,0.01,176.77,0.68,,45.64,47.81,1.05,0.34,,,,11.24,5.82,23.81,,4.53,2.85,4.29,8.9,0.66,18.04,5.22,,7.87,8.74,,15.22,105.39,56.97,1.63,,,28.41,,10,1.53,15.88,,,3.59,,,,,19.99,1.68,,,,,4.93,17.22,,1.35,1.53,0.68,8.01,14.84,12.07,12.01,,2.7,,4.65,42.19,,,5,2164854226.0,Oil & Gas Production,Energy Minerals
