Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
TEVA,98.73,41.84,,,,,,8.9,,,33.46,,6.15,37.9,0.23,,0.24,0.17,17.16,0.89,172.73,104.63,76.07,12.77,3.18,,,,78.42,23.58,26.13,12.78,9.31,2.09,2.12,1.28,0.15,8.16,7.05,,6.17,14.71,5.19,3.2,9.89,49.84,3.79,,,,,22.23,3.21,,6.17,,1.15,,,,,14.12,,1.54,,,10.41,,,1.87,,0.61,,7.54,1.54,,,22.62,,7.13,,,,4,11819032291.55805,Pharmaceuticals: Generic,Health Technology
TEX,12.76,54.93,1.2,23.5,74.7,78.3,287.4,28.4,86.14,19.8,57.22,2.24,,56.18,4.25,,0.35,0.56,54.3,2.39,109.73,61.83,46.69,0.98,0.32,,0.1,1.25,6.93,6.24,20.34,7.57,6.87,0.83,0.78,14.43,0.52,3.84,5.41,1.25,9.97,25.37,,3.62,55.52,22.18,9.83,,,9.09,,11.53,1.83,7.93,7.9,0.53,0.73,,,,,18.76,0.89,1.07,,6.59,10.86,17.05,0.33,0.95,2.18,1.16,12.62,39.03,22.08,26.74,,20.02,,5.88,21.05,,,8,3940878171.000001,Trucks/Construction/Farm Machinery,Producer Manufacturing
TFII,24.81,63.19,3.3,18.8,24,22.6,25.2,15.1,12.44,29.6,73.28,2.39,1.16,68.13,3.4,,0.04,0.02,147.21,0.98,1.29,33.52,41.38,2.44,1.15,,0.27,1.08,20.53,12.02,23.09,17.94,8.41,1.71,1.89,4.87,0.37,8.4,5.58,1.21,17.09,22.74,19.54,10.25,135.34,15.61,5.6,,,5.67,,9.33,4.65,26.81,24.85,1.06,1.55,,0.68,0.49,,18.42,10.52,1.8,,,11.61,13.82,1.37,1.38,96.85,0.96,7.05,23.4,13.7,17.87,,10.26,,,32.57,,,10,11250289355.07113,Trucking,Transportation
TFPM,36.86,39.23,,12.8,,,20.5,64.1,4.88,13.8,21.67,1.32,,32.09,33.19,,1.19,0.67,16.3,3.18,2.49,25.76,20.25,,0.02,,0.69,1.31,,,18.76,,,10.84,13.42,,0.96,76.13,5.71,1.36,22.03,,30.74,13.97,17.29,54.9,11.15,,,,,37.74,1.97,,52.75,1.58,13.73,,,,,17.98,2.18,,,,17.98,,2.15,,1.97,3.18,,,,,,5.65,,0.93,,,,4,2658788758.0252523,Precious Metals,Non-Energy Minerals
TFX,17.99,27.36,,9.7,,5.3,19.8,6.6,6.81,5.4,26.31,0.69,15.74,25.81,3.34,,0.39,0.13,198.67,2.42,173.01,33.53,53.95,3,0.42,,0.1,0.69,30.69,17.47,24.03,20.1,13.11,3.32,3.58,3.26,0.6,14.87,4.88,0.69,12.99,5.8,7.62,4.39,254.27,55.99,4.43,,,7.85,,13.28,2.06,39.5,14.72,2.07,3.11,,0.87,1.57,,20.82,,0.63,,,16.39,31.12,,1.26,,1.39,3.17,26.78,5.12,5.32,,5.46,,0.51,25.77,,,10,10030476579.0,Medical Specialties,Health Technology
TGLS,126.17,72.88,0.5,38.8,48.5,53.4,82.2,3.6,42.92,29.3,91.39,0.38,42.13,79.6,8.23,,0.5,1,72.15,2.21,111.21,70.1,77.65,0.51,0.2,,0.13,0.59,17.04,15.23,42.46,,,,4.38,5.87,0.62,9.95,2.48,0.62,17.11,21.66,8.57,7.7,45.32,42.17,26.23,,,17.82,,25.39,5.53,22.55,21.56,0.6,3.99,,,,,40.36,2.59,3.18,,22.74,22.07,30.26,0.95,3.21,5.79,1.63,15.62,45.36,29.73,26.64,,21.22,,1.14,51.17,,,9,1673814339.0,Building Products,Producer Manufacturing
TGNA,2.88,70.77,6.4,17,14.3,,,,113.45,1.5,71.4,4.01,5.38,71.74,2.96,,1.15,0.17,18.61,2.6,,19.14,75.3,3.37,1.09,,0.21,2.57,6.87,6.03,10.16,,7,1.96,1.9,14.56,0.4,18.66,18.41,2.69,9.33,23.62,20.62,,20.53,41.72,3.84,,,16.67,,22.12,1.05,6.53,8.02,1.27,1.09,,0.7,0.51,,5.88,,0.8,,,5.3,4.89,0.89,0.34,,2.6,6.93,107.67,12.22,17.44,,7.94,,20.95,6.69,,,10,3212260646.0,Broadcasting,Consumer Services
TGS,103.52,63.54,,104.8,,37.1,,,3.32,40.2,62.8,,11.52,64.17,3.08,,2.08,1.16,23.63,2.67,16.08,94.05,66.19,1.97,0.29,,,,,44.72,59.77,,,,57,,0.65,11.62,0.2,,13.09,21.73,,,4.16,58.72,8.63,,,27.6,,50.81,2.13,177.67,47.35,0.97,9.33,,1.02,5.29,,61.5,1.73,5.38,,,19.96,50.47,1.28,1.93,2.13,2.64,6.04,13.54,11.07,9.56,,10.07,,,81.48,,,9,3114344289.0624,Gas Distributors,Utilities
TGTX,117.03,72.42,,,,,,51.5,3203.25,1063,83.48,,33.45,76.76,10.01,,,3.03,31.68,,619.51,,70.71,19.63,0.59,,,,827.91,814.77,69.08,,,8.85,17.64,0.12,0.33,25.61,1.38,,32.62,,196.46,48.86,292.7,88.32,,,,,,,25.76,,,,18.65,,,,,73.5,,,,,73.5,163.3,,,25.76,,,11.49,1.66,,,,,,,,,1,1530912607.0,Pharmaceuticals: Major,Health Technology
TH,,76.36,,56,,64.5,,33.1,476.45,31.7,96.34,,,87.6,3.85,,0.66,0.79,9.65,0.89,,29.32,43,0.76,0.5,,,,5.28,3.7,6.5,,,2.84,2.01,18.94,0.57,29.31,14.51,,20.43,29.4,,,8.43,51.08,7.9,,,25.48,,36.26,2.44,8.77,9.1,0.67,2.06,,,,,7.07,1.1,,,,5.66,8.91,0.35,1,3.27,0.89,17.75,44.5,37.2,34.35,,19.8,,11.73,,,,5,1417264935.0,Hotels/Resorts/Cruise lines,Consumer Services
THC,189.68,56.23,2,293.5,,10.7,,,,5.7,61,,22.57,58.25,2.09,,0.74,0.32,164.86,1.58,39.16,129.67,50.03,1.89,3.36,,,,4.13,3.62,10.23,7.52,5.94,1.16,1.17,24.21,0.13,11.41,15.26,,14.34,28.98,21.23,2.91,86.48,82.61,3.37,,,14.91,,13.65,4.09,5.28,14.8,1.76,0.8,,0.48,0.42,,6.87,,3.87,,,5.13,3.41,0.69,0.82,,1.52,10.9,95.97,25.3,112.98,,8.98,,15.53,41.84,,,6,7085122014.0,Hospital/Nursing Management,Health Services
THO,20.26,62.77,1.5,13.3,5.4,,,1.9,,,78.89,2.08,3.99,68.32,3.91,,0.32,0.44,113.54,1.69,68.73,31.25,20.15,1.59,0.28,,0.39,1.71,15.37,9.41,16.59,15.8,10.21,0.7,0.67,6.51,0.58,4.04,6.73,1.76,23.6,22.99,23.18,3.95,77.99,14.46,4.78,,,2.64,,4.22,1.48,23.03,23.03,1.6,0.6,,1.6,0.71,,15,2.1,1.02,,,11.17,17.48,1.69,0.55,4.24,0.82,3.7,22.11,7.95,6.67,,6.02,,8.47,12.98,,,10,5080269158.0,Recreational Products,Consumer Durables
THRM,,54.17,1.4,4.7,,,4.2,,2.28,17.1,58.27,,,58.55,3.75,,0.41,0.6,44.03,2.02,72.06,75.6,65.45,1.64,0.38,,,,14.58,9.58,29.26,9.89,6.94,0.95,1,6.86,0.51,3.41,3.67,,14.25,6.11,12.45,4.18,73.38,25.62,7.51,,,4.61,,8.76,2.06,20.57,15.03,21.47,0.94,,,,,28,1.36,0.63,,13.73,12.45,22.57,,0.95,2.76,1.38,5.42,20.96,10.95,10.41,,12.09,,7.42,21.91,,,10,1878151861.0000005,Auto Parts: OEM,Producer Manufacturing
THS,5.26,38.92,1.1,,,,10.7,,45.54,,40.29,,17.84,39.12,1.4,,0.16,0.07,30.42,1.44,75.74,66.01,18.64,7.63,1,,,,58.36,16.49,,18.3,10.02,0.88,0.98,1.71,0.4,,,,9.99,10.56,11.58,3.22,43.8,15.65,1.58,,,,,3.22,1.02,,19.01,15.84,0.49,,,,,,,0.89,,,12.83,,3.46,0.86,,0.52,,5.47,1.65,,,3.34,,12.5,,,,4,2688691769.0,Food: Specialty/Candy,Consumer Non-Durables
TIGO,65.29,53.44,,8.8,,3.3,23.3,,,3.8,59.66,,18.58,54.66,1.24,,0.28,0.11,26.66,0.97,14.52,80.06,26.46,3.06,1.91,,,,10.3,4.72,17.81,7.54,4.16,1.85,1.91,9.71,0.27,10.72,13.72,,9.12,5.71,,2.16,17.05,74.91,1.94,,,2.7,,19.42,1.2,29.29,26.76,5.05,0.79,,,,,7.35,,0.85,,,2.98,9.18,,1.08,,0.95,1.1,28.59,9.34,4.33,,1.04,,6.92,222.13,,,5,2727115673.46,Wireless Telecommunications,Communications
TIMB,,40.23,,3.9,68.8,14,12.2,18.3,10.58,11.3,52.46,22.75,,43.52,1.71,,0.37,0.28,14.24,0.97,11.93,123,59.83,1.18,0.6,,0.87,5.59,7.4,3.48,6.29,7.46,3.81,1.92,1.85,13.51,0.48,32.64,22.9,5.59,9.79,25.42,19.51,5.47,15.05,53.21,2.18,,,12.71,,22.37,1.54,11.33,11.46,1.03,1.61,,,,,4.94,1.45,0.98,,,3.21,7.35,1.14,0.48,3.6,0.93,5.85,27.79,14.81,12.44,,10.3,,11.19,14.53,,,10,7379421956.785,Wireless Telecommunications,Communications
TIXT,,69.37,,23.1,,10.9,10.3,19,9.39,18.7,79.09,,,74.24,1.09,,0.22,0.09,4.27,1.09,,80.22,41.75,2.95,0.81,,,,13.86,5.17,6.88,10.99,8.67,0.71,1,7.22,0.44,11.36,25.66,,8.87,,,3.18,17.19,82.32,1.42,,,2.69,,7.64,0.58,,12.9,0.44,0.47,,,,,3.48,,,,,2.85,2.83,0.2,,,1.09,1.49,48.07,5.89,3.56,,3.43,,,,,,7,2260482840.9694247,Information Technology Services,Technology Services
TKC,32.41,62.78,,80.5,40.7,19.9,27,42.5,10.41,15.5,82.54,1.72,,71.13,2.1,,0.82,0.6,6.81,1.57,1.94,49.44,37.98,1.69,0.65,,0.15,1.28,16.83,3.66,125.54,,,,1.59,5.94,0.51,2.2,1.64,3.24,,25.45,,,3.4,17.62,1.32,,,9.05,,8.26,1.38,14.47,11.79,0.24,1.57,,0.45,3.39,,106.39,1.27,1.19,,,6.33,16.29,0.56,0.79,2.6,1.56,5.44,18.8,7.6,12.2,,14.14,,,45.43,,,10,4536958534.90425,Wireless Telecommunications,Communications
TKO,60.89,45.88,0.3,,,13.5,,8.6,,23.6,49.12,,27.52,46.04,1.69,,0.6,0.15,117.94,1.17,,12.37,27.56,4.4,0.74,,,,49.26,17.92,18.71,13.27,8.66,3.98,4.39,2.03,0.32,23.65,6.86,,34.58,,,28.38,0.0,68.29,0.94,,,,,8.78,2.37,,,,3.97,,,,,17.95,,,,,15.46,,,,,1.17,,29,2.04,,,9.35,,,,,,4,17318260484.0,Internet Software/Services,Technology Services
TKR,17.19,38.31,2.5,9,4.8,12.3,19.8,,14.02,12.9,35.24,2.07,,36.19,2.67,,0.45,0.18,75.35,3,142.84,41.77,58.84,2.89,0.8,,0.22,1.78,12.31,9,28.49,,,1.52,1.59,8.12,0.43,5.58,4.85,1.81,11.27,13.78,,,80.01,31.52,4.82,,,7.41,,13.44,1.8,15.67,12.56,1.63,1.15,,0.57,1.63,,20.84,2.72,0.99,,,12.54,21.18,1.62,0.85,12.92,1.62,5.21,22.03,11.23,12.7,,8.69,,,17.94,,,10,5166103298.000001,Industrial Machinery,Producer Manufacturing
TLK,,27.6,,9.8,2.8,2.4,5.1,,6.17,3,19.48,8.81,,23.42,2.66,,0.36,0.37,16.11,0.7,8.39,119.38,28.3,0.96,0.54,,0.75,6.81,7.41,4.22,9.72,6.83,3.83,1.98,2.13,13.5,0.48,21.4,13.07,6.81,8.95,13.39,2.78,2.95,26.53,68.26,8.39,,,15.05,,28.41,1.87,10.88,10.5,2.5,1.69,,0.96,0.5,,7.93,1.07,0.62,,,4,10.68,,0.68,2.16,0.69,7.95,22.07,20.53,16.77,,12.29,,5.12,10.96,,,10,23953244493.9918,Wireless Telecommunications,Communications
TLRY,,32.65,,,,52.5,,36.1,2.11,,19.57,,,27.85,0.32,,0.95,0.72,1.4,2.47,158.6,59.19,42.07,,0.11,,,,,,,,279.63,1.47,1.7,,0.82,,,,,,,10.62,2.42,29.42,,,,,,,0.35,,,,1.35,,,,,,,,,,,,,0.79,2.19,1.57,,,,,,,,5.81,,,,3,2060543827.9999995,Agricultural Commodities/Milling,Process Industries
TM,,48.85,1.2,14.9,16.9,27.5,31.6,5.3,10.37,20.3,49.43,1.95,,49.83,1.75,,0.5,0.39,174.75,1.23,45.77,48.29,113.54,4.32,1.06,,,1.14,9.08,6.71,,12.19,9.17,1.25,1.22,11.01,0.39,,,,7.91,17.49,,3.55,217.39,21.13,70.93,,,9.19,,11.33,1.02,8.23,7.8,0.46,0.78,,0.42,,,,0.62,1,,,9.56,22.7,0.4,2.26,1.06,1.07,4.83,28.94,10.42,12.63,,4.85,,,13.63,,,10,259135111007.63,Motor Vehicles,Consumer Durables
TMDX,135.65,30.03,,3.2,,36.8,12.4,,,92.7,45.67,,4.01,32.43,3.53,,5.5,0.64,94.69,8.2,104.27,27.28,68.7,8,2.47,,,,67.63,49.17,,,,5.79,7.94,1.48,0.27,,,,57.27,,,38.22,219.69,59.34,2.18,,,8.14,,7.84,15.13,100.73,103.71,4.51,8.18,,,,,,8.13,,,,88,,,,16.19,7.33,4.45,16.05,6.94,19.83,,10.14,,,,,,,1942813233.0000005,Medical Specialties,Health Technology
TME,73.41,48.32,0.1,,,7.8,5.2,11,5.62,,50.6,1.19,,48.28,5.46,,1.86,4.07,10.5,2.34,0.19,118.66,36.61,0.81,0.1,,0.24,1.32,16.79,16.79,13.5,14.56,13.22,3.81,4.53,5.96,0.74,33.04,7.06,1.32,13.6,19.93,18.26,7.24,6.93,39.3,59.22,,,20.36,,22.43,2.1,21.17,18.78,1.1,4.32,,,,,13.16,1.87,,42.78,14.81,13.16,32.11,1.39,1.15,3.47,2.34,7.28,886.44,11.44,9.81,,10.22,,1.3,,,,8,10824897677.12353,Internet Software/Services,Technology Services
TMHC,56.67,62.14,6.2,22.5,,37.1,39,,74.25,12.4,71.29,,13.16,65.77,3.94,,0.31,0.12,71.09,8.73,366.75,17.17,,1.85,0.39,,,,8.22,7.93,646.33,8.55,6.14,1.16,1.21,12.17,0.61,0.19,0.2,,7.68,27.17,13.29,6.95,44.24,24.42,155.08,,,10.39,,14.79,1.29,9.4,8.73,0.25,0.99,,0.32,18.24,,555.36,0.77,1.63,,2.11,287.79,,0.36,0.6,1.46,0.89,9.16,19.13,14.41,15.01,,11.15,,6.38,16.12,,,10,4892329689.0,Homebuilding,Consumer Durables
TMO,33.11,32.26,0.8,11.6,16.7,4.1,3.3,1.5,0.08,11,26.7,0.59,0.66,30.12,3.99,,0.46,0.19,547.8,1.63,76.36,38.07,70.16,3.07,0.72,,0.07,0.28,28.64,20.66,30.83,22.9,20.67,5.26,5.61,3.49,0.49,18.35,3.71,0.29,23.33,13.83,6.8,4.2,560.95,40.77,5.06,,,14.48,,17.48,4.28,34.34,25.55,1.68,4.98,,0.82,1.14,,27.16,,1.08,,,23.2,30,2.36,1.61,,1.26,6.24,56.44,9.87,13.11,,8.02,,1.44,41.69,,,10,198968695238.0,Medical Specialties,Health Technology
TMUS,44.33,73.88,1.3,0.9,,8.6,37.6,,45.59,3.4,85.06,1.1,29.74,77.22,1.87,,0.47,0.08,236.88,1.08,19.93,49.54,20.34,3.87,1.81,,0.3,1.1,22.59,12.74,38.42,19.54,11.49,4.5,4.78,4.43,0.31,12.46,3.63,1.49,22.2,10.25,21.6,4.2,153.84,63.42,4.94,,,12.96,,21.13,4.29,27.01,27.01,3.14,3.52,,1.71,2.45,,28.26,,2.31,,,13.02,43.41,2.73,5.08,,0.99,4.98,24.43,9.06,16.29,,6.44,,3.99,56.4,,,10,166974572480.0,Wireless Telecommunications,Communications
TNC,11.42,52.72,,12.3,6.5,18.6,41.7,16.3,150.34,7.2,62.11,1.55,,56.23,4.22,,0.33,0.37,90.31,2.17,94.06,59.61,73.38,1.31,0.38,,0.17,1.24,14.31,10.11,19.41,,,,1.48,6.99,0.53,7.56,5.63,1.3,14.19,14.04,4.81,2.25,87.71,42.93,13.12,,,8.52,,10.34,2.63,15.93,13.52,1.65,1.36,,0.44,0.75,,17.88,1.66,1.06,,69.57,14.78,21.59,1.36,1.55,4.46,1.43,9.47,29.49,14.98,17.97,,12.67,,5.97,28.31,,,9,1426092620.0,Industrial Machinery,Producer Manufacturing
TNDM,159.59,36.61,,,,,,,,12.1,38.27,,,37.5,1.25,,1.83,0.99,31.07,2.9,130.95,40.91,43.08,,2,,,,,,,,148.34,2.05,2.4,,0.25,,,,,,33.51,14.18,45.72,49.79,,,,,,,8.58,,,,2.39,,,,,,,0.58,,62.7,323.84,,,7.67,8.58,2.32,,,,,,,,,,,,1,1415440092.0,Medical Specialties,Health Technology
TNET,,58.86,8.6,,,17.3,18,3.2,28.61,13.3,78.04,0.8,,65.43,2.18,,0.12,0.27,96.6,1.07,,8.86,1.17,2.25,8.63,,0.14,0.77,13.57,11.3,23.42,16.57,14.18,1.11,1.12,7.37,0.04,4.65,4.82,1.03,17.87,21.7,,3.89,118.18,19.65,5.42,,,5.29,,6.98,37.15,18.65,17.66,0.83,0.99,,0.56,1.85,,21.42,,0.9,,,15.82,36.69,1.13,0.91,,1.07,7.28,1045.69,32.59,285.87,,17.48,,,24.52,,,10,7044179846.0,Miscellaneous Commercial Services,Commercial Services
TNK,10.94,23.58,,11.9,,34.2,47,22.1,,14.7,16.83,2.24,,18.87,7.52,,4.58,8.57,44.41,6.8,24.78,16.3,29.63,0.1,0.03,,0.09,2.24,2.65,2.18,2.64,2.77,2.23,1.48,0.96,37.74,0.91,36.71,28.67,2.24,3.97,5.14,,,40.46,36.95,36.14,,,35.44,,32.79,0.87,3.65,3.78,,1.27,,,,,3.53,0.39,1.77,5.31,3,2.98,2.9,,0.42,0.88,6.35,22.73,32.73,24.8,26.21,,27.64,,20.55,10.21,,,7,1310615563.0,Marine Shipping,Transportation
TNL,32.07,77.31,6,,4,185.1,,1.3,3148.25,25.8,89.86,3.18,1.01,82.67,2.28,,0.15,0.04,52.95,3.55,1790.02,95.51,16.73,6.52,,,0.33,3.69,12.24,10.59,21.16,10.97,8.32,2.2,2.36,8.17,,11.17,11.83,3.78,8.38,28.35,9.98,3.74,49.62,93.73,2.91,,,10.99,,19.58,,8.99,8.84,0.59,0.98,,,,,8.82,,1.02,,,7.3,186.44,0.36,1.42,,2.61,6.23,66.07,13.49,,,10.7,,6.3,9.47,,,9,2848303526.9999995,Hotels/Resorts/Cruise lines,Consumer Services
TOL,86.53,60.54,6.4,19.3,23.6,47.9,53,16.2,91.05,18.6,73.99,1.26,17.98,64.77,4.5,,0.32,0.3,154.79,4.15,461.24,30.29,23.81,1.43,0.4,,0.07,0.57,9.03,8.69,21.24,8.86,8.2,1.63,1.7,11.07,0.56,8.02,5.4,0.58,10.59,25.11,7.78,4.47,83.69,27.93,,,,14.63,,18.87,2.11,10.67,11.6,0.46,1.56,,0.38,0.64,,19.62,1.06,1.6,,2.82,18,20.73,0.47,0.84,2.11,0.49,12.04,23.62,19.5,21.87,,15.11,,6.89,22.56,,,10,8369389735.000001,Homebuilding,Consumer Durables
TOST,100.85,84,,,,,2.1,,,59.6,94.43,,5.63,88.96,17.39,,1.7,47.11,38.6,2.41,11.27,3.49,6.49,1.59,0.02,,,,,1187.7,79.27,59.51,48.16,3.4,4.33,,0.64,5.43,1.15,,122.14,,,23.32,28.32,23.25,,,,,,,15.38,,,,4.7,,,,,88.29,,,46.28,21.56,73.05,,,,17,2.27,,,,,,,,,,,,,11420913244.0,Packaged Software,Technology Services
TPH,54.99,54.2,7.8,19.8,,13.5,16.1,,5.67,14.1,79.59,,9.78,61.18,4.9,,3.13,0.63,42.73,19.56,360.59,6.44,6.15,1.76,0.33,,,,7.63,7.25,11.53,,,1,0.99,13.11,0.68,8.47,9.53,,9.4,28.89,15.76,8.51,33.42,23.27,,,,10.26,,12.93,1.23,8.87,8.87,0.37,0.92,,0.29,0.94,,10.68,0.72,1.17,,1.5,10.03,11.37,0.36,0.51,1.29,3.78,9.57,17.37,12.61,15.01,,11.11,,8.59,14.06,,,10,2851040403.0,Homebuilding,Consumer Durables
TPR,60.99,66.48,6.3,2.6,,11.8,13,4.8,,12.1,70.08,2.73,12.98,68.31,2.01,,3.94,0.83,50.7,4.93,186.7,93.15,14.18,6.44,2.95,,0.32,2.77,11.85,9.89,11.52,10.13,8.78,1.72,2.03,8.44,0.22,17.8,10.04,2.77,11.14,,5.72,2.57,42.18,73.91,8,,,12.12,,17.09,3.96,14.65,11.58,,1.79,,,,,9.95,3.97,0.96,,,9.09,10.28,,1.16,29.65,4.38,6.53,51.49,10.52,29.41,,17.35,,,21.67,,,9,7048341506.999999,Apparel/Footwear Retail,Retail Trade
TPX,35.18,73.01,5.6,,,12.2,7.9,,3.78,17.1,91.73,0.9,,81.4,4.1,,0.1,0.04,55.74,1.14,65.97,46.05,35.54,3.77,5.23,,0.2,0.9,20.05,16.01,24.13,15.76,12.26,2.44,2.56,4.99,0.12,10.63,5.37,0.93,19.56,22.24,10.17,2.78,42.3,44.33,4.7,,,7.96,,12.43,17.15,25.45,22.48,0.9,2.03,,0.83,0.76,,19.09,,1.54,,,15.79,23.76,1.24,1.6,,0.65,8.53,35.81,17.44,105.82,,12.42,,3.52,33.99,,,10,7702299586.0,Home Furnishings,Consumer Durables
TR,1.82,65.55,1.3,3.9,3,15,20.4,7.5,28.12,19.3,86.24,1.33,1.34,73.88,6.25,,1.71,10.74,31.75,3.59,81.18,14.62,29.92,0.12,0.02,,0.2,1.13,19.75,16.92,20.58,,,,2.95,5.06,0.76,14.28,4.53,1.14,,10.56,,,38.31,33.87,,,,12.89,,12.4,2.61,24.27,24.27,2.7,3.12,,,,,21.86,1.97,,,33.64,18.12,22.65,,,3.65,2.6,8.53,35.64,10.81,11.23,,8.16,,1.32,28.6,,,10,2170136455.0,Food: Specialty/Candy,Consumer Non-Durables
TREX,5,73.53,2.1,9.1,,11.5,7.8,154.9,10,9.9,88.24,,,81.46,16.19,,0.05,0.12,73.15,1.4,67.63,24.32,63.47,0.29,0.12,,,,25.31,21.63,164.84,25.71,21.48,6.63,6.83,3.95,0.7,4.15,0.62,,33.57,15.59,9.42,6.49,68.19,42.52,,,,20.23,,26.99,8.89,33.4,33.4,2.29,6.74,,1.09,10.01,,161.84,3.73,1.16,,,31.31,89.98,2.33,3.81,9.09,0.66,20.71,32.33,34.44,29.86,,22.79,,2.22,48.77,,,10,7046827929.000001,Forest Products,Non-Energy Minerals
TRGP,96.03,84.11,0.8,1.9,15.2,,22.1,2.3,25.55,25.9,94.68,0.5,46.43,88.94,2.61,,0.05,0.01,196.31,0.77,11.3,48.53,30.22,3.56,5.57,,0.45,1.4,21.54,14.12,175.1,18.97,12.37,2.51,3.5,4.64,0.12,1.98,0.75,1.53,23.86,21.76,36.31,9.56,79.28,25.6,3.43,,,7.78,,16.22,16.65,35.5,35.5,,2.7,,,,,138.81,11.51,2.95,,,13.34,27.7,1.41,7.01,84.98,0.61,6.01,16.13,14.47,48.52,,10.71,,0.24,3271.83,,,7,18939482467.0,Gas Distributors,Utilities
TRI,27.76,54.65,1.9,7.1,9.9,5.1,24.2,16.2,,7.2,61.42,1.65,,57.24,8.59,,0.46,0.52,168.27,0.94,6.6,113.85,52.73,1.17,0.27,,0.59,1.25,41.32,28.97,39.51,35.13,25.05,10.29,10.86,2.42,0.64,28.2,2.67,1.28,41.85,12.78,10.13,7.48,150.13,84.72,8.24,,,32.15,,21.84,6.55,33.12,46.72,2.35,10.92,,,,,38.7,,1.72,,,30.09,35.81,4.36,3.07,,0.94,12.3,435.84,12.42,20.29,,10.12,,4.44,32.61,,,10,59143979184.04167,Internet Software/Services,Technology Services
TRIP,,43.02,,,,,,,,40.2,28.36,,,37.49,2.02,,1.4,1.22,14.22,1.85,,121.07,42.7,3.58,0.96,,,,11.17,7.3,32.05,10.64,7.3,0.97,1.02,8.95,0.35,3.36,3.08,,10.4,,86.08,5.39,24.01,90.96,2.74,,,1.99,,6.95,2.1,59.25,48.87,,1.18,,,,,29.55,7.99,0.29,,,15.18,,,1.02,27.35,1.85,1.34,79.05,8.71,4.17,,2.71,,0.47,101.57,,,7,2205046997.9999995,Other Consumer Services,Consumer Services
TRMB,50.56,81.78,0.6,8.4,,5.1,6.1,,,6.9,91.8,,10.93,86.81,4.29,,0.52,0.54,73.7,1.16,62.01,48.39,61.97,0.83,0.33,,,,8.99,8.14,38.96,,19.54,5.52,5.18,11.12,0.6,13.16,2.66,,24.74,20.42,8.03,,55.42,63.11,3.34,,,40.67,,11.5,3.06,12.32,28.46,3.7,5.03,,1.94,3.09,,38.17,,1.44,,,35.4,9.24,1.62,1.72,,1.07,15.5,439.52,27.05,29.9,,3.45,,1.69,38.59,,,10,12748834603.0,Packaged Software,Technology Services
TRMD,1.51,13.26,,16.6,102,47.3,79.4,65.1,59.68,24.9,3.65,25.71,,7.67,3.03,,1.85,0.42,23.45,3.18,39.65,25.29,51.23,1.33,0.62,,0.83,26.1,3.88,3.2,7.14,5.93,4.32,2.85,1.87,25.77,0.59,26.21,18.67,24.98,5.44,23.72,,,22.81,61.66,10.16,,,43.72,,42.25,1.1,3,3.34,0.09,1.34,,,,,5.13,0.41,1.5,,,2.51,3.57,0.14,0.89,1.1,2.94,22.95,30.65,27.96,40,,25.54,,20.33,5.21,,,7,2129629553.3762631,Marine Shipping,Transportation
