Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
RACE,35.62,59.34,0.8,20.6,17,27,33.8,88.5,20.8,75.88,1.33,13.65,64.28,9.38,,0.47,0.43,422.78,1.6,110.05,103.31,17.99,1.31,1.01,,0.25,0.63,43.44,30.9,83.57,39.55,28.68,11.08,11.77,2.3,0.35,14.91,1.33,0.63,48.52,18.49,11.65,8.28,351.92,49.77,,,,21.79,,27.32,22.2,54.12,54.12,3.45,10.9,,1.9,3.43,,75.8,13.52,,,,37.42,59.36,2.81,6.7,82.41,1.22,16.74,108.22,27.09,46.24,,23.6,,1.54,88.26,,,10,74219346711.43097,Motor Vehicles,Consumer Durables
RAMP,10.22,33.91,1,,,,,,13.3,17.27,,,27.55,6.6,,1.7,8.74,26.97,2.78,,166.75,99.03,1.22,0.04,,,,69.3,46.26,15.52,98.16,70.76,2.53,2.43,1.44,0.77,15.64,5.71,,,,100.66,10.84,34.81,72.79,,,,1.8,,3.5,1.88,149.83,97.72,,2.78,,,,,17.72,4.34,0.72,20.59,5.6,16.99,78.62,,27.52,4.33,2.78,0.99,36.99,2.3,1.27,,1.2,,3.5,25.21,,,5,1939288252.0,Packaged Software,Technology Services
RARE,8.52,72.76,,,,,,,9.9,84.46,,,78.2,,,1.68,10.11,49.08,2.43,226.37,314.56,60.44,,0.29,,,,,,,,,8.11,9.49,,0.11,,,,,,25.28,24.29,54.97,88.59,,,,,,,29.04,,,,8.53,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,2693690533.0,Pharmaceuticals: Major,Health Technology
RBA,31.6,34.63,,46.4,10.4,22.4,18.3,,22.4,15.37,2.39,20.14,26.29,2,,0.32,0.1,71.77,1.29,29.7,36.31,45.85,3.48,0.8,,0.33,1.49,25.38,14.18,54.14,31.11,19.24,4.25,4.3,3.94,0.46,8.19,2.63,1.49,33.62,19.05,5.53,7.05,95.81,47.47,3.08,,,8.08,,18.7,2.67,43.23,21.81,1.14,3.22,,0.92,2.1,,39.32,,0.77,,,18.8,26.14,1.39,1.71,,1.17,2.85,27.3,6.75,6.38,,5.68,,,49.84,,,10,11871943674.34594,Internet Software/Services,Technology Services
RBC,23.76,41.66,,24.5,,39.2,20.6,14,30.2,21.98,,0.26,35.01,3.62,,0.22,0.05,274.27,3.28,250.87,53.93,57.13,2.8,0.47,,,,26.89,19.91,37.92,,,,5.87,3.72,0.59,17.4,3.03,,34.08,22.14,20.95,6.49,289.44,42.97,4.4,,,13.45,,22.2,2.91,42.85,34.16,1.67,5.13,,2.41,1.04,,33.18,,1.11,,,29.2,36.91,1.56,1.82,,1.16,4.48,33.92,7.76,7.95,,6.29,,2.69,61.77,,,10,6979277167.0,Metal Fabrication,Producer Manufacturing
RBLX,3.2,48.42,,,,,,,38,32.62,,,42.32,1.59,,0.73,1.41,36.53,1.03,,31.51,39.9,,14.09,,,,,,56.11,,182.57,6.89,8.39,,0.02,7.92,0.99,,,,7.96,24.19,51.81,77.43,,,,,,,192.26,,,,7.28,,,,,99.78,,,,,35.71,,,,,1.03,,,,,,,,,,,,,17214047785.0,Packaged Software,Technology Services
RCI,,59.31,,1.3,,8.8,11,,10.2,67.19,4.01,,63.46,0.89,,0.04,0.01,38.09,0.65,16.25,124.04,83.23,5.62,4.37,,0.43,3.89,20.41,8.83,46.23,15.07,7.48,3.62,3.57,4.9,0.15,7.91,5.84,3.81,14.83,10.66,9.16,4.02,56.39,45.44,2.15,,,4.3,,22.83,2.65,32.09,11.19,2.73,1.36,,0.9,1.36,,17.35,,0.67,,,4.85,10.22,2.12,1.19,,0.6,1.26,13.85,5.96,8.11,,4.28,,,15.42,,,10,22071733053.297974,Wireless Telecommunications,Communications
RCKT,14.71,37.6,,,,,,,,15.48,,,29.72,,,10.02,,,10.47,,,,,,,,,,,,,,149.67,,,,,,,,,77.03,,,,,,,,,,4.1,,,,,,,,,,,,6.65,6.29,,,,,4.79,10.47,,,,,,,,,,,,,1888323692.0,Biotechnology,Health Technology
RCL,50.87,30.44,,,,,,,68.3,13.98,,29.35,23.29,1.25,,0.04,0.02,139.77,0.19,10.49,34.54,9.56,4.01,3.62,,,,14.57,10.51,,13.55,9.82,3.45,3.73,6.86,0.16,,,1.15,12.74,16.45,29.79,12.01,145.51,46.28,2.61,,,16.31,,24.03,5.99,15.24,13.87,,2.6,,,,,,2.07,1.03,,,8.39,19.06,,,6.92,0.17,7.23,13.02,15.7,52.81,,9.16,,3.74,,,,7,24956409272.000004,Hotels/Resorts/Cruise lines,Consumer Services
RCM,,65.03,,108.2,,,,104.7,,76.66,,4.19,69.54,1.69,,0.45,0.07,13.95,1.79,,4.8,41.82,5.79,0.85,,,,66.63,19.72,35.62,,14.82,3.15,3.52,1.5,0.49,9.89,3.88,,198.55,5.09,,12.39,17.82,20.75,1.76,,,,,10.49,2.08,,134.13,3.89,2.62,,,,,27.14,,1.39,,,18.6,57.4,,2.03,,1.79,,33.45,2.52,,,10.72,,,,,,5,6485477328.0,Miscellaneous Commercial Services,Commercial Services
RCUS,,47.51,,,,,,,3.6,39.44,,,46.08,0.89,,4.88,90.46,13.78,5.22,,,59.14,,0.02,,,,,,,,,,1.62,,0.55,,,,,,,20.28,31.01,,,,,,,,1.77,,,,4.71,,,,,,,,3.06,2.62,,,,15.66,1.77,5.22,,,,,,,,,,,,1,1532540307.0000002,Biotechnology,Health Technology
RDNT,79.61,36.13,,42.5,,4.9,,,5.9,14.56,,60.51,28.44,2.1,,1.23,0.35,55.22,1.86,,70.37,38.39,4.92,1.75,,,,42.19,16.42,311.56,,,,3.07,2.37,0.29,0.98,0.4,,100.51,3.62,57.81,7.66,28.0,13.68,1.5,,,1.28,,5.87,4.68,184.27,99.25,14.6,2.25,,7.95,15.05,,188.01,13.98,3.25,,,17.82,,,7.21,44.53,1.86,0.79,10.04,5.31,3.49,,4,,,240.35,,,9,1932197662.0,Medical/Nursing Services,Health Services
RDY,12.82,69.59,,17.3,17,30,33,,13.7,75.05,1.17,7.12,71.29,8.46,,0.9,3.09,80.79,2.55,186.6,89.58,97.83,0.35,0.1,,,0.6,14.56,12.06,52.17,14.57,12.05,3.51,3.67,6.87,0.71,7.29,1.88,0.6,20.04,21.91,,5.63,72.43,59.06,48.94,,,19.26,,22.73,3.82,20.16,21.72,0.94,3.89,,,,,53.73,2.08,1.13,,7.58,26.4,23.95,0.87,2.23,4.44,1.9,14.96,49.77,26,20.72,,20.9,,0.02,36.89,,,10,11652751801.924482,Pharmaceuticals: Major,Health Technology
RELX,41.95,51.24,0.9,19.2,6.9,10.9,18.7,17.8,9.5,41.84,2.33,11.27,48.71,4.45,,0.03,0.02,44.16,0.48,35.58,17.02,81.68,,2.17,,0.57,1.7,27.84,21.82,36.97,25.45,20.03,7.79,7.89,3.59,0.22,21.61,3.05,1.7,33.03,7.69,13.85,5.86,38.31,64.89,,,,19.44,,28.77,19.89,34.77,33.92,6.52,7.11,,2.55,2.42,,32.86,,1.48,,,26.48,32.51,6.7,3.33,,0.42,11.59,1074.53,25.86,49.23,,12.29,,1.73,42.06,,,10,65494446979.65019,Miscellaneous Commercial Services,Commercial Services
RELY,,51.75,,,,,,23.7,45.7,46.89,,,51.06,4.91,,0.54,6.21,13.17,2.46,,16.69,113.26,,0.05,,,,,,,,,,2.27,,0.61,,,,,,,26.51,20.28,58.06,,,,,,,4.43,,,,2.26,,,,,,,,,5.46,,,,,5.05,2.46,,,,,,,,,,,,,4711164612.0,Miscellaneous Commercial Services,Commercial Services
REPL,,56.99,,,,,,,,48.81,,15.04,54.29,,,10.4,,,10.72,,,,,,,,,,,,,,12.55,,,,,,,,,23.25,,,,,,,,,,1.59,,,,,,,,,,,,1.94,1.86,,,,,1.59,10.72,,,,,,,,,,,,,1055444175.9999998,Biotechnology,Health Technology
RES,,55.14,,17.4,,,,154.4,39.2,46.95,2.42,,54.29,6.38,,1.73,9.23,6.53,4.61,34.15,29.05,83.82,0.1,0.03,,0.29,2.42,8.01,4.49,6.22,,,1.24,0.84,12.48,0.8,13.46,14.06,2.42,12.21,,,,8.16,19.73,249.14,,,8.08,,8.98,1.32,11.87,11.87,,0.97,,,,,7.06,0.86,0.67,,3.25,3.47,4.88,,0.99,1.41,3.86,9.28,18.92,13.55,11.61,,10.77,,3.73,32.65,,,6,1895742592.0,Oilfield Services/Equipment,Industrial Services
REXR,,57.11,,16.2,20.9,13.5,34.6,,13,45.27,8,,53.57,1.76,,0.28,0.04,47.44,0.92,,258.54,58.78,5.46,0.42,,1.43,3.38,40.14,23.1,117.33,,,,16.34,2.49,0.65,13.92,1.16,3.51,39.53,13.61,8.12,14.39,63.89,77.32,4.52,,,30.8,,38.32,1.31,39.53,42.55,4.09,11.6,,,,21.68,83.22,1.6,0.84,,,21.85,33.28,3.6,1.25,1.35,0.92,2.37,,3.24,3.47,,2.99,,,71.88,,,10,10718454864.0,Real Estate Investment Trusts,Finance
REZI,24.49,42.83,,10.7,,17.6,76,18,1.7,24.05,,13.49,36.71,2.03,,0.44,0.42,19.35,1.93,78.61,72.43,58.15,3.11,0.52,,,,10.4,8.2,11.19,,4.98,0.62,0.62,9.62,0.43,5.5,12.03,,12.02,24.71,15.47,2.3,21.15,27.12,9.57,,,3.17,,9.45,1.02,14.55,12.99,0.64,0.45,,,,,8.38,,,,,6.38,9.17,0.52,0.73,,1.26,3.01,32.35,7.27,7.29,,7.8,,0.31,,,,8,2368349848.0,Electronics Distributors,Distribution Services
RGEN,,68.45,,8.2,,9.7,2,25.5,18.6,72.77,,,72.36,7.07,,4.64,1.09,162.45,6.65,219.78,21.48,71.46,8.08,0.37,,,,419.2,97.81,75.42,118.29,82.34,14.38,14.93,0.24,0.69,19.8,1.31,,377.21,20.65,16.33,10.03,148.6,42.48,,,,,,,4.57,,138.63,4.47,15.2,,4.04,3.65,,76.89,9.5,1.12,,32.04,58.99,109.59,6.15,3.86,14.62,5.56,,3.56,0.87,,,0.24,,,147.45,,,10,9227671118.0,Pharmaceuticals: Major,Health Technology
RGLD,15.53,51.61,,8.3,11.3,8.1,6.2,30.7,6.6,33.5,1.88,17.19,45.03,14.43,,1.79,0.94,129.47,2.5,15.48,13.96,25.71,0.32,0.05,,0.46,1.2,29.25,19.25,19.93,24.69,12.31,10.39,15.16,3.42,0.88,76.05,5.23,1.24,27.17,10.68,21.17,10.59,111.1,56.97,11.13,,,38.12,,50.1,2.92,38.15,38.04,1.17,14.52,,,,,19.11,2.22,1.12,,,19.07,101.11,4.05,2.28,2.92,2.35,6.55,9.72,9.09,7.81,,7.29,,3.77,61,,,8,7394580987.000001,Precious Metals,Non-Energy Minerals
RH,,46.66,4.4,,,6.7,,,10.4,32.55,,,42.59,1.48,,0.11,0.03,247.36,1.19,166.26,39.04,6.98,7.94,,,,,24.33,17.94,,20.11,15.09,2.6,2.76,4.11,,,,,32.17,16.97,49.06,9.11,353.0,45,1.34,,,2.72,,10.66,,68.52,61.38,4.01,1.6,,1.78,,,,,0.84,,,30.55,,4.43,1.66,,0.34,1.86,13.53,9.71,,,8.12,,0.44,28.37,,,9,5586114300.999999,Specialty Stores,Retail Trade
RHI,,47.03,2.4,12.3,12.2,12.1,14,3.9,10.2,46.41,5.49,,46.91,5.71,,0.43,2.29,62.4,1.76,,15.19,55.26,0.56,0.16,,0.85,3.2,19.2,14.68,17.17,17.81,15.46,1.08,1.05,5.21,0.5,6.1,5.63,3.37,23.45,11.75,13.8,,71.03,39.51,,,,5.26,,5.46,4.39,20.8,26.31,3.99,1.09,,1.66,0.88,,17.88,2.47,0.87,,8.43,15.7,15.63,,1.03,5.23,1.76,10.54,42.61,18.78,20.19,,13.25,,7.54,14.86,,,10,8041879291.000001,Personnel Services,Commercial Services
RHP,11.75,45.73,,36.7,59.4,,,,57.3,38.86,4.41,,43.64,1.45,,1.05,0.14,96.28,1.56,3.24,75.94,18.59,4.74,6.23,,0.86,4.41,19.59,13.23,40.81,,12.16,3.84,4.09,5.1,0.11,9.54,4.91,4.52,22.68,,,5.63,117.4,31.43,2.09,,,14.21,,21.43,10.25,19.93,19.61,,2.62,,,,10.72,20.6,3.21,0.87,,,11.19,20.02,,3.23,13.03,1.56,6.42,12.8,11.01,62.2,,15.04,,,47.9,,,8,5140728660.0,Real Estate Investment Trusts,Finance
RIG,,43.67,,,,,,,,29.56,,2.41,39.69,0.19,,0.3,0.07,5.01,1.36,206.75,149.04,65.43,9.38,0.68,,,,812.75,14.63,,30.92,10.21,3.16,3.7,0.12,0.53,,,,715.71,125.48,,14.14,5.4,75.8,,,,,,,0.41,,,,1.34,,,,,,,1.44,,,37.13,,,0.47,0.41,1.08,,0.08,0.07,,,,,1.57,,,,2,6502910082.0,Contract Drilling,Industrial Services
RILY,,48.49,,,50.4,,,,21.3,49.18,287.39,,50.67,0.42,,0.66,0.08,17.09,3.49,67.14,32.11,28.48,17158.23,9.99,,,17.56,,19872.42,26.35,,,,1.7,,0.05,6.45,19.38,11.69,,15.51,,,61.81,61.45,0.68,,,,,8.02,2.25,,,,0.33,,,,,5.1,,0.26,,,4.71,,,1.39,,3.13,,,,,,1.64,,25.6,7.53,,,7,1398353234.0,Investment Banks/Brokers,Finance
RIO,5.62,40.75,,7.1,3.8,3.2,2,,8.7,41.34,12.82,0.21,40.77,2.94,,0.82,0.69,62.97,1.7,110.61,56.19,22.24,0.64,0.26,,0.67,6.96,6.43,4.79,14.91,6.2,4.67,2.02,1.97,15.55,0.54,13.18,7.05,6.96,8.54,15.54,,,64.88,59.96,9.52,,,19.84,,28.62,1.83,9.56,9.65,1.64,1.86,,0.45,0.53,,14.2,0.92,0.88,,,6.6,7.82,1.6,0.6,1.99,1.16,10.62,25.05,18.56,19.94,,13.31,,6.06,9.89,,,9,110453113491.712,Other Metals/Minerals,Non-Energy Minerals
RIOT,,36.49,,32.3,,45.2,,,77.3,16.27,,,29.52,11.46,,6.57,27.78,8.31,7.65,,20.26,20.45,,0.01,,,,,,,,19.01,4.94,7.09,,0.95,,,,12.94,,,46.44,8.78,18.58,,,,57.58,,,0.91,11.54,,,6.58,,,,,,,0.26,4.72,3.9,,24.14,,,0.92,7.65,7.9,,,8.46,,,,,,,,,1995743894.0,Information Technology Services,Technology Services
RIVN,,43.99,,,,,,,,17.53,,,33.59,,,3.27,1.53,14.61,4.71,124.44,53.45,18.86,,0.64,,,,,,,,,2.38,2.4,,0.51,,,,,,29.81,30.46,0.0,,,,,,,,1.81,,,,2.83,,,,,,,,76.89,4.01,,,,,1.81,3.55,,,,,,,,,,,,,22930169974.0,Motor Vehicles,Consumer Durables
RKLB,,41.31,,,,,,,86.7,18.12,,19.9,32.52,1.49,,2.12,1.03,4.66,3.12,174.88,44.16,42.64,,1,,,,,,,,,5.54,8.34,,0.41,,,,,,,51.95,9.21,24.51,,,,,,,4.8,,,,8.02,,,,,,,,,93.2,,,,,6.75,2.69,,,,,,,,,,,,,2474632287.9999995,Aerospace & Defense,Electronic Technology
RL,28.03,41.51,4.7,2.9,,73.7,127.5,54.1,18.5,33.55,1.93,14.41,39.28,4.74,,1.22,0.67,159.8,2.29,179.6,67.18,23.17,2.55,1.09,,0.29,1.93,13.66,10.67,12.37,12.37,9.82,1.65,1.69,7.32,0.37,13.65,9.04,2.06,14.35,,10.83,3.69,135.78,66.83,19.25,,,9.75,,12.25,4.13,16.44,15.35,0.98,1.58,,,,,11.69,2.15,1.17,,,9.93,13.35,,1.55,6.81,1.68,9.51,35.2,15.67,26.35,,17.41,,6.8,29.16,,,8,7433686129.0,Apparel/Footwear,Consumer Non-Durables
RLAY,,44.79,,,,,19.3,,,21.58,,,37.18,3.67,,20.18,14.33,7.09,20.73,,,2.28,,0.07,,,,,,,,,28.42,8.89,,0.89,,,,,,2.53,,197.33,,,,,,,,1.26,,,,25.11,,,,,,,,1.43,1.39,,,,,1.26,20.73,,,,,,,,,,,,,1144392945.9999998,Biotechnology,Health Technology
RLJ,,38.28,2,,108,,,,43.3,27.87,0.63,,35.34,0.46,,1.63,0.16,8.96,1.92,,53.84,9.4,6.75,1,,1.35,4.44,22.98,10.83,12.83,31.7,11.12,2.76,2.82,4.35,0.48,22.01,21.13,4.44,40,1.97,,3.38,15.21,28.21,1.47,,,4.93,,10.54,0.71,32,31.77,,1.02,,,,5.96,4.74,1.09,0.46,,,4.74,,,0.36,0.71,1.92,1.35,121.78,3.5,2.83,,3.17,,7.95,28.9,,,8,1587394346.0,Real Estate Investment Trusts,Finance
RLX,10.98,34.49,,118.7,,,,,,25.32,0.62,,31.11,18.04,,12.24,149.5,1.59,14.03,31.34,44.84,19.39,,,,0.15,0.62,,,68.32,1.63,1.56,0.44,6.07,,0.96,9.53,0.9,2.52,16.22,,58.1,52.22,1.0,28.55,,,,42.62,,,1.12,20.92,24.09,,8.56,,,,,93.49,1.09,,2.56,2.24,93.49,33.4,,,1.13,13.86,4.38,,,4.55,,,,1.16,,,,4,1969604355.0,Industrial Conglomerates,Producer Manufacturing
RMD,8.64,66.78,,18.7,7.2,12.9,13.1,27.2,13.3,79.83,1.13,2.44,72.13,12.4,,0.26,0.27,215.68,2.59,163.3,34,58.33,0.55,0.18,,0.26,0.88,25.98,22.24,26.03,21.18,19.93,6.69,7.31,3.85,0.71,27.46,3.38,0.97,25.38,16.43,9.06,6.41,274.96,56.67,30.28,,,21.79,,29.54,6.51,33.13,29.75,1.96,6.79,,1.31,2.01,,29.72,5.06,1.04,,90.62,22.73,26.96,1.94,2.44,20.62,1.69,14.98,67.58,22.99,22.83,,18.69,,2.1,48.8,,,10,21382712375.0,Medical Specialties,Health Technology
RNG,,64.07,,,,35.1,,,20.2,65.72,,,66.18,0.68,,0.26,0.13,34.87,1.09,0.76,20.88,45.81,9.53,,,,,,30.31,13.22,19.33,7.84,1.93,2.05,,,13.91,9.75,,9.56,,12.04,7.73,43.84,70.24,,,,,,,,,16.14,,1.43,,,,,10.5,,0.23,,,7.71,,,,,1.09,,,,,,,,9.67,,,,,2832962360.9999995,Packaged Software,Technology Services
RNW,,50.12,3.3,18,,15.7,,,17.4,57.17,,,52.68,0.29,,0.58,0.13,5.68,0.74,147.88,712.63,81.31,9.52,6.23,,,,14.52,10.81,,13.17,8.17,7.83,9.14,6.89,0.12,,,,44.3,,134.81,17.67,7.6,95.28,1.07,,,4.22,,56.86,1.62,47.65,81,10,2.13,,,,,,3.02,,,,2.52,,10.52,,2.54,0.72,0.42,8.27,7.53,3.25,,2.83,,,,,,2,2227034735.0,Alternative Power Generation,Utilities
ROAD,57.91,45.7,,9.6,,19,0.3,3.7,25.3,32.8,,14.22,41.63,4.23,,0.17,0.1,55.65,1.64,23.3,34.24,58.45,2.54,0.89,,,,34.66,18.61,35.12,,12.88,1.6,2.05,2.89,0.4,5.83,3.31,,32.01,13.42,42.47,14.74,45.75,13.83,5.46,,,3.68,,5.55,5.58,47.38,50.91,6.36,1.72,,,,,30.02,4.55,,,,15.34,23.64,3.99,4.38,9.12,1.28,5,14.58,10.17,12.28,,6.83,,,,,,8,1879711236.0,Engineering & Construction,Industrial Services
ROCK,,36.13,2.2,9.6,,14,13.3,42.2,12.6,16.66,,,29.15,5.49,,0.63,5.49,65.45,2.07,50.8,49.58,56.01,0.18,0.03,,,,12.38,10.51,10.7,,,1.36,1.39,8.08,0.71,12.94,8.86,,14.76,21.84,,,64.04,27,769.87,,,8.49,,11.45,2.04,17.36,16.4,1.16,1.47,,,,,11.4,2.06,1.17,,10.47,10.39,13.29,1,0.84,5.82,1.6,8.94,64.89,14.99,12.67,,11.96,,2.83,33.9,,,9,2127526306.0000005,Metal Fabrication,Producer Manufacturing
ROG,,32.28,0.1,7.4,,,6,,4.2,9.75,,2.31,23.36,7.66,,1.01,6.61,107.14,4.31,99.75,31.89,72.34,0.14,0.01,,,,23.68,15.21,17.5,0.09,0.08,0.03,2.28,4.22,0.85,13.05,5.64,,53.44,8.41,18.31,3.36,143.0,33.56,12.15,,,6.75,,6.76,1.58,34.34,34.45,15.66,2.31,,,,,17.81,1.97,0.87,,7.22,12.17,33.96,,1.21,2.53,3.02,3.83,13.51,5.94,4.69,,3.29,,8.54,24.57,,,10,2619277743.0000005,Chemicals: Specialty,Process Industries
ROIC,,69.28,,,44.2,2,,9.6,3.2,71.65,3.24,,70.35,0.7,,0.01,,15.05,0.32,,,64.85,7.13,1.24,,2.14,4.04,30.72,15.9,25.22,,,,10.49,3.26,0.42,41.6,7.27,4.04,56.75,6.36,7.35,1.68,15.43,72.94,1.49,,,10.4,,34.53,1.51,53.71,53.71,,6,,,,14.2,14.38,1.93,0.76,,,14.38,,,0.89,1.57,0.32,1.15,1276.12,3.97,2.72,,3.87,,1.53,37.6,,,10,1751452764.0,Real Estate Investment Trusts,Finance
ROIV,,40.15,,41.3,,,,,62.4,27.73,,6.29,35.1,9.18,,24.5,13.08,10.3,25.24,245.75,1034.19,125.29,0.12,0.08,,,,0.4,0.4,,,,6.97,13.86,250,0.83,,,,,,10.35,68.28,14.12,87.53,,,,3484.86,,,1.39,2.04,,,66.86,,,,,,,,1.57,1.52,,,,,1.42,25.1,102.92,5525.34,108.11,144.24,,,,,,,,1,8712969267.0,Pharmaceuticals: Major,Health Technology
ROK,,39.47,0.4,51.9,5,12.5,15.5,6.8,13,25.42,2.59,,34.56,4.7,,0.13,0.12,248.27,1.11,95.34,67.7,84.16,2.29,1.16,,0.43,1.95,21.72,18.21,30.98,17.94,16.23,3.5,3.62,4.6,0.31,11.69,3.71,1.97,21.61,10.24,,2.27,307.77,40.08,11.14,,,11.97,,17.1,7.99,24.27,22.19,2.84,3.2,,1.56,2.19,,27.33,,0.92,,,22.5,26.57,3.15,2.02,,0.74,9.39,75.19,19.13,31.23,,12.71,,5.21,27.77,,,10,32758099687.0,Electronic Equipment/Instruments,Electronic Technology
ROKU,,34.76,,16,,,,32.1,19.7,20.39,,,28.84,3.28,,1.88,3.72,51.71,2.72,16.53,53.98,70.74,,0.23,,,,,,19.45,,,1.58,1.72,,0.58,11.78,5.73,,,,58.38,12.13,86.21,43.24,,,,,,,3.12,,,,1.98,,,,,17.19,,,21.64,5.9,22.17,,,2.87,3.82,2.63,,,,,,,,0.65,,,,1,10791384900.0,Electronics/Appliances,Consumer Durables
ROL,25.12,47.33,0.5,7.6,31,16.5,18.6,6.4,12.6,49.92,2.67,15.81,46.82,11.33,,0.17,0.12,47.63,0.78,8.22,12.47,21.12,1.16,0.71,,0.6,1.22,37.09,31.88,46.3,34.1,30.6,7.14,7.43,2.7,0.45,16.04,2.25,1.26,47.16,18.83,12,8.41,47.45,52.56,21.71,,,14.23,,19.67,18.68,50.67,49.61,3.24,7.12,,2.24,1.94,,44.58,,1.09,,,41.86,47.79,2.91,3.36,,0.72,17.36,143.86,31.37,38.34,,17.6,,0.68,75.6,,,10,18249151391.0,Other Consumer Services,Consumer Services
ROP,15.58,38.54,,17.8,,18.6,37.9,8.6,14.8,26.41,0.72,3.05,33.96,4.06,,0.09,0.03,517.53,0.53,22.65,26.36,41.8,2.63,0.41,,0.12,0.55,31.68,22.9,31.29,32.86,23.09,9.36,9.84,3.16,0.61,31.44,3.73,0.56,39.41,5.97,10.42,9.41,570.44,69.9,8.84,,,22.14,,28.66,3.06,38.34,29.44,7.01,8.49,,2.04,2,,26.93,,1.22,,,25.74,21.01,,1.86,,0.48,5.07,1864.23,7.89,8.35,,5.08,,,33.41,,,10,52908330748.0,Packaged Software,Technology Services
ROST,29.27,38.43,2,16.3,67.5,77.4,185.1,,19.6,25.94,1.76,1.96,32.86,5.56,,0.95,0.8,136.05,1.54,57.47,51.43,2.87,1.87,1.18,,0.23,1,17.8,15.36,27.59,19.49,16.66,2.26,2.31,5.62,0.34,8.38,3.83,1.06,22.69,17.44,8.81,5.16,132.45,27.68,33.96,,,9.6,,11.78,9.18,22.94,22.94,2.39,2.23,,1.84,1.34,,26.28,3.06,1.05,,,18.54,23.97,1.59,2.21,9.18,1.03,14.09,41.1,27.24,42.98,,23.93,,3.07,32.24,,,10,40016166708.0,Apparel/Footwear Retail,Retail Trade
RPAY,17.32,37.29,,7.9,,,29.4,75.3,3.5,22.42,,20.4,32.72,0.52,,2.4,0.29,8.83,3.44,,109.27,43.72,4.42,0.54,,,,,11.6,25.27,33.2,10.09,3.63,3.82,,0.54,15.13,5.67,,9.28,,,8.17,11.34,76.58,,,,,,,0.99,,,,2.64,,,,,17.49,,,,,7.47,,,0.9,,3.44,,,,,,,,1.69,,,,3,1411517172.0,Miscellaneous Commercial Services,Commercial Services
RPD,,31.33,,,,13.1,,,16.7,16.35,,,24.58,0.4,,0.79,0.4,33.44,1.19,,16.58,62.09,,,,,,,,24.91,29.79,24.48,3.36,3.51,,,14.1,5.41,,93.15,,17.97,9.1,53.7,70.41,0.11,,,,,0.85,,,17.15,,2.64,,,,,18.93,,,,,16.46,,,13.01,,1.19,,,,,,0.56,,,,,,,2798970224.0,Information Technology Services,Technology Services
RPM,3.04,58.43,0.2,13.3,6.3,6.3,9.7,14.4,6.5,51.85,2.13,1.5,57.65,4.65,,0.16,0.1,114.69,1.97,91.12,54.8,66.15,2.24,0.96,,0.38,1.63,19.14,16.1,19.09,16.87,14.15,2.31,2.36,5.22,0.38,12.38,6.15,1.63,21.35,14.44,10.63,3.29,100.98,41.1,7.6,,,8.02,,12.22,5.88,25.15,24.04,1.86,2.03,,,,,16.21,4.78,1.31,,,13.12,15.99,2.08,2.06,21.4,1.32,8.91,29.61,17.21,25.27,,12.6,,5.5,34.44,,,10,12233288766.0,Industrial Specialties,Process Industries
RPRX,,62.74,,5.6,38.7,,30.7,,,58.76,2.99,,63.58,1.97,,12.3,0.25,27.45,12.52,,,,4.48,0.95,,0.75,2.99,12.77,12.77,6.69,8.69,8.69,6.8,7.82,7.83,0.4,116.98,21.09,3.06,13.05,,31.81,10.71,34.45,,5.09,,,35.69,,41.97,1.91,15.51,25.33,,7.34,,,,,6.32,1.46,,,,6.32,,,,1.9,12.52,4.84,,8.58,12.72,,6.31,,8.54,,,,7,16929269379.999998,Pharmaceuticals: Major,Health Technology
