Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
DAC,19.45,57.63,0.4,1.7,45.3,,39.8,62.3,57.1,77.74,36.1,61.76,3.93,,60.11,2.88,,3,0.71,80.86,3.93,20.17,21.02,5.67,0.95,0.2,,0.12,3.93,3.18,2.59,,,,,1.85,31.45,0.8,,,4.18,2.79,32.94,,,77.14,61.46,27.15,,,56.16,,53.46,0.46,2.8,2.95,0.12,1.59,,,,,,1.05,0.25,1.55,,,2.56,3.82,0.12,0.27,0.46,3.78,14.61,18.32,15.77,17.95,,15.71,,0.85,6.85,,,7,1265117299.9999998,Marine Shipping,Transportation
DADA,,38.1,42.98,,,,17.2,34.4,41.4,,2.5,25.88,,,32.56,2.26,,2,2002.09,1.37,3.59,0.5,0.41,20.31,,,,,,0.11,0.11,0.76,,0.01,,,909.09,0.77,,,,,,55.73,4.53,5.03,27.63,,,,,,,0.53,,,,0.25,,,,,,0.27,,,1.83,0.7,,,,,0.7,3.58,,,,,,,,2.89,,,,,1133815046.0,Air Freight/Couriers,Transportation
DAL,49.92,63.53,30.79,,92.9,,,,,49.46,49.8,51.47,0.77,4.4,60.19,1.36,,0.14,0.16,64.49,0.39,11.55,37.93,21.13,3.75,1.79,,0.08,0.77,9.42,9.42,49.26,27.67,12.28,1.06,1.02,10.62,0.18,2.06,2.99,0.93,9.08,14.81,9.08,3.3,45.45,24.27,6.93,,,7.71,,8.88,3.05,8.96,11.76,,0.69,,,,,33.63,1.42,,0.8,,,6.21,314.63,,2.9,,0.34,6.24,15.24,13.95,40.43,,5.4,,7.96,24.9,,,9,25672394982.000004,Airlines,Transportation
DAN,,45.11,,,,58.7,15.1,48.1,,,14.1,64.86,5.49,,50.33,1.83,,0.15,0.14,8.88,1.49,63.77,67.31,51.89,4.16,2.02,,0.85,4.51,13.3,5.3,66.74,9.31,4.46,0.37,0.36,7.52,0.19,0.55,4.43,4.51,7.61,9.1,42.52,,14.99,8.7,2.22,,,,,3.35,0.87,,18.89,,0.12,,,,,22.73,0.59,1.01,0.37,,,3.02,47.97,,0.68,1.22,0.86,,8.17,5.48,,,,,1.19,6.21,,,8,2201136311.0,Auto Parts: OEM,Producer Manufacturing
DAR,,49.3,,0.6,17.4,,25.2,26.7,1.1,8.17,25.1,30.33,,,43.51,1.94,,0.11,0.03,40.04,1.41,56.62,29.72,40.89,4.27,0.98,,,,20.2,10.27,22.94,11.48,7.75,1.81,1.82,4.95,0.43,7.91,7.35,,13.42,21.81,,,54.33,23.35,1.31,,,4.42,,5.92,1.4,24.72,27.75,1.14,1.11,,0.89,1.2,,13.81,0.74,2.65,1.09,,,7.17,10.9,1.72,0.76,5.7,0.83,2.42,14.25,5.42,5.79,,3.58,,,17.64,,,10,9127674943.0,Food: Specialty/Candy,Consumer Non-Durables
DAVA,,60.58,,,22.7,,,,,,13.5,69.75,,,64.22,4.06,,0.39,0.28,28.99,1.9,,46.1,85.35,8.87,0.3,,,,67.87,67.87,40.74,25.23,20.91,2.32,1.98,1.47,0.65,4.82,2.68,,20.01,24.09,81.78,10.46,69.07,23.28,17.92,,,0.94,,1.18,2.08,205.6,46.61,2.16,1.76,,,,,36.67,0.42,12.83,,,,31.6,,2.52,0.9,78.35,1.9,0.81,15.21,2.93,1.13,,0.7,,,,,,9,2961938754.0,Information Technology Services,Technology Services
DBD,88.2,57.43,17.82,21.5,,,,,,,,78.15,,4.82,63.17,1.71,,0.2,0.24,46.68,1.45,80.05,64.81,65.37,3.43,1.03,,,,11.25,7.95,,,,,0.67,8.89,0.27,,,,9.46,,26.61,,0.0,24,1.2,,,0.13,,5.17,1.65,359.08,20.2,,0.46,,,,,,,,,,,,,,,,0.96,0.12,51.47,8.76,0.47,,0.61,,46.99,,,,2,1522300000.0,Electronic Equipment/Instruments,Electronic Technology
DBRG,2.68,36.83,31.82,,,,124,,22,,11.2,47.01,0.31,30.09,37.65,,,5.09,0.86,12.85,7.13,,24.31,9.39,0.82,0.17,,0.05,0.31,9.29,7.2,42.9,,17.79,6.99,3.35,10.76,0.56,7.82,3.11,0.31,31.7,23.95,,,17.33,57.62,15.73,,,21.42,,31.21,1.89,17.6,14.8,0.47,2.61,,,,,35.41,0.74,1.52,,,,33.47,4.4,,0.61,3.5,7.13,4.56,586.91,7.96,10.29,,7.43,,176.01,,,,4,3139778053.0,Real Estate Investment Trusts,Finance
DBX,,61.23,6.86,6,,,33.3,28.6,22.9,47.1,16.1,68.6,,13.59,62.75,1.79,,0.74,0.44,28.52,0.87,,30.91,9.66,3.11,,,,,18.83,14.71,11.24,12.61,11.15,3.75,3.77,5.31,,33.51,9.9,,11.05,26.75,9.96,1.24,29.5,82.43,,,,22.71,,20.02,,16.49,12.51,,3.72,,,,,11.03,0.97,,,,,10.67,13.96,0.5,1.03,,0.87,20.47,99.91,31.24,,,17,,14.82,,,,3,9373154089.0,Data Processing Services,Technology Services
DCBO,,58.33,4.21,2.4,,,,,55,10.77,37.3,63.28,,28.73,58.29,7.02,,0.66,40.49,49.6,1.13,,285.53,62.9,0.09,0.05,,,,74.28,63.86,58.26,,,5.67,6.69,1.35,0.26,11.85,1.66,,48.65,,28.12,17.92,59.58,80.92,79.02,,,8.63,,8.14,34.21,85.52,49.11,,7.82,,,,,66.19,0.83,10.97,,,130.53,63.18,76.77,,14.89,53.33,1.13,9.68,524.13,26.11,27.1,,14.44,,0.04,,,,2,1324788107.6935596,Packaged Software,Technology Services
DCI,23.83,61.5,0.09,1.3,10.9,6.3,11.9,15.1,7.5,34.99,9.5,69.67,1.71,0.93,63.63,7.18,,0.3,0.43,78.27,1.84,69.55,53.84,62.08,0.82,0.36,,0.3,1.33,17.21,14.62,23.54,16.26,13.84,2.55,2.67,5.81,0.51,11.35,4.34,1.39,21.63,12.79,8.19,4.83,67.87,35.54,25.43,,,11.54,,15.17,6.31,23.16,22.89,2.57,2.69,,1.58,1.5,,23.6,1.15,3.38,1.15,,711.55,19.5,24.64,2.42,2.02,11.21,1.23,14.68,48.71,27.69,29.55,,20.13,,3.5,31.56,,,10,7475793263.0,Auto Parts: OEM,Producer Manufacturing
DD,16.47,49.55,2.71,16.3,2.5,6.3,30,124.9,,0.41,11.1,60.25,0.63,2.69,51.78,1.3,,0.58,0.23,84.43,2.28,103.23,78.26,56.44,3.38,0.29,,0.39,1.78,44,19.14,32.5,14.34,11.66,3.04,3.31,2.27,0.65,10.17,3.51,1.8,19.22,11.91,12.04,4.35,82.5,36.19,4.57,,,6.55,,14.37,1.46,44.44,22.16,,2.89,,,,,28.77,1.02,4.44,1.23,,,16.77,2723.54,2.03,1.42,20.01,1.49,2.11,12.1,2.63,3.34,,5.34,,4.94,10.95,,,9,34227589660.0,Chemicals: Major Diversified,Process Industries
DDOG,12.16,76.87,7.99,,25,,58.9,81.7,83.3,,44.6,89.75,,2.43,82.01,16.98,,1.8,3.3,156.63,2.13,,68.28,68.54,3.67,0.37,,,,236.52,190.63,68.49,95.29,85.32,15.38,19.86,0.42,0.57,29,1.38,,76.66,,22.52,23.02,139.11,81.23,13.01,,,7.58,,2.86,20.21,295.53,83.31,,22.96,,,,,79.86,1.13,9.31,,44.37,29.72,71.1,265.95,,8.71,23.38,2.13,4.65,68.56,7.46,8.68,,3.59,,,,,,1,30728700213.0,Packaged Software,Technology Services
DDS,8.77,69.47,5.86,9.6,16.9,14.5,140.4,,75,,28.7,76.52,0.45,,72.57,4.76,,0.9,1.99,465.97,2.38,128.95,87.86,3.2,0.56,0.28,,0.03,0.2,8.16,6.67,9.97,14.52,10.34,1.08,1,12.25,0.48,9.98,8.87,0.2,16.8,28.08,,,359.31,40.96,19.31,,,9.4,,11.72,3.77,11.99,12,0.24,1.12,,,,,11.28,1.3,1.42,2.69,,9.59,9.58,10.6,0.48,0.79,3.77,1.02,16.5,50.27,29.39,33.86,,36.28,,0.37,22,,,9,5229484166.0,Department Stores,Retail Trade
DE,10.19,71.44,7.02,3.9,11.7,17.7,16,11.9,,15.24,10,86.75,2.64,8.79,77.39,2.18,,0.22,0.13,462.69,2.07,95.8,36.78,53.77,4.44,2.86,,0.23,1.29,14.25,12.2,40.4,23.88,19.99,4.16,3.54,7.02,0.21,8.77,3.5,1.29,22.26,23.04,,,382.39,39.08,3.39,,,14.06,,22.48,5.54,18.07,18.07,0.81,2.51,,0.58,2.46,,28.46,1.21,2.38,1.64,,,13.73,22.85,0.72,1.86,7.08,1.89,6.75,78.23,18.93,31.57,,10.45,,0.26,28.23,,,10,118687902160.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
DEA,17.83,35.93,1.71,,,0.6,,,,2.95,,44.48,8.67,17.22,36.29,0.62,,0.09,0.02,12.5,0.42,,341.67,84.23,8.51,1.12,,5.76,8.46,35.25,15.92,17.73,,13.97,8.77,9.31,2.84,0.42,52.5,11.78,8.46,48.12,11.47,24.38,7.57,13.18,66.01,1.27,,,6.25,,25.11,1,73.53,67.93,679.3,4.32,,,,11.51,8.28,0.95,1.85,0.68,,,8.28,,,0.56,1.13,0.42,0.63,,2.92,1.42,,2.47,,,62.5,,,9,1214404137.0,Real Estate Investment Trusts,Finance
DEI,61.76,61.89,16.65,1.6,,,2.7,,18.3,24.81,5.8,74.03,3.15,37.32,65.11,0.38,,2.8,0.1,19.55,4.04,,87.01,44.55,9.28,2.64,,,3.9,44.67,13.79,36.34,27.48,10.93,6.67,8.21,2.24,0.22,22.59,6.91,3.9,38.16,0.95,,,15.32,64.84,0.84,,,,,18.95,1.57,,,,3.25,,,,8.47,14.48,1.28,,0.47,,,7.61,24.32,,0.93,1.57,4.04,,1278.64,1.95,,,2.12,,,29.18,,,9,2250959381.0,Real Estate Investment Trusts,Finance
DELL,64.7,66.25,9.41,2.1,,,,,,,2.1,77.32,1.18,,69.88,1.77,,0.09,0.19,144.16,0.72,21.84,106.05,39.24,2.81,,,0.23,1.18,22.05,13.86,36.08,14.37,10.12,1.15,1.32,4.54,,3.66,3.32,1.24,15.34,3.65,14.7,8.06,58.4,22.41,3.51,,,4.33,,5.71,,26.25,19.91,39.82,1.16,,,,,31.44,2.47,,,,,17.35,43.6,,2.05,,0.61,4.8,83.6,16.57,,,7.34,,7.61,161.98,,,5,50402428016.0,Computer Processing Hardware,Electronic Technology
DEO,,37.49,,1.7,6.8,5.9,8.3,6.8,,14.66,9.9,53.62,4.03,,41.15,2.58,,0.14,0.06,120.39,1.53,441.06,207.12,58.85,3.11,2.2,,0.56,3.43,13.31,12.38,34.09,13.58,12.05,3.84,4.33,7.51,0.22,12.8,3.86,3.43,17.12,11.21,4.15,4.39,186.59,60.18,5.29,,,19.1,,29.61,6.77,17.42,16.8,2.4,3.38,,1.46,2.25,,26.3,0.65,,0.64,,,16.65,17.65,2.43,1.57,,0.55,8.46,45.96,18.46,39.07,,12.04,,4.86,17.81,,,10,88071847728.48419,Beverages: Alcoholic,Consumer Non-Durables
DFH,30.55,54.15,,,93.7,,60.1,52.3,50,21.49,41.6,74.39,,13.31,60.52,3.15,,0.12,0.14,33.9,1.52,193.93,17.25,2.82,3.47,1.17,,,,10.72,10.3,,,,1.08,1.09,9.33,0.38,,,,10.13,,4.69,7.32,31.89,19.59,,,,7.65,,10.14,2.84,11.23,10.5,,0.91,,,,,,1.06,1.35,,,10.87,,,,,3.89,0.27,11.02,24.48,26.24,27.4,,14.65,,,,,,6,2237392005.0000005,Homebuilding,Consumer Durables
DFIN,10.64,48.16,,4.4,22.9,,37.3,47.7,,,,57.31,,3.8,50.67,5.08,,0.16,0.24,61.2,1.15,,43.56,84.7,0.66,0.32,,,,13.36,8.77,15.71,,,,2.35,7.49,0.53,14.95,6.79,,15.04,20.74,16.92,2.88,45.97,61.45,8.77,,,12.06,,17.83,3.98,19.25,18.92,2.15,2.36,,,,,15.48,1.33,,,,,9.79,17.37,1.24,1.46,,1.15,11.4,229.27,21.61,23.22,,16.87,,6.98,24.78,,,9,1516379982.0,Packaged Software,Technology Services
DG,,38.27,,3,3.6,17.9,,,,,9.2,42.63,6.61,,39.51,2.07,,0.17,0.07,76.59,1.22,93.69,47.77,,6.03,2.51,,0.37,3.08,15.87,11.09,19.81,15.98,10.74,0.79,0.84,6.3,0.23,4.26,10.03,3.08,12.32,14.95,,4.89,239.14,29.67,7.03,,,3.57,,5.32,2.32,11.89,11.89,1.07,0.43,,0.6,0.86,,9.95,0.32,2.27,0.35,,,5.08,7.71,1.76,0.64,9.78,0.24,4.58,10.6,8.69,20.97,,6.41,,,9.17,,,10,25389041756.0,Discount Stores,Retail Trade
DGII,21.88,65.09,1.32,,5,,11.6,22.6,10.6,8.95,7.5,75.91,,20.06,68.11,3.84,,0.31,0.22,33.64,1.73,131.71,42.19,56.85,2.24,0.21,,,,34.22,18.22,16.01,,8.13,3.09,3.09,2.92,0.71,19.07,6.6,,16.41,24.1,,3.27,29.26,58.93,3.82,,,5.31,,11.34,2.11,55.15,16.9,1.04,2.87,,0.54,0.72,,15.13,1.15,1.26,1.73,,,14.91,29.33,0.69,1.18,2.11,1.13,2.73,41.57,5.16,4.05,,6.1,,5.74,71.57,,,10,1124044895.0,Telecommunications Equipment,Electronic Technology
DGX,14.39,64.8,0.96,5.7,3.7,7.6,,,,,5.7,70,2.25,9.74,67.16,2.9,,0.37,0.11,162.44,1.25,10.48,21.5,49.8,3.92,1.02,,0.42,1.82,18.63,13.74,23.92,15.64,11.36,2.35,2.56,5.37,0.42,10.72,5.64,1.84,16.65,9.56,7.15,6.45,143.03,32.73,6.26,,,8.82,,13.13,2.68,21.83,18.38,1.88,1.89,,,,,17.81,1.14,,1.11,,,13.08,22.14,,0.9,,1.17,5.89,43.87,10.66,12.9,,7.62,,,18.42,,,10,14166301913.999998,Services to the Health Industry,Health Services
DHI,40.6,38.98,,3.1,23.2,14.5,7.1,7.9,103,3.61,13.5,49.94,1.46,23.94,41,6.83,,2.22,0.76,172.94,17.06,325.84,17.81,,0.99,0.24,,0.08,0.75,9.09,8.96,26.66,8.79,8.59,1.45,1.47,11,0.7,5.5,3.64,0.93,12.31,22.96,7.51,4.57,128.49,25.91,,,,12.93,,16.13,2.21,12.04,12.04,0.43,1.58,,0.39,0.89,,27.93,1.35,1.09,1.41,,2.34,25.78,32.3,0.48,1.37,2.23,4.83,13.86,21.87,18.43,19.88,,15.77,,4.36,19.79,,,10,38014386480.0,Homebuilding,Consumer Durables
DHR,10.83,35.44,,,12.1,13.4,3.5,6.3,1.1,11.1,1.2,48.61,0.77,,38.08,4.77,,0.36,0.15,237.68,1.37,103,64.93,56.29,2.44,0.34,,0.18,0.45,38.08,25.8,37.21,27.88,22.5,7.38,7.8,2.63,0.64,20.97,2.9,0.46,28.33,12.85,7.81,4.44,227.12,59.37,16.07,,,16.39,,20.44,3.35,45.36,40.48,2.65,7.46,,1.81,2.35,,35.42,1.05,,1.33,,,27.97,37.71,4.3,1.62,,1.01,4.69,79.69,6.48,7.47,,5.84,,4.98,37.61,,,10,188464376541.0,Medical Specialties,Health Technology
DHT,1.25,42.5,,1.9,,,,,,95.66,,34.03,38.58,,40.56,2.98,,0.98,0.18,10.01,2.41,35.13,9.02,42.64,1.32,0.4,,0.97,10,10.14,6.43,10.51,10.67,6.66,4.29,3.4,9.86,0.7,32.36,11.69,8.79,6.11,10.06,28.43,,9.65,36.24,5.85,,,27.72,,33.26,1.57,10.01,10.01,1.14,2.78,,,,,8.54,1.04,0.84,1.34,,,5.87,8.91,,0.81,1.57,1.97,10.9,14.16,13.83,15.69,,13.92,,8.98,16.15,,,8,1463880156.9999998,Marine Shipping,Transportation
DINO,,49.21,,,16.9,8.7,,,133.6,38.9,34.6,54.45,4.59,,52.17,3.16,,0.41,0.4,42.23,1.81,41.59,30.53,20.81,2.26,0.32,,0.68,4.71,17.86,7.15,9.29,8.16,5.04,0.3,0.33,5.6,0.57,3.56,13.34,4.71,13,24.14,,,49.52,11.28,2.39,,,1.1,,1.41,0.83,26.07,14.71,,0.27,,,,,7.65,0.85,0.96,0.67,,,5.46,7.87,,0.33,1.4,0.9,1.85,6.14,3.73,3.3,,2.97,,21.13,9.3,,,8,10910561780.0,Oil Refining/Marketing,Energy Minerals
DIOD,,53.43,,,20.3,,25.5,33.9,9.6,27.74,15,72.14,,,58.81,5.48,,0.91,5.52,66.3,3.58,179.41,66.05,108.36,0.27,0.03,,,,31.99,11.86,,8.57,6.44,1.99,1.99,3.13,0.76,,,,29.23,14.21,,,56.17,33.79,25.3,,,4.72,,4.54,1.7,50.23,49.26,2.91,2.39,,1.58,,,,1.18,2.04,1.41,,4.49,40.55,,5.04,1.05,1.91,2.21,2.58,6.23,4.07,3.48,,2.84,,1.84,22.47,,,9,3542799268.0000005,Semiconductors,Electronic Technology
DK,,56.36,,4.6,,,,,,108.93,37.2,62.43,5.32,,60.04,2.14,,0.42,0.36,19.09,1.04,27.03,48.14,21.33,10.09,4.12,,,5.32,,10.66,,14.95,5.34,0.22,0.22,,0.1,,,5.39,63.71,,,,21.57,1.72,,,,,,,1.73,,,,0.08,,,,,,0.89,,0.43,,,6.53,,,0.49,,0.67,,,,,,,,18.9,136.36,,,7,1928981221.0,Oil Refining/Marketing,Energy Minerals
DKNG,,63.02,0.27,,,,20.3,47.1,31.8,3.35,57.9,62.64,,,64.3,2.58,,0.53,0.65,43.0,1,,4.4,25.59,,1.25,,,,,,446.55,68.75,23.47,3.4,4.66,,0.25,1.04,0.23,,84.94,,,27.39,43.33,38.5,,,,,,,19.46,,182.98,,4.54,,,,,443.34,0.99,,,,,127.23,,,,,1,,,,,,,,0.39,,,,,14401777983.0,Movies/Entertainment,Consumer Services
DKS,65.78,59.25,,1.8,5.7,47.4,20.7,30.5,,55.66,13.5,75.09,7.76,7.58,65.76,4.45,,0.58,0.39,215.23,1.77,129.74,60.32,3.93,2.24,1.5,,0.3,2.02,12.83,10.12,26.45,12.42,9.87,1.44,1.48,7.79,0.29,5.59,4.27,2.04,14.51,24.72,6.96,3.81,163.33,35.54,26.66,,,8.46,,11.13,5.92,15.81,15.26,0.6,1.36,,0.53,0.76,,23.76,1.32,2.12,1.75,,,12.22,17.11,0.61,1.45,6.6,0.69,11.92,31.63,23.31,42.81,,19.77,,4.71,28.51,,,10,9600853826.0,Specialty Stores,Retail Trade
DLB,,66.31,1.7,1.9,0.3,10.9,,8.8,,,2.2,73.18,2.28,,69.32,9.57,,1.15,10.26,80.3,2.86,92.19,46.16,82.47,0.13,0.02,,0.37,1.48,27.4,20.6,24.4,,15.4,5.34,5.69,3.65,0.8,23.34,3.88,1.66,19.78,2.73,8.61,5.96,83.16,88.97,,,,20.56,,20.78,3.09,29.63,24.67,246.7,6.15,,1.93,1.87,,26.17,0.97,2.36,1.04,,13.63,23.8,44.91,,1.61,5.08,2.78,8.7,45.68,10.17,10.88,,11.37,,3.57,33.32,,,10,7820584258.0,Packaged Software,Technology Services
DLO,,69.6,3.64,0.5,117.1,,78.5,47.1,46.5,95.88,82,78.37,,,73.47,4.53,,0.95,163.61,11.35,1.54,,514.17,189.11,0.03,0.01,,,,19.88,17.53,16.52,12.45,11.52,2.69,3.36,5.03,0.39,20.36,4.59,,20.12,,37.56,21.95,26.76,38.48,,,,16.35,,18.98,7.09,28.38,51.83,,4.71,,,,,22.92,0.42,4.35,,,8.6,20.05,25.26,,,8.17,1.54,10.62,609.54,26.93,26.36,,124.13,,3.24,,,,5,6012145584.0,Packaged Software,Technology Services
DLR,32.61,69.26,18.94,,,2.9,8.5,11.7,,1,6,78.35,3.08,26.78,71.68,1.88,,0.5,0.12,192.82,0.79,,300.36,62.91,6.81,0.86,,7.07,2.54,83.64,29.67,40.86,80.85,26.01,13.23,14.55,1.2,0.47,35.61,3.06,2.54,160.55,2.15,18.21,7.76,132.79,54.39,1.64,,,8.04,,13.8,3.11,164.8,279.45,349.31,11.42,,24.22,2.79,33.76,32.16,1.45,9.52,1.45,,,32.16,,,1.97,7.3,0.79,1.01,75.05,2.44,2.25,,1.52,,,81.36,,,10,38973821030.0,Real Estate Investment Trusts,Finance
DLTR,,51.41,,2.3,2.4,,,1.4,,,9.1,61.11,,,55.64,2.25,,0.1,0.05,69.78,1.02,88.78,34.74,,,1.46,,,,,,53.16,13.93,8.76,0.78,0.79,,0.33,1.49,3.07,,11.53,24.45,6.57,2.96,161.16,30.78,0.94,,,,,0.33,2.03,,12.42,,0.48,,,,,33.22,0.43,1.38,0.47,,,5.45,,,1.08,3.48,0.17,,,,,,0.51,,2.37,21.47,,,8,24717620250.0,Discount Stores,Retail Trade
DMLP,12.69,63.93,5.88,,24.4,34.7,54.6,67.2,47,143.41,46.1,77.52,21.56,2.48,67.71,140.72,,9.34,51.01,33.6,14.21,,41.54,34.17,0.01,,,1.2,10.4,13.41,13.41,11.09,,,,8.95,7.46,0.98,80.72,8.74,10.4,,27.94,,,33.53,73.5,,,,66.76,,66.76,4.01,12.04,12.04,0.63,7.79,,,,,9.65,1,1.47,0.91,32,20.12,9.65,,0.48,0.78,4.01,14.21,50.1,66.28,51.32,51.55,,63.76,,10.33,18.06,,,10,1112288841.0,Investment Trusts/Mutual Funds,Miscellaneous
DNA,,45.48,0.12,67.7,313.1,,,,,,363.4,54.86,,,46.64,,,5.39,1.38,8.14,5.79,1.49,150.79,49.09,,0.56,,,,,,,,,7.7,1.12,,0.54,,,,,,29.81,,35.19,80.87,,,,,,,0.54,,,,1.89,,,,,,0.23,,,,,,,,,0.6,5.79,,,,,,,,17.4,,,,,4050786110.999999,Medical/Nursing Services,Health Services
DNB,6.45,65.89,,,,,2.1,2.1,37.7,17.11,4.3,73.77,1.58,8.57,68.82,0.75,,0.29,0.08,12.75,0.7,,41.91,33.4,4.87,1.11,,0.2,1.58,49.15,11.78,39.32,10.23,9.67,3.56,3.77,2.03,0.37,9.6,4.06,1.58,11.54,23.99,7.01,4.6,12.32,63.75,0.76,,,,,8.28,1.69,,12.5,0.55,2.34,,,,,24.11,1.03,,,,,12.12,36.76,0.5,,,0.7,,128.03,2.27,,,0.97,,1.96,,,,2,4524028333.999999,Packaged Software,Technology Services
DNLI,42.04,38.85,5.57,,,,,,,669.08,,31.17,,36.13,34.88,,,9.61,,,9.98,,,,,,,,,,,,,,67.55,8.38,,,,,,,,,,,,,,,,,,2.67,,,,10.19,,,,,,18.85,,,5.03,4.8,,,,,2.67,9.98,,,,,,,,,,,,1,3236290801.0,Biotechnology,Health Technology
DNN,18.38,65.56,28.07,,29.1,,,,,,,73.56,,,68.6,18.11,,5.88,272.65,2.32,6.28,267.04,494.29,233.32,,,,,,,,,,,142.54,693.68,,0.87,,,,,,,,0.46,,,,,,,,4.83,,,,805.71,,,,,,5.04,,,116,77.33,,,,13.65,4.83,6.09,,,,,,,,,,,,3,1379195183.4841628,Other Metals/Minerals,Non-Energy Minerals
DNOW,15.06,72.68,,1.1,16.2,,,,,72.59,13,80.1,,,76.47,3.55,,0.63,5.93,14.99,2.54,78.88,59.36,61.88,0.29,0.04,,,,11.28,8.98,5,,,,0.58,8.87,0.7,11.58,17.21,,18.91,,,1.78,13.69,22.57,,,,8.7,,5.13,1.43,8.02,18.35,,0.69,,,,,5.89,1.09,1.22,1.18,,2.72,5.72,4.63,,0.73,1.83,1.66,13.4,22.49,10.97,19.53,,22.56,,0.85,,,,5,1230470062.0000002,Wholesale Distributors,Distribution Services
DNUT,,47.96,7.76,,17.7,,14.4,,,3.57,12.6,55.11,1.25,3.32,48.32,1.01,,0.05,0.02,11.13,0.35,31.01,124.42,11.61,5.96,1.11,,0.7,1.25,38.4,14.5,,,,,1.85,2.6,0.39,,,1.25,36.01,,25.21,5.62,14.46,75.26,,,,1.64,,,1.6,65.47,55.65,4.92,1.11,,,,,,0.77,,,,,92.73,,3.65,,,0.28,0.88,8.49,3.08,2.43,,,,,,,,,2208465979.0,Food Distributors,Distribution Services
DOC,33.87,45.89,,,,,2.7,16.1,7,29.97,8.8,52.41,4.15,16.7,46.55,1.03,,0.11,0.02,21.98,0.6,,100.14,8.84,5.66,1.04,,3.02,5.45,39.78,15.18,23.41,56.78,14.32,8.31,9.36,2.51,0.43,40.01,6.62,5.45,104.67,8.51,,9.51,21.8,59.83,1.74,,,12.16,,17.95,1.8,46.77,55.23,,5.49,,,,13.75,13.88,1.01,2.22,0.68,,,13.88,,,1.02,2.01,0.6,1.68,168.67,3.59,3.97,,2.38,,,25.56,,,9,3133290786.0,Real Estate Investment Trusts,Finance
DOCS,67.96,51.33,12.98,,134.4,,40.4,54.2,25.4,58.37,25.8,38.29,,48.22,47.38,36.45,,6.09,59.71,48.75,7.24,,13.02,76.53,0.06,0.01,,,,40.65,38.69,37.75,,36.1,15.28,15.88,2.46,0.86,42.06,2.39,,43.12,,11.93,10.91,45.23,89.94,,,,33.69,,39.06,9.47,56.03,52.48,0.67,18.88,,,,,44.97,1.08,4.94,,14.05,11.36,43.71,60.26,2.05,,10.48,7.24,16.43,474.43,21.69,19.29,,54.5,,1.89,,,,6,4131794326.999999,Packaged Software,Technology Services
DOLE,39.19,44.72,1.84,,31.8,,53.5,28.8,21.2,6.03,22.9,52.45,2.08,30.71,45.55,2.69,,0.17,0.2,15.4,1.24,18.1,29.74,29.77,3.23,0.94,,0.25,2.08,8.21,6.18,15.24,8.91,6.31,0.3,0.3,12.18,0.31,1.96,11.22,2.08,10.81,,9.27,1.09,12.22,8.49,3.3,,,2.23,,2.87,1.05,7.86,12.09,0.41,0.17,,,,,8.95,1.26,1.13,,,,5.93,6.37,0.5,,2.38,1,4.14,19.07,10.69,14.28,,4.98,,15.4,,,,5,1136892285.9999998,Food Distributors,Distribution Services
