Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABNB,4.84,54.48,15.17,,38.3,,,,,322.31,8,62.28,,,55.84,4.74,,0.99,4.98,140.93,1.62,,33.1,6.78,0.96,0.27,,,,33.48,32.64,18.67,21.82,21.47,6.24,7.09,2.99,0.38,37.96,4.67,,31.62,,,10.67,166.35,83.07,22.92,,,16.96,,15.01,10.41,49.45,49.45,,8.42,,,,,22.26,0.85,5.02,,,19.07,22.26,37.32,,,11.47,1.62,7.98,839.68,21.23,22.05,,19.8,,4.02,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,11.03,56.09,1.36,0.7,6.3,12.3,6.8,6.7,,,5.8,63.89,3.47,9.88,58.33,5.33,,0.52,0.52,118.13,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.86,28.73,19.98,32.6,22.56,17.82,4.69,5.13,3.48,0.54,15.74,3.17,1.86,22.88,11.26,8.9,6.48,108.33,55.55,11.5,,,13.99,,16.24,5.15,35.91,26.13,2.27,5.03,,1.41,1.65,,31.82,1.09,5.2,1.16,,,23.65,41.56,3.24,1.97,23.3,1.14,7.9,65.41,12.45,14.86,,10.65,,3.37,42.19,,,10,176555322492.0,Medical Specialties,Health Technology
ACAD,,52.87,,,,,38.8,40.9,46.1,223.57,16.4,43.8,,,50.37,2.68,,1.64,11.45,16.54,2.29,235.21,82.57,38.31,0.4,0.09,,,,19.67,17.73,10.89,13.49,16.64,2.16,2.38,5.08,0.59,21.82,7.37,,21.68,,,15.87,33.71,91.61,,,,13.83,,12.08,4.77,21.21,21.21,0.95,2.92,,,,,13.53,0.49,2.35,,16.54,7.07,13.53,20.64,,,5.82,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,26.09,,,12.2,,,16.9,,,10.9,36.54,,,28.69,1.68,,0.13,0.04,39.99,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.17,8.61,,8.8,6.95,1.59,1.75,8.95,0.52,,,,11,0.94,11.1,9.02,85.03,96.45,5.11,,,8.99,,17.48,1.21,13.11,11.4,,1.15,,,,,,0.47,1.64,0.55,,,28.31,,,1.2,5.29,1.06,5.05,19.42,10.06,9.78,,8.25,,,117.62,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,80.38,,,100.9,,,,,,,88.51,,,83.98,,,5.79,,,6.03,,,,,,,,,,,,,,42.83,,,,,,,,,17.54,,,,,,,,,,6.8,,,,,,,,,,,,,9.97,9.35,,,,,6.8,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,58.33,,,18.8,33.9,6,,,132.17,4.2,65.04,2.48,,60.86,3.53,,0.04,0.02,19.38,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.48,14.43,5.95,31.97,12.55,6.51,0.31,0.32,6.93,0.11,0.99,7,2.48,8.51,16.46,,1.83,21.46,27.85,3.83,,,1.25,,2.28,3.72,11.33,7.75,0.57,0.14,,,,,14.35,0.9,,,,,4.2,14.23,1.22,0.81,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.08,28.5,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,86.12,68.1,,2.6,5.9,,7,21.8,,142.28,6.8,80.11,,37.78,71.74,3.84,,0.26,0.17,58.31,1.56,,21.51,50.45,2.07,0.77,,,,18.92,14.13,25.08,,15.52,4.05,4.33,5.29,0.43,17.25,4.56,,29.45,13.01,31.06,7.94,34.12,52.2,4.73,,,14.04,,22.14,4.6,27.5,25.13,2.09,3.83,,1.28,1.93,,22.47,1.71,,1.49,,,19.72,25.11,2.43,1.73,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.11,59.5,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,32.86,,0.9,22.7,,62.7,72,31,57.41,34.8,46.23,,,35.32,6.73,,2.3,13.15,77.47,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.21,6.82,10.83,,7.16,1.71,1.77,13.87,0.73,16.36,6.99,,15.74,25.08,,,114.25,44.28,44.08,,,20.65,,21.88,2.58,11.46,11.46,0.23,2.34,,,,,14.48,0.68,1.15,1.05,11.61,3.31,13.22,14.23,0.46,1.07,2.58,3.29,17.31,67.54,25.93,24.8,,28.79,,2.52,24.59,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,58.24,50.71,21.52,,,,2.6,0.1,,,,49.46,,62.45,48.6,10.34,,4.19,8.79,89.41,4.29,,,71.34,,0.14,,,,,,1222.88,,,47.1,28.12,,0.63,2.3,0.07,,,,,12.84,0.0,,,,,,,,9.99,,,,29.53,,,,,608.22,,,,16.53,15.8,186.24,,,,9.99,4.29,,,,,,,,0.27,,,,,1598748014.0,Biotechnology,Health Technology
ACM,19.29,67.73,6.45,2.5,,,13,17,11,,9.8,80.4,0.75,17.4,71.39,2.47,,0.25,0.52,116.89,1.13,,56.38,59.69,2.8,1.39,,0.19,0.75,18.65,15.57,23.81,15.4,13.73,2.19,1.05,5.36,0.18,4.4,4.57,0.89,22.92,9.91,11.6,,101.52,6.73,4.98,,,2.5,,5.74,7.09,39.49,25.86,2.67,0.99,,,,,22.43,1.15,,2.07,,,19.31,48.08,4.26,2.08,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.15,171.9,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,8.01,51.21,8.26,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,52.89,2.61,19.87,51.46,7.38,,0.26,1.22,361.29,1.1,,20.51,69.84,0.37,0.15,,0.43,1.48,22.88,19.95,25.91,20.97,17.07,3.26,3.44,4.37,0.51,13.27,3.82,1.64,28.18,13.21,8.98,7.11,330.79,32.61,162.73,,,11.19,,14.79,7.99,31.61,30.21,3.25,3.57,,1.46,1.16,,26.64,1.09,8.43,1.26,,,25.12,38.42,3.17,1.75,52.98,1.1,13.75,236.59,27.79,26.8,,19.63,,2.61,39.14,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,12.64,67.62,,,,,,,,,30.6,73.95,,,70.96,3.77,,0.68,2.5,22.96,1.51,,452.01,118.12,,0.25,,,,,,412.25,,,4.45,5.89,,0.44,1.43,0.22,,601.31,,,29.19,18.63,51.48,,,,,,,8.41,,,,6.32,,,,,468.59,1.23,,,,62.05,90.39,,,,33.76,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,54.66,,1.7,9.4,,17.7,16.7,11.4,,16.8,61.28,,1.74,57.28,12.09,,0.78,1.24,518.73,1.11,,49.25,33.27,0.78,0.42,,,,32.49,28.88,34.2,20.34,19,9.41,10.69,3.08,0.49,31.27,2.87,,25.24,19.26,13.4,10.79,583.1,88.66,51.2,,,25.59,,35.93,15.87,43.81,29.01,1.36,11.24,,0.93,1.15,,35.9,0.89,18.47,0.88,,,34.9,51.06,1.75,2.31,264.66,1.11,18.17,291.22,33.73,34.74,,22.82,,3.02,65.09,,,10,241068062221.0,Packaged Software,Technology Services
ADC,29.76,55.4,2.92,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,49.86,5.4,26.5,54.97,1.84,,0.08,0.01,76.4,0.74,,573.52,54.1,5.08,0.51,,1.67,3.94,37.54,21.15,25.4,32.47,19.57,16.97,18.55,2.66,0.65,73.03,5.29,4,41.61,11.6,2.17,11.31,74.1,87.94,2.87,,,31.62,,48.86,1.54,42.21,42.85,6.91,12.8,,3.71,1.38,18.04,17.57,1.03,1.88,1.02,,,17.57,,6.48,1.08,1.85,0.74,2.41,,3.83,3.64,,3.69,,,34.26,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,24.64,49.47,0.58,,,,,,,13.28,,56.2,0.29,2.88,50.23,1.9,,1.25,0.17,12.25,3.42,,,38.31,2.94,1.41,,0.19,1.61,17.65,9.7,13.51,,,4.73,5.12,5.67,0.35,37.93,9.74,1.61,8.97,14.56,,,9.29,,1.91,,,12.01,,30.96,3.54,34.03,11.45,3.69,4.04,,,,,10.59,1.32,,1.94,,,9.56,14.5,,0.63,,3.42,3.78,475.57,9.9,11.55,,10.09,,10.41,94.23,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,25.74,43.57,0.78,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,53.2,2.89,,44.55,5.45,,0.79,0.31,223.58,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.63,52.29,26.29,38.03,27.68,21.33,10.65,11.56,1.91,0.72,30.39,2.66,1.65,29.97,17.71,11.58,,152.05,57.85,7.22,,,17.07,,23.16,3.15,67.14,50.78,4.16,11.53,,2.8,1.87,,37.85,1.47,,1.68,,,27.98,35.35,3.43,1.83,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.86,52.48,,,10,90112565563.0,Semiconductors,Electronic Technology
ADNT,,39.73,,3.5,,,,,,,4.5,38.9,,,38.52,1.75,,0.26,0.39,19.96,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.57,4.73,11.2,8.03,4.39,0.22,0.21,10.45,0.23,1.89,16.35,,9.96,25.89,30.81,,37.64,6.32,2.09,,,0.12,,2.72,0.79,86.78,10.86,0.56,0.12,,,,,6.35,0.53,,,,,3.28,9.95,0.53,0.6,,0.9,0.19,23.38,5.76,0.85,,4.79,,20.07,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,24.84,64.64,6.81,1.2,,13.8,15.3,15.1,13,13.01,9,69.96,3.21,15.69,65.4,3.11,,0.19,0.79,304.67,1.01,,3.27,65.98,1.56,1.75,,0.59,1.84,23.3,21.12,30.98,23.56,21.76,6.19,6.85,4.29,0.11,22.11,3.29,2.03,30.61,14.82,8.76,7.46,269.55,42.56,9.92,,,20.87,,21.92,23.22,32.51,32.31,2.67,6.76,,1.59,1.75,,30.69,1.13,10.4,1.33,,,26.87,44.18,2.58,3.08,75.23,1.01,7.01,518.83,59.25,86.24,,6.18,,1.72,45.75,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,40.62,71.32,12.06,0.9,25.4,,21.7,23.3,,,14.2,79.57,,33.11,73.65,6.2,,0.43,0.72,319.39,0.64,,94.05,32.85,1.8,1.05,,,,54.19,48.25,65.32,35.59,33.66,10.22,12.05,1.85,0.25,18.45,1.56,,34.8,22.13,11.66,11.55,259.05,90.8,1291,,,18.21,,22.24,27.82,65.31,39.05,0.71,11.95,,,,,64.58,1.23,,1.14,,,59.59,154.78,1.56,3.14,,0.64,11,369.7,23.5,57.58,,9.97,,0.44,263.96,,,6,45606470933.0,Packaged Software,Technology Services
ADT,31.55,53.85,5.21,,3.7,,,,,,,47.82,2.62,9.14,52.81,0.43,,0.08,0.01,7.65,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.62,29.58,7.83,12.98,,5.12,2.84,2.78,3.38,0.24,21.42,16.21,2.89,9.51,7.39,26.05,2.58,6.8,78.76,1.95,,,17.19,,20.04,1.79,7.97,14.68,,1.39,,,,,6.61,1.13,,,,,3.98,5.29,,0.61,,0.64,5.45,14.81,3.29,24.01,,10.07,,33.21,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,43.86,48.07,,,9.9,,22.2,30.1,,18.33,10.6,62.27,,14.65,51.21,8.49,,1.41,4.48,122.95,2.11,,11.17,35.23,0.41,0.05,,,,19.44,17.19,16.47,13.37,12.02,1.42,1.84,5.14,0.82,11.15,5.67,,21.11,23.71,12.51,12.28,102.47,32.28,12.12,,,6.5,,9.15,2.35,28.14,23.74,1.27,1.8,,0.98,0.53,,16.55,1.2,3.45,1.19,126.75,17.49,15.39,19.07,1.22,1.22,11.29,2.11,6.89,155.12,11.61,9.24,,9.02,,2.96,49.98,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,13.77,66.45,7.01,,6.5,8,7.3,6.3,10.2,5.28,6.9,74.58,3.86,23.07,69.37,0.91,,,,93.53,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.79,22.06,12.21,,19.7,11.34,5.18,5.93,4.53,0.27,,,2.85,18.98,1.51,7.7,3.78,82.16,49.45,2.94,,,15.52,,25.95,2.11,22.01,21.79,3.96,3.44,,1.58,,,,1.14,1.45,1.31,,,10.05,,3.14,,2.19,0.41,2.73,5.71,5.17,9.9,,3.91,,,23.62,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,46.6,16.24,,99.7,,,,,52.85,46.7,64.95,,45.7,50.21,10.3,,2.45,5.64,12.67,6.03,461.76,71.29,51.67,0.87,0.06,,,,53.77,42.52,,,,,5.61,1.86,0.84,,,,42.23,,,24.38,21.06,50.48,,,,49.64,,10.43,3.06,12.93,11.62,,6.37,,,,,,0.6,1.39,2.4,25.86,5.39,2111.66,21.19,,3.65,3.74,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,11.11,59.9,,0.9,13,,,,,,6.1,69.56,0.34,,62.17,4.49,,2.25,0.99,117.35,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.34,78.07,34.97,58.88,,12.08,2.75,2.95,1.28,0.53,5.01,1.67,0.34,23.56,15.15,,,85.31,35.16,2.31,,,2.91,,4.34,3.8,102.94,32.15,2.4,2.98,,1.64,3.89,,59.48,1.38,2.96,1.05,,13.94,33.37,91.78,2.54,1.81,6.14,3.32,1.74,8.27,2.59,3.75,,8.16,,,41.61,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,74.39,55.37,4.94,,20.5,20.8,11.4,7.9,4,4.55,3.1,71.52,8.26,28.31,59.4,3.41,,0.59,0.61,81.72,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.94,23.57,12.9,23.73,12.73,8.8,4.52,5.49,4.24,0.69,23.84,4.55,1.94,16.95,11.46,24.78,12.8,62.8,40.9,27.86,,,13.05,,34.15,2.06,40.86,23.77,0.93,5.39,,,,,22.61,1.3,1.68,1.22,,,11.79,26.04,2.65,1.89,2.59,0.83,3.5,8.35,6.58,5.13,,5.69,,2.44,52.38,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,19.28,34.04,,,10.5,45.5,,,66.4,90.5,5.8,40.25,2.34,,33.89,4.01,,0.24,0.15,18.68,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.68,10.4,6.8,15.38,8.91,6.18,0.81,0.83,9.62,0.48,5.42,8.18,2.68,9.67,1.34,11.34,3.41,18.04,39.18,,,,4.58,,8.01,2.12,14.94,11.25,,0.66,,,,,12.48,1.04,1.12,0.84,,,7.78,22.99,,1.2,2.52,0.74,7.04,18.72,16.01,14.43,,11.24,,13.5,16.68,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,25.08,51.07,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,64.29,4.84,10.36,55.27,0.9,,0.04,0.01,98.1,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.65,22.27,12.53,,17.2,10.91,4.32,4.88,4.49,0.27,,,3.8,16.66,1.15,12.97,4.3,93.27,61.23,2.17,,,13.46,,20.61,1.96,19.78,19.7,3.58,2.64,,,,,,1.05,1.31,1.13,,,8.13,,,11.54,1.97,0.41,2.7,5.48,4.94,10.22,,4.35,,0.76,20.87,,,10,41234689544.0,Electric Utilities,Utilities
AER,41.28,59.16,,,6.4,,,5.5,,3.17,,73.04,0.77,3.17,63.46,0.74,,2.25,0.08,99.69,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.77,30.69,13.71,,15.95,9.39,7.73,8.09,3.26,0.23,,,1.02,8.23,,12.74,2.68,84.4,32.61,,,,32.41,,26.37,1.13,8.05,10.23,,2.51,,,,,,1.18,0.77,1.48,,,3.54,7.72,,1.67,1.32,4.45,3.53,3.38,2.94,15.15,,2.69,,11.52,15.55,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,0.18,26.49,,,,5,,6.9,,,7.2,19.28,6.75,,24.05,0.42,,0.16,0.07,13.16,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.29,25.73,13.89,,9.8,7.98,2.1,2.99,3.89,0.07,,,5.29,6.45,,6.48,4.07,21.69,19.44,1.43,,,8.34,,17.25,2.84,9.14,5.67,,0.78,,,,,,0.61,1.52,0.8,,,3.9,,,,9.2,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.89,,,,5,,6.9,,,7.2,31.65,,,33.56,0.42,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,25.73,13.89,,,,,2.99,3.89,0.07,,,,6.72,,6.48,4.07,0.0,19.44,1.43,,,8.34,,17.25,2.82,9.06,5.62,,0.76,,,,,,,,,,,3.89,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,15.85,67.48,,,14.3,,129.9,,,49.89,64.1,84.13,3.78,,73.76,2.41,,0.3,0.16,23.72,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,3.78,22.71,13.43,,,6.91,2.54,3.26,4.4,0.53,,,3.99,12.24,,,25.7,0.0,26.47,4.92,,,8.78,,15.35,2.49,30.14,27.42,,2.75,,,,,,,1.92,,,,9.33,,,,3.03,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,55.17,74.01,29.37,,,,85.6,17.5,,1.59,11.1,82.47,,35.53,77.54,2.53,,15.58,0.3,69.35,64.66,,18.63,43.32,66.55,2.51,,,,,242.08,68.07,37.52,39.84,8.44,10.26,,0.28,15.07,1.75,,,,,25.58,38.19,65.71,,,,,,,7.68,,,,8.64,,,,,57.34,1.82,,,,14.57,39.73,,,,9.53,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
