Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
LEG,,57.05,,,4.4,,,,3.3,75.54,13.99,,64.49,2.19,0.3,0.16,12.32,1.57,81.2,50.61,48.27,40.95,1.78,,1.32,11.61,,63.56,12.17,,,,0.77,,0.28,6.34,17.71,1.63,,3.08,,,30.19,17.83,3.29,,,,6.28,1.28,,8.86,,0.37,,,,,5.77,,0.26,,,4.28,,,0.39,,0.89,,,,,,6,,17.25,5.43,,,9,3491027422.0000005,Home Furnishings,Consumer Durables
LEGN,,62.87,,15.2,,,,,36.6,77.32,,,69.24,7.62,5.22,3.89,54.37,5.66,38.87,57.01,25.23,,0.29,,,,,,,,,14.53,22.97,,0.66,,,,,,,81.02,166.14,52.35,,,,,,8.51,,,,25.42,,,,,,,,14.35,12.36,,,,,9.96,5.57,,,,,,,,,,,,,10952211122.0,Pharmaceuticals: Major,Health Technology
LEN,20.83,61.47,3.5,18,33.9,23.3,21.7,10.4,18.5,86.73,16.13,2.14,71.62,5.19,2.26,1.07,159.88,17.67,256.24,20.55,13.66,0.64,0.14,,0.12,1.17,7.6,7.44,9.95,8.02,7.77,1.19,1.18,13.16,0.7,11.1,9.1,1.25,11.18,27.66,9.93,6.2,131.12,17.11,,,11.58,,15.53,1.63,10.87,10.63,0.36,1.24,,0.34,0.36,,11.27,0.94,1.2,,2.34,10.78,12.28,0.43,0.67,1.89,5.8,10.84,23.42,15.2,15.84,,13.38,,8.97,17.23,,,10,32540392337.0,Homebuilding,Consumer Durables
LEN.B,22.85,65.43,3.5,18,33.9,23.3,21.7,10.4,18.5,89.1,17.37,2.45,75.58,5.33,2.26,1.07,149.89,17.67,256.24,20.55,13.66,0.64,0.14,,0.12,1.26,7.6,7.44,10.64,8.02,7.77,1.19,1.18,13.16,0.7,11.1,9.17,1.34,10.53,27.16,9.93,6.2,119.6,17.11,,,11.58,,15.53,1.62,10.19,9.96,0.34,1.21,,0.32,0.34,,11.21,0.94,1.19,,2.33,10.71,12.21,0.42,0.66,1.88,5.8,10.84,23.42,15.2,15.84,,13.38,,8.41,17.11,,,10,32540392337.000004,Homebuilding,Consumer Durables
LESL,,40.05,0.4,41.8,,,,,9.6,54.8,,,43.12,1.64,0.03,0.01,3.93,1.73,160.37,42.83,7.99,9.4,,,,,20.76,15.08,20.23,,,1.24,1.29,4.82,,6.37,12.34,,,,21.23,3.19,13.21,36.74,1.25,,1.06,,6.21,,49.13,21.83,4.04,0.54,,,,,8.15,,,,,5.31,8.14,2.6,,,0.28,1.37,14.69,10.58,,,8.38,,1.91,,,,6,1026747573.0,Specialty Stores,Retail Trade
LEVI,66.62,32.2,,16.4,44.2,139.8,73.7,,11.1,44.41,2.49,49.12,32.59,2.68,0.34,0.29,19.11,1.42,179.28,77,38.53,6.27,1.12,,0.42,2.49,52.35,26.19,14.93,14.08,11.01,1.45,1.49,1.91,0.32,9.96,8.07,2.7,15.34,20.23,14.1,4.76,17.95,57.99,11.12,,2.34,,7.65,3.88,54.6,16.76,2.84,1.24,,,,,12.14,2.04,,,,8.65,16.66,1.03,1.73,5.59,0.77,2.4,7.67,4.18,7.3,,12.71,,3.15,23.59,,,9,5462100943.0,Apparel/Footwear,Consumer Non-Durables
LFST,,54.88,,12.2,,,,,,79.41,,,65.07,1.62,0.24,0.1,5.32,1.18,,5.76,45.73,,0.35,,,,,,,1306.48,27.35,2.1,2.31,,0.68,,,,,,33.47,13.67,9.96,29.65,,,,,,1.43,,,,1.83,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,1,2649816882.0,Medical/Nursing Services,Health Services
LFUS,,59.11,,14.9,9.2,21.2,23.9,21.7,17,74.88,1.49,8.44,63.81,4.46,1.39,0.61,270.26,3.57,126.32,44.34,50.23,2.06,0.38,,0.26,0.98,21.83,15.27,17.87,21.58,15.16,3.04,3.01,4.58,0.63,16.83,5.75,0.98,29.77,22.48,,4.34,242.61,36.84,8.11,,9.58,,14.12,2.72,30.96,27.57,1.85,3.01,,1.38,0.92,,17.57,3.73,1.03,,,14.73,19.48,1.5,1.2,11.35,2.44,5.51,28.5,8.95,9.12,,8.07,,1.74,32.02,,,10,6282368196.000001,Electronic Production Equipment,Electronic Technology
LGF.A,,52.83,,,,,,,5,53.48,,,54.19,,0.08,0.07,9.02,0.37,,56.13,56.68,4.77,,,,,,6.63,16.87,,,1.46,1.53,,,9.01,17.98,,10.42,,,5.45,10.73,45.5,0.86,,,,6.11,,,52.75,,0.49,,,,,5.35,,0.51,,,4.87,3.18,,7.16,,0.37,,,,,,2.87,,13.36,,,,4,1993863323.9999995,Movies/Entertainment,Consumer Services
LGF.B,,53.51,,,,,,,5,56.58,,,55.89,,0.08,0.07,8.27,0.37,,56.13,56.68,4.77,,,,,,6.63,16.96,,,1.46,1.53,,,9.01,18,,9.59,,,5.45,10.09,45.5,0.86,,,,6.11,,,48.36,,0.5,,,,,5.35,,0.51,,,4.88,3.19,,7.13,,0.37,,,,,,2.87,,13.15,,,,4,1993863323.9999995,Movies/Entertainment,Consumer Services
LH,,57.07,4.9,,,,,,,66.25,1.38,,60.07,2.73,0.03,0.02,206.17,0.88,19.55,31.27,60.56,4.33,0.75,,0.21,1.38,29.44,16.86,34.1,14.92,11.36,1.82,1.89,3.4,0.48,5.43,3.84,1.38,13.83,6.11,8.66,5.06,225.87,27.74,5.68,,3.52,,9.05,2.18,41.65,14.96,,1.47,,,,,26.98,,1.03,,,15.18,,,0.89,,0.76,2.46,19.03,5.42,5.06,,4.82,,2.09,16.34,,,10,17866189152.0,Services to the Health Industry,Health Services
LHX,11.75,68.75,3,,10.3,8.4,14.2,,6.5,86.77,4.16,5.38,75.62,1.86,0.06,0.04,231.04,0.98,37.68,51.08,23.3,4.58,0.73,,0.52,2,32.43,19.03,49.54,19.21,14.03,2.69,2.82,3.08,0.45,5.7,2.62,2.01,18.05,8.08,8.54,5.74,264.51,26.18,3.35,,5.82,,10.26,2.35,37.51,26.11,4.35,2.18,,1.45,2.87,,38.27,,0.93,,,26.78,41.79,,1.27,,0.8,2.98,58.21,5.51,6.32,,5.79,,,34.54,,,10,32666998522.0,Aerospace & Defense,Electronic Technology
LI,,59.44,,19,,171.2,,,70.2,80.03,,,69.46,2.54,1.31,6.46,21.28,1.53,26.73,123.57,0.25,1.49,0.25,,,,7.9,7.9,,11.63,8.15,0.53,0.62,12.66,0.41,,,,12.02,,,24.59,76.31,22.16,77.8,,8.71,,4.91,2.48,14.26,9.86,,1.22,,,,,,1.05,,14.4,5.56,,9.73,,,2.52,1.37,9.26,50.7,15.69,20.9,,21.79,,,,,,1,40697237934.01745,Motor Vehicles,Consumer Durables
LII,59.49,63.33,2.5,,12.3,20.2,22.5,,14,71.66,1.41,23.78,65.5,8.9,0.05,0.04,557.19,1.43,86.58,44.54,49.72,1.82,4.49,,0.24,0.79,26.17,23.57,38.33,22.78,20.98,4.22,4.31,3.82,0.12,11,2.76,0.81,28.56,14.07,12.31,6,359.05,31.75,16.28,,12.38,,17.52,53.83,32.28,30.5,2.65,4.02,,1.32,1.56,,36.36,13.44,1.81,,,25.16,33.68,2.48,3.89,133.3,0.68,21.36,50.71,52.64,410.77,,34.54,,1.77,49.88,,,10,13368666846.0,Industrial Machinery,Producer Manufacturing
LILA,2.73,70.45,4.1,,,32.4,,57.5,3.7,82.37,,21.46,74.52,0.31,0.36,0.08,9.75,1.12,,97.66,53.48,4.98,4.7,,,,15.35,5.76,33.96,13.79,5.24,2.05,2.09,6.51,0.13,6.15,14.34,,14.92,26.46,,2.64,8.74,66.38,0.95,,,,12.85,1.12,,,,0.46,,,,,7.41,,,,,2.4,7.01,,0.63,,1.12,,14.51,5.32,,,,,,,,,2,1806890916.0,Major Telecommunications,Communications
LILAK,4.57,71.43,4.1,,,32.4,,57.5,3.7,84.22,,20.86,75.96,0.31,0.36,0.08,9.81,1.12,,97.66,53.48,4.98,4.7,,,,15.35,5.76,33.96,13.79,5.24,2.05,2.09,6.51,0.13,6.15,14.33,,14.94,26.46,,2.64,8.79,66.38,0.95,,,,12.85,1.12,,,,0.46,,,,,7.4,,,,,2.4,7.01,,0.63,,1.12,,14.51,5.32,,,,,,,,,2,1806890916.0,Major Telecommunications,Communications
LIN,15.9,48.63,2.7,,9.8,16.8,19.9,13.9,9.2,51.6,1.91,6.17,48.87,4.04,0.34,0.24,440.7,0.91,44.05,61.57,53.41,1.64,0.52,,0.36,1.22,26.21,18.13,42.01,23.22,17.47,6.68,6.85,3.82,0.48,16.32,2.52,1.27,28.48,10.52,9.82,4.9,376.94,47.26,19.05,,19.26,,25.64,5.46,34.19,30.31,5.51,6.6,,1.96,1.87,,40.38,23.01,1.65,,,23.07,32.31,3.63,2.47,393.48,0.76,7.93,35.37,13.33,15.99,,8.22,,2.33,51.6,,,10,189318110161.0,Chemicals: Specialty,Process Industries
LITE,,77.72,4,,,,34.2,,6.1,89.94,,,83.64,1.05,2.74,0.34,59.24,5.2,137.96,51.54,62.76,,2.18,,,,,,,97.17,19.43,3.9,3.92,,0.28,,,,58.96,,,,50.4,20.38,,,,,,3.4,,,,2.68,,,,,,,,,,100.6,,,1.16,,3.87,,,,,,,,,98.73,,,6,3218274853.0,Electrical Products,Producer Manufacturing
LIVN,,43.4,,1.3,,,,,3.4,53.98,,3.16,46.03,1.55,0.94,0.46,51.43,3.17,146.1,71.66,60.28,,0.55,,,,,,105.31,47.15,27.17,2.66,2.71,,0.5,2.57,1.09,,26.37,5.88,10.37,5.5,64.85,67.89,0.65,,,,3.38,2.28,,24.94,,2.34,,,,,92.5,3.97,0.67,,,43.6,,,2.77,14.21,2.71,,,,,,0.52,,,,,,3,3114436002.0,Medical Specialties,Health Technology
LKQ,,57.22,4.2,7.4,,15.3,17.5,,10.7,74.19,2.69,,64.89,2.82,0.11,0.06,43.8,1.7,124.91,68.67,32.71,3.3,0.91,,0.33,2.69,12.36,9.79,16.13,10.44,8.73,1.1,1.17,8.09,0.4,7.26,8.84,2.75,11.24,23.57,9.63,5.04,63.33,39.77,5.61,,5.8,,9.55,1.9,14.21,12.66,0.86,0.81,,0.61,0.41,,11.38,,0.71,,,8.45,10.65,0.82,0.71,,0.68,5.71,28.2,11.86,13.77,,8.71,,,16.58,,,10,13361764548.999998,Automotive Aftermarket,Consumer Durables
LLY,96.85,73.39,2,26.6,15.2,,0.8,,12,72.44,1.05,34.9,73.19,11.27,0.14,0.1,948.4,1.35,267.46,122.85,81.64,2.71,2.05,,0.48,0.52,106.47,89.27,,58.54,53.64,20.09,24.07,0.94,0.2,,,0.56,69.11,9.7,56.63,22.67,445.36,80.16,21.4,,17.08,,33.51,66.65,139.68,96.98,9.06,23.8,,,,,,57.58,4.2,,,232.58,,10.35,16.62,771.06,1.03,10.45,63.55,21.26,53.79,,22.81,,,178.61,,,9,546471229775.0,Pharmaceuticals: Major,Health Technology
LMAT,22.43,67.33,,16.6,13.8,6.5,9.9,,11,80.74,1.36,41.8,71.48,27.29,4.04,5.74,86.08,7.57,278.76,19.69,47.82,0.36,0.06,,0.39,0.69,42.21,34.57,55.16,,30.87,8.46,9.12,2.37,0.87,16.53,1.71,0.74,48.14,7.95,16.25,8.91,63.41,66.45,,,16.99,,20.46,6.26,56.99,57.18,8.17,9.7,,1.91,1.87,,58.65,4.93,1.59,30.73,12.26,49.02,71.6,8.64,3.49,9.55,5.54,10.13,42.92,14.01,11.68,,14.62,,0.64,81.18,,,10,1270780165.0,Medical Specialties,Health Technology
LMT,,41.86,4.9,9.7,7.4,4.9,4,2.8,5,23.42,3.99,,35.05,3.66,0.16,0.14,463.73,1.3,19.9,19.54,13.42,1.87,2.92,,0.44,2.69,14.16,12.17,20.3,15.15,12.86,1.8,1.81,7.06,0.12,8.93,5.63,2.73,18.04,10.23,2.84,3.58,487.51,12.1,8.79,,9.73,,12.23,16.53,16.97,16.71,2.53,1.65,,0.84,1.12,,18.45,,0.96,,,14.36,18.2,3.29,1.61,,1.11,12.29,109.5,23.54,81.35,,15.74,,4.63,21.14,,,10,106789130369.00002,Aerospace & Defense,Electronic Technology
LNG,0.94,72.54,2.1,,,80.5,213.2,,31.4,75.22,0.96,,75.29,1.95,0.71,0.16,177.56,0.98,18.55,5.38,16.22,2.82,6.69,,0.08,0.96,7.25,6.38,15.39,13.61,10.83,3.95,3.71,13.79,0.1,24.13,10.29,0.99,22.89,,,,122.25,52.85,7.79,,28.55,,49.91,9.61,8.61,8.6,0.3,2.46,,,,,10.22,1.92,1.12,,,6.84,8.24,,1.16,9.61,0.92,11.8,25.54,23.7,135.78,,18.38,,9.76,58.99,,,4,39332272294.0,Oil & Gas Pipelines,Industrial Services
LNN,,51.23,,14.5,2.8,18.4,22.5,59.1,11.7,58.13,1.32,,52.7,5.68,1.23,1.13,117.54,3.95,143.06,38.41,86.07,1.2,0.28,,0.21,1.17,13.5,11.03,16.18,,9.79,1.72,2.01,7.41,0.63,11.98,5.8,1.2,17.16,22.82,,,118.83,31.96,25.68,,11.75,,13.97,2.67,17.84,17.84,0.62,2.1,,,,,17.52,1.66,1.1,,6.07,12.57,16.49,0.71,1.98,3.46,2.56,9.68,28.07,14.9,15.66,,13.17,,1.4,30.22,,,10,1257111509.9999998,Trucks/Construction/Farm Machinery,Producer Manufacturing
LNT,,71.92,,5.1,6,6.3,5.9,19.3,5,88.6,4.7,,79.39,1.13,0.02,,53.87,0.56,51.79,90.5,34.49,5.29,1.42,,0.7,3.48,20.68,12.76,23.64,19.62,12.24,5.41,5.85,4.84,0.32,24.77,7.14,3.58,17.61,8.52,4.23,3.2,54.06,44.16,2.18,,17.53,,23.71,2.03,19.59,20.44,5.24,3.43,,1.65,1.21,,13.93,1.36,1.14,,,13.93,,,1.21,2.03,0.4,3.36,6.68,6,10.54,,4.51,,,20.41,,,10,13085794739.0,Electric Utilities,Utilities
LNTH,,86.6,,15.7,,155.5,,271.2,43.3,95.34,,43.05,90.8,8.46,3.03,1.16,123.41,4.84,42.23,27.55,73.73,0.92,0.65,,,,13.82,12.57,30.44,,,5.57,6.2,7.24,0.52,20.38,3.25,,18.05,,21.68,10.11,97.48,64.02,23.85,,33.72,,34.74,9.04,18.84,23.45,,6.45,,,,,31.48,3.47,,,32.48,27.07,27.08,,3.39,11.52,4.55,29.94,203.39,46.04,66.58,,44.79,,,107.32,,,6,4434993149.0,Medical Specialties,Health Technology
LNW,39.66,67.31,1.8,,,83.7,,2.1,20.4,76.5,,17.29,71.02,2.43,0.66,0.12,108.3,1.98,73.08,79.98,59.69,4.08,4.68,,,,22.23,13.65,40.79,17.05,11.39,4.18,4.38,4.5,0.15,10.74,3.29,,26.4,4.3,35.98,8,87.85,70.26,2.14,,7.46,,22.11,11.67,45.13,34.94,87.35,3.34,,,,,31.17,,4.16,,,17.35,34.81,,4.61,,1.72,3.84,115.31,11.41,24.16,,12.33,,2.12,1353.75,,,3,7138625370.0,Casinos/Gaming,Consumer Services
LNZA,,51.31,,,,,,,55.9,74.36,,,59.53,,4.29,4.71,2.02,6.89,39.48,57.43,56.54,,0.21,,,,,,,,,3.64,5.18,,0.43,,,,,,70.91,73.47,0.0,30.48,,,,,,4.39,,,,6.33,,,,,,,,,16.83,,,,,4.39,6.89,,,,,,,,0.16,,,,,1614314621.0000002,Engineering & Construction,Industrial Services
LOGI,65.77,38.72,2.9,1.1,8.6,,,,,31.61,1.91,6.14,33.74,9.86,1.4,19.74,92.78,2.42,77.99,66.05,52.75,0.11,0.03,,0.27,1.26,20.96,18.35,11.72,23.37,19.74,2.81,2.91,4.77,0.62,25.34,7.7,1.4,24.32,17.05,4.45,4.9,61.88,41.35,,,14.17,,13.85,6.43,23.97,21.78,1.66,3.43,,0.47,0.31,,13.62,2.85,1.45,95.65,11.38,12.95,14.91,1.76,1.29,8.31,2.03,17.05,163.79,23.94,27.45,,41.13,,4.76,35.82,,,10,12000990235.092283,Computer Peripherals,Electronic Technology
LOMA,2.94,55.33,0.7,64,80,38.7,72.3,88.6,52.2,74.75,6.66,5.26,61.91,2.4,0.03,0.03,6.84,1.19,68.94,37.76,16.59,0.95,0.38,,0.31,6.66,3.38,2.61,49.38,,52.59,1.87,0.88,29.59,0.51,9.2,13.22,,,22.76,,64.27,3.3,24.84,0.83,,11.38,,13.98,1.96,21.51,3.1,0.04,2.18,,,,,41.02,0.84,,,,15.05,12.7,0.32,1.31,1.97,0.37,9.83,38.89,37.96,19.94,,8.07,,,76,,,10,1300834983.0206995,Construction Materials,Non-Energy Minerals
LOPE,29.45,54.5,13.7,,,7.5,7.7,3.6,21.2,56.38,,11.35,56.18,14.42,1.82,2.99,141.92,2.78,,18.06,31.28,0.32,0.13,,,,14.8,13.19,18.25,,,3.89,4.07,6.76,0.73,22.32,5.21,,18.32,11.78,,,140.37,52.48,16203.56,,21.66,,26.31,5.58,19.88,19.74,2.9,4.26,,1.01,0.73,,19.09,2.93,1.01,289.63,25.16,15.81,18.63,2.7,1.06,9.79,2.78,23.46,106.62,34.14,31.09,,32.51,,2.49,25.03,,,10,3364750932.0,Miscellaneous Commercial Services,Commercial Services
LOW,,63.4,7.7,,23.7,19.6,13.9,,7.4,85.02,4.73,2.79,71.6,3.61,0.17,0.08,234.08,1.17,114.77,67.35,,3.1,,,0.33,1.9,15.22,12.94,20.16,15.79,13.6,1.99,1.97,6.57,,9.75,6.24,1.98,19.43,24.58,4.73,1.67,215.03,33.27,7.32,,8.46,,12.79,,18.8,17.64,0.65,1.56,,0.56,0.74,,16.23,,1.26,,,13.14,17.43,0.71,2.15,,0.23,16.4,46.01,41.86,,,26.93,,3.66,30.6,,,10,126976896333.00002,Home Improvement Chains,Retail Trade
LPG,68.93,39.95,0.7,3.4,,38.5,60,39.6,29.8,28.27,10.02,2,35.92,2.68,2.89,0.37,39.85,3.62,4.73,20.97,1.58,1.91,0.78,,0.54,10.02,6.53,5.4,6.34,10.85,8.11,5.01,4.02,15.31,0.56,63.42,20.94,10.02,9.72,29.86,,,31.82,65.14,8.65,,54.83,,58.64,1.58,5.24,5.33,0.11,2.95,,0.17,0.15,,4.63,0.61,1.15,,,4.24,5.01,0.21,0.53,1.58,3.6,17.36,24.23,20.68,32.77,,20.98,,3.41,19.07,,,7,1101901442.0000002,Marine Shipping,Transportation
LPLA,27.04,32.29,2.1,19,6.3,31.3,38.9,,21.1,12.61,0.51,20.81,23.97,3.58,0.28,0.27,263.45,1.58,,128.44,20.38,2.09,1.8,,0.08,0.45,14.41,11.67,31.59,14.17,11.4,2.02,2.18,6.94,0.21,6.89,3.66,0.45,16.62,22.76,15.34,15.69,284.34,29.21,7.62,,9.71,,15.12,8.68,19.91,17.12,0.88,2,,0.55,1.1,,28.6,,1.51,,,18.02,37.83,0.87,1.82,,1.58,10.27,160.21,24.33,47.24,,18.87,,1.57,39.65,,,10,18851560200.0,Investment Banks/Brokers,Finance
LPX,19.22,49.03,12.1,22.9,18.3,,,,12.9,67.56,2.3,35.65,53.78,6.77,0.96,0.66,85.66,3.33,71.62,41.16,17.12,0.73,0.23,,0.22,1.18,15.92,12.1,18.93,11.6,9.3,2.09,2.26,6.28,0.65,11.5,5.1,1.23,15.39,26.49,19.47,7.16,62.72,25.95,30.07,,9.74,,16.58,3.81,23.53,19.42,0.57,2.27,,0.62,1.71,,19.7,1.84,1.62,,,11.44,26.96,0.78,0.75,3.93,1.75,11.17,21.29,18.29,17.56,,16,,1.51,18.54,,,7,4227604543.999999,Forest Products,Non-Energy Minerals
LRCX,66.66,51.93,2.8,20,14.5,27,30.3,38.7,24,35.02,1.75,36.59,45.96,12.54,1.28,1.14,1069.82,2.82,223.7,25.38,70.78,1.08,0.62,,0.28,0.74,32.41,29.87,32.33,25.08,23.68,7.64,9.68,3.09,0.44,31.87,3.24,0.74,29.31,22.11,12.42,7.05,554.58,46.84,21.65,,25.35,,28.18,17.44,39.35,38.24,1.82,10.02,,1.22,1,,31.27,6.17,2.73,,62.71,28.86,32.94,1.82,2.56,22.37,1.84,19.28,77.67,29.53,44.12,,29.4,,2.98,53.22,,,10,82569365621.0,Industrial Machinery,Producer Manufacturing
LRN,84.84,44.91,,10.2,,38.4,70.4,54.3,18.9,46.58,,16.87,43.65,4.67,1.34,0.7,68.58,4.29,7.17,13.35,97.44,1.49,0.49,,,,12.32,8.53,21.88,,,1.42,1.55,8.12,0.58,7.08,4.75,,13.47,23.58,21.59,8.56,44.8,37.57,26.84,,9.29,,11.56,2.69,16.1,16.1,0.64,1.48,,,,,21.19,1.8,1.77,,7.06,14.6,35.85,0.64,1.35,4.51,4.21,10.38,39.97,16.69,18.7,,12.96,,0.76,46.03,,,10,1908451964.0,Other Consumer Services,Consumer Services
LSCC,,41.47,,21.3,,45.8,76.3,50,22.2,37.67,,,41.56,40.46,1.32,5.7,60.35,4.18,181.93,64.42,52.27,0.09,0.03,,,,46.05,36.99,37.39,,41.43,14.44,11.5,2.17,0.84,32.33,2.7,,54.71,21.72,,,75.7,69.53,,,31.42,,24.98,12.17,38.69,37.25,0.88,12.12,,,,,37.54,6.29,2.9,,39.97,33.16,39.44,1.49,4.01,23.85,3.01,27.5,79.58,24.8,35.26,,35.65,,2.44,317.63,,,6,12053836380.000002,Semiconductors,Electronic Technology
LSPD,,45.37,,4,,26.2,,3.4,44.6,48.5,,,45.32,7.15,4.99,31.11,13.88,6.34,11.27,26.15,14.19,,0.01,,,,,,,,2511.67,1.28,1.55,,0.94,,,,37.46,,81.01,21.12,25.75,42.37,,,,,,0.89,,81.65,,2.39,,,,,,3.08,,3.84,2.85,,,,2.71,2.58,6.23,,,,,,,,0.45,,,,,2339085228.51802,Packaged Software,Technology Services
LSTR,,45.36,2.4,15.2,16.8,12.1,10.7,30,11.3,47.23,1.49,,44.57,11.49,0.9,4.54,180.56,2.22,,37.04,58.34,0.34,0.12,,0.21,0.73,20.55,17.18,18.66,20.29,17.04,1.23,1.19,4.87,0.58,6.35,4.96,0.73,28.59,18.15,8.95,4.55,142.45,13.39,,,4.63,,5.77,6.34,27.78,28.93,2.65,1.3,,1.29,0.86,,20.27,2.92,1.21,,11.08,18.59,20.9,2.21,1.25,6.62,2.22,12.85,54.45,25.46,23.45,,24.96,,1.82,25.54,,,10,6701860359.0,Trucking,Transportation
LSXMA,,56.51,1.2,8.5,,77,15.5,,2.9,62.46,,,60.76,0.64,0.04,0.01,22.93,0.31,,105.57,26.28,4.56,1.08,,,,10.16,7.58,16.04,10.45,7.98,2.11,2.06,9.84,0.34,12.84,15.36,,6.49,36.18,,,28.77,48.94,3.62,,9.42,,21.43,0.72,9.44,7.28,0.63,0.89,,,,,6.8,,,,,4.44,8.64,0.41,0.37,,0.31,2.8,147.45,6.83,8.71,,5.05,,25.96,12.96,,,9,7217329999.999999,Movies/Entertainment,Consumer Services
LSXMB,,70.14,1.2,8.5,,77,15.5,,2.9,97.5,,,85.53,0.64,0.04,0.01,23.78,0.31,,105.57,26.28,4.56,1.08,,,,10.16,7.58,16.04,10.45,7.98,2.11,2.06,9.84,0.34,12.84,15.38,,6.5,36.18,,,29.86,48.94,3.62,,9.42,,21.43,0.72,9.43,7.27,0.63,0.89,,,,,6.81,,,,,4.46,8.68,0.41,0.37,,0.31,2.8,147.45,6.83,8.71,,5.05,,25.96,12.92,,,9,7318570000.0,Movies/Entertainment,Consumer Services
LSXMK,,56.95,1.2,8.5,,77,15.5,,2.9,62.9,,,61.36,0.64,0.04,0.01,22.92,0.31,,105.57,26.28,4.56,1.08,,,,10.16,7.58,16.04,10.45,7.98,2.11,2.06,9.84,0.34,12.84,15.37,,6.47,36.18,,,28.76,48.94,3.62,,9.42,,21.43,0.72,9.43,7.27,0.63,0.89,,,,,6.77,,,,,4.44,8.65,0.41,0.37,,0.31,2.8,147.45,6.83,8.71,,5.05,,25.96,12.95,,,9,7357760000.0,Movies/Entertainment,Consumer Services
LTC,,63.61,,1.6,,0.5,1.9,,5.5,75.83,6.4,2.49,68.25,1.61,0.03,0.01,35.57,2.6,209.6,,36.96,5.14,0.97,,1.29,6.4,18.29,14.21,22.16,20.17,14.6,17.01,11.94,5.47,0.49,53.9,6.94,6.4,,5.06,,,38.71,93.29,2.53,,40.6,,60.27,1.74,18.53,20.19,,7.46,,,,13.82,13.83,1.25,0.72,,,13.83,14.84,,0.88,1.74,2.6,4.39,58.52,8.39,9.5,,6.72,,,12.93,,,10,1319695030.0,Real Estate Investment Trusts,Finance
LTH,,65.45,,3.9,,,,23.1,18.5,65.36,,24.83,64.74,0.75,0.04,,19.42,0.43,14.75,22.23,3.2,8.98,1.88,,,,35.23,16.8,,,14.69,3.24,3.51,2.84,0.33,,,,32.31,,17.66,10.75,20.6,46.49,1.68,,3.19,,9.98,1.68,55.49,35.31,,1.69,,,,,,2.6,,,,8.12,,,,4.32,0.31,1.06,4.36,3.58,3.3,,2.62,,,,,,3,2945473978.0,Other Consumer Services,Consumer Services
LULU,,30.47,1.1,19.5,,37,39.9,43.4,31.1,19.78,,,25.79,12.06,1.37,1.36,291.06,2.72,135.05,26.85,4.25,0.53,0.33,,,,15.93,13.56,20.58,14.2,12.34,3.32,3.63,6.28,0.62,17.63,4.76,,20.22,22.01,11.19,10.41,483.35,58.34,,,16.09,,22.78,8.66,23.36,22.6,0.83,3.73,,0.66,0.62,,21.41,2.96,0.66,,31.54,15.56,20.5,0.9,2.64,8.71,1.75,25.09,69.58,45.87,41.98,,37.73,,1.4,52.73,,,10,51337121333.00001,Internet Retail,Retail Trade
LUMN,,55.72,2.8,,,,,,,78.77,,,64.4,,0.41,0.08,1.18,1.03,11.06,58.71,35.28,,37.62,,,,,,,15.47,4.59,1.42,1.32,,0.02,,,,,257.25,,,4.48,50.54,0.57,,,,4.76,2.36,,,,0.08,,,,,,,0.12,,,0.44,,,0.05,,0.98,,,,,,1.97,,329.34,,,,5,1552298625.0,Major Telecommunications,Communications
