Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,2.84,60.16,1.5,7.9,7.7,13.5,33.2,24.7,10.5,72.84,1.03,,65.74,6.61,0.85,0.65,137.38,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.68,28.9,24.45,26.63,24.47,21.43,6.01,6.21,3.46,0.57,23.33,3.84,0.69,23.9,15.89,5.44,2.44,135.41,50.63,14.64,,18.84,,19.54,6.45,32.48,25.82,2.15,6.14,,0.83,1.64,,26.31,5.01,1.22,,,21.35,32.19,1.96,2.07,21.84,1.64,11.49,63.42,15.6,20.99,,14.11,,2.76,45.04,,,10,33913792728.0,Medical Specialties,Health Technology
AA,14.44,29.31,1.4,10.2,,,,,5.9,23.57,1.22,28.7,24.44,1.05,0.44,0.55,33.02,1.55,79.98,58.53,26.31,10.94,0.65,,,1.22,,30.71,,19.3,6.97,0.7,0.67,,0.27,,,1.22,262.77,,,2.82,39.81,8.14,,,,,,1.52,,,,0.55,,,,,,,,,,17.95,,,1.46,1.52,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,42.27,,10.4,,,,,27,50.15,,,45.34,0.65,0.34,0.21,10.43,0.6,20.92,21.96,14.01,19.76,,,,,19.03,19.03,,11.53,6.7,0.69,0.71,5.25,,,,,5.33,,17.2,4.34,16.94,20.23,1.4,,,,5.34,,,10.79,,0.14,,,,,,,0.32,,,3.37,,,,,0.5,,5.17,4.89,,,12.18,,44.83,7.78,,,8,8696254174.0,Airlines,Transportation
AAP,,46.39,3.6,,26,,,,8.9,53.73,35.27,,48.88,1.29,0.09,0.11,60.99,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.64,70.87,17.46,15.17,19.27,10.49,0.63,0.63,1.41,0.21,4.18,12.96,1.64,16.78,6.62,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.42,88.39,88.39,,0.32,,,,,7.74,3.8,0.28,,,5.39,11.97,,0.53,3.67,0.29,0.13,1.96,1.42,0.62,,1.21,,,7.99,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,7.55,47.43,2.9,1.3,5.7,20.9,23.2,14.6,15.7,26.57,0.61,9.85,38.96,9.96,0.54,0.64,218.24,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.44,28.18,25.74,33.18,26.11,24.26,8.1,8.86,3.55,0.22,26.71,3.05,0.46,29.41,20.27,10.11,5.4,179.88,45.59,59.12,,26.31,,30.98,45.09,33.94,33.94,2.01,8.91,,1.4,1.59,,33.4,8.25,2.21,,,30.82,36.07,1.91,2.54,45.09,0.99,29.34,262.55,56.47,150.79,,34.83,,3.09,49.38,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,70.15,,,9.7,8.1,22.2,18.4,8.5,72.58,6.6,,71.56,0.71,0.98,0.06,24.86,2.06,,143.65,6.4,6.71,1.43,,1.49,5.37,23.27,12.34,25.79,,,,7.09,4.3,0.4,27.51,8.07,5.42,,7.39,,2.41,29.12,62.64,1.88,,15.46,,27.6,1.26,27.93,27.93,12.14,4.26,,2.42,1.35,10.95,15.54,1.26,0.55,,,9.91,19.32,,1.11,1.28,2.06,2.29,612.23,4.67,5.68,,4.28,,3.4,31.08,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,13.7,72.71,,,7.8,9.6,49.1,7.4,3.8,87.24,5.53,4.64,78.65,1.93,0.44,0.24,181.94,0.94,72.03,65.71,76.29,4.7,9.24,,0.66,3.39,40.95,24.33,17.49,15.58,14.72,6.94,6.96,2.44,0.05,39.8,6.81,3.43,16.89,23.77,7.11,5.05,142.61,62.76,6,,9.71,,24.95,40.07,60.65,19.86,1.28,5.86,,0.89,0.48,,14.76,,1.35,,,14.21,21.68,0.94,1.58,,0.83,3.87,188.7,9.07,47.16,,9.28,,4.7,39.64,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,55.64,,8.7,,,,,,65.84,,,59.97,2.18,6.66,9.48,3.23,7.76,,,342.96,,0.07,,,,,,,,,8.29,9.34,,0.77,,,,,,,31.92,1.23,,,,,,,0.84,,,,26.04,,,,,,,,2.6,1.97,,,,,0.98,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,47.38,,2.2,20.8,5.4,3.2,9.8,11,46.08,11.37,,48.07,3.53,0.4,3.65,2.11,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.16,8.41,6.21,8.78,8.61,6.54,2.06,1.95,11.89,0.65,25.4,12.37,7.16,12.77,14.46,5.16,6.39,2.94,50.66,6.83,,18.25,,23.83,2.15,11.28,10.82,2.21,2.36,,,,,9.34,1.67,0.43,,,7.23,10.53,1.8,0.71,5.15,0.7,10.77,64.69,18.64,17.03,,17.22,,6.21,11.72,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,3.58,62,,50.3,,28.2,37.8,,24,65.34,,3.73,63.42,2.73,0.01,0.01,255.6,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.71,9.98,103.99,11.31,10.42,0.58,0.66,9.34,0.33,0.64,1.9,,8.75,30.37,,8.9,256.13,18.22,5.43,,3.68,,6.86,1.54,9.31,8.12,0.25,0.34,,0.26,4.63,,53.42,,1.17,,,16.48,138.67,0.32,0.56,,0.38,6.33,26.89,13.18,17.8,,9.59,,,14.04,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,11.93,74.61,2,8.4,5.9,40.8,24.6,,11.1,89.65,1.99,20.84,80.92,3.11,0.05,0.04,55.12,1.44,,,58.62,2.69,0.76,,0.28,1.63,11.81,9.24,13.8,11.87,9.59,0.57,0.58,8.47,0.37,4.23,10.04,1.64,15.06,26.13,,2.09,50.68,,4.81,,3.04,,4.88,1.88,14.43,17.55,1.09,0.43,,0.95,0.9,,10.35,,1.11,,,8.85,9.56,0.88,0.95,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.45,28.12,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,33.74,,38.3,,,,,8,20.41,,,28.38,4.02,0.78,5.4,140.29,1.44,,31.15,7.78,0.93,0.26,,,,37.11,36.32,19.03,23.89,20.15,7.12,7.8,2.69,0.32,40.97,4.71,,32.3,,,11.87,169.58,82.86,20.56,,48.23,,15.86,11.31,18.78,18.78,,9,,,,,22.03,3.24,,,23.82,21.9,15.82,,,12.56,1.44,22.9,794.68,22.38,69.5,,64.25,,2.94,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,,53.74,0.7,6.3,12.3,6.8,6.7,,5.8,56.01,3.83,,55.17,5.04,0.47,0.46,104.77,1.6,134.53,83.35,57.11,1.47,0.38,,0.48,2.05,27.16,19.21,38.8,20.58,17.77,4.57,4.69,3.68,0.54,12.09,2.7,2.1,22.49,14.76,8.16,6.34,107.82,55.24,12.37,,13.65,,15.92,4.7,33.05,23.54,2.05,4.48,,0.82,1.93,,37.14,5.21,1.09,,,25.67,41.83,2.08,1.75,25.55,1.11,7.61,66.45,11.91,14.69,,10.43,,3.26,38.95,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,10.71,62.33,,6.9,,13.2,4.1,,5.9,65.27,0.22,3.82,63.86,3.35,0.41,0.29,91.64,2.28,70.68,47.28,58.62,1.66,0.26,,0.07,0.22,24.22,13.4,48.72,,,1.85,2.08,4.13,0.65,4.27,2.26,0.22,25.58,22.62,,,69.21,18.95,6.11,,6.05,,7.6,1.87,31.38,33.57,1.66,1.89,,,,,44.38,2.43,,,,14.23,20.2,1.69,1.24,3.96,1.36,4.04,12.16,6.5,6.18,,4.91,,2.44,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,74.05,,,,38.8,40.9,46.1,16.4,83.89,,,78.21,2.39,1.42,7.89,18.75,2.04,155.25,99.1,38.89,9.83,0.13,,,,,453.36,43.18,30.4,49.7,2.93,3.38,,0.54,7.83,2.06,,39.07,,,17.91,33.29,92.27,,,,,,6.67,,,,3.8,,,,,48.83,,,39.06,10.9,48.83,1704.54,,,8.72,1.86,,,,,,0.28,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,50.16,,12.2,,,16.9,,10.9,56.48,,,52.07,2.13,0.16,0.04,65.53,1.27,18.65,504.43,43.97,9.27,0.69,,,,104.79,37.74,,13.58,10.79,2.52,2.7,0.95,0.52,,,,18.53,1.06,15.49,9.88,86.79,96.44,5.93,,,,17.7,2.09,,18.3,,2.02,,,,,,3.03,0.87,,,60.44,,,1.99,11.28,1.25,,3.32,1.65,,,3.15,,,225.97,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,58.46,,100.9,,,,,,56.53,,,56.94,,5.78,,,6.01,,,,,,,,,,,,,,245.42,,,,,,,,,16.47,,,,,,,,,3.75,,,,,,,,,,,,5.19,4.9,,,,,3.78,6.01,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,63.89,,18.8,33.9,6,,,4.2,80.14,2.39,,70.76,3.61,0.04,0.02,19.97,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.39,13.53,5.88,30.95,11.15,6.23,0.32,0.32,7.39,0.11,1.05,7.18,2.39,8.27,19.31,,1.64,21.79,27.84,3.99,,1.41,,2.43,3.97,10.4,7.62,0.56,0.15,,,,,14.02,,,,,4.17,12.48,0.85,0.77,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.42,30.72,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,73.11,68.48,2.6,5.9,,7,21.8,,6.8,67.14,,26.32,67.89,2.76,0.19,0.17,43.15,1.37,,22.6,71.62,2.69,0.84,,,,20.63,13.79,26.37,,13.9,3.46,3.65,4.85,0.38,13.85,4.5,,24.69,14.49,23.83,6.2,31.87,50.52,3.24,,9.88,,17.2,3.65,31.96,24.94,2.08,3.18,,1.27,1.96,,22.74,,1.25,,,18.57,24.93,2.24,1.35,,1.37,4.54,120.19,11.23,11.91,,6.74,,1.92,47.94,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,39.41,0.9,22.7,,62.7,72,31,34.8,32.24,,5.78,35.2,8.7,1.92,11.83,122.99,4,174.18,32.12,62.57,0.15,0.05,,,,12.18,11.63,24.46,,11.25,2.98,3.13,8.21,0.69,12.8,3.61,,,22.58,,,116.52,44.58,50.74,,22.16,,24,4.45,16.25,16.25,0.33,3.62,,,,,28.12,1.79,1.73,32.03,5.72,24.7,29.75,0.65,1.88,4.45,2.87,20.88,79.89,31.17,31.17,,36.43,,1.4,44.4,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,65.54,66.51,,,,2.6,0.1,,,69.69,,,68.09,7.31,5.32,6.57,62.1,5.46,,,75.9,,0.18,,,,,,,,,18.95,22.49,,0.64,,,,,,,8.1,0.0,,,,,,,6.66,,,,23.5,,,,,,,,11.37,10.82,,,,,6.66,5.46,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,1.32,56.39,4.6,,,0.1,22.9,46.8,7.7,61.61,0.93,,58.69,2.16,0.19,0.44,89.99,1.06,,54.74,60.22,4.7,1.23,,0.15,0.93,34.52,23.99,20.04,12.93,11.27,1.77,0.9,2.9,0.19,4.48,5.62,0.98,17.11,6.94,13.07,6.91,95.46,6.56,4.98,,,,5.49,5.56,,23.71,8.47,0.81,,,,,18.13,,1.87,,,15.54,65.43,,1.76,,1.06,,45.39,7.23,,,9.55,,4.44,142.84,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,,68.61,0.3,15.1,11.9,7.8,16.1,6.2,13.6,64.84,2.64,,70.56,7.24,0.3,1.2,326.2,1.16,,20.04,71.1,0.43,0.17,,0.42,1.59,21.84,18.98,23.63,18.31,15.88,3.01,3.18,4.58,0.51,13.44,4.24,1.59,25.18,14.23,6.41,4.64,325.31,32.58,171.01,,10.79,,14.2,7.37,29.87,27.46,2.45,3.23,,1.4,0.94,,24,6.96,1.15,,,22.71,34.53,2.66,1.62,39.68,1.16,13.46,227.4,27.32,26.23,,19.64,,3.13,36.12,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,10.27,46.05,,,,,,,30.6,37.14,,31.39,43.52,2.94,0.79,2.73,17.03,1.62,,502.91,127.4,,0.27,,,,,,,,,4.39,5.31,,0.44,,,,573.73,,,28.84,17.04,50.08,,,,,,6.13,,,,5.41,,,,,,,,,25.42,,,,,18.51,1.62,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,5.04,49.85,1.7,9.4,,17.7,14.1,11.4,16.8,43.16,,,44.56,12.63,0.85,1.32,536.61,1.16,,49.57,33.69,0.82,0.41,,,,36.3,32.08,37.47,24.19,22.31,11.12,11.68,2.75,0.5,31.17,2.68,,29.63,20.64,13.83,11.16,581.08,88.24,58.8,,24.86,,35.4,16.23,48.21,30.98,1.45,11.93,,0.99,1.23,,38.4,17.32,0.94,,,37.13,54.72,1.7,2.46,217.25,1.16,17.46,275.62,32.26,32.8,,22.15,,2.47,70.7,,,10,241068062221.0,Packaged Software,Technology Services
ADC,,78.33,,5.9,6.7,5.7,1.7,14.6,5.9,86.23,5.84,2.38,81.8,1.58,0.07,,69.07,0.9,,535.71,52.31,5.24,0.52,,1.65,4.26,34.18,19.14,23.9,31.56,19.23,16.84,16.72,2.93,0.65,69.98,5.87,4.31,38.68,11.96,2.82,9.62,73.91,87.98,3.02,,32.09,,48.78,1.39,38.37,38.44,6.2,11.79,,3.33,1.33,16.62,16.84,1.69,0.95,,,16.84,,5.86,1.01,1.67,0.9,2.43,,3.76,3.63,,3.67,,,30.97,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,,53.74,,,,,,,,52.39,0.31,,53.56,1.74,0.96,0.16,11.58,2.23,,,36.57,2.76,1.59,,0.26,1.73,16.16,8.55,12.18,,,4.31,4.85,6.19,0.32,39.85,11.25,1.73,9.05,19.49,,,7.94,,1.81,,11.06,,31.03,3.59,34.06,14.96,4.83,3.66,,,,,9.22,,1.74,,,8.41,11.77,,0.6,,2.23,3.51,616.28,10.4,11.57,,9.33,,15.68,30.47,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,15.04,45.96,,30.2,11.6,25.1,26.1,12.4,17.3,42.72,2.8,15.75,43.99,5.68,0.72,0.29,227.4,1.58,139.52,42.88,48.16,1.69,0.23,,0.58,1.58,45.78,24.82,38.54,24.67,20.6,10.87,11.28,2.18,0.72,29.28,2.72,1.62,28.73,18.15,15.55,,159.0,59.84,9.13,,20.45,,25.76,3.2,53.13,37.4,3.07,10.89,,2.06,1.84,,37.12,,1.61,,,26.65,33.06,2.43,1.84,,1.13,4.37,59.43,5.61,6,,5.53,,2.31,53.63,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,55.46,2.6,9.4,7.7,25.1,24.8,,15,56.54,3.97,10.03,55.27,3.34,0.04,0.07,63.3,1.47,53.05,24.6,21.4,2.04,0.49,,0.29,3.02,9.46,7.61,7.98,12.29,9.11,0.47,0.46,10.57,0.42,5.75,16.85,3.17,11.49,20.88,,,80.89,7.73,5.35,,3.32,,3.89,1.37,11.07,10.03,0.55,0.37,,,,,6.46,0.94,0.91,,,5.01,5.89,0.44,3.78,1.97,0.88,5.45,20.57,12.3,12.43,,6.06,,17.6,13.55,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,48.81,0.1,22.6,,89.8,,,6.1,50.82,,,51.64,1.9,0.25,0.36,25.17,1.13,21.96,65.87,45.82,3.38,1.22,,,,9.44,5.17,10.78,7.02,4.35,0.26,0.26,10.59,0.22,2.37,15.92,,8.25,,22.64,,40.4,6.77,2.43,,1.04,,3.06,1.09,15.44,8.79,,0.15,,,,,6.64,,,,,3.79,9,,0.87,,0.91,1.68,29.5,7.18,7.21,,8.37,,11.93,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,,66.84,1.4,,10.8,13.1,11.6,16.2,8.7,82.19,3.84,0.41,74.05,2.13,0.06,1,255.21,1.01,,2.83,61.8,0.58,0.71,,0.59,2.14,20.06,18.08,29.68,19.43,15.45,5.13,5.47,4.99,0.07,18.43,3.34,2.18,25.4,14.73,9.54,5.87,267.7,45.38,13.25,,19.56,,25.65,22.6,28.48,28.42,2.15,5.57,,1.41,1.78,,30.26,11.63,1.19,,,26.04,46.52,2.36,2.58,107.23,1.01,6.57,490.28,60.08,94.27,,7.17,,3.19,40.38,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,17.95,47.77,0.9,25.4,,21.7,23.3,,14.2,36.33,,,42.09,4.68,0.49,0.76,242.58,0.69,,89.81,32.86,1.93,1.21,,,,43.42,38.74,52.69,40.57,36.78,8.68,9.31,2.3,0.22,17.66,1.91,,30.12,22.84,11.13,11.1,255.85,90.77,1210,,17.66,,21.44,24.19,52.51,30.55,0.56,9.3,,,,,52.6,,0.89,,,48.44,152.77,1.22,2.61,,0.69,10.57,330.24,22.42,65.58,,9.75,,0.73,220.53,,,6,45606470933.0,Packaged Software,Technology Services
ADT,19.5,59.19,,3.7,,,,,,56.6,2.3,15.33,59.21,0.49,,,7.74,0.71,87.19,98.69,33.05,3.76,2.12,,0.32,2.3,19.64,7.1,15.8,,5.23,3.09,2.84,5.09,0.23,17.97,13.42,2.86,11.92,8.64,31.18,3.2,6.84,77.47,2.28,,12.8,,21.23,1.89,10.46,15.57,,1.39,,,,,7.77,,,,,4.25,6.88,,0.63,,0.56,4,22.76,5.09,19.36,,6.01,,18.78,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,28.17,60.56,,9.9,,22.2,30.1,,10.6,63.08,,30.53,61.27,6.53,0.54,0.51,122.67,1.35,,11.08,38.32,1.34,0.21,,,,23.59,20.61,18.89,19.99,17.54,2.03,2.12,4.24,0.72,11.22,5.5,,24.51,23.65,12.15,11.93,108.38,32.14,8.42,,6.04,,8.83,2.77,30.44,25.83,1.38,1.83,,1.07,0.52,,16.42,,1.23,,,15.15,17.48,1.25,1.29,,1.35,6.66,133.37,11.51,9.57,,8.9,,1.37,53.57,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,,73.04,,6.5,8,7.3,6.3,10.2,6.9,83.42,4.58,1.89,78.23,0.85,0.02,0.01,78.2,0.59,68.97,80.91,27.22,4.96,1.5,,0.61,3.31,19.57,10.94,,19.84,11.1,4.77,5.23,5.11,0.28,,,3.41,16.99,0.18,7.48,4.38,86.37,48.75,3.18,,15.84,,25.99,1.82,17.98,18.73,3.41,2.84,,1.36,,,,1.25,1.12,,,8.08,,2.97,,1.89,0.4,2.89,5.86,5.32,10.42,,4.03,,,20.1,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,62.8,,99.7,,,,,46.7,55.84,,,61.37,20.48,4.68,7.93,18.54,9.31,357.33,69.43,54.67,0.54,0.06,,,,47.09,41.48,471.3,,,,7.17,2.12,0.87,1.52,0.19,,,,20,,24.23,49.15,,,50.07,,15.22,4.82,16.55,15.45,,8.26,,,,,598.06,1.82,3.32,16.41,6.6,319.62,27.69,,5.89,4.82,5.75,31.03,24.62,10.7,37.59,,56.45,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,,49.7,0.9,13,,,,,6.1,44.6,0.35,1.05,47.59,3.75,3.42,0.99,110.14,5.61,134.35,54.68,63.28,5.73,0.9,,0.1,0.35,36.68,23.01,33.06,,12.08,2.83,2.65,2.73,0.45,8.02,3.03,0.35,36.65,22.56,,,87.52,35.3,7.02,,6.58,,6.45,3.61,40.49,26.16,1.95,2.65,,1.34,2.17,,33.2,2.6,0.94,,14.19,22.29,36.48,1.21,1.62,5.83,4.4,4.45,17.02,5.69,9.14,,9.37,,,38.51,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,27.44,57.6,,20.5,20.8,11.4,7.9,4,3.1,42,9.19,31.01,53.47,2.91,0.52,0.27,74.52,2.21,105.92,52.01,0.42,0.79,0.1,,0.67,2.16,37.81,14.92,36.83,13.27,8.21,4.84,5.48,2.64,0.68,15.31,2.86,2.16,20.91,21.81,11.51,5.87,55.05,33.66,17.59,,6.8,,26.36,1.93,78.44,31.17,1.22,5.51,,,,,35.88,1.87,1.3,,,13.91,44.19,1.28,1.96,2.45,0.88,1.61,4.53,3.57,2.38,,3.43,,1.42,54.39,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEP,2.72,77.51,,5.1,5.9,3.4,,1.3,6.7,86.44,4.8,11.94,82.58,0.9,0.04,0.01,97.07,0.54,80.42,103.82,18.7,5.75,1.71,,0.66,3.62,21.09,12.31,,18.13,11.44,4.47,4.9,4.74,0.26,,,3.67,17.27,1.23,14.85,4.69,95.71,60.01,2.25,,14.57,,21.27,1.98,18.11,18.74,3.41,2.59,,,,,,1.29,1.16,,,8.87,,3.48,25.61,1.99,0.37,2.93,5.88,5.33,11.35,,4.4,,,20.88,,,10,41234689544.0,Electric Utilities,Utilities
AER,41.53,48.57,,6.4,,,5.5,,,40.7,0.27,20.94,45.24,0.77,0.78,0.03,93.89,3.52,5.31,60.32,4.14,9.72,2.7,,,0.27,28.53,13.38,,15.95,9.39,7.73,8.16,3.51,0.24,,,1.06,,,10.2,2.47,72.78,34.73,,,42.81,,28.61,1.1,6.21,9.62,,2.62,,,,,,0.75,1.53,,,3.84,5.39,,1.74,1.31,3.48,4.68,3.68,3.2,20.12,,2.94,,16.74,15.07,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,45.22,,,5,,6.9,,7.2,53.34,4.9,1.68,47.53,0.47,0.26,0.08,17.59,0.78,27.69,79.26,48.64,11.26,10.21,,0.33,3.84,27.13,15.09,,20.27,12.2,3.11,3.17,3.69,0.06,,,3.88,9.24,,6.88,3.01,24.41,20.21,1.66,,4.24,,17.9,4.31,24.43,8.62,,0.98,,,,,,4.03,1.08,,,4.57,,,,42.9,0.71,1.23,5.18,4.21,20.35,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.72,,,5,,6.9,,7.2,31.65,,,33.54,0.47,0.26,0.08,62.61,0.78,27.69,79.26,48.64,11.26,10.21,,,,27.13,15.09,,,,,3.17,3.69,0.06,,,,9.17,,6.88,3.01,0.0,20.21,1.66,,4.24,,17.9,4.29,24.33,8.59,,0.98,,,,,,,,,,4.57,,,,,0.71,1.23,5.18,4.21,20.35,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,2.1,50.21,,14.3,,129.9,,,64.1,51.36,4.03,13.43,51.16,2.43,0.98,0.39,20.53,2.24,22.42,62.54,60.37,1.7,0.45,,0.42,4.03,11.15,9.11,,,7.16,2.33,3.95,8.97,0.55,,,4.26,11.78,,39.54,33.85,0.0,45.95,25.04,,19.98,,35.36,2.11,11.42,11.42,,2.35,,,,,,1.15,,,,5.13,,,,2.61,2.05,9.67,25.04,18.9,32.76,,20.13,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,74.93,39.2,,,,,,5.8,30.4,30.44,,,35.52,1.41,14.67,0.32,26.84,56.68,,15.45,40.55,,2.44,,,,,,45.62,22.06,24.89,4.63,6.04,,0.29,13.24,3.37,,,,33.3,27.05,40.64,59.46,,,,,,3.16,,,,3.88,,,,,29.68,,,,6.09,19.42,,,,3.99,56.68,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,12.56,54.5,1.2,12.1,,32.7,10.6,54.7,37.5,53.35,,,54.35,2.34,0.62,0.23,17.87,1.28,1.55,144.86,62,2.26,0.7,,,,11.03,8.19,11.53,13.17,10.07,3.85,3.24,9.07,0.5,28.12,10.79,,,25.6,37.6,7.05,20.14,61.88,2.28,,16.04,,27.76,2.1,16.75,19.11,0.46,2.75,,,,,9.79,,,,,7.22,15.3,0.76,0.96,,1.28,6.21,64.41,13.31,13.65,,11.44,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,,38.89,,9.1,,,,,8,24.34,0.31,28.98,34.46,1.51,1.28,0.6,5.96,2.33,47.7,39.24,5.43,4.46,0.19,,,0.31,,31.09,,,,3.65,3.43,,0.69,,,0.25,,18.66,,5.53,5.99,6.05,,,,,,1.31,,,,3.35,,,,,,,0.85,,,24.12,,,5.79,1.31,1.77,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,58.74,0.2,16.3,20.1,25.7,36.4,,16.7,69.67,2.18,,64.14,2.94,0.58,0.64,102.05,1.99,130.37,46.5,41.84,2.44,0.81,,0.08,1.17,7.09,5.76,11.38,8.38,5.98,0.7,0.65,14.1,0.35,5.73,10.54,1.17,9.48,24.91,,,138.07,26.36,22.8,,7.9,,11.43,1.6,6.9,7.14,0.28,0.54,,,,,9.53,0.88,0.87,,,5.93,7.6,0.29,0.8,2.42,1.09,9.47,33.15,17.19,25.11,,18.59,,,14.29,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,28.84,46.95,,2,17.3,10.3,15.9,23.9,12.4,30.21,2.93,26.96,40.91,4.34,1.26,641.77,16.88,2.79,146.7,93.11,14.73,,,,0.19,0.61,22.38,13.56,49.97,,,5.33,6.36,4.47,0.74,13.12,1.94,0.61,21.11,17.33,19.95,13.63,12.93,37.48,271.05,,19.37,,30.91,2.32,32.46,31.79,1.83,6.63,,,,,50.28,1.83,1.69,,,14.24,29.27,1.95,2.56,2.32,1.55,5.19,8.77,8.06,7.05,,6.36,,0.59,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
AGIO,62.23,60.31,6.9,36,,,,,,55.69,,80.65,59.67,13.52,11.57,8.75,47.43,12.84,2136.75,1346.67,28.47,,0.09,,,,,,,,,40.45,74.78,,0.88,,,,,,,103.96,0.0,89.95,,,,,,3.62,,,,90.17,,,,,,,,5.47,4.83,,,,,3.62,12.39,,,,,,,,0.49,,,,1,1454238439.0,Pharmaceuticals: Major,Health Technology
