Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
HST,,42.83,0.1,1.7,48.1,,,,48.1,39.66,4.38,,41.3,1.97,0.86,0.27,17.7,1.16,,42.02,,3.05,0.75,,0.82,4.38,16.75,9.63,17.92,16.39,9.64,2.83,2.97,5.97,0.54,16.57,7.17,4.5,12.45,,5.72,4.39,22.13,58.16,4.06,,13.35,,14.2,1.85,17.35,19.8,,2.32,,,,8.81,14.07,1.28,0.9,,,8.4,14.12,,1.35,1.85,1.16,5.85,9.38,8.74,10.58,,6.2,,4.98,20.58,,,8,11812640921.0,Real Estate Investment Trusts,Finance
HSY,,60.68,0.6,23.2,12.2,13,12.5,7.9,11.8,71.26,4.25,,66.3,5.01,0.15,0.09,192.56,0.97,76.02,51.29,30.52,1.9,1.39,,0.45,2.66,17.29,14.81,33.35,17.2,14.68,3.87,3.88,5.78,0.33,11.62,3.41,2.85,20.06,15.04,2.36,3.29,255.25,46.3,17.11,,18.13,,24.51,9.48,19.08,17.98,1.89,3.47,,1.09,1.61,,29.76,,1.03,,,18.55,23.93,1.6,1.74,,0.64,17.6,62.76,29.51,53.6,,24.38,,3.51,29.09,,,10,43420855847.0,Food: Specialty/Candy,Consumer Non-Durables
HTZ,,53.46,,204.5,,17.3,,10.8,,58.73,,,55.69,0.44,0.14,0.03,3.8,0.65,,38.81,47.64,4.87,6.35,,,,38.01,5.09,,,,1.93,1.98,2.63,0.12,,,,11.6,,,2.69,21.62,14.39,0.53,,2.49,,4.79,0.41,,,,0.14,,,,,,,,,,0.53,,,,,0.65,0.94,2.76,2.27,7.43,,,,,,,,5,5017470295.0,Finance/Rental/Leasing,Finance
HUBG,,61.35,2.5,15.1,,23.1,32.3,70.6,8,66.54,0.53,,63.23,3.99,0.3,0.35,45.85,1.28,,35.14,56.4,1.51,0.34,,0.06,0.53,17.77,8.72,11.4,19.38,9.03,0.75,0.8,5.63,0.56,6.98,9.89,1.11,23.32,25.82,10.46,5.93,38.68,15.92,11.68,,3.28,,4.14,1.76,21.78,22.25,1.09,0.71,,1.04,0.33,,10.23,2.19,1.5,,,6.97,10.38,1.02,0.84,4.84,1.28,4.6,15.78,8.07,8.14,,6.35,,2.76,18.64,,,10,2578734311.0,Air Freight/Couriers,Transportation
HUBS,5.91,38.92,,16.5,,,,95.7,30.2,51.79,,,41.93,9.28,1.58,1.96,498.7,2.07,,8.13,37.64,,0.53,,,,,,84.71,138.98,91.44,9.52,10.66,,0.45,12.58,1.13,,67.89,,,18.61,640.03,84.32,,,,,,17.47,,113.19,,10.97,,,,,87.63,10.68,0.98,,104.99,63.43,,,8.04,22.68,2.07,,,,,,,,,,,,,25594841231.0,Packaged Software,Technology Services
HUN,,54.11,8,5.8,13.5,,,,8.3,60.49,6.18,,57.46,2.01,0.35,0.22,23.74,1.55,67.7,53.89,50.89,7.06,0.79,,9.64,4.13,80.86,17,83.11,29.36,12.38,0.95,1,1.24,0.42,1.21,1.75,4.24,61.08,9.83,81.66,5.14,26.25,14.03,0.61,,,,0.67,1.3,,237.4,,0.69,,,,,59.02,4.5,0.99,,,13.97,,,0.61,1.91,0.98,,2.08,1.19,,,,,6.39,9.17,,,10,4566570649.0,Chemicals: Major Diversified,Process Industries
HURN,5.18,74.44,6.7,6,,30.3,31.7,,21.5,76.57,,,75.83,3.42,0.1,0.03,113.5,2.4,,4.02,42.88,3.81,1.25,,,,18.78,15.95,42.48,,,1.73,1.81,5.32,0.37,4.26,2.99,,19.38,17.79,,,104.56,30.12,6.78,,4.67,,9.64,4.16,32.71,21.46,1.49,1.5,,,,,39.13,,1.12,,,24,,1.35,1.79,,2.4,5.25,186.53,13.1,12.59,,10.04,,5.51,100.44,,,8,1884726775.9999995,Miscellaneous Commercial Services,Commercial Services
HWKN,95.07,69.8,0.3,15.6,10.2,20.2,23,73.8,15.9,67.67,1.02,33.82,69.81,8.23,0.07,0.07,106.44,1.96,37.99,27.14,49.23,0.79,0.27,,0.18,0.59,22.26,17.1,19.67,,16.24,2.37,2.55,4.49,0.62,12.98,5.34,0.59,29.61,21.95,,,52.5,21.07,24.3,,8.2,,11.32,5.45,29.65,29.65,1.48,2.37,,,,,18.76,3.96,2.35,,,14.02,17.23,1.41,2.6,11.89,1.24,12.32,31.92,20.3,19.8,,14.62,,3.05,59.46,,,9,1237989691.0,Chemicals: Specialty,Process Industries
HWM,53.94,57.41,1.8,6.1,104.1,23.2,28.8,,10,64.01,0.18,39.17,59.99,4.71,0.31,0.14,82.85,1.97,129.24,68.51,37.09,2.4,0.9,,0.09,0.23,29.15,24.03,45.19,24.67,20.86,5.03,5.39,3.43,0.39,11.92,2.42,0.23,34.34,8.75,22.59,9.77,52.71,28.6,6.1,,12.54,,18.67,8.39,40.02,42.12,8.96,5.01,,,,,41.97,,,,,32.5,47.87,5.19,8.23,,0.92,8.36,35.56,14.52,22.02,,11.97,,2.38,243.68,,,7,19241869930.0,Aerospace & Defense,Electronic Technology
HXL,,46.78,,4.2,43.3,19.4,93.5,,5.4,48.99,0.86,,47.08,4.63,0.26,0.1,65.25,2.75,90.66,32.47,50.63,2.95,0.51,,0.3,0.86,41.05,21.99,33.06,22.11,15.44,3.06,3.2,2.44,0.56,9.69,3.36,0.94,31.37,,23.5,9.65,77.32,23.76,7.2,,5.79,,11.67,3.39,51.38,35.27,,3,,,,,31.12,2.51,1.05,,,21.05,58.24,,1.86,4.03,1.55,3.73,7.08,5.59,6.5,,7.56,,5.25,26.2,,,10,5769007968.999999,Aerospace & Defense,Electronic Technology
IAC,,60.97,1.1,,,31.9,,,18.4,59.48,,,62.76,1.36,1.92,0.82,51.76,2.7,,33.03,44.72,4.04,0.33,,,,67.44,9.6,51.48,45.69,12.34,1.26,1.14,1.48,0.59,2.21,2.09,,387.07,,,,51.82,69.78,,,,,,0.73,,,,1.08,,,,,49,,,,,19.48,73.18,,,1.84,2.7,,15.37,0.75,,,,,2.83,,,,6,4537791340.0,Internet Software/Services,Technology Services
IAG,43.68,46.96,,,,,,,,28.65,,52.44,41.39,0.76,0.42,0.31,3.95,0.91,100.35,117.68,,2.44,0.42,,,,18.8,7.37,,,,1.99,2.64,5.32,0.49,,,,10.31,15.32,104.56,26.6,3.25,17,,,12.41,,9.01,0.89,14.74,28.21,,1.76,,,,,,1.07,1.24,,,9.52,,,,0.89,0.55,3.06,4.61,3.94,6.16,,1.95,,,,,,4,1231616032.6492753,Precious Metals,Non-Energy Minerals
IART,,62.05,2.5,4.2,,,,,6,63.05,,,64.54,1.71,2.19,3.56,25.42,4.68,202.91,53.62,60.58,0.84,0.06,,,,20.04,8.94,32.56,13.38,12.27,1.19,1.3,4.99,0.71,3.98,3.04,,8.38,13.94,57.29,6.28,60.52,56.14,1.5,,2.63,,5.17,0.69,50.84,10.96,1.35,1.32,,0.37,1.21,,32.94,0.58,0.43,,,15.49,101.68,1.33,0.53,0.69,3.35,1.05,11.6,2.83,2.13,,2.11,,20.17,21.73,,,9,3226033929.0,Medical Specialties,Health Technology
IAS,,61.29,,25.5,,4.8,,49.5,17.8,61.35,,,62.02,5.28,1.59,0.56,10.63,4.32,,32.9,55.18,2.31,0.16,,,,220.56,27.17,24.69,,,3.3,3.67,0.45,0.81,14.88,4.21,,58.85,,103.69,13.34,16.15,78.49,0.98,,0.59,,2.19,1.84,1063,442.92,,3.63,,,,,25.15,29.53,,,265.75,16.5,,,,44.29,4.32,0.24,12.51,0.73,0.32,,,,3.73,,,,2,1956560484.0,Packaged Software,Technology Services
IBKR,40.94,41.17,,15.9,,46.9,32.2,,34.8,34.32,0.46,35.69,38.07,0.32,0.03,356.18,119.63,1,,37859.85,2018.35,,,,0.09,0.46,1.2,1.19,1.24,2.68,2.61,1.83,1.02,83.33,0.03,82.38,55.46,0.84,19.97,64.47,7.76,,134.98,88.78,1.87,,7.9,,84.9,3.26,18.99,18.49,1.03,1.49,,0.59,0.06,,1.8,1.64,0.87,,,1.78,2.75,1.02,0.18,3.26,1,0.53,,51.53,19.14,,25.05,,15.74,42.73,,,10,38859295883.0,Investment Banks/Brokers,Finance
IBM,20.56,75.07,,2.2,0.6,10.6,3.5,,2.9,83.4,3.69,,78.78,3.31,0.46,0.23,191.5,1.12,17.35,49.12,35.15,3.95,2.49,,0.65,3.48,20.97,14.69,18.31,19.95,14.51,3.52,3.56,4.77,0.18,19.47,6.9,3.49,19.08,0.53,5.49,3.85,147.29,56.09,5.75,,13.52,,15.46,7.32,21.11,18.81,,2.83,,,,,14.66,,1.56,,,12.95,14.88,,1.41,,1.08,6.31,123.77,10.42,36.62,,7.31,,2.06,18.63,,,10,132997803878.00002,Information Technology Services,Technology Services
IBP,38.61,71.98,1.4,29.9,,27.8,38.1,25.7,20.8,78.96,0.5,4.76,75.49,6.38,1.18,0.42,266.37,3.18,32.51,28.76,54.25,1.9,1.42,,0.14,0.5,21.28,15.98,28.71,21.71,12.46,2.73,2.89,4.7,0.34,10.05,3.73,0.52,24.42,22.22,19.61,8.35,147.16,33.95,9.69,,8.9,,13.52,11.15,30.13,27.38,0.91,2.64,,0.88,0.85,,26.73,22.44,1.89,,,21.47,25.33,1.1,2.68,416.2,2.67,13.15,62.36,24.2,41.12,,19.34,,0.34,71.22,,,10,3623768065.0,Engineering & Construction,Industrial Services
ICE,18.9,73.4,,8.9,11.9,7.6,8.4,6.7,5.7,75.13,2,6.8,74.22,0.85,0.01,0.04,151.16,1.01,,81.11,52.77,4.28,0.85,,0.3,1.15,27.84,20.71,32.27,26.08,19.2,11.81,10.56,3.59,0.2,32.73,3.86,1.19,27.81,10.76,9.79,,115.55,57.76,4.66,,24.24,,39.8,3.3,34.75,26.57,3.32,8.43,,1.36,1.24,,25.65,,1.2,,,22.06,30.96,3.53,1.57,,1.01,1.79,105.84,7.88,9.97,,2.57,,,35.4,,,10,66099421495.99998,Investment Banks/Brokers,Finance
ICFI,26.23,58.21,0.1,7.2,,17.6,15.9,,9.5,67.07,0.39,4.14,62.55,3.29,0.01,0.01,145.39,1.19,,34.7,39.56,3.3,0.74,,0.08,0.39,22.84,16.32,24.46,,15.02,1.63,1.71,4.38,0.45,6.99,5.07,0.39,21.04,13.99,,,128.2,36.03,3.69,,4.74,,7.18,2.98,29.55,21.29,2.09,1.43,,1.24,1.39,,20.08,,1.37,,,17.41,21.78,2.11,1.38,,1.19,4.55,67.8,8.83,10.52,,6.94,,4.12,38.77,,,10,2347695284.0,Miscellaneous Commercial Services,Commercial Services
ICL,,59.07,,13.4,59.1,37.7,89.9,65.6,14,62.69,16.41,,62.87,2.35,0.2,0.19,4.32,1.6,140.36,68.82,74.49,1.78,0.44,,0.65,4.85,8.93,5.42,10.78,,,,1.07,11.2,0.5,10.27,13.95,4.21,,30.62,,,5.87,32.97,7.12,,6.68,,13.3,0.95,11.68,10.29,0.91,0.77,,,,,7.53,0.71,0.72,,,3.69,5.14,0.41,0.52,1.13,0.93,4.1,11.13,9.39,8.35,,7.26,,7.98,7.32,,,9,7285168352.073617,Chemicals: Agricultural,Process Industries
ICLR,24.32,48.25,,47.3,,28.6,25.7,7.6,23.2,43.48,,17.04,46.03,3.05,0.14,0.11,329.33,1.21,,5.85,80.39,2.29,0.39,,,,29.87,18.82,25.63,21.27,17.03,3.47,3.65,3.35,0.55,14.23,4.3,,21.98,22.84,14.7,6.89,275.57,29.59,3.72,,8.3,,13.37,2.89,40.06,27.06,1.5,3.32,,1.01,0.85,,23.3,,1.13,,,20.79,25.31,1.35,1.7,,1.21,4,202.74,7.06,7.58,,6.38,,3.21,53.64,,,10,21441486365.0,Miscellaneous Commercial Services,Commercial Services
ICUI,,60.09,,7.2,,7.1,,,16.8,63.24,,23.56,60.33,1.83,0.55,0.15,126.58,2.61,176.52,38.57,24.91,7.28,0.82,,,,1424.01,19.65,60.78,,21.59,2,2.02,0.07,0.48,3.32,2.43,,26.27,9.2,,2.03,185.74,32.48,0.32,,,,1.5,1.49,,31.82,2.61,1.36,,2.76,3.55,,40.91,,0.37,,,17.91,,4.24,1.33,,1.09,,0.26,0.08,,,0.51,,0.46,49.25,,,8,3089391357.0,Medical Specialties,Health Technology
IDA,,67.77,,4.2,5.6,4.4,1.5,,9.2,79.04,4.45,,72.93,1.3,0.31,0.06,97.63,1.54,36.89,56.97,23.39,4.7,0.97,,0.79,3.34,19.39,12.66,,18.52,12.14,4.29,4.26,5.16,0.35,,,3.39,17.79,2.3,12.17,4.66,124.26,16.69,2.33,,14.18,,16.15,1.7,19.6,23.72,6.78,2.78,,2.06,,,,1.34,0.82,,,10.66,81.23,,2.35,1.7,1.19,3.1,7.01,5.14,8.78,,3.59,,,18.11,,,10,4988593387.0,Electric Utilities,Utilities
IDCC,27.47,53.78,6,,11.4,37.1,74.3,15.6,19.2,36.84,1.29,9.14,47.05,3.75,1.09,1.57,121.11,1.34,,22.61,85.26,1.87,1,,0.22,1.33,10.34,8.01,10.89,,9.16,4.25,4.4,9.67,0.35,40.41,8.08,1.33,15.99,23.83,,,108.33,74.68,4.62,,31.19,,33.74,4.93,17.81,17.81,0.74,5.54,,,,,13.76,2.88,1.09,,93.88,11.56,12.21,0.71,1.39,10.45,1.34,10.68,923.72,21.73,31.7,,17.25,,6.38,26.33,,,10,2170663125.0,Telecommunications Equipment,Electronic Technology
IDYA,62.1,61.03,,12.5,,,,,,63.45,,,63.47,81.26,28,290.31,42.25,28.42,,,34.67,,,,,,,,,,,317.81,184.49,,0.97,,,,,,,54.09,4.57,,,,,,,3.38,,,,164.38,,,,,,,,4.69,4.62,,,,12.65,3.38,28.42,,,,,,,,,,,,,1679002878.0,Pharmaceuticals: Major,Health Technology
IEP,,55.49,,,,,,,,49.76,20.68,,54.72,1.56,1.87,0.88,17.31,4.58,42.6,31.78,15.92,13.06,2.38,,3.71,23.11,,17.74,3.09,,,,0.79,,0.14,25.66,35.61,23.11,,,,,29.29,20.08,1.24,,,,6.02,2.69,,12.83,,0.61,,,,,2.25,1.44,0.59,,,2.04,4.24,,1.34,3.66,4.24,,,,,,6.79,,24.62,,,,2,8582602859.0,Oil Refining/Marketing,Energy Minerals
IESC,148.94,48.99,0.9,17.8,,46.7,22.1,25,27.3,45.95,,67.63,47.61,7.34,0.24,2.78,139.92,1.83,18.99,25.17,63.38,0.15,0.07,,,,12.72,11.15,22.22,,,,1.11,7.86,0.49,4.98,4.53,,,21.96,,,72.43,21.9,167.9,,5.99,,8.59,5.3,21.1,21.37,0.6,1.08,,0.68,0.71,,22.32,2.62,2.46,,12.31,18.73,23.38,0.85,2.47,7.22,1.59,15.69,75.69,38.42,33.72,,25.36,,1.97,52.01,,,9,1369392807.9999998,Engineering & Construction,Industrial Services
IEX,,54.53,0.1,11.8,8,17.5,16.6,6.8,11.9,59.96,1.92,,57.08,6.3,1.34,0.46,206.22,3.37,91.84,38.27,49.29,1.43,0.37,,0.32,1.3,20.89,17.41,25.47,21.59,17.66,4.91,5.07,4.79,0.61,19.89,4.11,1.35,25.03,14.57,6.37,4.91,228.36,44.03,14.85,,17.89,,22.08,4.33,27.13,25.75,2.63,4.81,,1.57,1.87,,24.37,,1.02,,,21.57,21.84,2.29,1.78,,2.45,10.03,78.96,14.84,16.94,,11.59,,1.33,33.21,,,10,16196900413.999998,Industrial Machinery,Producer Manufacturing
IFF,11.63,57.2,,,2.1,,,,0.3,61.51,2.8,16.1,58.64,1.06,0.19,0.07,99.56,1.68,133.95,60.05,59.94,,0.77,,1.68,2.45,,,36.84,27.52,17.43,3.2,3.13,,0.47,8.5,3.8,1.6,25.42,,51.34,,92.91,32.96,1.7,,,,5.29,1.78,,59.16,,2.22,,,,,26.34,,0.77,,,18.05,,,1.58,,1,,,,,,2.07,,6.15,48.8,,,8,17625193448.0,Food: Specialty/Candy,Consumer Non-Durables
IGT,,72.12,0.7,23.8,58.7,62.9,,1.9,11.7,82.11,3.42,,76.23,0.91,0.15,0.07,23.45,0.8,51.94,124.94,60.28,3.76,3.82,,0.56,3.42,10.27,6.66,22.09,8.82,5.53,2.28,2.35,9.74,0.15,10.66,9.73,3.42,10.84,24.47,22.47,2.84,26.69,48.85,3.34,,4.96,,24.49,3.13,22.33,16.4,3.22,1.11,,,,,10.45,,1.23,,,5.58,38.58,1.44,0.85,,0.67,2.05,76.38,11.75,14.7,,6.11,,7.38,,,,5,6588585020.0,Casinos/Gaming,Consumer Services
IHG,41.06,43.4,3.3,,,260,146.6,147.4,30,31.83,1.47,10.38,38.54,3.28,0.58,0.35,103.39,0.97,0.5,33.79,49.15,2.81,,,0.32,1.47,16.75,14.78,22.86,16.05,15.19,5.21,4.08,5.97,,17.54,4.91,1.47,23.38,22.73,7.93,,82.23,30.66,9,,16.23,,22.37,,23.43,23.36,1.12,3.71,,,,,20.99,,0.96,,,19.04,14.66,1.09,7.95,,0.97,16.87,259.35,41.88,,,19.51,,4.97,39.16,,,9,12959089667.5198,Hotels/Resorts/Cruise lines,Consumer Services
IHS,,48.49,,,,,,,14,62.87,,,53.72,,0.43,0.08,2.93,0.94,15.47,111.66,54.36,,,,,,,,26.67,10.18,3.68,2.3,2.43,,,9.11,18.12,,,,,,7.27,41.73,1,,,,23.6,,,,,0.53,,,,,5.54,,,,,1.43,,,,,0.89,,,,,,9.31,,,,,,,1626408097.0,Engineering & Construction,Industrial Services
IIPR,40,69.08,,3,17.3,19.8,20.8,16.9,22.4,70.86,32.87,15.63,70.22,5,1.14,0.52,123.52,1.3,,400.02,,1.2,0.15,,1.27,5.94,20.24,14.71,13.87,,15.04,11.78,11.78,4.94,0.82,84.98,7.5,6.17,17.22,25.72,,,113.01,91.59,10.85,,53.07,,56.09,1.8,21.67,21.67,0.51,11.33,,,,15.42,13.33,1.32,,,,13.33,,0.87,0.94,1.81,1.3,6.84,12392.46,7.96,8.39,,7.45,,5.66,,,,6,2442562835.0,Real Estate Investment Trusts,Finance
ILMN,,61.29,,4,,,,,9.2,67.24,,,63.22,2.88,0.75,0.49,121.56,1.75,125.69,49.28,56.3,,0.4,,,,,,55.63,26.7,19.11,4.55,4.53,,0.57,8.15,1.89,,42.24,,79.58,4.28,195.76,61.36,,,,,,3.37,,,,4.27,,,,,52.51,,0.34,,,35.26,,,2.03,77.43,1.36,,,,,,,,2.15,217.07,,,8,23135544480.0,Biotechnology,Health Technology
IMAX,,81.44,3.3,,,,,,43.2,95.66,,18.52,88.67,1.72,0.38,0.32,19.89,1.88,85.45,57.65,214.71,2.6,1.06,,,,29.63,11.46,74.04,19.4,9.6,3.42,3.49,3.37,0.32,4.71,1.61,,23.52,,13.93,5.04,20.71,55.09,5.34,,5.97,,11.16,3.92,49.73,23.4,,3.03,,,,,64.58,2.71,0.77,,,19.11,,,3.36,6.12,1.73,2.59,13.99,7.21,7.88,,5.54,,2.03,663,,,7,1023580340.0,Electronics/Appliances,Consumer Durables
IMCR,,53.93,,64.8,,22.3,26.4,70.2,78.2,64.54,,,59.93,1.41,5.36,1.76,39.74,5.96,875.83,4457.48,54.35,,1.32,,,,,,,,,5.29,4.36,,0.36,,,,,,,5.16,134.94,99.6,,,,,,4.33,,,,5.72,,,,,,,,7.85,5.34,,,,,4.33,5.94,,,,,,,,,,,,,2583613859.0,Biotechnology,Health Technology
IMKTA,,74.09,2.1,23.8,,4.3,7.2,,10.9,82.29,0.66,,78.46,4.8,1.05,0.52,79.69,3.2,39.52,15.65,6.61,1.57,0.38,,0.06,0.83,7.03,4.83,23.19,,,,0.31,14.22,0.61,1.32,5.11,0.83,,23.35,,,90.22,23.49,10.3,,3,,3.98,0.99,8.6,8.97,0.54,0.26,,0.29,0.63,,19.54,0.63,1.21,,,5.86,10.15,0.63,0.51,0.99,1.53,7.24,14.02,11.98,12.16,,9.39,,2,9.96,,,10,1416127943.0,Food Retail,Retail Trade
IMO,29.7,59.06,10,12.4,30.1,125.5,,,44.2,66.24,6.15,18.29,61.49,4.08,0.17,0.27,69.06,1.34,24.43,54.07,36.09,0.52,0.19,,0.25,2.37,8.54,6.56,14.75,8.65,6.07,0.98,1.12,11.71,0.54,7.78,7.57,2.55,10.45,25.49,4.78,,65.52,14.68,94.22,,9.99,,12.65,2.21,10.8,11.23,0.33,1.12,,,,,14.34,1.07,0.97,,,9.6,11.61,0.46,0.75,2.23,0.9,11.43,20.2,17.94,20.77,,13.86,,2.78,23.57,,,9,34511741578.01074,Integrated Oil,Energy Minerals
IMVT,17.18,56.02,,2,,,,,,63.46,,,57.65,,13.07,,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86,,,,,,,,,,,,7.22,6.86,,,,,6.86,13.7,,,,,,,,0.03,,,,,2849948864.9999995,Biotechnology,Health Technology
INCY,,75.77,,24.8,,,,,10.2,88.91,,0.25,81.45,6.3,2.76,102.97,68.59,3.47,73.4,175.86,66.03,0.03,0.01,,,,9.51,8.77,12.27,9.76,9,2.33,2.58,10.52,0.76,20.99,5.85,,14.88,,34.23,10.46,87.59,93.12,282.67,,19.78,,18.85,2.86,20.78,20.27,,4.12,,,,,19.6,1.65,0.46,7.3,4.96,18.89,25.45,,1.59,3.01,3.43,11.54,133.54,19.32,15.08,,20.4,,0.03,69.28,,,7,14016684980.0,Pharmaceuticals: Major,Health Technology
INDI,,45.18,,,,12,,,90.3,41.57,,,43.6,1.3,0.91,0.75,6.14,1.74,99.53,47.52,68.02,,0.43,,,,,,,,,4.19,4.63,,0.54,,,,,,,36.65,16.6,40.6,,,,,,2.35,,,,3.99,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,1105730371.0,Semiconductors,Electronic Technology
INDV,,48.82,2.4,164.5,,,60.8,,24.9,71.24,,,56.79,1.93,0.37,1.35,13.04,0.85,231.93,77.31,78.67,,,,,,,,,,,,1.39,,,,,,,3.14,18.79,7.71,19.68,79.45,,,,,,,,8.25,,1.53,,,,,,,0.69,,,,,,11.34,,0.68,,,,,,,,4.68,18.37,,,8,3048455870.425649,Pharmaceuticals: Major,Health Technology
INFA,58.68,24.55,,20.7,,,,17,4.6,24.26,,,21.74,1.77,1.24,0.59,24.37,1.9,,17.72,72.61,6.73,0.83,,,,67.59,28.78,24.93,14.59,14.18,4.74,4.97,1.48,0.45,19.92,4.42,,21.77,,15.14,7.75,21.0,79.11,0.67,,0.03,,6.4,3.23,,30.54,,4.48,,,,,22.76,,,,,22.36,,,,,1.9,0.01,56.28,2.95,0.02,,,,,,,,,7042756013.000001,Packaged Software,Technology Services
INFY,13.12,79.51,0.8,5.7,19.4,12.6,12.6,4.3,17,82.02,5.56,,80.43,10,0.5,4.08,22.6,1.89,,12.44,68.72,0.17,0.07,,0.72,2.46,20.09,20.09,31.73,22.06,19.89,4.7,4.86,4.98,0.58,15.44,3.13,2.46,28.51,13.43,8.5,7.92,20.89,30.2,130.11,,17.18,,20.88,9.3,29.35,29.35,2.11,4.95,,2.29,2.11,,32.3,3.66,1.18,,21.94,29.57,31.89,2.53,2.72,10.37,1.89,19.81,170.08,40.85,32.83,,24.38,,2.03,35.87,,,10,75486007221.84811,Information Technology Services,Technology Services
INGR,3.84,66.12,0.9,7.4,5.5,13.9,15.5,15.2,11.2,74.6,3.08,6.03,70.15,4.1,0.35,0.24,121.35,2.44,88.84,42.12,58.45,1.6,0.5,,0.34,2.58,9.82,7.99,9.28,9.13,7.58,1.19,1.19,10.18,0.52,12.8,12.7,2.58,12.54,11.45,5.14,,103.63,21.24,8.84,,8.45,,11.3,2.11,12.16,13.7,3.51,1.05,,,,,8.05,1.4,1.04,,,6.18,8.23,1.81,1.28,3.21,1.39,8.85,23.54,16.26,19.09,,11.64,,6.8,16.47,,,10,6538643372.000001,Food: Specialty/Candy,Consumer Non-Durables
INMD,,50.05,,40.8,,38,37.2,29.8,32.7,53.03,,,51.08,14.25,11.86,124.02,18.01,13.45,200.11,60.02,27.49,0.04,0.01,,,,4.34,4.32,4.18,4.36,4.34,1.67,1.61,23.04,0.91,38.47,11.77,,9.91,28.74,,2.28,37.13,83.1,,,38.84,,37.05,1.87,8.54,7.63,0.19,3.27,,,,,8.62,0.8,,2.2,1.91,8.59,9.51,0.31,0.65,1.87,12.66,22.91,591.71,23.73,25.19,,159.2,,,,,,7,2829043449.0,Medical Specialties,Health Technology
INNV,,69.46,,43.1,,,,,6.6,76.13,,,72.86,3.41,0.81,0.89,6.23,1.25,,29.72,17.98,,0.4,,,,,,,,,,1.18,,0.53,,,,,,,11.75,6.61,16.73,,,,,,3.01,,,,1.13,,,,,,,,,,,,,,6.23,1.25,,,,,,,,,,,,2,1031314318.0,Packaged Software,Technology Services
INSM,213.82,64.31,,,,,,,8.9,44.52,,137.84,57.9,,1.42,0.49,74.56,1.8,414.36,302.93,40.58,,,,,,,,,,,36.15,40.48,,,,,,,,26.56,47.99,28.96,78.07,,,,,,,,,,33.87,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,3826518169.0,Pharmaceuticals: Major,Health Technology
INSP,,34.67,,31.7,,34.6,31,,68.9,20.02,,,30.46,24.21,6.12,18.02,133.61,7.93,104.69,143.28,39.43,,0.04,,,,,,1010.8,,,4.2,5.02,,0.86,0.5,0.08,,865.61,,,21.88,463.71,84.65,,,,,,6.73,,,,5.92,,,,,1203.67,,,11.51,8.34,113.03,,,25.99,6.73,7.25,,,,,,,,,,,,,6187198837.0,Medical Specialties,Health Technology
INST,,46.67,,4.1,,,,,,44.85,,,43.91,1.36,0.29,0.07,23.29,0.78,,30.77,63.46,7.39,0.91,,,,1741.53,28.53,30.91,,,,8.1,0.06,0.46,26.2,4.28,,,,,,30.47,65.01,,,,,,2.66,,26.17,,6.08,,,,,22.89,,,,,21.92,,,,,0.78,,10.84,0.13,,,,,,,,,,3520573652.0,Packaged Software,Technology Services
