Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
GLPG,,46.38,,,1.3,,,58.8,6.8,,,43.62,,4.12,46.08,1.66,,9.51,291.22,27.12,10.13,1294.29,2464.01,63,,,,,,24.39,24.39,3.97,,,,,4.1,0.69,,,,45.1,,,,46.33,92.65,,,,79.33,,,0.59,8.21,,,6.5,,,,,,0.59,,0.33,0.84,0.76,,,,0.51,0.65,9.95,4.77,,,7.32,,,,0.41,,,,4,2371083250.11647,Biotechnology,Health Technology
GLPI,3.04,43.36,,,10.1,5.1,2.8,8.1,23.4,13.78,1.2,36.17,6.85,12.67,39.99,1.52,,3.04,0.14,48.99,10.21,,55.74,488.84,5.36,1.8,,1.06,6.11,17.55,14.24,19.9,16.73,13.52,12.45,13.48,5.68,0.34,67.47,7.49,6.11,16.47,10.72,4.57,5.31,50.3,96.87,3.17,,,51.54,,73.73,3.2,17.34,17.43,2.49,8.94,,,,12.87,13.24,0.97,1.68,1.12,,,12.93,13.21,,1.23,3.75,10.21,6.57,220.44,10.06,18.87,,9.92,,,20.93,,,10,12680268427.0,Real Estate Investment Trusts,Finance
GLW,52.63,50.46,7.37,,,8.4,,6.9,,,,43.26,3.67,19.97,47.34,2.91,,0.35,0.19,47.76,1.66,114.39,62.93,49.93,4.09,0.75,,0.63,2.32,70.77,23.54,46.18,20.65,13.09,3.1,3.8,1.41,0.39,8.24,2.52,2.32,20.71,0.73,16.09,9.04,34.93,31.64,2.41,,,1.24,,6.5,3.71,283.41,27.07,12.3,3.29,,2.33,3.42,,39.85,1.37,2.48,1.23,,,20.42,,,2.34,5.21,1.05,0.56,4.21,2.87,1.4,,2.24,,2.24,38.24,,,9,26638625396.0,Electronic Components,Electronic Technology
GM,59.64,42.41,20.03,5,18.5,,3.6,16.2,,19.12,13.9,30.02,0.93,20.34,36.36,1.32,,0.34,0.25,51.15,1.21,39.33,66.39,108.46,5.04,1.8,,0.05,0.92,11.74,6.03,,12.13,8.33,0.88,0.84,8.52,0.25,,,0.92,4.91,,10.3,1.51,56.34,11.96,14.28,,,6.06,,6.67,0.81,5.56,5.27,3.1,0.34,,0.37,,,,0.91,0.44,0.89,,,3.11,29.72,0.84,,0.87,1.03,3.94,12.63,7.03,16.05,,5.15,,8.47,8.62,,,9,46711985083.0,Motor Vehicles,Consumer Durables
GME,54.06,58.92,31.89,,37.8,,,,,,,61.68,,5.43,58.81,7.05,,4.2,9.96,31.26,5.11,85.82,49.23,5.99,32.87,0.1,,,,,638.38,,,171.16,1.88,2.08,,0.77,,,,625.2,9.67,47.24,,13.49,26.99,,,,1.45,,,2.74,173.18,151.75,,2.31,,,,,,2.32,4.56,6.83,4.39,3.34,,,,4.31,2.74,4.36,1.56,,,2.41,,,,0.62,,,,5,5561495766.0,Electronics/Appliance Stores,Retail Trade
GMED,63.71,48.44,16.96,,24.7,,19.6,10.8,2.5,1.75,20.5,19.29,,21.63,37.86,7.74,,0.85,1.3,83.42,2.51,285.48,22.43,80.45,1.26,0.13,,,,65.03,25.77,37.32,20.18,14.98,4.12,4.42,1.52,0.8,11.85,2.64,,23.92,13.71,37.21,20.38,102.83,58.14,22.23,,,3.69,,6.8,2.73,121.94,33.29,3.87,4.52,,2.83,2.7,,38.32,0.81,3.09,0.78,,10.9,27.09,2334.29,2.88,2.07,6.19,1.64,1.8,10.06,3.79,2.27,,2.91,,,53.6,,,10,6990402340.0,Medical Specialties,Health Technology
GNL,,35.98,,,,,,,,1.41,,38.41,13.07,1.25,36.76,,,0.07,0.03,7.29,0.17,,250.77,,8.83,2.15,,,16.54,38,11.61,27.86,,,,7.88,2.62,0.31,28.3,13.58,15.43,713,9.83,,11.73,10.46,82.29,0.71,,,,,28.94,0.75,,,,2.02,,,,7.99,7.14,0.7,,,,,5.86,11.12,,0.5,0.76,0.17,,219.99,2.81,,,2.66,,,,,,7,2570259192.0,Real Estate Investment Trusts,Finance
GNRC,41.81,33.63,26.51,1.5,20.7,,1.3,,,,18.5,15.75,,33.78,24.4,4.23,,0.21,0.13,165.11,2.03,167.72,55.28,51.61,2.55,0.69,,,,23.47,17.38,19.52,16.52,13.12,2.39,2.76,4.26,0.47,14.16,5.87,,20.21,9.42,20.54,7.93,147.14,37.65,5.18,,,7.09,,11.88,4.13,34.68,25.52,2.39,2.46,,1.16,1.49,,17.38,1.12,8.15,1.22,,,14.13,17.4,3.95,1.61,60.03,0.96,5.69,26.07,11.52,12.34,,8.97,,0.95,36.47,,,10,6950628415.0,Electrical Products,Producer Manufacturing
GNTX,,49.59,2.24,1.7,7.4,0.3,7.4,8.9,,15.75,13,42.41,2.19,,47.9,15.56,,0.71,,29.94,3.69,100.32,43.73,51.87,,,,0.2,1.58,13.32,11.24,19.24,12.21,10.2,2.67,2.84,7.51,0.88,14.75,5.05,1.58,14.34,7.7,8.86,4.99,36.41,33.81,,,,18.37,,21.3,2.85,16.22,16.46,27.43,2.93,,1.26,1.71,,19.93,0.82,1.65,0.82,,9.36,13.5,19.08,,1.15,3.82,2.11,16.24,42.87,21.09,18.42,,20.05,,5.29,17.43,,,10,7479283447.0,Auto Parts: OEM,Producer Manufacturing
GO,,40.18,5.88,,8.1,,8.5,,29.2,,7.3,19.6,,,31.98,2.22,,0.19,0.04,17.06,1.46,43.94,25.21,1.08,8.05,1.29,,,,34.45,16.3,,18.99,11.39,0.66,0.79,2.9,0.39,,,,18.45,11.29,,9.09,35.36,30.42,3.62,,,1.2,,2.01,1.4,34.12,21.75,3.69,0.41,,,,,,0.48,2.07,,,,17.49,,2.35,1.24,4.61,0.33,1.7,5.35,3.52,4.21,,2.4,,,,,,8,2972213273.0,Food Retail,Retail Trade
GOGL,31.55,21.06,1.01,,6.9,129.7,143,,,13.22,8.1,7.16,66.57,,14.47,1.54,,0.46,0.08,8.85,1.22,25.39,5.74,10.92,2.85,0.73,,0.79,13.36,9.28,6.6,10.66,9.31,6.41,3.7,3.22,10.78,0.56,30.19,16.07,13.36,5.97,27.41,45.11,1.98,7.98,36.37,3.18,,,23.89,,34.12,0.98,7.85,7.54,0.33,1.88,,,,,6.24,1.11,0.57,1.02,,,4.88,10.23,0.3,0.67,0.98,1.22,6.91,11.11,10.79,12.57,,10.06,,9.87,,,,6,1526200233.0,Marine Shipping,Transportation
GOGO,,53.9,8.8,,,,7.5,,,260.2,,61.09,,,54.96,0.2,,1.82,0.26,8.01,3.58,181.51,56.7,44.47,4.58,12.71,,,,11.81,10.43,18.8,,,3.5,3.77,8.47,0.07,20.17,7.84,,16.79,13.65,,8.81,12.98,66.3,1.78,,,13.94,,24.78,18.95,18.51,18.51,3.14,2.59,,,,,12.88,0.62,,0.93,,,9.91,17.81,1.76,3.1,,2.81,7.1,53.23,18.18,116.85,,12.84,,8.6,,,,3,1579113261.0,Wireless Telecommunications,Communications
GOLD,,34.7,,0.4,2,10.6,,,,,,26.39,9.89,3.16,32.21,1.73,,1.39,0.89,16.24,2.65,80.75,58.48,16.05,0.8,0.2,,0.38,2.45,7.86,5.2,32.06,7.79,5.19,1.86,2.48,12.72,0.5,7.72,3.17,2.45,9.04,,37.64,13.99,20.66,34.32,8.9,,,13.18,,28.37,1.26,18.51,16.39,4.31,2.45,,,,,31.59,0.79,1.04,0.95,,,7.36,15.69,,0.94,1.5,2.06,3.52,14.16,8.92,6.93,,6.21,,2.9,99.1,,,7,29210986078.50733,Precious Metals,Non-Energy Minerals
GOLF,11.92,56.37,9.36,5,0.8,8,29.8,22.6,7.9,26.11,18,36.11,2.89,7.14,50.21,3.85,,0.19,0.14,73.3,2.1,172.26,49.3,53.62,2.16,0.85,,0.28,1.18,17.9,15,20.68,,12.2,2.04,2.11,5.59,0.38,10.13,5.52,1.18,20.54,21.26,8.62,3.3,63.68,53.48,5.46,,,7.78,,11.74,5.18,24.47,24.47,1.76,1.94,,,,,18.93,1.15,6.6,,,,14.53,20.43,1.36,1.72,39.98,1.14,8.33,33.35,16.54,21.41,,12.29,,5.17,32.44,,,9,3766308610.999999,Recreational Products,Consumer Durables
GOOG,29.92,71.19,8.49,2.6,11.3,,19.6,32.3,20.6,41.62,22.1,79.25,0.3,,75.25,15.11,,1.15,3.46,197.12,1.95,6.61,16.63,49.34,0.21,0.09,,0.05,0.3,20.93,18.54,42.08,18.67,15.52,6.06,6.91,4.78,0.73,16.43,2.31,0.4,22.18,22.22,19.15,12.03,168.86,57.85,370.12,,,27.74,,30.93,7.68,26.08,26.61,1.26,7.35,,0.85,1.44,,44.9,1.17,3.16,1.12,,57.81,23.81,43,1.29,2.33,8.55,1.95,22.98,71.52,34.07,32.19,,32.52,,2.97,52.33,,,10,1737697476151.0,Internet Software/Services,Technology Services
GOOGL,30.08,70.99,8.27,2.6,11.3,,19.6,32.3,20.6,41.62,22.1,78.92,0.31,,74.97,15.11,,1.15,3.46,195.42,1.95,6.61,16.63,49.34,0.21,0.09,,0.05,0.31,20.93,18.54,42.08,18.67,15.52,6.06,6.91,4.78,0.73,16.43,2.31,0.41,21.8,22.22,19.15,12.03,167.51,57.85,370.12,,,27.74,,30.93,7.68,26.08,26.61,1.26,7.35,,0.85,1.43,,44.9,1.17,3.16,1.12,,57.82,23.81,43,1.29,2.33,8.55,1.95,22.98,71.52,34.07,32.19,,32.52,,2.97,52.3,,,10,1737697476151.0,Internet Software/Services,Technology Services
GOOS,,55.08,,4.4,,,11.6,8.7,,0.01,17.2,67.04,,,61,2.26,,0.17,0.08,10.1,1.85,412.99,44.6,26.19,3.34,2.5,,,,16.16,8.25,10.62,,,1.1,1.67,6.19,0.23,16.02,15.04,,12.67,12.24,11.3,5.63,19.45,67.94,2.99,,,4.8,,9.56,3.86,23.8,17.2,4.3,1.07,,,,,7.17,0.52,2.66,,,,6.23,6.5,3.02,1.17,9.07,0.71,4.14,16.09,11.79,17.01,,7.52,,9.76,18.38,,,10,1624875076.9999998,Apparel/Footwear,Consumer Non-Durables
GPC,,36.56,,1.1,12.4,6.3,44,21,,29.79,12.8,16.81,4.43,,29.57,2.49,,0.12,0.18,118.49,1.17,120.85,141.63,37.44,3.16,1.28,,0.45,3.37,14.17,11.29,23.75,13.41,10.52,0.89,0.92,7.06,0.23,3.87,5.46,3.37,13.98,26.76,,3.09,165.14,36.42,19.49,,,4.67,,6.92,3.51,15.26,13.48,0.88,0.71,,1,1.59,,18.41,0.72,,0.78,,,11.45,14.97,0.56,1.05,,0.57,5.88,39.22,15.02,24.47,,10.49,,,19.13,,,9,20901381511.0,Wholesale Distributors,Distribution Services
GPCR,,38.64,,,,,,,,,,28.57,,,35.98,,,27.38,,,27.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,2.05,2.03,,,,,1.98,27.63,,,,,,,,,,,,,1168728571.0,Miscellaneous Commercial Services,Commercial Services
GPI,40.35,60.89,10.12,8.9,34.6,44.2,34.9,35.4,,13.63,29.8,56.06,0.84,33.53,59.11,3.25,,0.02,0.01,421.48,1,50.42,13.18,4.98,5.41,1.84,,0.05,0.44,12.24,10.97,,13.25,11.44,0.51,0.59,8.17,0.3,,,0.44,10.39,26.58,,8.45,324.4,16.39,4.14,,,2.71,,4.96,1.91,11.42,11.04,0.32,0.3,,0.35,,,,1.3,,1.64,,,32.64,337.18,0.44,0.65,,0.24,6.02,20.75,15.96,18.42,,9.27,,,18.88,,,10,3694958540.000001,Specialty Stores,Retail Trade
GPK,16.69,45.12,,,19.5,10.1,24,55,19.8,16.18,9.1,27.64,1.75,2.28,39.74,2.07,,0.07,0.02,28.74,1.73,90.78,51.33,35.2,3.1,1.8,,0.15,1.38,11.99,8.03,,10.84,7.93,1.54,1.56,8.34,0.27,,,1.38,10.7,19.79,,,24.06,22.43,4.91,,,7.99,,12.93,2.89,12.4,10.95,0.78,0.99,,0.54,,,,1.19,3.99,1.17,,,11.22,49.78,0.6,2.74,33.36,0.72,6.45,19.72,13.14,25.58,,9.35,,4.26,23.22,,,10,7219458466.0,Containers/Packaging,Process Industries
GPN,,48.07,3.51,4.4,,8.6,17.5,29.1,,12.52,14.3,28.94,16.95,23.55,40.34,1.11,,0.34,0.17,114.7,0.93,,185.96,40.32,4.37,0.77,,0.09,0.88,20.15,10.85,15.1,10.27,9.76,4.51,4.35,4.96,0.46,28.81,9.96,0.88,8.95,19.24,46.68,,127.19,62.79,3.09,,,13.61,,19.92,1.27,21.46,10.13,1.18,2.93,,0.69,0.33,,10.12,0.9,,0.75,,,8.27,11.45,0.82,0.74,,0.93,2.71,97.05,5.17,6.05,,3.68,,0.74,37.24,,,10,32327640137.0,Miscellaneous Commercial Services,Commercial Services
GPOR,23.07,59.65,8.75,51.5,,,,,,73.54,123.2,49.17,,3.97,55.95,3.16,,0.01,0.01,174.48,0.68,,45.64,47.81,1.05,0.34,,,,11.16,5.78,23.63,,4.5,2.83,4.26,8.96,0.66,18.04,5.24,,7.81,8.69,,14.92,110.1,56.97,1.63,,,28.41,,10,1.53,15.82,,,3.58,,,,,19.88,1.58,,,,,4.93,17.13,,1.33,1.53,0.68,8.01,14.84,12.07,12.01,,2.7,,4.7,42.03,,,5,2164854226.0,Oil & Gas Production,Energy Minerals
GPRE,,40.2,,,,,,9.4,,,0.3,28.77,,,37.16,1.95,,0.72,0.37,10.88,1.78,30.8,20.59,14.07,5.37,0.66,,,,50.28,9.21,98.5,9.69,5.79,0.38,0.41,1.99,0.53,0.41,1.61,,25.54,,,,17.87,8.71,,,,,,,0.72,,,,0.25,,,,,49.52,0.61,,0.95,,,5.93,,,,0.72,1.16,,1.67,1.41,,,,,13.37,,,,5,2012055505.0000005,Chemicals: Specialty,Process Industries
GPS,0.99,57.02,7.49,0.2,,,,,,,2.4,49.98,2.42,,54.57,2.78,,0.67,0.41,24.88,1.54,87.8,57.3,6.92,3.27,1.74,,0.28,2.42,10.74,7.54,11.39,13.23,8.56,0.84,0.83,9.31,0.26,7.27,11.83,2.42,12.82,4.3,14.55,1.51,12.68,41.27,11.6,,,5.4,,7,2.99,11.5,11.5,,0.63,,,,,8.61,1.96,1.24,1.08,,,6.07,9.16,,1.56,2.99,0.84,7.3,19.8,14.41,29.82,,10.79,,5.87,17.37,,,8,4142663162.0,Apparel/Footwear Retail,Retail Trade
GRAB,50.16,54.22,32.49,0.1,,,37.5,51.1,77.4,46.82,72,37.84,,31.75,48.54,2.71,,2.33,17.24,5.14,2.7,11.51,187.69,25.38,2.62,0.05,,,,,122.66,31.88,73.09,41.54,4.58,5.71,,0.69,17.91,2.33,,102.6,,,18.84,5.13,41.66,,,,,,,3.25,,,,7.68,,,,,44.22,1,,,7.34,5.59,36.91,,,,3.81,2.67,,,,,,,,3.31,,,,,13705301047.999998,Other Transportation,Transportation
GRBK,31.83,31.04,,3.9,30.1,,46.5,39.8,91.7,24.22,26.3,13.68,,19.08,24.59,6.33,,0.29,0.26,62.77,7.35,458.61,16.43,2.03,0.7,0.2,,,,7.2,7.12,,,,1.4,1.58,13.89,0.7,,,,7.43,21.46,14.46,13.04,53.68,32.85,,,,17.7,,21.91,1.94,8.32,8.32,0.17,1.46,,,,,,1.17,0.83,1.36,,2.09,,,0.33,1.72,1.94,0.42,17.57,29.14,24.56,25.46,,20.61,,3.47,19.74,,,10,1950362088.0,Homebuilding,Consumer Durables
GRMN,65.25,59.28,21.48,,8.3,6.8,2.4,8.5,7.6,17.1,7.7,37.34,1.98,30.02,51.94,15.92,,1.54,22.07,210.89,3.3,203.82,43.36,48.55,0.07,0.02,,0.38,1.39,27.42,24.36,30.98,23.22,20.69,5.78,6.53,3.65,0.8,21.08,3.05,1.4,27.55,7.38,7.93,11.26,134.81,58.43,,,,25.48,,23.81,5.49,27.24,27.79,4.09,6.95,,1.07,1.53,,32.97,1.56,2.7,1.74,69.6,12.03,29.27,35.25,5.18,2.43,6.13,2.35,17.47,57.62,19.44,21.61,,26.02,,1.37,44.43,,,10,20316840986.0,Telecommunications Equipment,Electronic Technology
GRND,73.62,73.33,15.42,,,,,,,,,83.24,,42.64,77.01,4.34,,0.62,0.13,16.8,1.46,,11.55,42.6,27.08,,,,,,295.62,44.09,,,,10.17,,,23.07,2.46,,38.02,,,23.99,0.0,74.36,2.9,,,,,27.75,,,214.18,,9.37,,,,,40.67,,,,,,38.19,,,,,1.46,,,,,,29.72,,1.36,,,,3,1103580945.0,Internet Software/Services,Technology Services
GRP.U,,38.83,,,9.4,3.3,,8,7.2,6.57,14.3,27.39,5.6,9.33,34.45,1.07,,0.14,0.04,50.72,0.17,,26.15,7.69,7.38,0.57,,0.66,4.76,17.79,17.74,21.88,,,12.53,13.63,5.62,0.58,62.31,7.6,4.64,12.57,8.19,14.11,6.66,68.06,83.66,4.93,,,55.94,,76.44,0.83,14.78,14.49,,8.27,,,,14.66,13.27,0.75,0.73,0.8,,,13.27,13.4,,0.63,0.83,0.17,3.34,10563.87,4.86,5.72,,4.08,,4.84,8.47,,,10,3632712312.41072,Real Estate Investment Trusts,Finance
GSAT,7.78,52.45,53.85,,,,27.8,36.4,,,16.1,36.77,,74.76,47.15,1.3,,0.44,0.12,1.9,1.09,61.22,86.96,66.77,5.21,1.07,,,,,50.06,,,,,16.81,,0.43,,,,,20.17,,3.02,1.81,67.34,,,,,,,9.29,,,,15.23,,,,,,1.05,,1.05,,,35.45,,,10,13.93,0.99,,,,,,,,,,,,2,2517908493.0,Wireless Telecommunications,Communications
GSK,,37.84,,,,,3.3,15,,,6.9,29.41,2.7,,36.54,1.6,,0.15,0.2,34.23,0.81,233.23,512.57,83.75,2.4,1.15,,0.84,4.66,16.91,9.94,13.92,7.07,5.95,2.04,2.13,5.91,0.24,15.3,8.9,4.66,8.23,6.13,11.65,3.95,43.34,71.55,6.91,,,8.02,,14.37,3.84,21.63,18.4,18.4,1.74,,,,,11.36,0.79,,0.83,,,7.33,12.47,,0.87,,0.53,4.26,40.39,10.41,18.28,,8.01,,11.71,8.55,,,10,76246139524.7986,Pharmaceuticals: Major,Health Technology
GSM,,36.35,1.2,,39,,,,,90.29,8.6,15.28,0.96,,28.25,2.13,,0.25,0.85,4.02,1.83,134.15,63.21,62.9,0.87,0.18,,0.12,0.96,8.88,4.82,5.15,,6.39,0.45,0.49,11.26,0.48,9.27,19.98,1.27,8.68,,,4.28,4.61,36.31,5.2,,,2.45,,7.6,0.97,17,12.95,,0.47,,,,,4.99,0.87,0.82,,,4.19,3.2,4.99,,0.46,1.21,1,2.41,10.81,7.64,5.38,,6.03,,28.82,,,,4,1017764133.0,Other Metals/Minerals,Non-Energy Minerals
GT,,43.93,15.73,,7.6,,153.7,38.8,,25.19,10.2,19,,,35.26,1.35,,0.12,0.09,9.23,1.14,92.41,99.75,59.66,7.59,2.12,,,,43.1,8.95,,,,,0.62,2.32,0.21,,,,6.19,,,,11.57,19.74,1.69,,,,,4.6,0.57,,8.35,,0.14,,,,,,0.8,0.55,0.45,,,4.17,,,0.85,0.85,0.65,,2.56,1.85,,,6.41,,8.68,5.74,,,7,3628509820.0,Automotive Aftermarket,Consumer Durables
GTES,66.37,56.2,19.08,3.1,8.1,,16.2,35.7,21.6,,10.6,26.49,,29.55,45.97,2.18,,0.72,0.23,21.79,3.02,118.96,77.83,84.98,3.76,0.81,,,,16.76,11.32,26.74,11.99,8.82,2.08,2.19,5.95,0.44,8.15,5.04,,13.84,12.35,21.75,,14.02,39.54,3.66,,,6.43,,14.46,1.79,26.35,15.73,9.25,1.69,,,,,20.71,1.55,,,,,15.38,16.94,2.01,1.1,,2.11,3.11,26.13,7.06,7.01,,6.86,,4.83,30,,,9,3081886116.0000005,Industrial Machinery,Producer Manufacturing
GTLB,,42.18,15.96,,,,10.1,,,,48.5,26,,37.85,35.06,11.59,,1.97,3581.92,59.14,2.57,,14.4,82.08,,,,,,,,,64.78,65.24,9.27,12.18,,0.58,,,,74.96,,66,25.71,71.76,89,,,,,,,13.21,,105.48,,13.47,,,,,,0.82,8.08,,24.64,14.42,,,,,13.9,2.57,,,,,,,,0.01,,,,,7577566207.0,Packaged Software,Technology Services
GTLS,27.47,81.09,38.28,,13.7,,32.4,48.4,,5.03,30.4,90.37,,16.26,84.02,1.67,,0.15,0.08,196.51,1.27,76.71,115.98,69.19,4.66,1.34,,,,21.14,14.48,53.24,13.52,10.26,2.66,3.03,4.73,0.31,5.69,2.67,,16.49,20.73,32.8,14.9,295.5,33.2,1.94,,,4.64,,15.12,2.92,58.65,24.98,1.2,2.48,,,,,46.28,0.67,,1.17,,,29.57,29.54,0.97,2.88,,1,2.04,65.79,7.95,6.8,,6.03,,,135.81,,,9,7329335277.0,Industrial Machinery,Producer Manufacturing
GTX,,72.54,,,53.4,,,,,,,76.24,,,75.4,1.67,,0.08,0.06,9.34,0.94,34.87,128.69,62.18,2.56,,,,,6.89,5.83,10.89,,,0.98,0.97,14.51,,8.86,15.61,2.52,7.35,12.41,,,2.91,19.91,2.46,,,6.54,,13,,7.8,8.26,,0.61,,,,,6.95,3.21,,,,,5.35,8.04,,,,0.72,9.84,101.42,47.11,,,27.4,,7.24,,,,8,2054877976.0000005,Auto Parts: OEM,Producer Manufacturing
GTY,9.33,46.84,,,5.4,5.1,,,2.1,3.19,1.9,32.73,7.42,18.18,42.56,1.35,,0.05,0.01,32.14,1.53,,898.7,7.83,5.26,0.88,,1.52,5.62,25.33,16.15,20.96,,17.89,11.64,13.17,3.95,0.51,62.85,7.06,5.87,25.92,10.01,3.49,8.7,29.99,91.32,2.74,,,32.97,,52.09,1.83,27.38,27.13,5.12,8.72,,2.36,1.21,13.88,13.88,1.07,1.59,1.08,,,13.8,14.52,,1.07,2.09,1.53,3.53,260.13,5.84,6.88,,5.81,,,21.36,,,10,1498370317.0,Real Estate Investment Trusts,Finance
GWRE,92.18,29.96,11.09,0.1,,,,40.2,29.6,10.77,10.2,20.71,,41.6,24.83,7.03,,2.18,1.36,172.49,2.66,,19.99,39.49,22.17,0.78,,,,645.16,314.79,74.82,1287.4,257.25,12.01,13.48,0.16,0.49,18.01,1.3,,84.28,,34.32,16.31,110.47,60.76,,,,2.91,,,11.29,476.17,96.85,,13.84,,,,,75.28,1.56,8.38,1.28,1437.42,46.62,68.49,535.69,,9.7,16.12,2.66,1.39,21.35,1.34,2.37,,,,,,,,4,7455466267.0,Information Technology Services,Technology Services
GWW,43.08,38.14,16.21,2.1,22,7.1,35,31.4,22.4,78.79,14.4,6.68,0.95,28.44,24.25,11.67,,0.61,0.45,1120.31,2.59,77.91,37.65,50.25,1.14,0.92,,0.21,0.7,22.15,20.32,30.51,19.98,18.43,3.14,3.38,4.51,0.38,11.09,3.38,0.72,26.57,22.01,8.17,5.9,784.41,39.25,30.86,,,10.8,,15.13,15.85,30.9,30.33,1.6,3.32,,1.69,1.78,,29.91,1.43,5,1.97,,95.43,24.55,31.38,1.22,2.81,19.21,1.68,21.69,51.98,41.55,56.51,,32.27,,2.44,52.46,,,10,34656610529.99999,Wholesale Distributors,Distribution Services
GXO,,21.11,13.93,,,,24.1,129.6,34.9,,14.8,4.31,,22.39,12.59,1.39,,0.16,0.1,46.95,0.86,,25.35,59.17,9.27,1.78,,,,53.02,17.88,41.96,18.35,11.74,0.85,0.96,1.89,0.26,2.3,4.47,,14.82,,14.03,11.96,65.82,12.47,4.25,,,0.97,,3.23,1.83,52.81,19.09,1.82,0.51,,,,,22.41,0.71,,,,,9.84,19.27,1.72,,,0.86,1.04,5.97,2.73,3.67,,3.9,,,,,,5,7163504936.0,Air Freight/Couriers,Transportation
H,17.07,54.47,3.07,,3,31,,,,11.39,44.8,52.02,0.38,1.98,53.82,2.59,,0.39,0.33,157.64,0.79,0.61,30.12,47.53,1.57,0.93,,0.14,0.37,9.88,8.08,29.99,26.8,17.51,2.52,2.62,10.12,0.31,8.78,3.83,0.37,40.66,11.34,39.53,3.06,143.59,19.22,1.86,,,20.55,,4.65,4.16,12.06,36.75,,2.5,,,,,28.96,1.1,,1.24,,,22.01,9.09,,3.2,,0.79,11.2,71.82,19.67,37.54,,2.16,,7.66,48.56,,,8,11269745339.999998,Hotels/Resorts/Cruise lines,Consumer Services
HAE,0.04,46.65,16.57,0.1,9.5,,14.5,54.1,17.1,20.22,14.5,42.56,,4.24,43.16,2.8,,1.09,0.24,82.07,3.49,188.18,40.35,54.03,4.42,1.39,,,,30.21,18.26,248.46,18.52,,3.51,3.71,3.31,0.35,1.5,0.49,,15.54,9.48,15.34,5.97,93.45,52.61,10.69,,,9.1,,12.15,4.72,34.13,25.78,3.97,3.11,,,,,204.6,0.88,,0.87,,,49.61,884.41,3.67,2.23,,2.09,5.4,26.19,8.28,13.51,,6.8,,,72.15,,,8,4569659544.0,Medical Specialties,Health Technology
HAL,,31.52,1.33,,23.4,26.7,,68.9,20.8,83.5,15.9,11.95,1.74,,22.59,3.47,,0.4,0.25,27.19,2.21,63.73,61.72,81.48,1.78,0.85,,0.21,2.44,8.08,6.33,12.9,7.57,5.97,1.33,1.34,12.38,0.41,10.42,9.82,2.44,8.61,,3.86,1.87,39.82,19.11,7.4,,,11.04,,18.06,2.38,9.71,8.85,,1.07,,,,,10.31,0.68,1.11,0.76,,,6.49,10.53,,1.13,3.28,1.62,10.25,37.14,19.83,26.27,,17.3,,7.18,,,,5,37837783753.00001,Oilfield Services/Equipment,Industrial Services
HALO,16.99,43.36,,2.1,,,46.1,30.1,95.2,14.98,48.4,45.63,,,43.96,4.27,,6.12,0.44,48.6,10.36,307.98,31.1,88.47,2.59,3.32,,,,13.93,11.97,17.69,,9.4,6.09,7.33,7.18,0.21,41.45,6.43,,9.96,,45.3,18.84,66.18,82.09,25.41,,,41.43,,50.35,13.49,15.9,15.48,,6.58,,,,,15.88,0.73,,0.53,,,15.47,17.73,,2.04,,9.15,20.54,130.47,27.86,156.62,,30.11,,,59.3,,,5,5173936601.000001,Biotechnology,Health Technology
